ID,Long,Lat
90,-78.809234,42.948374
91,-78.802956,42.9266
92,-78.89158,42.915695
93,-78.853737,42.909726
94,-78.891735,42.901865
95,-78.839327,42.927485
96,-78.869667,42.956196
97,-78.818308,42.898637
98,-78.840528,42.892937
99,-78.876602,42.906103
100,-78.833383,42.87959
101,-78.81241,42.847997
102,-78.877131,42.915431
103,-78.87366,42.95539
104,-78.838594,42.885533
105,-78.821798,42.835767
106,-78.823705,42.942994
107,-78.886739,42.940979
108,-78.822254,42.92508
109,-78.821922,42.935672
110,-78.840272,42.885309
111,-78.877385,42.921686
112,-78.895938,42.913899
113,-78.803707,42.875425
114,-78.891173,42.923982
115,-78.805251,42.920833
116,-78.849828,42.938052
117,-78.854493,42.911865
118,-78.884019,42.911571
119,-78.802402,42.924418
120,-78.827538,42.854331
121,-78.806451,42.943221
122,-78.808442,42.9464
123,-78.880339,42.922639
124,-78.891586,42.931911
125,-78.819853,42.931807
126,-78.822305,42.938305
127,-78.802871,42.849881
128,-78.812411,42.858094
129,-78.896758,42.898751
130,-78.803814,42.936806
131,-78.834222,42.89306
132,-78.815309,42.914887
133,-78.869667,42.956196
134,-78.818636,42.896523
135,-78.810205,42.856781
136,-78.85401,42.91236
137,-78.869164,42.9281
138,-78.869164,42.9281
139,-78.830582,42.953598
140,-78.799526,42.89604
141,-78.877411,42.927256
142,-78.846387,42.866664
143,-78.814428,42.929047
144,-78.896697,42.960488
145,-78.8228,42.950212
146,-78.853965,42.885141
147,-78.83766,42.939754
148,-78.803848,42.873093
149,-78.81307,42.90526
150,-78.877952,42.954419
151,-78.827428,42.892746
152,-78.832585,42.857256
153,-78.838549,42.946941
154,-78.883269,42.926226
155,-78.891583,42.908835
156,-78.825069,42.919312
157,-78.871167,42.944894
158,-78.844548,42.925827
159,-78.871717,42.899228
160,-78.824871,42.849453
161,-78.823766,42.843309
162,-78.881665,42.942144
163,-78.891059,42.931089
164,-78.883748,42.947983
165,-78.839311,42.903652
166,-78.824382,42.953666
167,-78.832466,42.855665
168,-78.903281,42.962116
169,-78.846089,42.945936
170,-78.838132,42.936378
171,-78.825121,42.856092
172,-78.828568,42.935493
173,-78.835871,42.894813
174,-78.834132,42.889494
175,-78.813997,42.94359
176,-78.868422,42.896794
177,-78.808775,42.860946
178,-78.881975,42.890367
179,-78.829687,42.935161
180,-78.876885,42.910794
181,-78.804689,42.868207
182,-78.886303,42.897709
183,-78.817182,42.945032
184,-78.87126,42.953366
185,-78.869667,42.956196
186,-78.901198,42.956607
187,-78.872433,42.956518
188,-78.823506,42.939839
189,-78.83129,42.86936
190,-78.821699,42.94566
191,-78.889921,42.92747
192,-78.901198,42.956607
193,-78.824262,42.850818
194,-78.826109,42.917965
195,-78.852587,42.919991
196,-78.815006,42.913954
197,-78.877242,42.899434
198,-78.881975,42.890367
199,-78.877501,42.899076
200,-78.812484,42.848349
201,-78.877306,42.889281
202,-78.824114,42.836915
203,-78.838377,42.914426
204,-78.853737,42.909726
205,-78.87366,42.95539
206,-78.87366,42.95539
207,-78.807431,42.945551
208,-78.893844,42.913192
209,-78.842051,42.900314
210,-78.843769,42.882804
211,-78.904165,42.938132
212,-78.846217,42.932024
213,-78.871151,42.873739
214,-78.802751,42.931951
215,-78.803778,42.87419
216,-78.827867,42.852684
217,-78.869391,42.899917
218,-78.809396,42.921155
219,-78.901155,42.962863
220,-78.839399,42.935799
221,-78.807242,42.924424
222,-78.833192,42.878328
223,-78.830081,42.949621
224,-78.835018,42.877803
225,-78.820921,42.94728
226,-78.897408,42.909258
227,-78.899582,42.903627
228,-78.829132,42.917684
229,-78.853737,42.909726
230,-78.858864,42.87912
231,-78.871167,42.944894
232,-78.871726,42.92513
233,-78.80051,42.92098
234,-78.871324,42.911055
235,-78.814023,42.920514
236,-78.813396,42.942576
237,-78.804554,42.934856
238,-78.899647,42.909115
239,-78.885579,42.909976
240,-78.836675,42.89997
241,-78.802952,42.914801
242,-78.804253,42.871363
243,-78.854557,42.909587
244,-78.876327,42.88431
245,-78.824219,42.9501
246,-78.811482,42.889486
247,-78.843516,42.95571
248,-78.815262,42.92235
249,-78.825273,42.895138
250,-78.851837,42.927895
251,-78.806511,42.939105
252,-78.837716,42.892139
253,-78.850605,42.936514
254,-78.830422,42.894852
255,-78.881638,42.913361
256,-78.848086,42.891481
257,-78.823506,42.939839
258,-78.869217,42.915368
259,-78.832633,42.934195
260,-78.84025,42.907068
261,-78.865043,42.900534
262,-78.850759,42.911572
263,-78.815776,42.939992
264,-78.84868,42.896924
265,-78.824009,42.848329
266,-78.847589,42.894759
267,-78.823361,42.892837
268,-78.883706,42.908636
269,-78.811844,42.886604
270,-78.802458,42.923034
271,-78.836361,42.923348
272,-78.888653,42.905084
273,-78.875624,42.880862
274,-78.907074,42.944462
275,-78.823395,42.920879
276,-78.851837,42.927895
277,-78.879969,42.938856
278,-78.855859,42.916965
279,-78.895239,42.923285
280,-78.806524,42.921956
281,-78.893453,42.916952
282,-78.854274,42.887472
283,-78.88178,42.896349
284,-78.821562,42.852011
285,-78.800881,42.930967
286,-78.871151,42.873739
287,-78.812108,42.947929
288,-78.856727,42.944292
289,-78.888425,42.949617
290,-78.817703,42.896443
291,-78.805445,42.923001
292,-78.878323,42.938421
293,-78.880232,42.923709
294,-78.895139,42.918182
295,-78.838377,42.914426
296,-78.804367,42.851031
297,-78.878562,42.941411
298,-78.829132,42.917684
299,-78.876803,42.90141
300,-78.908195,42.958947
301,-78.867034,42.911642
302,-78.889637,42.922998
303,-78.872283,42.876535
304,-78.817964,42.945613
305,-78.889834,42.924946
306,-78.800188,42.925124
307,-78.873782,42.893927
308,-78.823743,42.846931
309,-78.831432,42.951127
310,-78.874849,42.898617
311,-78.804304,42.917241
312,-78.865438,42.87271
313,-78.877994,42.955461
314,-78.840423,42.912665
315,-78.807886,42.937072
316,-78.885623,42.911457
317,-78.883895,42.947516
318,-78.871929,42.880569
319,-78.829132,42.917684
320,-78.861277,42.951278
321,-78.863531,42.871755
322,-78.836294,42.897913
323,-78.878587,42.899732
324,-78.880473,42.880493
325,-78.844373,42.919845
326,-78.890383,42.892786
327,-78.865043,42.900534
328,-78.884687,42.895545
329,-78.87741,42.919134
330,-78.836794,42.928807
331,-78.835424,42.867649
332,-78.802386,42.870983
333,-78.836415,42.890998
334,-78.808174,42.893005
335,-78.822339,42.937235
336,-78.863215,42.884323
337,-78.813328,42.924357
338,-78.811674,42.911245
339,-78.871464,42.89289
340,-78.803009,42.920316
341,-78.902999,42.958193
342,-78.81241,42.847997
343,-78.846029,42.914134
344,-78.899839,42.910157
345,-78.839847,42.908716
346,-78.824584,42.909737
347,-78.841302,42.872877
348,-78.889533,42.947117
349,-78.902317,42.949085
350,-78.815776,42.939992
351,-78.842856,42.887636
352,-78.843806,42.891557
353,-78.81844,42.854762
354,-78.804612,42.888512
355,-78.804786,42.90577
356,-78.850851,42.915715
357,-78.803991,42.89219
358,-78.875397,42.927618
359,-78.839125,42.914616
360,-78.84428,42.88895
361,-78.876602,42.906103
362,-78.868677,42.919705
363,-78.86796,42.909911
364,-78.883643,42.880941
365,-78.826364,42.840285
366,-78.82635,42.950754
367,-78.877647,42.890488
368,-78.844367,42.891885
369,-78.873848,42.886196
370,-78.803707,42.875425
371,-78.836099,42.932403
372,-78.814105,42.902432
373,-78.822622,42.856125
374,-78.811622,42.917254
375,-78.855961,42.897813
376,-78.845248,42.879728
377,-78.813303,42.930318
378,-78.81338,42.938296
379,-78.817026,42.944682
380,-78.894194,42.901145
381,-78.896066,42.909701
382,-78.815242,42.897216
383,-78.839335,42.902323
384,-78.877612,42.891036
385,-78.900408,42.933753
386,-78.879221,42.899703
387,-78.877952,42.954419
388,-78.877296,42.895208
389,-78.889039,42.937817
390,-78.881975,42.890367
391,-78.813303,42.930318
392,-78.810197,42.854477
393,-78.821768,42.895913
394,-78.890251,42.918771
395,-78.835623,42.889079
396,-78.822219,42.925683
397,-78.810922,42.919972
398,-78.807845,42.85537
399,-78.829886,42.891451
400,-78.814738,42.912171
401,-78.880261,42.890838
402,-78.885438,42.896367
403,-78.835583,42.888448
404,-78.815258,42.921417
405,-78.828288,42.911896
406,-78.874348,42.887148
407,-78.811848,42.867424
408,-78.842213,42.939085
409,-78.888567,42.895261
410,-78.814595,42.933711
411,-78.817266,42.899544
412,-78.895335,42.905258
413,-78.847196,42.890342
414,-78.815776,42.939992
415,-78.819466,42.947695
416,-78.844384,42.895809
417,-78.868831,42.896601
418,-78.870411,42.899177
419,-78.80295,42.914362
420,-78.805299,42.944732
421,-78.879773,42.890153
422,-78.824072,42.922085
423,-78.808577,42.911553
424,-78.799617,42.889976
425,-78.829226,42.856632
426,-78.851635,42.915713
427,-78.889811,42.927937
428,-78.807619,42.935591
429,-78.847368,42.904336
430,-78.834463,42.878984
431,-78.848738,42.910396
432,-78.877994,42.955461
433,-78.898645,42.939629
434,-78.83457,42.94212
435,-78.892742,42.939097
436,-78.903067,42.935199
437,-78.824847,42.948315
438,-78.871719,42.89964
439,-78.816695,42.896582
440,-78.901139,42.937949
441,-78.888415,42.940014
442,-78.815651,42.886871
443,-78.813343,42.918293
444,-78.904161,42.937474
445,-78.849426,42.905401
446,-78.857097,42.884502
447,-78.877616,42.907555
448,-78.867034,42.911642
449,-78.870972,42.915611
450,-78.830308,42.894167
451,-78.865913,42.911316
452,-78.819676,42.944073
453,-78.825605,42.951139
454,-78.815227,42.922899
455,-78.862981,42.873759
456,-78.807863,42.941023
457,-78.878288,42.899705
458,-78.895629,42.926577
459,-78.845414,42.953977
460,-78.877952,42.954419
461,-78.873374,42.894422
462,-78.877242,42.899434
463,-78.86759,42.95129
464,-78.810506,42.877689
465,-78.807532,42.932189
466,-78.835875,42.895965
467,-78.821888,42.955839
468,-78.842028,42.894717
469,-78.878072,42.893998
470,-78.866192,42.882504
471,-78.89501,42.91478
472,-78.825654,42.91621
473,-78.809185,42.945219
474,-78.812364,42.936322
475,-78.894334,42.928995
476,-78.8696,42.917508
477,-78.877456,42.90525
478,-78.869195,42.951121
479,-78.904596,42.949271
480,-78.872225,42.920135
481,-78.815083,42.924354
482,-78.815776,42.939992
483,-78.802918,42.915872
484,-78.886548,42.894416
485,-78.812461,42.891954
486,-78.845009,42.920256
487,-78.836774,42.887512
488,-78.846537,42.905825
489,-78.845255,42.890182
490,-78.823506,42.939839
491,-78.83291,42.891801
492,-78.894079,42.915386
493,-78.906308,42.955193
494,-78.805376,42.924675
495,-78.893208,42.912919
496,-78.905439,42.953275
497,-78.87234,42.904687
498,-78.84312,42.897102
499,-78.890613,42.946538
500,-78.869589,42.882935
501,-78.823743,42.846931
502,-78.815986,42.896392
503,-78.868033,42.909582
504,-78.803385,42.931758
505,-78.872727,42.899637
506,-78.824147,42.951005
507,-78.866806,42.9106
508,-78.800052,42.907728
509,-78.824152,42.845183
510,-78.889811,42.927937
511,-78.813023,42.912559
512,-78.902313,42.955671
513,-78.811667,42.929629
514,-78.856157,42.950522
515,-78.858442,42.951998
516,-78.874726,42.89623
517,-78.867902,42.946021
518,-78.801474,42.898149
519,-78.854257,42.883603
520,-78.875624,42.880862
521,-78.877411,42.911451
522,-78.863515,42.917495
523,-78.86425,42.873976
524,-78.833478,42.921571
525,-78.84778,42.957072
526,-78.897742,42.916199
527,-78.884928,42.891402
528,-78.835096,42.878735
529,-78.865913,42.911316
530,-78.881426,42.908121
531,-78.826412,42.928501
532,-78.823163,42.957181
533,-78.8593,42.90996
534,-78.87366,42.95539
535,-78.895009,42.959148
536,-78.874415,42.885612
537,-78.836084,42.947111
538,-78.809063,42.922061
539,-78.829303,42.894827
540,-78.883639,42.925703
541,-78.817881,42.943473
542,-78.877647,42.890488
543,-78.901311,42.949555
544,-78.878357,42.898443
545,-78.832989,42.902036
546,-78.874142,42.883143
547,-78.869044,42.902226
548,-78.870532,42.909219
549,-78.833126,42.89899
550,-78.878654,42.898086
551,-78.86431,42.944603
552,-78.806141,42.908841
553,-78.803003,42.918835
554,-78.809439,42.943215
555,-78.88623,42.890602
556,-78.872302,42.89662
557,-78.901958,42.937398
558,-78.904067,42.955199
559,-78.810235,42.946487
560,-78.825606,42.951441
561,-78.850735,42.940351
562,-78.828577,42.947209
563,-78.811771,42.947628
564,-78.876749,42.882011
565,-78.873422,42.936431
566,-78.896369,42.925203
567,-78.84493,42.90157
568,-78.815776,42.939992
569,-78.822791,42.94799
570,-78.823506,42.939839
571,-78.853418,42.879435
572,-78.813987,42.930776
573,-78.892792,42.926612
574,-78.874415,42.885612
575,-78.800465,42.918894
576,-78.899462,42.909527
577,-78.834232,42.895557
578,-78.807788,42.889493
579,-78.869154,42.958338
580,-78.890128,42.909058
581,-78.845931,42.93507
582,-78.845885,42.93304
583,-78.835297,42.937234
584,-78.883123,42.926994
585,-78.876875,42.892904
586,-78.883233,42.895824
587,-78.878256,42.88519
588,-78.823506,42.939839
589,-78.895795,42.907616
590,-78.867327,42.90059
591,-78.83021,42.897761
592,-78.871646,42.945219
593,-78.838557,42.948998
594,-78.848628,42.893467
595,-78.881675,42.890038
596,-78.809108,42.924009
597,-78.87353,42.903861
598,-78.819863,42.924755
599,-78.868062,42.940231
600,-78.893617,42.927433
601,-78.887571,42.897678
602,-78.8784,42.891858
603,-78.847873,42.915322
604,-78.853943,42.956865
605,-78.87308,42.919228
606,-78.811599,42.890803
607,-78.873104,42.924441
608,-78.850017,42.938655
609,-78.844834,42.90522
610,-78.867037,42.895865
611,-78.880382,42.900523
612,-78.865485,42.891149
613,-78.813732,42.91264
614,-78.886045,42.913734
615,-78.8657,42.897432
616,-78.876502,42.940292
617,-78.838377,42.914426
618,-78.823506,42.939839
619,-78.832789,42.907935
620,-78.845163,42.877204
621,-78.896624,42.909233
622,-78.84692,42.921061
623,-78.800888,42.922324
624,-78.853645,42.888763
625,-78.828395,42.938868
626,-78.869612,42.920807
627,-78.818512,42.942593
628,-78.80978,42.903703
629,-78.875325,42.892167
630,-78.87366,42.95539
631,-78.854625,42.916447
632,-78.80815,42.917371
633,-78.854625,42.916447
634,-78.81983,42.896494
635,-78.816987,42.934255
636,-78.87366,42.95539
637,-78.894334,42.928995
638,-78.817711,42.898638
639,-78.807483,42.898027
640,-78.806137,42.907689
641,-78.807728,42.945222
642,-78.899,42.921299
643,-78.878525,42.875731
644,-78.842197,42.935216
645,-78.823472,42.873382
646,-78.883077,42.909873
647,-78.801444,42.84714
648,-78.878963,42.884722
649,-78.841558,42.898477
650,-78.805882,42.857558
651,-78.805882,42.857558
652,-78.813722,42.909759
653,-78.878338,42.910187
654,-78.822641,42.918878
655,-78.818754,42.927639
656,-78.830891,42.890763
657,-78.873447,42.901968
658,-78.845005,42.91035
659,-78.844251,42.935239
660,-78.886404,42.918343
661,-78.810724,42.916789
662,-78.838383,42.888634
663,-78.875737,42.889011
664,-78.837716,42.892139
665,-78.876501,42.88492
666,-78.878624,42.954472
667,-78.906024,42.95813
668,-78.873783,42.893982
669,-78.826302,42.947982
670,-78.800239,42.897026
671,-78.867446,42.944321
672,-78.875339,42.883634
673,-78.895563,42.920979
674,-78.810764,42.907378
675,-78.821801,42.894624
676,-78.877437,42.924787
677,-78.820728,42.916467
678,-78.800056,42.908715
679,-78.810416,42.853269
680,-78.878624,42.954472
681,-78.822127,42.940391
682,-78.828634,42.952176
683,-78.871972,42.889871
684,-78.835159,42.894266
685,-78.876204,42.924653
686,-78.888799,42.91197
687,-78.875631,42.890356
688,-78.818433,42.931426
689,-78.865913,42.911316
690,-78.873329,42.884709
691,-78.837716,42.892139
692,-78.824682,42.915745
693,-78.842667,42.895868
694,-78.887816,42.917022
695,-78.807712,42.945149
696,-78.801476,42.919633
697,-78.856103,42.912931
698,-78.837156,42.896609
699,-78.846958,42.92198
700,-78.855579,42.912768
701,-78.843793,42.932716
702,-78.898492,42.938752
703,-78.832758,42.946542
704,-78.887289,42.923883
705,-78.900239,42.944427
706,-78.862708,42.953799
707,-78.850508,42.905371
708,-78.879899,42.908729
709,-78.816861,42.861213
710,-78.867919,42.893037
711,-78.860832,42.893685
712,-78.890919,42.910428
713,-78.872666,42.886686
714,-78.856386,42.917979
715,-78.884143,42.921861
716,-78.871121,42.899422
717,-78.838377,42.914426
718,-78.865043,42.900534
719,-78.800324,42.889288
720,-78.814359,42.85049
721,-78.891766,42.893167
722,-78.873995,42.899415
723,-78.880376,42.883731
724,-78.827089,42.844399
725,-78.886966,42.903634
726,-78.807283,42.853193
727,-78.823963,42.903756
728,-78.868728,42.946952
729,-78.827194,42.946773
730,-78.847028,42.877035
731,-78.841706,42.916065
732,-78.839715,42.903887
733,-78.816256,42.94836
734,-78.845676,42.883733
735,-78.853521,42.945699
736,-78.821263,42.939268
737,-78.816386,42.933378
738,-78.86425,42.873976
739,-78.813966,42.855155
740,-78.89201,42.927026
741,-78.815776,42.939992
742,-78.808185,42.947608
743,-78.836286,42.896047
744,-78.838886,42.90205
745,-78.830597,42.910574
746,-78.808334,42.885898
747,-78.871151,42.873739
748,-78.873168,42.882295
749,-78.81161,42.944446
750,-78.875339,42.883634
751,-78.813583,42.872552
752,-78.869195,42.951121
753,-78.812309,42.860866
754,-78.870053,42.942723
755,-78.872409,42.903397
756,-78.884013,42.948861
757,-78.87224,42.947245
758,-78.877952,42.954419
759,-78.871861,42.930042
760,-78.882309,42.889899
761,-78.802575,42.934887
762,-78.80371,42.917955
763,-78.859758,42.903895
764,-78.838821,42.886191
765,-78.814021,42.930063
766,-78.887305,42.91181
767,-78.870053,42.942723
768,-78.851512,42.947652
769,-78.824189,42.865698
770,-78.884718,42.940133
771,-78.879557,42.899675
772,-78.814729,42.849638
773,-78.8768,42.932197
774,-78.827229,42.946252
775,-78.89281,42.915417
776,-78.882171,42.915473
777,-78.848327,42.919013
778,-78.830617,42.86884
779,-78.844687,42.879263
780,-78.824429,42.946587
781,-78.827135,42.846649
782,-78.813262,42.856281
783,-78.804863,42.937599
784,-78.829132,42.917684
785,-78.810696,42.858399
786,-78.877952,42.954419
787,-78.828725,42.918645
788,-78.812863,42.859301
789,-78.871392,42.893549
790,-78.889379,42.938749
791,-78.818382,42.859152
792,-78.882598,42.926502
793,-78.877968,42.926486
794,-78.847305,42.880684
795,-78.835965,42.881285
796,-78.811457,42.872748
797,-78.841815,42.879489
798,-78.808479,42.853821
799,-78.878023,42.88316
800,-78.856674,42.898661
801,-78.813321,42.842178
802,-78.840775,42.880698
803,-78.822906,42.833158
804,-78.897936,42.961692
805,-78.813997,42.94359
806,-78.818754,42.927502
807,-78.808181,42.915477
808,-78.889682,42.901925
809,-78.87366,42.95539
810,-78.815776,42.939992
811,-78.867919,42.893037
812,-78.865043,42.900534
813,-78.877949,42.891118
814,-78.821199,42.941874
815,-78.891444,42.940911
816,-78.869633,42.940721
817,-78.816508,42.935985
818,-78.890025,42.895778
819,-78.89608,42.91239
820,-78.881975,42.890367
821,-78.818496,42.840137
822,-78.877952,42.954419
823,-78.876656,42.886127
824,-78.875296,42.890439
825,-78.893669,42.915415
826,-78.819125,42.926925
827,-78.850578,42.947434
828,-78.81275,42.909514
829,-78.81444,42.862316
830,-78.838377,42.914426
831,-78.878374,42.87866
832,-78.814464,42.908687
833,-78.875257,42.882207
834,-78.818266,42.897457
835,-78.868062,42.940231
836,-78.878414,42.868354
837,-78.855451,42.909091
838,-78.867446,42.944321
839,-78.824056,42.908283
840,-78.888397,42.913728
841,-78.818751,42.926843
842,-78.861182,42.880157
843,-78.869667,42.956196
844,-78.832396,42.903162
845,-78.892543,42.906802
846,-78.853737,42.909726
847,-78.897182,42.916146
848,-78.899662,42.897398
849,-78.879577,42.958393
850,-78.897362,42.907584
851,-78.827235,42.947816
852,-78.814055,42.909072
853,-78.821425,42.894048
854,-78.815692,42.8976
855,-78.802699,42.917079
856,-78.842646,42.94427
857,-78.808791,42.83722
858,-78.875452,42.899685
859,-78.876203,42.876963
860,-78.88498,42.948007
861,-78.873338,42.87077
862,-78.889847,42.89748
863,-78.892987,42.898569
864,-78.877549,42.864617
865,-78.888754,42.895397
866,-78.835437,42.907491
867,-78.868218,42.941767
868,-78.851813,42.913627
869,-78.869015,42.903954
870,-78.802828,42.911372
871,-78.895787,42.90608
872,-78.874917,42.912912
873,-78.839214,42.945293
874,-78.803338,42.887087
875,-78.838886,42.90205
876,-78.816878,42.846067
877,-78.834711,42.903404
878,-78.884641,42.893735
879,-78.876156,42.875126
880,-78.826691,42.913903
881,-78.891486,42.896982
882,-78.883895,42.947516
883,-78.877175,42.9089
884,-78.869211,42.889988
885,-78.837326,42.912864
886,-78.858834,42.905982
887,-78.899074,42.950494
888,-78.870686,42.945844
889,-78.850162,42.937722
890,-78.850162,42.937722
891,-78.801692,42.917465
892,-78.865317,42.944326
893,-78.856539,42.910351
894,-78.800308,42.916809
895,-78.820998,42.908976
896,-78.852942,42.941557
897,-78.815776,42.939992
898,-78.836604,42.907675
899,-78.869813,42.907108
900,-78.813984,42.920075
901,-78.841082,42.918426
902,-78.908206,42.946682
903,-78.850072,42.937745
904,-78.842007,42.907641
905,-78.856014,42.875889
906,-78.893617,42.927433
907,-78.850624,42.932233
908,-78.809361,42.921813
909,-78.870686,42.945844
910,-78.815873,42.8962
911,-78.870872,42.885895
912,-78.881518,42.888337
913,-78.879355,42.919925
914,-78.867327,42.90059
915,-78.861182,42.880157
916,-78.856725,42.901789
917,-78.808203,42.890947
918,-78.893389,42.896894
919,-78.802938,42.889969
920,-78.857451,42.94772
921,-78.806055,42.87457
922,-78.858031,42.89328
923,-78.904248,42.946912
924,-78.8826,42.926859
925,-78.800904,42.937579
926,-78.844106,42.874298
927,-78.863241,42.955992
928,-78.81498,42.926823
929,-78.875201,42.941502
930,-78.884648,42.956377
931,-78.811756,42.913193
932,-78.89058,42.902389
933,-78.823485,42.895992
934,-78.892101,42.922882
935,-78.82646,42.855294
936,-78.870711,42.947742
937,-78.812585,42.935581
938,-78.80189,42.910056
939,-78.885795,42.938896
940,-78.807706,42.8876
941,-78.841875,42.902702
942,-78.851214,42.921833
943,-78.865043,42.900534
944,-78.835312,42.941021
945,-78.811113,42.921041
946,-78.89501,42.914944
947,-78.868223,42.9427
948,-78.838377,42.914426
949,-78.801791,42.871478
950,-78.82869,42.881411
951,-78.800134,42.930968
952,-78.875727,42.88698
953,-78.899833,42.907174
954,-78.815355,42.857622
955,-78.871749,42.92203
956,-78.85145,42.890113
957,-78.823743,42.846931
958,-78.80172,42.936041
959,-78.829936,42.932088
960,-78.878624,42.954472
961,-78.81566,42.899054
962,-78.899659,42.94805
963,-78.841099,42.913542
964,-78.83701,42.95427
965,-78.846708,42.898383
966,-78.87366,42.95539
967,-78.814273,42.897493
968,-78.841134,42.939993
969,-78.809938,42.855081
970,-78.853737,42.909726
971,-78.884058,42.919721
972,-78.807788,42.889493
973,-78.893354,42.927049
974,-78.883832,42.926965
975,-78.807649,42.933643
976,-78.872966,42.918899
977,-78.814021,42.930063
978,-78.814651,42.898809
979,-78.867203,42.907663
980,-78.806832,42.914273
981,-78.859148,42.91778
982,-78.803291,42.915761
983,-78.87718,42.909888
984,-78.831628,42.869825
985,-78.899179,42.963554
986,-78.826819,42.955856
987,-78.894334,42.928995
988,-78.887527,42.926571
989,-78.862468,42.867504
990,-78.882017,42.89877
991,-78.897525,42.917599
992,-78.848768,42.926064
993,-78.867318,42.940864
994,-78.870966,42.954409
995,-78.879023,42.912874
996,-78.818108,42.934363
997,-78.844231,42.894986
998,-78.875296,42.890439
999,-78.888728,42.898162
1000,-78.877131,42.915431
1001,-78.829262,42.950363
1002,-78.882822,42.911163
1003,-78.90764,42.945696
1004,-78.819714,42.895533
1005,-78.889474,42.927718
1006,-78.868995,42.948158
1007,-78.824009,42.848329
1008,-78.808774,42.894046
1009,-78.807944,42.91213
1010,-78.807895,42.857252
1011,-78.88921,42.896933
1012,-78.814091,42.948666
1013,-78.812621,42.945212
1014,-78.871151,42.873739
1015,-78.871151,42.873739
1016,-78.803594,42.906541
1017,-78.826828,42.901336
1018,-78.810999,42.920575
1019,-78.883185,42.908967
1020,-78.866221,42.86434
1021,-78.821193,42.940283
1022,-78.832696,42.912628
1023,-78.810074,42.922909
1024,-78.802414,42.931485
1025,-78.873978,42.887863
1026,-78.880549,42.927495
1027,-78.83523,42.911552
1028,-78.830901,42.911891
1029,-78.823449,42.848056
1030,-78.904638,42.950039
1031,-78.885921,42.911182
1032,-78.898782,42.959083
1033,-78.808483,42.937071
1034,-78.899251,42.948573
1035,-78.838041,42.950701
1036,-78.81338,42.938296
1037,-78.877763,42.899131
1038,-78.890691,42.914558
1039,-78.814512,42.861657
1040,-78.883305,42.941509
1041,-78.801793,42.925011
1042,-78.849226,42.893713
1043,-78.819796,42.946158
1044,-78.832697,42.894326
1045,-78.856147,42.922919
1046,-78.841599,42.872383
1047,-78.828577,42.947209
1048,-78.817446,42.946986
1049,-78.877952,42.954419
1050,-78.825412,42.873406
1051,-78.814021,42.930063
1052,-78.867089,42.90717
1053,-78.811959,42.856943
1054,-78.818768,42.931315
1055,-78.813718,42.948941
1056,-78.832071,42.952223
1057,-78.848503,42.94261
1058,-78.876145,42.904348
1059,-78.881373,42.920386
1060,-78.81367,42.92592
1061,-78.885579,42.909976
1062,-78.889971,42.915095
1063,-78.889811,42.927937
1064,-78.864526,42.91003
1065,-78.901542,42.936548
1066,-78.871464,42.89289
1067,-78.854284,42.915268
1068,-78.903387,42.961073
1069,-78.859292,42.88307
1070,-78.804092,42.910025
