"id.layer_local_c","dataset.code_ascii_txt","id.layer_uuid_txt","acidity_usda.a795_cmolc.kg","aggstb_usda.a1_w.pct","al.dith_usda.a65_w.pct","al.ext_aquaregia_g.kg","al.ext_usda.a1056_mg.kg","al.ext_usda.a69_cmolc.kg","al.ox_usda.a59_w.pct","awc.33.1500kPa_usda.c80_w.frac","b.ext_mel3_mg.kg","bd_usda.a4_g.cm3","c.tot_usda.a622_w.pct","ca.ext_aquaregia_mg.kg","ca.ext_usda.a1059_mg.kg","ca.ext_usda.a722_cmolc.kg","caco3_usda.a54_w.pct","cec_usda.a723_cmolc.kg","cf_usda.c236_w.pct","clay.tot_usda.a334_w.pct","cu.ext_usda.a1063_mg.kg","ec_usda.a364_ds.m","efferv_usda.a479_class","fe.dith_usda.a66_w.pct","fe.ext_aquaregia_g.kg","fe.ext_usda.a1064_mg.kg","fe.ox_usda.a60_w.pct","k.ext_aquaregia_mg.kg","k.ext_usda.a1065_mg.kg","k.ext_usda.a725_cmolc.kg","mg.ext_aquaregia_mg.kg","mg.ext_usda.a1066_mg.kg","mg.ext_usda.a724_cmolc.kg","mn.ext_aquaregia_mg.kg","mn.ext_usda.a1067_mg.kg","mn.ext_usda.a70_mg.kg","n.tot_usda.a623_w.pct","na.ext_aquaregia_mg.kg","na.ext_usda.a1068_mg.kg","na.ext_usda.a726_cmolc.kg","oc_usda.c729_w.pct","p.ext_aquaregia_mg.kg","p.ext_usda.a1070_mg.kg","p.ext_usda.a270_mg.kg","p.ext_usda.a274_mg.kg","ph.cacl2_usda.a481_index","ph.h2o_usda.a268_index","s.ext_mel3_mg.kg","s.tot_usda.a624_w.pct","sand.tot_usda.c60_w.pct","silt.tot_usda.c62_w.pct","wr.10kPa_usda.a414_w.pct","wr.1500kPa_usda.a417_w.pct","wr.33kPa_usda.a415_w.pct","zn.ext_usda.a1073_mg.kg","p.ext_usda.a652_mg.kg"
"49620","KSSL.SSL","8a1e67576dc2b9a8c582953f7aa19f95",10.53147,NA,0.31792,NA,816.91405,NA,NA,NA,NA,NA,3.15173,NA,879.87796,4.90814,NA,11.77002,1,36.05978,1.51512,NA,"none",4.85483,NA,49.54137,NA,NA,256.45185,0.67836,NA,223.45477,1.79566,NA,113.28827,NA,0.25747,NA,6.56891,0.0399,3.15,NA,13.12765,NA,NA,5.06,5.32,NA,0.02951,37.6,26.3,NA,14.68354,NA,3.11159,NA
"68345","KSSL.SSL","8b90b80a58c15325f6e25f14c2f23d89",9.58285,NA,0.04857,NA,461.62879,NA,0.07266,0.20592,NA,1.43697,0.63395,NA,3753.27176,22.18753,3.55065,18.48908,0,23.50576,4.12205,0.289,"very slight",0.90556,NA,336.85982,0.27463,NA,234.46477,0.69605,NA,916.83867,11.4451,NA,356.04479,NA,0.04814,NA,31.56138,0,0.204,NA,7.08542,0.82857,NA,7.61,8.07,NA,0,2.6,73.9,NA,12.85097,27.22756,5.33201,NA
"68346","KSSL.SSL","8b945c47e5d8e64d28749c99c8f80082",1.63805,NA,0.04271,NA,354.84534,NA,0.06135,0.23226,NA,1.46995,0.55927,NA,3104.9631,17.87199,3.18441,17.53995,0,20.60406,4.11708,0.304,"very slight",0.89445,NA,679.98231,0.35904,NA,265.42399,0.75748,NA,887.99192,9.86565,NA,516.73956,NA,0.04601,NA,34.84705,0,0.1784,NA,12.87226,2.72769,NA,7.54,7.92,NA,0,2.3,77.1,NA,11.44414,27.17854,4.73005,NA
"49647","KSSL.SSL","8bc247b200fe104d42f9b018bb67f386",7.11286,NA,0.14488,NA,619.08585,0.44209,NA,NA,NA,NA,1.26186,NA,216.01556,0.68064,NA,3.87755,2,16.28137,1.09991,NA,"none",2.12489,NA,60.15176,NA,NA,28.30493,0.12011,NA,40.4039,0.3203,NA,12.81542,0.59104,0.12003,NA,5.06562,0,1.26,NA,13.02733,NA,NA,4.18,4.44,NA,0.00908,72.6,11.1,NA,7.86517,NA,1.59436,NA
"49678","KSSL.SSL","8d33a6045b3df7b554d6d7cc0e09040b",7.91895,NA,0.4389,NA,1217.52902,0.49192,NA,NA,NA,NA,0.59328,NA,131.32893,0.46297,NA,3.74229,2,31.78284,0.396,NA,"none",3.31345,NA,69.43151,NA,NA,33.75115,0.07716,NA,5.37135,0.03858,NA,171.80187,3.1459,0.04259,NA,4.95504,0,0.59,NA,2.48767,NA,NA,4.71,5.35,NA,0.00913,49.3,18.9,NA,13.62089,NA,0.22338,NA
"36320","KSSL.SSL","8d9f4bf7bcd88f52e200a8e52a47084e",NA,NA,0.00118,NA,26.08101,NA,NA,0.25545,NA,1.30596,0.68811,NA,15220.65005,298.51496,3.70582,2.30678,61,5.5726,0.14339,10.97,"strong",0.13172,NA,11.24824,NA,NA,37.48273,0.21751,NA,1382.84934,11.76385,NA,15.40855,NA,0,NA,4300.69206,14.65113,0.4244,NA,18.14645,NA,NA,8.09,8.065,NA,15.65865,41.6,53.2,NA,6.78481,26.32183,0.50491,NA
"104793","KSSL.SSL","8e2a0d6aa80eff4ea8163dbc1d19184c",12.6295,NA,0.11615,NA,1559.61316,5.58571,0.07976,NA,NA,NA,0.05077,NA,91.79328,1.953,NA,14.70436,1,35.41537,1.30887,NA,"none",2.68076,NA,235.31223,0.01574,NA,91.08304,0.186,NA,125.97605,4.02224,NA,0.50731,0.14111,0,NA,54.34341,0,0.05,NA,1.29872,NA,0.36612,3.8,4.71,NA,0,32.6,32,NA,17.32326,NA,3.35841,NA
"68470","KSSL.SSL","8e31ada72249a0826a77e6e7dab1ee3a",4.89586,NA,0.06275,NA,754.40078,0.13927,0.10419,0.15827,NA,1.33214,0.26458,NA,1612.45472,5.68252,NA,13.43471,0,16.87555,1.55693,0.033,"none",1.10783,NA,165.12661,0.36031,NA,101.56706,0.29623,NA,541.59942,5.20703,NA,92.06264,1.42837,0.07836,NA,22.29571,0,0.26,NA,20.27067,18.40672,NA,4.96,6.02,NA,0.00204,7.9,75.2,NA,7.79626,19.73133,1.31271,NA
"49498","KSSL.SSL","8e5d588c4859d980e0b96bc5d9c89237",14.32232,NA,1.05406,NA,1187.80652,2.48834,0.19581,0.1152,NA,1.20451,0.5031,NA,103.0996,0.26622,0.23505,5.1831,0.02333,74.43538,0.43018,NA,"very slight",9.01699,NA,25.21669,0.09625,NA,232.29673,0.62118,NA,46.29547,0.35496,NA,108.87629,2.88947,0.10451,NA,13.17168,0.02218,0.4712,NA,0,NA,NA,4.16,4.36,NA,0.08402,19.1,6.5,NA,24.10072,33.65775,0.25606,NA
"183602","KSSL.SSL","8fee5320992cd5330bcad23faccf49f2",3.70478,NA,0.0712,NA,617.67881,NA,0.06533,NA,NA,NA,0.19179,NA,1324.21509,7.84279,0.12066,10.2408,0,12.41443,4.02111,0.08305,"none",0.78249,NA,118.02311,0.15729,NA,246.18466,0.63285,NA,413.02546,3.34505,NA,67.99607,NA,0.08075,NA,22.13122,0.0452,0.1756,NA,27.04927,NA,NA,7.07,7.95,NA,0,14.1,73.5,NA,6.09717,NA,0.20156,NA
"50014","KSSL.SSL","903dceef8d6a933af1468745a66bbafc",6.28402,NA,0.23778,NA,407.20765,NA,0.09009,NA,NA,NA,0.44496,NA,3482.9263,20.02569,NA,23.4243,32,23.61497,1.95637,0.0365,"none",2.07993,NA,68.74499,0.12239,NA,96.11327,0.19186,NA,1033.50792,9.47323,NA,60.66843,NA,0.08669,NA,40.07945,0.02398,0.44,NA,2.6887,NA,NA,6.23,7.1,NA,0,31.3,45.1,NA,12.48654,NA,0.83695,NA
"193735","KSSL.SSL","90a8e6854f93b39e9b60f1c42cfaec33",4.10793,NA,0.09618,NA,867.13145,NA,0.06874,0.2619,NA,1.35173,0.48679,NA,1822.65189,10.44073,NA,12.71593,0,11.76066,3.7495,0.06404,"none",0.86467,NA,228.32514,0.20047,NA,347.59313,1.09301,NA,374.63904,3.26095,NA,114.20156,NA,0.07099,NA,47.28068,0.17427,0.49,NA,43.69995,NA,NA,6.16,6.94,NA,0,22.1,66.1,NA,8.06805,27.52931,1.47644,NA
"50026","KSSL.SSL","910999475deb45a7fb2baed7f4d2990d",2.10928,NA,0.0334,NA,215.47715,NA,0.03888,NA,NA,NA,0.27139,NA,173.28403,0.62493,NA,10.01802,50,18.39966,0.2871,0.044,"none",1.71988,NA,114.3367,0.17253,NA,26.78212,0.09258,NA,1286.05457,9.51288,NA,57.62463,NA,0.03892,NA,6.18286,0,0.27,NA,0.04101,NA,NA,6.68,7.44,NA,0,64.1,17.5,NA,17.85216,NA,0.35887,NA
"193734","KSSL.SSL","916a45b17a964d6480e5fb5fa246cb2d",5.76599,NA,0.10264,NA,949.06144,NA,0.07215,0.23408,NA,1.32661,0.47637,NA,1374.80723,8.36895,NA,12.42174,0,12.25775,3.20086,0.04401,"none",0.89279,NA,262.37162,0.20757,NA,274.79658,0.76142,NA,307.09709,2.32783,NA,78.35079,NA,0.07095,NA,36.03515,0.10792,0.48,NA,30.24096,NA,NA,5.07,5.92,NA,0,19.8,67.9,NA,8.07965,25.71539,1.43327,NA
"104774","KSSL.SSL","91d8ee638695d21a24f057453b94e2a3",4.43975,NA,0.16097,NA,691.77277,1.33125,0.05488,NA,NA,NA,0.05723,NA,17.60333,0.02331,NA,2.38791,0.11982,9.68668,0.15037,NA,"none",0.68002,NA,19.48797,0,NA,0.26064,0,NA,9.55352,0.11656,NA,0.06015,0,0,NA,13.78393,0,0.06,NA,1.04257,NA,0.42256,4.22,5.13,NA,0,77.2,13.1,NA,4.62131,NA,0.42104,NA
"49680","KSSL.SSL","92c96da38e1af367d3d6929dfcec8ac9",6.73493,NA,0.43506,NA,1088.33569,0.76054,NA,NA,NA,NA,0.16169,NA,165.49707,0.47067,NA,5.69222,1,39.38123,0.2133,NA,"none",3.88574,NA,28.85585,NA,NA,38.03771,0.11767,NA,41.98876,0.23534,NA,20.81156,0.7454,0.03051,NA,3.40257,0,0.16,NA,0.31486,NA,NA,4.66,5.54,NA,0.00712,41.4,19.2,NA,17.14286,NA,0.18282,NA
"104785","KSSL.SSL","92d235f2d9be875c7eeda304750fc28e",6.12187,NA,0.04729,NA,285.72434,0.82983,0.02102,NA,NA,1.20784,1.22898,NA,34.2251,0.2368,NA,3.50424,2,1.89857,0.29106,NA,"none",0.32986,NA,331.60203,0.03709,NA,14.57327,0.04736,NA,12.85699,0.09472,NA,0.23084,0.05561,0.05623,NA,15.30594,0,1.23,NA,3.32214,NA,0.78798,3.88,4.6,NA,0,76.1,22,NA,2.95131,NA,0.75275,NA
"197161","KSSL.SSL","93561e19f45fdf1d50a769af1afbb2fe",25.50416,NA,1.47343,NA,2325.25889,4.16352,0.53473,NA,NA,NA,0.83159,NA,427.21256,2.1312,NA,21.23412,0.37127,62.70404,0.70337,NA,"none",8.25925,NA,59.12578,0.31751,NA,51.63382,0.18005,NA,93.90001,0.73394,NA,39.75111,20.3413,0.10661,NA,15.49547,0.08166,0.83,NA,0,NA,NA,4.52,5.35,NA,0.04904,9,28.3,NA,27.6081,NA,0.58614,NA
"49580","KSSL.SSL","9372bcac3a9a03e8c943ae59f40a8e53",7.37203,NA,0.46226,NA,1022.45819,1.38656,NA,NA,NA,NA,0.08529,NA,94.8487,0.28608,NA,4.73865,0.36044,38.12131,0.04068,NA,"none",5.47173,NA,14.81661,NA,NA,22.07747,0.17165,NA,13.02682,0.11443,NA,0.65083,0.02223,0,NA,5.92868,0,0.09,NA,0.19322,NA,NA,4.5,5.38,NA,0.03452,36.9,25,NA,19.5082,NA,0.14237,NA
"193717","KSSL.SSL","93d8a002677a09db4ede3c73c0fa9627",6.93426,12,0.08551,NA,830.51588,0.18951,0.0631,0.20272,NA,1.12437,0.9795,NA,695.16849,3.94815,NA,10.81616,0,6.58637,1.68667,0.254,"none",0.78567,NA,329.44611,0.18949,NA,934.69812,2.53887,NA,205.28651,1.57744,NA,72.47734,26.95645,0.10098,NA,19.46223,0.04275,0.98,NA,60.74572,NA,NA,4.73,5.32,NA,0.04746,31.4,62,NA,5.67392,23.82749,1.76241,NA
"50021","KSSL.SSL","94d4c540b5c938737f9240f91133fd99",5.2285,NA,0.12437,NA,451.26984,NA,0.10196,NA,NA,NA,1.6478,NA,985.82903,5.41831,NA,19.20109,34,23.89209,0.94341,0.101,"none",3.04331,NA,133.53872,0.61439,NA,110.35786,0.23057,NA,1773.67739,14.22594,NA,176.48965,NA,0.06624,NA,6.87339,0,1.65,NA,1.83498,NA,NA,6.48,7.17,NA,0,46,30.1,NA,15.81395,NA,1.53433,NA
"49489","KSSL.SSL","96f6ab3c9d6ba047a3eeacc353e41c9a",14.09433,NA,0.10476,NA,1446.47496,7.19416,0.21909,0.16184,NA,1.36412,0.30738,NA,573.85056,2.70779,NA,13.72724,9,22.77892,0.36827,NA,"none",1.65923,NA,54.37599,0.21963,NA,27.75319,0.08951,NA,55.99228,0.44757,NA,57.56766,2.70256,0,NA,29.14954,0.11189,0.31,NA,0.72119,NA,NA,4.47,5.4,NA,0.0041,49.7,27.5,NA,11.50748,23.39654,0.62401,NA
"104768","KSSL.SSL","97440c5ef1acac071460d34afb869103",13.2054,NA,0.09566,NA,709.17659,2.0166,0.06024,NA,NA,NA,3.07377,NA,40.38791,0.40121,0.24517,5.64982,0,3.54399,0.28215,NA,"very slight",0.15094,NA,256.93884,0.04072,NA,27.15704,0.0944,NA,15.90123,0.1416,NA,0.393,0.0542,0.13587,NA,28.19495,0,3.04,NA,4.39349,NA,1.64421,3.86,4.57,NA,0.00101,81.4,15.1,NA,9.64711,NA,1.43091,NA
"36267","KSSL.SSL","97454270350ad9ffb8000114be4f7c3a",NA,NA,0.06781,NA,548.71765,NA,NA,0.09394,NA,1.54122,0.57778,NA,5417.39315,32.47594,1.8914,10.81112,0.26601,9.76034,2.2998,0.2745,"strong",0.27329,NA,43.7664,NA,NA,398.66622,0.94671,NA,250.65667,1.67308,NA,100.04726,NA,0.07466,NA,18.33268,0,0.338,NA,42.39553,NA,NA,7.825,8.365,NA,0.02234,65.7,23.9,NA,5.37526,11.83364,2.33016,NA
"36313","KSSL.SSL","9904467365b3e8c11e8c5591c027c3b9",NA,NA,0.01805,NA,1.41352,NA,NA,0.31964,NA,1.31395,0.66183,NA,21600.72617,259.54066,5.14395,1.94267,69,23.40901,0.16428,4.995,"violent",0.24096,NA,2.22487,NA,NA,74.43194,0.13748,NA,846.15818,3.84717,NA,1.17438,NA,0.01641,NA,1506.41531,5.3778,0.0872,NA,21.00477,NA,NA,8.61,8.705,NA,15.3652,46.1,32.2,NA,6.59757,30.88015,0.58223,NA
"183609","KSSL.SSL","994e5e5e1c72df0c68a60f96a1e6eba6",10.20275,21,0.08955,NA,663.07991,0.02828,0.06597,0.222,NA,1.19709,1.37477,NA,1263.09104,7.35035,NA,16.02802,0.14804,14.02179,1.5302,0.51779,"none",1.0255,NA,235.82202,0.27861,NA,988.05047,2.84243,NA,303.56272,2.53154,NA,63.33905,31.72961,0.17185,NA,7.54493,0,1.37,NA,50.73353,NA,NA,4.78,5.19,NA,0,22.8,63.2,NA,7.47376,26.02351,1.32819,NA
"50005","KSSL.SSL","9a09d8ecc00b8e14f55e4608e9ef3dac",1.97079,NA,0.07476,NA,332.90407,NA,0.05567,0.13612,NA,1.6553,0.06097,NA,1816.46392,9.68784,0.11826,15.29741,0.03525,21.0802,1.29125,0.405,"none",0.9386,NA,49.34628,0.0803,NA,70.72933,0.16108,NA,1033.93741,8.69834,NA,92.0504,NA,0,NA,435.41873,2.11706,0.0456,NA,8.83213,NA,NA,7.5,8,NA,0,28.6,50.3,19.72654,10.75732,19.0063,0.59914,NA
"50006","KSSL.SSL","9a11fd6bbd3da94f4d5a3eb568b56344",1.57365,NA,0.099,NA,358.54953,NA,0.05995,0.16724,NA,1.47712,0.06225,NA,1989.53742,11.06115,0.02451,16.89196,0,25.89383,1.49528,0.937,"none",1.06643,NA,56.87241,0.10372,NA,69.50957,0.19406,NA,1067.11307,9.58148,NA,79.75325,NA,0.03631,NA,599.8497,3.20191,0.0576,NA,11.78049,NA,NA,7.32,7.61,NA,0,17.5,56.6,25.51758,12.44378,23.65727,0.62822,NA
"49606","KSSL.SSL","9a1e9f1b3bbee9e9af150749d2968dec",10.03049,NA,0.49907,NA,1159.69476,0.74145,NA,NA,NA,NA,0.37195,NA,261.48759,0.11238,NA,5.86386,0.29882,54.24214,0.1531,NA,"none",4.64078,NA,36.08098,NA,NA,50.248,0.33714,NA,37.52014,0.22476,NA,62.90441,1.80673,0.06726,NA,5.59332,0,0.37,NA,0.94923,NA,NA,4.68,5.48,NA,0.02242,19.5,26.3,NA,21.58155,NA,0.18372,NA
"68468","KSSL.SSL","9b310b3f57b6210191c768a59b72b4bd",4.47324,NA,0.06244,NA,934.52734,NA,0.13111,0.16125,NA,1.29363,0.37982,NA,2102.34229,10.64583,NA,14.80926,0,19.46706,1.68288,0.055,"none",0.94871,NA,132.98811,0.23994,NA,124.09436,0.3626,NA,523.74206,4.99518,NA,98.08626,NA,0.0611,NA,16.70638,0,0.38,NA,33.93293,32.75417,NA,5.91,6.81,NA,0,7.7,72.8,NA,8.59073,21.09005,1.4381,NA
"188585","KSSL.SSL","9b4f6343974d2a01017071d64d1c7559",22.46488,NA,0.1888,NA,1663.96159,4.76973,0.19767,NA,NA,NA,0.82198,NA,385.24208,2.31454,NA,16.06078,9,50.28948,1.99171,0.09011,"none",1.70888,NA,446.27672,0.56484,NA,119.51293,0.45807,NA,281.90924,1.77649,NA,7.35085,5.19077,0.13357,NA,23.11001,0.0799,0.82,NA,29.84486,NA,NA,4.16,4.95,NA,0.02106,4.9,44.8,NA,15.21536,NA,1.68371,NA
"68344","KSSL.SSL","9c585383c6d3c4ba2eea12dc4f446594",2.13898,NA,0.06224,NA,580.42094,NA,0.08538,0.18906,NA,1.38036,0.54865,NA,3287.31483,18.65,2.45057,19.42592,0,23.0044,3.37877,0.179,"very slight",0.99214,NA,164.98621,0.2706,NA,206.84196,0.64625,NA,963.53214,11.77959,NA,275.0009,NA,0.04615,NA,26.66154,0,0.256,NA,7.47424,1.68183,NA,7.49,8.07,NA,0,4.2,72.8,NA,12.53952,26.17783,8.6005,NA
"50003","KSSL.SSL","9c6fbc10a8d2db73ae5e8387d7e643c5",6.27897,NA,0.101,NA,445.23004,NA,0.07665,0.1088,NA,1.59821,0.27723,NA,1988.89527,10.59767,NA,18.6037,0.04515,38.94401,1.42499,0.043,"none",1.21871,NA,75.51384,0.14546,NA,85.9048,0.22548,NA,1059.99178,9.08693,NA,28.04206,NA,0.03022,NA,144.85968,0.6088,0.28,NA,0.28084,NA,NA,5.92,6.67,NA,0,21.5,39.6,22.88214,14.46154,21.31728,0.38485,NA
"49497","KSSL.SSL","9c9e4b83c91143a1cfe7729b8e5f61c4",18.93159,NA,1.00443,NA,1063.48032,2.31593,0.1633,0.06171,NA,1.20679,0.51459,NA,110.29754,0.22325,NA,5.31872,0.02366,75.55281,0.5936,NA,"none",9.38424,NA,12.11768,0.07402,NA,239.50849,0.64741,NA,49.38161,0.37952,NA,28.03238,0.92747,0.07366,NA,13.15137,0.02232,0.51,NA,3.29552,NA,NA,4.11,4.37,NA,0.07161,19.7,4.7,NA,23.31731,28.37573,0.44008,NA
"49501","KSSL.SSL","9dfe84d7ee125b4cc62d997a69e2120a",NA,NA,0.56649,NA,270.27813,NA,0.43433,NA,NA,NA,7.45073,NA,13400.29676,58.53202,18.71211,29.77836,43,72.74985,6.4041,NA,"strong",4.65597,NA,32.29434,0.204,NA,137.00341,0.28095,NA,155.50999,1.26429,NA,226.97675,NA,0.652,NA,29.71374,0.04683,5.2048,NA,23.34124,NA,NA,7.18,7.37,NA,0.05153,16.4,10.9,NA,33.80282,NA,6.04597,NA
"183608","KSSL.SSL","9f0995527f4acebb98558d746860d71a",0.95249,NA,0.06743,NA,495.48647,NA,0.06593,NA,NA,NA,0.32335,NA,3159.58532,16.92925,0.56422,12.06328,0,8.1021,4.22138,0.16397,"none",0.83296,NA,98.21131,0.15919,NA,132.56536,0.39927,NA,406.42877,3.11434,NA,64.51837,NA,0.07073,NA,11.12086,0,0.2528,NA,12.25009,NA,NA,7.5,8.21,NA,0,15.1,76.8,NA,5.47237,NA,0.22723,NA
"36270","KSSL.SSL","9f129d5fd65af7d77bd8c22bcf50205f",NA,NA,0.07782,NA,177.85169,NA,NA,0.0949,NA,1.45574,1.32901,NA,9073.09304,53.46679,8.22993,15.82586,0.18402,27.63508,1.09467,1.5815,"violent",0.27649,NA,31.13862,NA,NA,487.45348,1.16957,NA,346.76284,2.74076,NA,25.60403,NA,0.05756,NA,144.28561,0.42531,0.3156,NA,22.0578,NA,NA,7.775,7.93,NA,0.03186,58.4,13.7,NA,9.88985,16.26562,0.71436,NA
"50031","KSSL.SSL","a0115b32b34302ceb8e7843525954420",2.69759,NA,0,NA,118.45914,NA,0.0263,0.0798,NA,1.04765,0.53473,NA,47.89582,0,NA,10.40985,59,18.81866,0.2878,0.093,"none",2.28276,NA,221.57942,0.4999,NA,13.92573,0.0228,NA,1574.05397,11.81265,NA,74.23014,NA,0.03291,NA,7.0813,0.0228,0.53,NA,0.70944,NA,NA,6.87,7.48,NA,0,68.2,13,39.76155,28.49315,36.10565,0.37005,NA
"49654","KSSL.SSL","a0ea88352680c57f0194195c557c1995",7.25032,NA,0.43396,NA,976.62465,0.88392,NA,NA,NA,NA,0.34893,NA,237.28906,0.47367,NA,6.71609,2,44.0915,0.14253,NA,"none",3.93859,NA,17.78624,NA,NA,15.00683,0.11842,NA,40.43902,0.29605,NA,0.95702,0.05638,0.04476,NA,5.97626,0,0.35,NA,0.7534,NA,NA,4.61,4.69,NA,0.01017,37.5,18.4,NA,20.29178,NA,0.17308,NA
"50009","KSSL.SSL","a164b577bd2d8b0af57c331606b51192",5.0028,NA,0.19992,NA,422.35183,NA,0.10768,0.12371,NA,1.38961,1.35444,NA,3848.48856,23.50886,NA,26.47312,10,31.41265,2.62149,0.094,"none",2.30456,NA,53.97989,0.17608,NA,196.96575,0.51533,NA,499.04093,4.83429,NA,73.44345,NA,0.12691,NA,11.04773,0,1.35,NA,4.00506,NA,NA,6.79,7.51,NA,0,23.6,45,22.24032,12.17839,21.09694,1.23793,NA
"183600","KSSL.SSL","a1e97a6b8dd3c7fc08a80126fa953ebb",3.97273,NA,0.07456,NA,751.30822,NA,0.07258,0.2666,NA,1.24104,0.48533,NA,1579.1079,8.95456,NA,12.89064,0,11.99312,2.95835,0.088,"none",0.84536,NA,110.3402,0.1718,NA,315.41835,0.84091,NA,390.46103,3.18182,NA,34.26412,NA,0.10111,NA,19.38121,0.02273,0.49,NA,39.70464,NA,NA,6.52,7.4,NA,0,16.7,71.3,NA,7.52677,28.98291,0.24315,NA
"36288","KSSL.SSL","a245521c1e7dcf86464c33812ad67237",NA,NA,0.05485,NA,95.48576,NA,NA,0.07552,NA,1.18374,3.55522,NA,19519.91326,60.78493,24.13989,18.70198,34,36.39283,2.01264,1.6955,"violent",0.33436,NA,19.45769,NA,NA,891.39305,1.95457,NA,943.86748,6.74947,NA,35.02065,NA,0.13391,NA,251.12165,0.85502,0.7384,NA,63.72789,NA,NA,7.76,7.915,NA,0.14009,14.4,48.6,NA,15.81415,22.62704,2.42549,NA
"49684","KSSL.SSL","a30a95dcb5145037e024a5b040a0412b",7.51849,NA,0.48826,NA,1062.67556,0.49065,NA,NA,NA,NA,0.27908,NA,193.51874,0.49717,NA,6.72194,0,56.38351,0.15296,NA,"none",5.48177,NA,17.11147,NA,NA,35.98712,0.18644,NA,25.10635,0.12429,NA,4.00763,0.25831,0.00917,NA,3.81388,0,0.28,NA,0.87699,NA,NA,4.73,5.53,NA,0.02343,27.2,16.4,NA,22.52125,NA,0.17336,NA
"49514","KSSL.SSL","a570721f1a0a86ce739ca3138858a283",20.38088,NA,0.39512,NA,1726.83184,9.34615,0.24964,NA,NA,NA,0.19797,NA,762.362,3.7803,NA,21.24175,0.30793,58.89273,1.77563,NA,"none",4.33462,NA,24.86567,0.18143,NA,102.78669,0.22427,NA,458.27096,4.06224,NA,7.30113,0.70076,0,NA,23.84964,0.15384,0.2,NA,0.71839,NA,NA,4.28,5.01,NA,0.02304,8.6,32.5,NA,27.19298,NA,1.13692,NA
"68337","KSSL.SSL","a6aac3db15cf363933e7c5a3353d9cbf",13.18921,NA,0.04574,NA,162.1269,NA,0.0976,0.03311,NA,0.76533,16.64903,NA,10765.75601,87.4314,4.25205,65.78954,11,24.28771,9.24246,1.242,"very slight",0.55258,NA,350.48809,0.34457,NA,602.99977,1.88171,NA,1249.42544,13.96829,NA,92.50875,NA,1.35477,NA,84.46497,0,16.14,NA,506.24305,124.50546,NA,7.07,7.39,NA,0.10712,20.3,55.4,NA,40.98361,45.32234,69.07138,NA
"183615","KSSL.SSL","a6e9deae7de3f3cc8f1c6ae3e71cb22b",1.60452,NA,0.07849,NA,662.74327,NA,0.06855,0.30988,NA,1.27237,0.11135,NA,1867.25672,10.43966,0.11247,15.256,0.38258,8.86346,2.71508,0.17403,"none",1.039,NA,157.0087,0.2214,NA,259.05726,0.6976,NA,688.43523,5.55827,NA,76.9138,NA,0.06074,NA,15.35845,0,0.0968,NA,21.92327,NA,NA,7.41,8,NA,0,27,64.1,NA,7.73865,32.06439,0.39511,NA
"36285","KSSL.SSL","a82cbb2f9a1767a631a800c5ec87a200",NA,NA,0.01419,NA,2.9476,NA,NA,0.18216,NA,1.31538,0.87298,NA,25889.97506,271.78709,6.68801,3.08017,61,10.86829,0.18786,2.31,"violent",0,NA,6.25821,NA,NA,61.29932,0.21093,NA,521.26631,1.74609,NA,6.96671,NA,0.0915,NA,58.51616,0.1524,0.0316,NA,31.17299,NA,NA,7.81,7.85,NA,9.75564,76.8,12.7,NA,4.4008,17.95348,0.78192,NA
"183630","KSSL.SSL","a8a6de703b09ee4ed23d45efab6d7d3c",2.89632,NA,0.04427,NA,741.6782,NA,0.05666,NA,NA,NA,0.74701,NA,1513.59005,8.4657,0.22201,11.88775,0.03804,7.3518,1.64544,0.31694,"very slight",0.59347,NA,107.38748,0.11271,NA,810.30201,1.9382,NA,258.66673,2.04959,NA,24.96421,NA,0.12114,NA,14.8695,0.02228,0.7236,NA,41.82236,NA,NA,6.26,6.82,NA,0,29.5,63.1,NA,7.62858,NA,0.9489,NA
"49662","KSSL.SSL","a8ce45595144d52ab9912fd26c3f59cb",4.70281,NA,0.37584,NA,990.68648,0.08813,NA,NA,NA,NA,0.11612,NA,33.43302,0,NA,1.58068,1,32.85024,0.19162,NA,"none",6.7569,NA,18.21419,NA,NA,16.91318,0.06166,NA,0,0,NA,0.67572,0.03397,0,NA,3.4492,0,0.12,NA,0.20171,NA,NA,4.845,5.035,NA,0.01515,49.7,17.4,NA,15.68088,NA,0.11094,NA
"50034","KSSL.SSL","a8e8d5387d52bed35c8cdb49206364f0",2.56524,NA,0,NA,94.35304,NA,0.0208,0.10137,NA,1.09249,0.30867,NA,42.90829,0,0.25963,8.77614,50,15.33269,0.19518,0.081,"none",1.96778,NA,183.52873,0.33075,NA,11.14568,0.02398,NA,1413.51842,10.07312,NA,62.25143,NA,0.06276,NA,10.06706,0.02398,0.2788,NA,0,NA,NA,6.97,7.58,NA,0,73.1,11.6,39.31113,25.18382,34.50091,0.5239,NA
"50001","KSSL.SSL","ab49131399e5954feab36f6c93f24cf4",4.87575,NA,0.02063,NA,418.57433,NA,0.04922,0.17655,NA,1.65428,0.43063,NA,769.82197,3.80741,NA,6.65954,0.41875,12.10539,1.88766,0.03,"none",1.50472,NA,129.06143,0.23978,NA,55.28015,0.14199,NA,188.64464,1.53756,NA,104.69433,NA,0.05674,NA,15.27384,0,0.43,NA,3.85652,NA,NA,4.86,5.8,NA,0,33.6,54.3,16.66744,4.62012,15.30089,0.96413,NA
