"id.layer_local_c","dataset.code_ascii_txt","id.layer_uuid_txt","acidity_usda.a795_cmolc.kg","aggstb_usda.a1_w.pct","al.dith_usda.a65_w.pct","al.ext_aquaregia_g.kg","al.ext_usda.a1056_mg.kg","al.ext_usda.a69_cmolc.kg","al.ox_usda.a59_w.pct","awc.33.1500kPa_usda.c80_w.frac","b.ext_mel3_mg.kg","bd_usda.a4_g.cm3","c.tot_usda.a622_w.pct","ca.ext_aquaregia_mg.kg","ca.ext_usda.a1059_mg.kg","ca.ext_usda.a722_cmolc.kg","caco3_usda.a54_w.pct","cec_usda.a723_cmolc.kg","cf_usda.c236_w.pct","clay.tot_usda.a334_w.pct","cu.ext_usda.a1063_mg.kg","ec_usda.a364_ds.m","efferv_usda.a479_class","fe.dith_usda.a66_w.pct","fe.ext_aquaregia_g.kg","fe.ext_usda.a1064_mg.kg","fe.ox_usda.a60_w.pct","k.ext_aquaregia_mg.kg","k.ext_usda.a1065_mg.kg","k.ext_usda.a725_cmolc.kg","mg.ext_aquaregia_mg.kg","mg.ext_usda.a1066_mg.kg","mg.ext_usda.a724_cmolc.kg","mn.ext_aquaregia_mg.kg","mn.ext_usda.a1067_mg.kg","mn.ext_usda.a70_mg.kg","n.tot_usda.a623_w.pct","na.ext_aquaregia_mg.kg","na.ext_usda.a1068_mg.kg","na.ext_usda.a726_cmolc.kg","oc_usda.c729_w.pct","p.ext_aquaregia_mg.kg","p.ext_usda.a1070_mg.kg","p.ext_usda.a270_mg.kg","p.ext_usda.a274_mg.kg","ph.cacl2_usda.a481_index","ph.h2o_usda.a268_index","s.ext_mel3_mg.kg","s.tot_usda.a624_w.pct","sand.tot_usda.c60_w.pct","silt.tot_usda.c62_w.pct","wr.10kPa_usda.a414_w.pct","wr.1500kPa_usda.a417_w.pct","wr.33kPa_usda.a415_w.pct","zn.ext_usda.a1073_mg.kg","p.ext_usda.a652_mg.kg"
"36299","KSSL.SSL","abef9d5f9d2e6cf5770e3dca1ec97c14",NA,NA,0.00056,NA,1.43345,NA,NA,0.18513,NA,1.53376,0.52862,NA,18380.95807,298.59564,4.78882,1.42456,62,23.22776,0.1384,2.425,"strong",0,NA,14.88978,NA,NA,64.09624,0.30993,NA,644.17056,3.07594,NA,9.96899,NA,0.00148,NA,84.69387,0.32087,0.0084,NA,23.52862,NA,NA,7.995,8.06,NA,17.09483,49.9,29.7,NA,5.95381,18.22199,0.57342,NA
"49650","KSSL.SSL","ae1080507a50bc2d25b12e565a690557",6.23644,NA,0.2248,NA,965.31231,1.84098,NA,NA,NA,NA,0.06495,NA,32.52252,0,NA,3.41176,1,29.09195,0.254,NA,"none",5.65162,NA,20.86887,NA,NA,14.24448,0.11709,NA,2.68227,0,NA,0.62993,0.02181,0,NA,4.78541,0,0.06,NA,0.52833,NA,NA,4.42,4.9,NA,0.0274,49.3,21.6,NA,17.08683,NA,0.1016,NA
"188605","KSSL.SSL","af24af16d2215e42568fe558cb6990d7",20.911,NA,0.54283,NA,2042.55841,1.55339,0.60298,NA,NA,NA,0.78092,NA,32.56801,0.29755,NA,16.09017,60,5.11788,0.75644,0.026,"none",2.19621,NA,115.49321,0.488,NA,7.97605,0.03519,NA,4.01375,0,NA,12.1133,2.0944,0.07193,NA,7.06009,0.01995,0.78,NA,17.63994,NA,NA,4.77,5.06,NA,0.01233,79.7,15.2,NA,7.41357,NA,0.13379,NA
"36281","KSSL.SSL","b03b7a5b911eba55f9d1a55e418f057b",NA,NA,0.04801,NA,141.16265,NA,NA,NA,NA,NA,1.34773,NA,16221.32859,99.17435,7.89785,7.78288,1,8.38363,3.17415,2.035,"violent",0.22876,NA,34.69916,NA,NA,171.40315,0.44249,NA,154.80203,0.62884,NA,85.63378,NA,0.08691,NA,12.81834,0,0.4212,NA,71.64189,NA,NA,7.77,7.91,NA,1.27508,59.4,32.1,NA,4.52784,NA,2.64953,NA
"104760","KSSL.SSL","b07a84780d3b3b01d9e409a15e8d206e",2.65957,NA,0.03437,NA,428.01654,0.64083,0.02654,NA,NA,NA,0.38363,NA,16.14023,0.08985,NA,1.09412,3,3.70029,0.1602,NA,"none",0.06136,NA,306.21386,0.04554,NA,1.71215,0,NA,4.50565,0,NA,0.09011,0,0.06811,NA,7.90992,0,0.38,NA,2.53318,NA,1.9873,4.26,4.79,NA,0,79.5,16.8,NA,1.97713,NA,0.45056,NA
"193736","KSSL.SSL","b083c95badda903be73fe92e0c22cebb",4.03906,NA,0.13181,NA,925.23727,NA,0.09643,0.22743,NA,1.33334,0.80741,NA,2960.08714,17.72228,NA,20.58032,0.12494,17.01276,4.90584,0.10012,"none",1.35028,NA,261.04385,0.30733,NA,393.01927,1.01713,NA,615.1278,5.13823,NA,138.06003,NA,0.11242,NA,113.19298,0.42241,0.81,NA,29.82818,NA,NA,6.82,7.79,NA,0,18.1,64.9,NA,11.62335,28.70574,2.17696,NA
"183611","KSSL.SSL","b1eee810f6f1fe7e774414be03b654b5",5.78741,NA,0.08332,NA,692.59697,NA,0.07252,0.25652,NA,1.21252,0.63805,NA,2022.8139,10.10691,0.12981,18.23482,0.07002,11.27853,3.05372,0.09702,"very slight",1.07875,NA,122.07786,0.22899,NA,461.37403,1.22371,NA,452.98137,3.53515,NA,43.55085,NA,0.10128,NA,7.37139,0,0.6244,NA,34.28858,NA,NA,6.81,7.66,NA,0,23.7,65,NA,7.8513,29.14674,0.37413,NA
"49616","KSSL.SSL","b220e41f7dbe3dc3a097d0a6a08a8609",11.52386,NA,0.51684,NA,1242.93261,0.6079,NA,NA,NA,NA,1.10354,NA,274.00863,1.42846,NA,8.5771,2,44.39729,1.65663,NA,"none",5.86648,NA,63.87229,NA,NA,109.0717,0.31744,NA,134.16657,1.07134,NA,258.13771,4.07544,0.0705,NA,5.91069,0.03968,1.1,NA,0.6647,NA,NA,4.85,5.65,NA,0.00102,30.9,24.7,NA,15.87744,NA,0.68515,NA
"197288","KSSL.SSL","b367a9bbeb767e48b318e58f02b613a9",28.83167,NA,0.40179,NA,3092.61854,23.88964,0.34023,0.09372,NA,1.31919,0.15956,NA,373.97094,1.9614,NA,30.52431,5,26.53708,0.85097,NA,"none",1.22731,NA,63.19542,0.09109,NA,171.72645,0.52081,NA,198.19173,1.79295,NA,1.52112,1.15062,0.06382,NA,31.22009,0.0824,0.16,NA,0,NA,NA,3.9,4.88,NA,0.02127,38.5,35,NA,20.10297,27.24671,0.95735,NA
"50015","KSSL.SSL","b378fecf12d00d93bced85d93dbef64f",8.38598,NA,0.20301,NA,523.42537,NA,0.10532,0.1122,NA,1.31583,3.09105,NA,5312.46005,30.70884,NA,36.45329,1,37.85167,3.51702,0.135,"none",2.55457,NA,70.60367,0.15089,NA,265.95628,0.64424,NA,999.29725,8.82849,NA,69.76127,NA,0.18616,NA,20.81782,0,3.09,NA,6.46542,NA,NA,6.25,6.84,NA,0.00526,9.6,52.5,26.09102,15.95174,24.49518,1.43208,NA
"104759","KSSL.SSL","b37f6561b7158d5c1542b2050464323f",12.41065,NA,0.08094,NA,739.48074,1.96445,0.06049,NA,NA,NA,3.62661,NA,44.64379,0.3735,NA,6.43535,1,4.4714,0.18115,NA,"none",0.24308,NA,520.49872,0.12679,NA,27.17273,0.08788,NA,10.51685,0.08788,NA,0.43275,0.04346,0.14788,NA,20.79217,0,3.63,NA,3.66329,NA,1.73662,3.97,4.62,NA,0.00201,78,17.5,NA,8.67347,NA,0.73467,NA
"36321","KSSL.SSL","b393d0c5c8f09bb52535d1455c139e58",NA,NA,0.00524,NA,25.7431,NA,NA,0.24024,NA,1.42691,0.40141,NA,14848.131,307.31724,2.81535,2.59322,72,9.55599,0.15151,9.7,"slight",0.23542,NA,14.40518,NA,NA,39.52233,0.24839,NA,1187.52429,8.05704,NA,13.42964,NA,0.02889,NA,3792.65623,13.23865,0.0836,NA,17.97229,NA,NA,8.14,8.095,NA,11.4619,56.6,33.8,NA,8.91875,25.2445,0.56923,NA
"49618","KSSL.SSL","b3a2b93a6c16a0bd871661e96265363e",9.12884,NA,0.47921,NA,929.79977,0.59475,NA,NA,NA,NA,0.14104,NA,195.4161,0.78257,NA,6.13755,1,59.19726,0.51081,NA,"none",8.45476,NA,17.99079,NA,NA,23.40539,0.18059,NA,191.1355,1.50494,NA,8.83704,0.20998,0.00511,NA,6.99812,0.0602,0.14,NA,0,NA,NA,4.79,5.91,NA,0.00102,16.9,23.9,NA,23.32362,NA,0.13281,NA
"49672","KSSL.SSL","b4e3c0b8a8aec5b4115a1ff1200f9b26",3.73997,NA,0.07763,NA,758.58077,0.22955,NA,NA,NA,NA,0.45941,NA,74.77152,0.28884,NA,1.80614,6,9.858,0.36219,NA,"none",1.07177,NA,76.59251,NA,NA,44.55907,0.12379,NA,13.6625,0.12379,NA,24.73939,0.42406,0.03921,NA,4.51728,0,0.46,NA,3.00817,NA,NA,4.5,4.82,NA,0,73.5,16.6,NA,4.5657,NA,1.1268,NA
"197287","KSSL.SSL","b50a2e1252d60f3988c7c372fd671176",29.89959,NA,0.43562,NA,3388.58325,24.59667,0.37512,0.08379,NA,1.33149,0.20257,NA,498.65788,2.46878,NA,30.90784,10,31.36804,0.79896,NA,"none",1.54717,NA,62.57459,0.10601,NA,179.89395,0.53533,NA,225.97799,1.87937,NA,1.17181,0.64017,0.07463,NA,30.68008,0.06208,0.2,NA,0,NA,NA,3.95,4.95,NA,0.02239,35,33.6,NA,21.86475,28.19302,0.91614,NA
"49604","KSSL.SSL","b612e45b9b3bbdebb579a0ed4e3c84a4",12.40057,NA,0.36089,NA,1127.75157,1.09304,NA,NA,NA,NA,1.97412,NA,180.42285,0.96259,NA,6.93421,1,19.0552,0.5667,NA,"none",6.05164,NA,86.24959,NA,NA,77.73898,0.20627,NA,26.94857,0.22919,NA,119.87711,3.7507,0.16299,NA,5.08005,0.02292,1.97,NA,31.24941,NA,NA,4.39,4.8,NA,0.01114,59.6,21.3,NA,9.24855,NA,1.52806,NA
"50023","KSSL.SSL","b667ab23a0150d3a4d9d6b1b39b43812",3.86896,NA,0.10856,NA,370.39242,NA,0.08715,0.08487,NA,1.2282,0.55311,NA,434.11192,2.19441,NA,17.46231,64,30.51041,1.06321,0.081,"none",2.52281,NA,111.86614,0.33834,NA,74.21608,0.16697,NA,1875.92597,15.69483,NA,83.55563,NA,0.02713,NA,5.70171,0,0.55,NA,0.28144,NA,NA,6.65,7.42,NA,0,45.1,24.4,28.49477,19.79472,26.69227,0.50033,NA
"104779","KSSL.SSL","b6e38cd4961547c0e677226f7b1ec571",2.56194,NA,0.11031,NA,685.02272,0.84721,0.05897,NA,NA,NA,0.15243,NA,10.86334,0.06992,NA,3.01001,1,4.24634,0.03012,NA,"none",0.23034,NA,85.23,0.03131,NA,0,0.02331,NA,3.67466,0,NA,0.02008,0,0,NA,6.16459,0,0.15,NA,1.35541,NA,0.41156,4.34,4.96,NA,0,74.8,21,NA,2.49567,NA,0.37148,NA
"36290","KSSL.SSL","b819be9eb7155908c0b61e599fd945a7",NA,NA,0.02583,NA,9.31652,NA,NA,0.20944,NA,1.1209,2.07412,NA,42420.92679,253.73941,14.89576,5.9484,20,45.03407,0.40882,2.375,"violent",0.02483,NA,4.80909,NA,NA,150.16801,0.36547,NA,622.72487,1.78181,NA,8.75786,NA,0.07147,NA,63.62694,0.17124,0.3504,NA,47.11252,NA,NA,7.77,7.87,NA,10.47995,4.6,50,NA,7.73143,26.45283,1.52912,NA
"50028","KSSL.SSL","b861c358fda7f0dfaa6cab0d3a600bc0",4.97627,NA,0.00981,NA,149.59187,NA,0.03164,0.1128,NA,0.93602,1.85891,NA,568.11108,3.32939,NA,15.69262,20,14.46881,0.50496,0.145,"none",2.30448,NA,258.27166,0.5647,NA,58.225,0.14581,NA,1500.11293,12.39406,NA,76.26959,NA,0.08234,NA,8.5431,0.0486,1.86,NA,2.76182,NA,NA,6.71,7.26,NA,0.0247,67.8,17.7,36.41857,21.30014,33.34807,0.82442,NA
"68347","KSSL.SSL","b8d11e9d5d4d7af6dc1bd546b2a69e1f",15.89847,NA,0.06311,NA,821.57396,NA,0.11386,0.15288,NA,1.46759,1.69402,NA,2149.59567,12.36751,NA,17.40456,0,21.58381,2.33728,0.15,"none",0.62078,NA,175.3874,0.1495,NA,516.30497,1.46161,NA,310.31954,2.60628,NA,116.25423,NA,0.19128,NA,14.82648,0,1.69,NA,20.13109,8.05159,NA,5.66,6.26,NA,0.00712,22.2,56.2,NA,11.46497,21.86458,2.74376,NA
"49689","KSSL.SSL","b8dcc3eeebcf10858de254f6c751e604",4.8314,NA,0.43046,NA,927.41609,NA,NA,NA,NA,NA,0.33038,NA,582.12352,2.49056,NA,6.62549,1,51.38358,0.79631,NA,"none",6.6709,NA,28.76928,NA,NA,84.3681,0.27384,NA,95.63895,0.63866,NA,29.75956,NA,0.02651,NA,4.83912,0,0.33,NA,2.04182,NA,NA,6.43,7.2,NA,0,33.2,15.4,NA,20.60683,NA,1.0107,NA
"193718","KSSL.SSL","baae7b60abccb98743be3e9713ecdd86",2.55514,2,0.08002,NA,868.4623,NA,0.07145,0.3591,NA,1.26347,0.26285,NA,1425.3851,8.22298,NA,11.19053,0,3.44807,3.69446,0.06696,"none",0.77584,NA,154.62093,0.10174,NA,471.01891,1.27207,NA,323.70593,2.43966,NA,48.49364,NA,0.03033,NA,21.03314,0.04371,0.26,NA,31.97483,NA,NA,6.25,7.06,NA,0.03943,32.2,64.4,NA,5.29163,33.8169,1.09316,NA
"36296","KSSL.SSL","bb2ec1e5cb499ae2c7c6fadacc17101e",0.31087,NA,0.00386,NA,40.80973,NA,NA,0.16132,NA,1.09169,0.38341,NA,13062.42831,270.30297,1.70297,1.52996,6,14.23343,0.28478,2.265,"very slight",0,NA,13.96327,NA,NA,79.61437,0.26041,NA,514.79765,2.10533,NA,5.6539,NA,0.0022,NA,3.51103,0.10196,0.194,NA,19.58321,NA,NA,8.045,8.125,NA,17.36313,41.4,42.8,NA,4.21108,19.18133,0.53518,NA
"49570","KSSL.SSL","bb58adff19a1987263c9c9f42552fdc6",11.11547,NA,0.23239,NA,1059.22448,1.27939,NA,0.13398,NA,1.54386,1.44965,NA,115.67969,0.60207,NA,7.71526,18,12.72308,0.48665,NA,"none",1.35324,NA,108.39015,NA,NA,73.30098,0.18525,NA,49.45535,0.3705,NA,47.66084,0.83981,0.11954,NA,7.30982,0,1.45,NA,5.6167,NA,NA,4.44,5.02,NA,0,62.9,24.4,NA,7.24638,15.92323,1.13551,NA
"197296","KSSL.SSL","bb9e45b595344511432d841dfd708c9e",29.75267,96,0.66631,NA,2384.31752,NA,1.06954,NA,NA,NA,3.4397,NA,1162.35176,6.94011,NA,27.60818,27,15.25383,0.35817,NA,"none",2.06008,NA,61.22575,0.50442,NA,469.62218,1.27451,NA,111.91714,0.96944,NA,11.94597,NA,0.33764,NA,23.62859,0.01971,3.44,NA,2.44397,NA,NA,5.08,6.01,NA,0.03271,53.7,31,NA,16.56337,NA,1.16932,NA
"68335","KSSL.SSL","bce8679cd4c509b99b7aaec4d99365da",2.42852,NA,0.0718,NA,617.56353,NA,0.09155,0.1672,NA,1.52431,0.67337,NA,3285.73118,19.65951,1.29435,18.92431,0,25.38753,4.42265,0.49,"very slight",0.86049,NA,303.84212,0.29431,NA,227.7357,0.4905,NA,789.09473,7.74962,NA,167.26212,NA,0.10234,NA,125.84074,0,0.5152,NA,41.57495,23.7148,NA,7.39,7.83,NA,0,3,71.6,NA,13.33333,24.32131,3.52174,NA
"49665","KSSL.SSL","bd1b3a874faf8c78a7fd613039f3faae",5.09813,NA,0.31557,NA,787.42361,NA,NA,NA,NA,NA,1.01944,NA,524.4279,2.8729,NA,5.49538,15,31.18378,5.18531,NA,"none",3.70869,NA,52.06062,NA,NA,46.04597,0.11726,NA,93.55897,0.7622,NA,62.94786,NA,0.07188,NA,4.72452,0,1.02,NA,8.2742,NA,NA,5.3,5.58,NA,0,51.5,17.3,NA,12.21198,NA,2.58759,NA
"36306","KSSL.SSL","bd2125e9b1a73e61f289594a60b69149",NA,NA,0.02445,NA,2.285,NA,NA,0.1387,NA,1.45822,3.53572,NA,40588.18043,278.14798,27.34502,7.36602,42,29.44272,0.66825,8,"violent",0.42372,NA,31.3419,NA,NA,220.52997,0.68906,NA,1222.97947,8.35384,NA,22.58643,NA,0.03032,NA,3588.03023,9.95143,0.5892,NA,20.13238,NA,NA,8.56,8.55,NA,4.67334,6.7,61.8,NA,7.73778,17.3369,1.34213,NA
"36966","KSSL.SSL","be01bcb8ab7af2a19a64ff6bb1ca12ae",1.44285,NA,0,NA,0.57208,NA,NA,0.31707,NA,1.17119,0.58335,NA,21411.05018,335.78203,1.97109,0.81714,4,30.5345,0.60832,2.205,"very slight",0,NA,1.11361,NA,NA,0.96391,0.14421,NA,210.0185,1.20239,NA,1.85596,NA,0.13324,NA,37.79911,0.08413,0.426,NA,33.43572,NA,NA,7.84,7.94,NA,17.43717,10.7,52.2,NA,6.06704,37.97543,8.25884,NA
"49598","KSSL.SSL","be48aedb1472076064c1aed4f19c47cd",7.85986,NA,0.51817,NA,996.62603,NA,NA,NA,NA,NA,0.35064,NA,322.40162,1.49425,NA,4.4664,1,58.78773,0.44778,NA,"none",7.3521,NA,26.26637,NA,NA,20.11957,0.06223,NA,106.88713,0.80935,NA,5.59725,NA,0.05198,NA,6.95077,0.03112,0.35,NA,0.64114,NA,NA,5.7,5.95,NA,0.01529,30.5,10.7,NA,25.48387,NA,0.22389,NA
"188587","KSSL.SSL","be67d6f13a669342caca51b487aa38e6",12.89822,NA,0.15574,NA,1266.6325,0.69759,0.19463,NA,NA,NA,0.6797,NA,2157.3327,11.75243,NA,23.37018,0,63.37232,3.71065,0.10308,"none",1.58578,NA,345.52749,0.46836,NA,161.4486,0.65473,NA,1436.6292,12.2205,NA,71.46033,53.32856,0.11503,NA,74.01472,0.30369,0.68,NA,22.47388,NA,NA,5.01,5.8,NA,0.01359,6.7,29.9,NA,20.53922,NA,1.78467,NA
"104790","KSSL.SSL","bedb99727e914c7aa9f19b4d52deb889",9.5277,NA,0.07932,NA,708.85899,4.10822,0.06865,NA,NA,1.72578,0.04948,NA,42.89358,0.88775,NA,8.44213,30,22.38019,0.62559,NA,"none",0.52624,NA,116.78435,0.02889,NA,21.26012,0.09345,NA,59.41129,1.65869,NA,0.08072,0.03362,0.03938,NA,35.64879,0,0.05,NA,0.37334,NA,0.23832,3.78,4.84,NA,0,56.2,21.4,NA,13.05587,NA,6.27612,NA
"197158","KSSL.SSL","bf6551951e2e44b99dc44a5811dacada",25.2604,NA,1.52497,NA,2314.97659,NA,0.80599,NA,NA,NA,1.95463,NA,1364.35357,7.0672,NA,22.87277,10,56.41648,0.8615,NA,"none",7.13134,NA,92.69053,0.43028,NA,84.42656,0.263,NA,89.07438,0.69247,NA,89.52108,NA,0.14872,NA,9.94442,0.06099,1.95,NA,0,NA,NA,5.2,5.69,NA,0.02868,12.4,31.2,NA,25.92059,NA,0.87213,NA
"188586","KSSL.SSL","c0f1eba51e3467dd89c0af5870d09da2",16.88565,NA,0.16117,NA,1433.91579,2.14659,0.15315,NA,NA,NA,0.68726,NA,709.12739,4.00501,NA,15.67787,14,50.83376,2.48747,0.08798,"none",1.6326,NA,417.35546,0.54653,NA,100.94552,0.3943,NA,516.5794,3.95601,NA,39.97938,34.40923,0.12309,NA,30.97291,0.11834,0.69,NA,31.64947,NA,NA,4.39,5.17,NA,0.01436,5,44.2,NA,16.30302,NA,1.58993,NA
"50043","KSSL.SSL","c0f9b9c06ec364efda80fbc7cf039bcc",NA,NA,0.0173,NA,81.69105,NA,0.02474,0.10218,NA,1.30765,0.38243,NA,136.73578,0.56271,2.34011,0.66969,35,17.17285,0.05064,0.659,"slight",1.26427,NA,1001.25717,0.63967,NA,2.13697,0,NA,4308.72168,33.33482,NA,21.10639,NA,0.01116,NA,0.23294,0.02251,0.0992,NA,1.42802,NA,NA,8.58,8.67,NA,0,60,22.8,25.7622,14.09091,21.93415,1.56981,NA
"49649","KSSL.SSL","c646b5e0cab34e820c5c4ed2f93f6b3f",5.02299,NA,0.23121,NA,966.22686,0.78411,NA,NA,NA,NA,0.06381,NA,124.72607,0.11996,NA,2.59357,1,37.10253,0.21277,NA,"none",4.37378,NA,15.73514,NA,NA,14.24572,0.05938,NA,53.42653,0.32809,NA,0.43568,0.01118,0.02532,NA,4.33654,0,0.06,NA,0.26343,NA,NA,4.585,5.02,NA,0.0314,44.5,18.4,NA,16.66667,NA,0.12159,NA
"49600","KSSL.SSL","c671320ac7f98f6cded0079349b2fe96",6.4841,NA,0.34126,NA,1008.59357,0.58144,NA,NA,NA,NA,0.071,NA,102.89576,0.23883,NA,3.60311,1,33.6745,0.48703,NA,"none",5.29043,NA,22.2513,NA,NA,23.79357,0.11942,NA,46.50146,0.35825,NA,6.5445,0.27581,0.03448,NA,7.33593,0.11942,0.07,NA,0.19278,NA,NA,4.8,5.66,NA,0.02231,41.5,24.8,NA,18.56187,NA,0.18264,NA
"104764","KSSL.SSL","c78876287e93c0d05bd0ac921329ff1b",2.01816,NA,0.02265,NA,1351.69256,0.65338,0.018,NA,NA,NA,0.13918,NA,14.44594,0.1159,NA,0.86284,2,4.94425,0.21052,NA,"none",0,NA,247.94681,0,NA,30.20514,0.02318,NA,26.76659,0,NA,0.25062,0,0.01702,NA,8.4811,0,0.14,NA,1.89471,NA,1.79369,4.23,4.95,NA,0,81.3,13.8,NA,2.16043,NA,0.65162,NA
"193725","KSSL.SSL","c817d47d45594226bc4fbfcc4a0082b9",5.6583,35,0.09014,NA,878.57753,NA,0.06463,0.294,NA,1.19877,1.69031,NA,1094.43949,6.40413,NA,12.36371,0,8.77703,1.7792,0.56868,"none",0.7173,NA,258.94681,0.15425,NA,1534.14399,4.01315,NA,325.40412,2.43441,NA,92.22913,NA,0.18219,NA,19.9361,0.04361,1.69,NA,63.62552,NA,NA,5.41,5.85,NA,0.00202,29.1,62.1,NA,9.16945,33.72695,2.60544,NA
"50040","KSSL.SSL","c91b0b4579bea3807fa5956402624238",0.0432,NA,0,NA,19.55104,NA,0.01084,0.14541,NA,1.10932,0.31166,NA,128.70795,0.3404,0.30953,3.14392,39,21.39867,0.22894,0.269,"none",0.64577,NA,106.17016,0.18833,NA,3.42376,0,NA,1003.77015,5.03794,NA,38.88863,NA,0.06315,NA,4.12097,0.04539,0.2728,NA,1.44999,NA,NA,7.48,7.44,NA,0.02037,58.4,20.2,41.83507,23.18008,36.27079,0.27981,NA
"36309","KSSL.SSL","c95d6eeee4144a2b445ceab670ab4e0c",NA,NA,0.03671,NA,0.24241,NA,NA,0.2688,NA,1.2809,0.58903,NA,14331.29299,303.53658,3.01881,1.23397,27,11.79308,0.27974,2.22,"strong",0.38083,NA,5.2017,NA,NA,32.32437,0.19997,NA,307.913,1.12516,NA,1.82843,NA,0.08251,NA,30.21362,0.14488,0.2208,NA,14.57375,NA,NA,7.885,8.02,NA,16.61506,48.9,40,NA,3.93425,25.14455,0.49827,NA
"50039","KSSL.SSL","c9c01af25ee9cc4591480ef7018a19fb",1.6043,NA,0,NA,22.57075,NA,0.00852,0.11845,NA,1.03444,0.77431,NA,244.88648,1.11906,0.30988,4.89848,31,19.93094,0.57038,0.321,"none",0.38526,NA,94.62194,0.13014,NA,8.81033,0.02433,NA,1132.8966,6.59274,NA,75.1781,NA,0.09181,NA,4.8686,0.04865,0.7328,NA,1.60929,NA,NA,7.24,7.41,NA,0.0051,58.1,22,41.07267,22.73603,34.17572,0.4176,NA
"104775","KSSL.SSL","ca81a6294aa2c70829dcfbfaede723d7",4.78386,NA,0.03897,NA,571.17239,1.80678,0.04093,NA,NA,NA,0.02307,NA,12.668,0,NA,2.69189,0,11.23351,0.13029,NA,"none",0,NA,10.52326,0,NA,3.17702,0,NA,11.34507,0.14179,NA,0,0,0.001,NA,9.81169,0,0.02,NA,0.60133,NA,6.18276,4.1,5.03,NA,0,80.5,8.3,NA,5.36453,NA,0.43095,NA
"36274","KSSL.SSL","ca8fa26958b0a82b6b42cf7b1742a220",NA,NA,0.06811,NA,244.44723,NA,NA,0.08784,NA,1.44198,1.02273,NA,6904.02827,51.02928,5.00153,14.73943,1,20.17065,1.54741,0.2915,"violent",0.33442,NA,23.51354,NA,NA,526.63918,1.23337,NA,358.58074,2.46713,NA,118.19793,NA,0.06046,NA,57.01425,0.09756,0.382,NA,33.7307,NA,NA,7.93,8.49,NA,0.15578,59.3,20.9,NA,8.87179,14.92757,0.94792,NA
"49577","KSSL.SSL","cb1d2e3f789db36ae98f7930fbc3fa0f",8.14406,NA,0.68767,NA,922.27141,NA,NA,NA,NA,NA,0.63601,NA,418.3752,2.271,NA,5.23725,1,61.35186,0.2137,NA,"none",6.42412,NA,24.11766,NA,NA,21.25814,0,NA,134.42795,1.16462,NA,5.26111,NA,0.06625,NA,6.0345,0,0.64,NA,1.56714,NA,NA,5.69,6.08,NA,0.01835,26.5,12.1,NA,25.51724,NA,0.29511,NA
"104773","KSSL.SSL","cb6a1f98abf8e0374e17389776c546c8",3.70168,NA,0.12564,NA,664.77847,1.08944,0.04709,NA,NA,NA,0.07325,NA,11.49955,0.04837,NA,2.02426,0.13272,7.61708,0.0401,NA,"none",0.48796,NA,25.16467,0,NA,0,0,NA,7.06817,0.07255,NA,0.03008,0,0.03411,NA,14.79803,0,0.07,NA,0.6216,NA,0.33948,4.25,5.13,NA,0,75.2,17.2,NA,3.70178,NA,0.38098,NA
"36317","KSSL.SSL","cc061670ea81394658e5a3832e3fcedc",NA,NA,0.01323,NA,38.79926,NA,NA,0.19482,NA,1.01699,0.35905,NA,13124.53468,281.53591,2.14228,0.7052,24,18.70618,0.18099,12.915,"strong",0.20884,NA,27.98119,NA,NA,46.0077,0.25198,NA,1289.8049,7.45011,NA,33.95035,NA,0.21981,NA,4994.53025,18.79879,0.0656,NA,15.98735,NA,NA,8.195,8.22,NA,16.17741,20.7,56.8,NA,6.79452,25.82449,0.63585,NA
"49591","KSSL.SSL","cc981493ee3811e6b012a8370b54778b",10.68886,NA,0.88189,NA,1015.37422,0.65564,NA,NA,NA,NA,0.38053,NA,325.45659,1.4558,NA,10.29818,2,47.88785,0.69559,NA,"none",8.3885,NA,23.23082,NA,NA,19.67102,0.12132,NA,62.88996,0.48527,NA,2.88467,0.19656,0.03171,NA,6.00462,0.06066,0.38,NA,0.12275,NA,NA,4.7,5.51,NA,0.02864,29.1,23,NA,19.76936,NA,0.20459,NA
"183617","KSSL.SSL","cea187859c72393abf0c64196502330a",3.42119,8,0.04998,NA,789.61474,NA,0.06153,NA,NA,NA,0.28251,NA,1153.59737,6.52874,NA,11.53907,0,5.53853,1.99163,0.06499,"none",0.58498,NA,92.84828,0.0583,NA,339.28442,0.87929,NA,233.65738,1.8685,NA,10.57484,NA,0.06054,NA,17.73256,0.06595,0.28,NA,13.27415,NA,NA,6,6.92,NA,0,42.9,51.6,NA,7.42574,NA,0.18198,NA
"50024","KSSL.SSL","ceffb4bc999e53e65487f19c82e2a3a2",3.75492,NA,0.09598,NA,375.38823,NA,0.07897,NA,NA,NA,0.35054,NA,329.80508,1.43641,NA,15.65406,65,27.61556,0.99364,0.057,"none",2.15792,NA,124.36003,0.23056,NA,59.35953,0.14364,NA,1853.63208,14.57952,NA,82.06831,NA,0.02593,NA,6.82091,0,0.35,NA,0,NA,NA,6.68,7.46,NA,0,50.8,21.6,NA,19.81132,NA,0.52787,NA
