FIPS,REGION_ID,STATE,County,X,Y,Year,SMOKING,POVERTY,PM25,NO2,SO2,RATE
34007,1,New Jersey,Camden County,1770779.48,2061835.737,2009,22.8,11.3,9.72,4.79,0.033,62.01
34007,1,New Jersey,Camden County,1770779.48,2061835.737,2010,21.8,12.3,9.53,3.44,0.023,59.73
34007,1,New Jersey,Camden County,1770779.48,2061835.737,2011,21.5,13.2,11,3.33,0.012,59.9
34007,1,New Jersey,Camden County,1770779.48,2061835.737,2012,20.9,11.21,12.35,6.07,0.007,59.01
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,1998,26.2,10.7,13.95,2.43,0.058,76.11
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,1999,26.5,9.5,12.07,2.93,0.052,75.65
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2000,26.3,9.3,13.13,2.88,0.052,75.32
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2001,26.9,9.6,13.56,2.57,0.048,76.01
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2002,27.1,9.5,14.38,2.51,0.046,74.08
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2003,27.1,9.6,15.22,2.27,0.053,73.52
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2004,26.1,8.5,13.66,2.78,0.051,71.9
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2005,25.8,8.6,13.06,2.5,0.049,72.34
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2006,24.4,9.5,11.97,2.72,0.045,70.1
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2007,23.5,8.9,11.75,1.68,0.048,67.55
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2008,23.7,8.9,10.44,2.18,0.037,67.79
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2009,23.4,10.7,9.74,1.48,0.025,67.23
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2010,22.9,11.4,10.07,1.6,0.014,64.02
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2011,23.3,11.8,10.64,1.72,0.01,64.36
34009,1,New Jersey,Cape May County,1800201.815,1993222.583,2012,22.7,9.83,12.23,2.24,0.006,63.89
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,1998,29.7,14.8,15.26,4.37,0.065,72.91
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,1999,29.3,13.5,13.07,4.79,0.059,72.99
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2000,29,13.7,14.55,4.14,0.058,73.75
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2001,29.2,13.9,14.51,3.86,0.055,75.08
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2002,29.7,14.5,15.43,3.85,0.053,73.13
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2003,29.6,14.9,16.04,4.05,0.059,73.6
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2004,29.4,14.2,14.1,4.3,0.058,71.94
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2005,29.4,14,13.99,4.16,0.058,72.27
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2006,28.8,15.4,12.41,3.33,0.052,68.95
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2007,27.6,17.4,12.14,2.96,0.056,67.98
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2008,26.9,13.4,10.78,3.35,0.044,67.5
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2009,26.1,16.4,9.94,2.84,0.031,65.95
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2010,25.5,17,10.17,2.35,0.017,65.25
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2011,26.1,16.7,11.01,1.73,0.011,64.75
34011,1,New Jersey,Cumberland County,1768774.33,2011919.092,2012,25.4,15.23,12.91,3.49,0.007,64.08
34013,1,New Jersey,Essex County,1804735.869,2182643.518,1998,23.1,16,13.58,11.21,0.06,63.36
34013,1,New Jersey,Essex County,1804735.869,2182643.518,1999,23.2,14.1,11.35,11.7,0.063,62.28
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2000,23.2,13.6,11.63,10.36,0.068,62.46
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2001,23.2,13.3,12.94,11.61,0.061,61.57
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2002,23.1,13.8,13.51,9.77,0.06,59.3
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2003,22.5,14.4,14.37,15.3,0.067,58.64
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2004,22.1,13.9,12.69,13.28,0.071,55.62
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2005,21.8,14.5,12.75,11.82,0.069,53.8
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2006,21,14.4,12.4,12.08,0.056,53.08
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2007,20.4,13.3,12.12,10.64,0.044,52.31
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2008,20.3,14.5,10.18,9.37,0.03,50.76
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2009,19.8,14.4,10.2,7.27,0.023,48.32
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2010,19.4,16.4,9.26,7.74,0.017,47.49
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2011,19.8,17.2,11.03,8.37,0.011,46.44
34013,1,New Jersey,Essex County,1804735.869,2182643.518,2012,19.2,14.73,11.87,10.56,0.003,44.75
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,1998,27,7,15.1,7.23,0.075,78.59
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,1999,25.7,6.2,12.11,7.72,0.068,78.92
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2000,25.2,5.9,13.72,7.21,0.068,78.08
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2001,25.8,5.9,14.28,5.8,0.064,79.99
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2002,26.2,5.9,15.6,6.75,0.062,79.31
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2003,25.8,6.7,15.73,5.7,0.069,79.58
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2004,25.3,6.2,13.93,6.25,0.069,75.65
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2005,25,6.5,13.8,6.16,0.07,76.86
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2006,24.2,6.7,12.11,5.28,0.063,73.56
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2007,23.8,7.6,12.59,4.33,0.066,70.76
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2008,23,6.9,10.54,5.61,0.051,70.45
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2009,22.3,7.7,9.7,4.31,0.036,68.73
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2010,21.4,6.8,9.64,3.03,0.023,68.37
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2011,21.2,7.4,11,3.24,0.013,67.88
34015,1,New Jersey,Gloucester County,1757950.477,2048967.108,2012,20.7,6.8,12.68,5.46,0.008,66.76
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,1998,24.1,16.2,14.06,10.66,0.057,64.24
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,1999,24.7,13.7,12.15,10.73,0.06,60.48
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2000,24.8,13.6,11.9,10.45,0.067,60.58
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2001,25.3,13.8,13.27,10.57,0.059,58.53
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2002,25.3,15.1,13.54,9.26,0.058,57.18
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2003,24.6,15.1,14.3,16.31,0.065,55.38
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2004,23.7,14.4,13.5,13.29,0.069,52.95
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2005,23.2,16.2,13.28,14.76,0.067,52.63
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2006,22.1,15,12.61,11.65,0.052,52.16
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2007,21.2,13.9,12.25,11,0.039,49.08
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2008,20.2,14.9,10.24,11.57,0.027,47.55
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2009,19.1,14.6,10.19,7.31,0.02,46.56
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2010,18.2,16.5,9.34,8.08,0.015,44.8
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2011,17,16.2,11.32,10.13,0.009,43.89
34017,1,New Jersey,Hudson County,1819905.966,2180131.941,2012,16.6,15.05,12.14,10.94,0.003,42.33
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,1998,19.8,2.8,12.18,5.79,0.082,53.19
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,1999,19.3,2.7,10.28,6.13,0.079,52.65
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2000,18.4,2.6,10.77,5.45,0.082,53.26
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2001,18,3,12,5.66,0.075,51.78
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2002,18.3,3.1,13.5,5.49,0.077,50.7
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2003,17.7,3.5,13.37,7.29,0.084,48.98
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2004,17.1,3.1,12.07,7.76,0.086,46.49
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2005,16.7,2.5,12.08,4.93,0.086,47.22
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2006,16.6,3.3,10.95,5.67,0.078,45.43
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2007,16.2,3.7,11.9,4.21,0.074,43.62
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2008,16.2,3.7,9.13,4.6,0.052,42.87
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2009,16,4.3,9.2,3.77,0.04,41.8
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2010,15.5,4,8.03,2.4,0.03,40.56
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2011,14.7,4.3,10.38,2.72,0.018,38.97
34019,1,New Jersey,Hunterdon County,1755884.159,2146097.44,2012,14.2,3.41,10.99,5,0.006,39.13
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,1998,22.1,9.2,12.97,5.91,0.072,61.11
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,1999,22.4,8.3,11.61,6.32,0.069,60.13
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2000,21.4,7.8,12.09,6.42,0.074,60.58
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2001,21.4,7.5,13.07,6.54,0.068,59.23
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2002,21.6,8,14.18,5.38,0.068,57.09
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2003,21.5,8.2,14.29,5.95,0.073,56.3
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2004,20.3,8.1,12.9,9.65,0.074,53.28
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2005,19.9,8.6,12.83,6.02,0.077,53.16
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2006,19.3,8.7,11.67,5.69,0.069,54.15
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2007,19,9.3,12.26,4,0.064,51.92
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2008,18.1,9,9.67,4.16,0.046,50.33
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2009,18.2,10.8,9.72,3.15,0.034,48.68
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2010,18,11.7,8.94,3.78,0.026,48.16
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2011,18,11.1,11.06,3.27,0.014,48.03
34021,1,New Jersey,Mercer County,1780222.646,2119053.231,2012,17.4,9.12,11.8,5.28,0.005,46.46
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,1998,21,6.5,13.1,7.58,0.064,62.82
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,1999,21.1,6.1,10.77,8.45,0.065,61.46
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2000,21,5.8,11.8,8.05,0.072,60.6
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2001,21.1,5.9,12.67,8.14,0.064,58.42
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2002,21.4,6.5,13.74,6.9,0.065,56.75
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2003,20.9,7.4,14.27,8.71,0.069,55.41
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2004,19.9,6.9,12.79,10.49,0.072,53.7
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2005,19.2,7.3,12.65,8.89,0.073,51.1
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2006,18.4,7.1,11.93,6.2,0.063,50.99
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2007,17.5,6.6,12.21,5.8,0.053,49.26
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2008,16.7,7.1,9.64,6.64,0.037,47.77
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2009,15.9,7.9,9.65,4.59,0.028,48.31
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2010,15.7,7.7,8.68,3.86,0.021,45.83
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2011,15.7,8.5,10.99,4.84,0.012,44.86
34023,1,New Jersey,Middlesex County,1800141.087,2141559.363,2012,15.2,7.13,11.64,6.87,0.004,43.74
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,1998,22.9,6.1,13.55,5.06,0.056,67.44
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,1999,23.3,5.8,11.44,5.37,0.057,69.07
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2000,22.3,5.3,11.89,5.93,0.064,68.09
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2001,22.8,5.5,12.78,5.48,0.057,68.64
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2002,23.1,5.7,13.77,4.7,0.057,65.81
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2003,22.8,6.5,14.32,7.76,0.061,64.7
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2004,22,5.9,12.92,7.77,0.063,62.04
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2005,21.6,6.1,12.9,6.44,0.064,60.52
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2006,20.2,5.9,12.13,4.77,0.054,58.98
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2007,20.2,6.1,11.84,4.1,0.045,56.82
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2008,18.9,5.9,9.64,4.77,0.032,56.81
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2009,18.1,6.9,9.49,3.42,0.023,55.63
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2010,18,6.8,9.01,3.26,0.018,53.12
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2011,18.2,6.9,10.79,3.72,0.009,52.94
34025,1,New Jersey,Monmouth County,1820299.025,2125684.596,2012,17.8,6.18,11.74,5.02,0.004,51.87
34027,1,New Jersey,Morris County,1778629.855,2185127.613,1998,19.9,3.3,12.07,6.64,0.067,55.07
34027,1,New Jersey,Morris County,1778629.855,2185127.613,1999,19.2,3.5,9.37,7.76,0.068,57.02
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2000,18.8,3.2,10.19,6.03,0.07,55.57
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2001,18.9,3.4,11.43,7.64,0.064,55.4
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2002,19.1,3.6,12.51,6.18,0.064,54.15
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2003,17.9,4.2,12.6,10.66,0.072,53.09
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2004,17.4,4.1,11.15,6.6,0.075,49.38
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2005,17.3,3.4,11.27,5.91,0.073,49.85
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2006,16.3,4.1,10.64,11.01,0.063,47.57
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2007,15.8,4.1,10.7,6.49,0.055,46.9
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2008,15.5,4,8.97,6.15,0.038,44.85
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2009,15.2,3.8,9.07,3.88,0.031,43.62
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2010,14.6,5.7,7.61,2.52,0.023,43.14
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2011,14.5,5,9.94,3.04,0.014,42.5
34027,1,New Jersey,Morris County,1778629.855,2185127.613,2012,14,4.01,10.41,6.31,0.004,40.8
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,1998,26.7,7.4,13.96,3.6,0.05,69.86
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,1999,26.8,7.2,11.84,3.56,0.048,72.28
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2000,27,6.7,12.21,3.93,0.052,69.96
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2001,28.2,7.2,12.78,3.21,0.047,71.05
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2002,28.5,7.8,13.8,3.26,0.046,68.57
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2003,27.5,8.1,13.92,3.95,0.051,68.29
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2004,26.6,7.6,12.77,4.38,0.05,66.33
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2005,26,7.3,12.84,4.2,0.051,65.14
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2006,24.8,8.5,11.9,3.04,0.044,64.07
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2007,23.5,8.4,11.66,3.34,0.043,64.43
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2008,22.2,8.6,9.63,2.96,0.031,61.76
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2009,21.2,8.2,9.39,2.09,0.021,59.93
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2010,20.9,11,9.17,2.12,0.016,60.02
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2011,22.2,11.3,10.4,2.49,0.008,59.32
34029,1,New Jersey,Ocean County,1824854.704,2083480.234,2012,21.6,8.42,11.72,3.22,0.004,57.97
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,1998,23.8,12.2,12.1,6.05,0.058,58.46
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,1999,24.4,11.6,9.93,8.2,0.06,57.94
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2000,24.5,11.2,10.11,5.76,0.061,55.88
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2001,24.1,11.2,11.84,9.69,0.055,56.51
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2002,24.2,12.1,11.98,6,0.053,55.56
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2003,23.5,12.6,12.82,8.9,0.062,55.75
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2004,22.1,12,10.93,6.43,0.066,53.57
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2005,21.3,14,11.11,5.17,0.063,52.32
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2006,20.8,14.3,10.95,10.31,0.048,51.68
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2007,20.2,13.4,10.54,4.61,0.04,49.64
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2008,19,13.9,8.97,4.66,0.027,48.84
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2009,18.8,16.5,9.23,4.03,0.021,47.37
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2010,18.6,15.6,7.96,2.96,0.016,46.12
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2011,18.7,16.2,10.1,2.9,0.01,46.29
34031,1,New Jersey,Passaic County,1794089.083,2208556.382,2012,18.1,13.49,10.5,5.99,0.003,44.82
34033,1,New Jersey,Salem County,1743771.149,2031005.452,1998,27.2,10,15.67,5.76,0.081,75.6
34033,1,New Jersey,Salem County,1743771.149,2031005.452,1999,26.1,8.8,13,6.15,0.074,76.45
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2000,25.7,8.4,14.94,5.68,0.072,76.22
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2001,25.6,8.1,15.11,4.54,0.068,76.42
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2002,25.4,8.3,16.26,5.14,0.066,75.81
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2003,25.9,9.3,16.84,5.22,0.073,74.77
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2004,25.9,9.2,14.7,5.25,0.073,73.36
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2005,25.6,9.8,14.7,5.58,0.075,73.48
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2006,25.4,9.6,12.65,4.49,0.067,72.02
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2007,24.8,10.2,12.94,4.05,0.071,70.68
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2008,24.6,10.5,10.87,4.6,0.057,70.62
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2009,23.9,10.2,10.06,3.49,0.04,69.87
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2010,23.7,11.2,10.15,2.94,0.022,68.07
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2011,23.4,11.8,11.47,2.78,0.014,68.11
34033,1,New Jersey,Salem County,1743771.149,2031005.452,2012,22.8,9.77,13.34,4.57,0.009,66.38
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,1998,18.5,3.7,12.84,6.37,0.073,53.59
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,1999,18.8,3.6,10.65,7.16,0.072,53.54
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2000,18.2,3.6,11.41,6.04,0.077,52.88
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2001,18.5,3.9,12.68,6.43,0.069,52.39
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2002,18.4,4.1,14.03,5.9,0.071,51.79
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2003,17.4,4.7,14.19,8.67,0.077,50.41
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2004,16.5,4.3,12.37,8.91,0.079,47.78
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2005,15.9,3.9,12.45,7.15,0.079,46.76
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2006,15.3,4.5,11.49,6.64,0.071,46.24
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2007,14.7,3.3,12.18,6.02,0.063,45.01
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2008,13.7,3.6,9.56,6.34,0.044,42.62
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2009,13,4.4,9.7,4.27,0.034,42.66
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2010,12.8,5.2,8.49,2.83,0.026,40.78
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2011,12.8,5.2,11.15,4,0.015,40.2
34035,1,New Jersey,Somerset County,1780207.58,2151254.925,2012,12.4,4.27,11.51,6.03,0.005,39.47
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,1998,23.3,4.1,10.77,3.34,0.061,70.19
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,1999,23,3.9,8.63,4.48,0.061,69.33
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2000,22.8,3.8,9.01,3.15,0.06,70.18
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2001,23.7,3.9,10.23,5.42,0.054,68.74
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2002,24,4.2,11.16,3.28,0.054,67.06
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2003,23.5,4.8,11.16,5.65,0.063,66.14
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2004,23.3,4.4,10.05,2.55,0.066,63.06
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2005,22.7,4.3,10.06,2.17,0.063,63.89
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2006,21.8,4.6,9.4,6.62,0.054,62.05
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2007,21.3,4.6,9.25,2.11,0.05,60.12
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2008,20.6,4.6,8.06,2.98,0.035,59
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2009,19.6,5.4,8.29,1.14,0.029,58.61
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2010,19.2,5.7,7.01,1.18,0.021,57.03
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2011,18.7,5.8,9.05,1.19,0.014,56.58
34037,1,New Jersey,Sussex County,1759786.533,2212712.261,2012,18.2,4.69,9.34,3.16,0.004,54.84
34039,1,New Jersey,Union County,1803087.26,2167525.559,1998,21.8,9,13.71,9.73,0.063,57.62
34039,1,New Jersey,Union County,1803087.26,2167525.559,1999,21.9,8.2,11.3,10.63,0.065,57.49
34039,1,New Jersey,Union County,1803087.26,2167525.559,2000,21.9,7.8,11.94,10.07,0.071,56.38
34039,1,New Jersey,Union County,1803087.26,2167525.559,2001,22.2,8.2,13.08,9.61,0.064,56.24
34039,1,New Jersey,Union County,1803087.26,2167525.559,2002,22.1,8.9,13.91,8.93,0.064,53.7
34039,1,New Jersey,Union County,1803087.26,2167525.559,2003,21.3,9.9,14.52,11.72,0.07,52.03
34039,1,New Jersey,Union County,1803087.26,2167525.559,2004,21.1,9.1,13.09,12.63,0.073,50.35
34039,1,New Jersey,Union County,1803087.26,2167525.559,2005,21,8.9,13.06,11.95,0.072,50.79
34039,1,New Jersey,Union County,1803087.26,2167525.559,2006,20.1,8,12.34,9.65,0.061,48.94
34039,1,New Jersey,Union County,1803087.26,2167525.559,2007,20.1,8,12.69,9.81,0.049,47.76
34039,1,New Jersey,Union County,1803087.26,2167525.559,2008,19.8,8.8,10.05,9.14,0.034,46.24
34039,1,New Jersey,Union County,1803087.26,2167525.559,2009,19.2,9.5,10.11,5.9,0.026,44.15
34039,1,New Jersey,Union County,1803087.26,2167525.559,2010,18.3,10.9,9.11,4.81,0.02,43.93
34039,1,New Jersey,Union County,1803087.26,2167525.559,2011,18.6,10.7,11.38,7.91,0.012,43.31
34039,1,New Jersey,Union County,1803087.26,2167525.559,2012,18.1,9.12,12.03,9.23,0.004,42.83
34041,1,New Jersey,Warren County,1741874.528,2176288.673,1998,23.4,6.2,11.49,5.79,0.079,66.16
34041,1,New Jersey,Warren County,1741874.528,2176288.673,1999,22.6,5.8,9.47,5.9,0.076,65.92
34041,1,New Jersey,Warren County,1741874.528,2176288.673,2000,22.1,5.5,9.65,5,0.077,66.78
34041,1,New Jersey,Warren County,1741874.528,2176288.673,2001,22.5,5.5,10.72,5.3,0.07,65.62
34041,1,New Jersey,Warren County,1741874.528,2176288.673,2002,23.4,5.8,12.71,5.14,0.073,64.5
34041,1,New Jersey,Warren County,1741874.528,2176288.673,2003,23.7,6.1,12.19,5.25,0.081,63.96
