SEASON,ENV,SOWING,GEN,N_RATE,DATE_SOW,Optimum_date,DAYS, GY ,STY,Maturity_days,Weeding,Weeding_No,Irrigation,Irrigation_No,FARMER
Rabi 12-13,DUMURIA,LATE,BG 25,67,1/5/2013,12/15/2012,21,1.188,1.518,91,1,1 weeding,1,1 irrigation,71
Rabi 12-13,DUMURIA,LATE,BG 21,67,1/5/2013,12/15/2012,21,1.04,1.2804,93,1,1 weeding,1,1 irrigation,71
Rabi 12-13,DUMURIA,LATE,BG 27,100,1/5/2013,12/15/2012,21,1.073,1.130066667,93,1,1 weeding,1,1 irrigation,71
Rabi 12-13,DUMURIA,LATE,BG 25,100,1/5/2013,12/15/2012,21,0.853,1.078933333,91,1,1 weeding,1,1 irrigation,71
Rabi 12-13,DUMURIA,LATE,BG 21,100,1/5/2013,12/15/2012,21,0.858,1.1484,93,1,1 weeding,1,1 irrigation,71
Rabi 12-13,DUMURIA,LATE,BG 27,0,12/31/2012,12/15/2012,16,0.589,0.693333333,92,0,No weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 25,0,12/31/2012,12/15/2012,16,0.925,1.0472,91,0,No weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 21,0,12/31/2012,12/15/2012,16,0.308,0.737,92,0,No weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 27,67,12/31/2012,12/15/2012,16,0.897,0.9844,93,1,1 weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 25,67,12/31/2012,12/15/2012,16,0.605,0.6854,92,1,1 weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 21,67,12/31/2012,12/15/2012,16,1.189,1.350933333,93,1,1 weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 27,100,12/31/2012,12/15/2012,16,0.974,0.8976,93,1,1 weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 25,100,12/31/2012,12/15/2012,16,1.024,1.260266667,92,1,1 weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 21,100,12/31/2012,12/15/2012,16,1.084,1.1528,93,1,1 weeding,1,1 irrigation,70
Rabi 12-13,DUMURIA,LATE,BG 27,0,12/23/2012,12/15/2012,8,0.825,1.0718,98,0,No weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 25,0,12/23/2012,12/15/2012,8,0.682,1.051733333,97,0,No weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 21,0,12/23/2012,12/15/2012,8,0.666,1.11,98,0,No weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 27,67,12/23/2012,12/15/2012,8,1.475,2.239733333,99,1,1 weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 25,67,12/23/2012,12/15/2012,8,1.276,1.742266667,98,1,1 weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 21,67,12/23/2012,12/15/2012,8,2.399,1.519466667,99,1,1 weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 27,100,12/23/2012,12/15/2012,8,2.025,1.304333333,99,1,1 weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 25,100,12/23/2012,12/15/2012,8,2.613,1.507333333,98,1,1 weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 21,100,12/23/2012,12/15/2012,8,2.531,1.371466667,99,1,1 weeding,1,1 irrigation,69
Rabi 12-13,DUMURIA,LATE,BG 27,0,12/18/2012,12/15/2012,3,1.057,1.095333333,99,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 25,0,12/18/2012,12/15/2012,3,1.134,1.309866667,97,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 21,0,12/18/2012,12/15/2012,3,0.914,1.3312,98,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 27,67,12/18/2012,12/15/2012,3,2.13,2.628266667,101,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 25,67,12/18/2012,12/15/2012,3,1.833,2.1756,98,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 21,67,12/18/2012,12/15/2012,3,2.152,3.418266667,100,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 27,100,12/18/2012,12/15/2012,3,1.938,2.186533333,101,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 25,100,12/18/2012,12/15/2012,3,2.851,2.976,98,0,No weeding,1,1 irrigation,68
Rabi 12-13,DUMURIA,LATE,BG 21,100,12/18/2012,12/15/2012,3,2.339,3.0492,100,0,No weeding,1,1 irrigation,68
Rabi 12-13,FULTALA,EARLY,BG 27,0,12/13/2012,12/15/2012,-2,2.294,2.4288,105,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 25,0,12/13/2012,12/15/2012,-2,2.233,2.456666667,103,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 21,0,12/13/2012,12/15/2012,-2,2.107,2.5704,104,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 27,100,12/13/2012,12/15/2012,-2,4.671,3.8295,107,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 25,100,12/13/2012,12/15/2012,-2,4.308,3.8391,105,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 21,100,12/13/2012,12/15/2012,-2,4.235,5.034666667,106,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 27,133,12/13/2012,12/15/2012,-2,4.764,5.042866667,107,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 25,133,12/13/2012,12/15/2012,-2,4.649,4.646666667,105,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 21,133,12/13/2012,12/15/2012,-2,4.79,4.862,106,0,No weeding,1,1 irrigation,75
Rabi 12-13,FULTALA,EARLY,BG 27,0,11/27/2012,12/15/2012,-18,1.887,2.1632,111,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 25,0,11/27/2012,12/15/2012,-18,1.964,2.202066667,108,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 21,0,11/27/2012,12/15/2012,-18,1.694,2.1714,110,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 27,100,11/27/2012,12/15/2012,-18,5.419,4.723333333,113,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 25,100,11/27/2012,12/15/2012,-18,5.062,4.834133333,110,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 21,100,11/27/2012,12/15/2012,-18,3.2,4.4792,112,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 27,133,11/27/2012,12/15/2012,-18,4.99,4.945,113,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 25,133,11/27/2012,12/15/2012,-18,5.067,5.1568,110,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 21,133,11/27/2012,12/15/2012,-18,4.962,4.957866667,112,0,No weeding,1,1 irrigation,74
Rabi 12-13,FULTALA,EARLY,BG 27,0,11/22/2012,12/15/2012,-23,1.199,1.1844,111,0,No weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 25,0,11/22/2012,12/15/2012,-23,1.161,1.371133333,108,0,No weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 21,0,11/22/2012,12/15/2012,-23,1.232,1.412666667,110,0,No weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 27,100,11/22/2012,12/15/2012,-23,5.007,5.4912,113,1,1 weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 25,100,11/22/2012,12/15/2012,-23,5.221,4.7343,110,1,1 weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 21,100,11/22/2012,12/15/2012,-23,4.831,4.970333333,112,1,1 weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 27,133,11/22/2012,12/15/2012,-23,5.282,5.0556,113,1,1 weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 25,133,11/22/2012,12/15/2012,-23,5.194,4.953533333,110,1,1 weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 21,133,11/22/2012,12/15/2012,-23,5.189,5.047866667,112,1,1 weeding,1,1 irrigation,73
Rabi 12-13,FULTALA,EARLY,BG 27,0,11/21/2012,12/15/2012,-24,1.436,1.554133333,111,0,No weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 25,0,11/21/2012,12/15/2012,-24,1.458,1.825,108,0,No weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 21,0,11/21/2012,12/15/2012,-24,1.441,1.849966667,110,0,No weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 27,100,11/21/2012,12/15/2012,-24,4.963,5.149866667,113,1,1 weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 25,100,11/21/2012,12/15/2012,-24,5.211,5.129366667,110,1,1 weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 21,100,11/21/2012,12/15/2012,-24,5.128,5.060266667,112,1,1 weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 27,133,11/21/2012,12/15/2012,-24,4.914,4.615566667,113,1,1 weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 25,133,11/21/2012,12/15/2012,-24,5.085,4.9984,110,1,1 weeding,1,1 irrigation,72
Rabi 12-13,FULTALA,EARLY,BG 21,133,11/21/2012,12/15/2012,-24,4.87,5.156666667,112,1,1 weeding,1,1 irrigation,72
Rabi 12-13,DUMURIA,EARLY,BG 27,0,12/14/2012,12/15/2012,-1,1.382,1.173,101,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 25,0,12/14/2012,12/15/2012,-1,1.304,1.3202,97,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 21,0,12/14/2012,12/15/2012,-1,1.123,1.296533333,99,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 27,100,12/14/2012,12/15/2012,-1,3.021,2.670133333,104,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 25,100,12/14/2012,12/15/2012,-1,3.104,3.4776,100,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 21,100,12/14/2012,12/15/2012,-1,3.033,3.260666667,103,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 27,133,12/14/2012,12/15/2012,-1,3.401,4.4086,104,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 25,133,12/14/2012,12/15/2012,-1,3.198,3.197,100,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 21,133,12/14/2012,12/15/2012,-1,3.121,4.370133333,103,0,No weeding,1,1 irrigation,67
Rabi 12-13,DUMURIA,EARLY,BG 27,0,12/10/2012,12/15/2012,-5,1.117,1.070333333,102,0,No weeding,1,1 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 25,0,12/10/2012,12/15/2012,-5,1.122,1.228533333,98,0,No weeding,1,1 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 21,0,12/10/2012,12/15/2012,-5,1.183,1.274,100,0,No weeding,1,1 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 27,100,12/10/2012,12/15/2012,-5,3.703,4.126066667,103,0,No weeding,2,2 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 25,100,12/10/2012,12/15/2012,-5,3.665,4.269733333,100,0,No weeding,2,2 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 21,100,12/10/2012,12/15/2012,-5,3.511,3.9938,102,0,No weeding,2,2 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 27,133,12/10/2012,12/15/2012,-5,3.929,4.0138,103,0,No weeding,2,2 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 25,133,12/10/2012,12/15/2012,-5,3.924,3.7202,100,0,No weeding,2,2 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 21,133,12/10/2012,12/15/2012,-5,3.742,4.1706,102,0,No weeding,2,2 irrigation,65
Rabi 12-13,DUMURIA,EARLY,BG 27,0,12/7/2012,12/15/2012,-8,1.194,2.0108,102,0,No weeding,1,1 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 25,0,12/7/2012,12/15/2012,-8,1.276,2.257666667,98,0,No weeding,1,1 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 21,0,12/7/2012,12/15/2012,-8,1.111,1.9756,102,0,No weeding,1,1 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 27,100,12/7/2012,12/15/2012,-8,4.315,3.924666667,106,0,No weeding,2,2 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 25,100,12/7/2012,12/15/2012,-8,4.364,4.1168,103,0,No weeding,2,2 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 21,100,12/7/2012,12/15/2012,-8,4.259,4.320333333,105,0,No weeding,2,2 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 27,133,12/7/2012,12/15/2012,-8,4.061,4.641,106,0,No weeding,2,2 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 25,133,12/7/2012,12/15/2012,-8,4.364,4.7564,103,0,No weeding,2,2 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 21,133,12/7/2012,12/15/2012,-8,4.298,4.6552,105,0,No weeding,2,2 irrigation,64
Rabi 12-13,DUMURIA,EARLY,BG 27,0,12/1/2012,12/15/2012,-14,1.678,2.4388,110,0,No weeding,1,1 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 25,0,12/1/2012,12/15/2012,-14,1.656,2.5432,104,0,No weeding,1,1 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 21,0,12/1/2012,12/15/2012,-14,1.75,2.3452,108,0,No weeding,1,1 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 27,100,12/1/2012,12/15/2012,-14,3.791,4.653133333,112,0,No weeding,2,2 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 25,100,12/1/2012,12/15/2012,-14,3.742,4.680533333,105,0,No weeding,2,2 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 21,100,12/1/2012,12/15/2012,-14,3.818,4.7564,109,0,No weeding,2,2 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 27,133,12/1/2012,12/15/2012,-14,4.677,5.733,112,0,No weeding,2,2 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 25,133,12/1/2012,12/15/2012,-14,4.507,4.9852,105,0,No weeding,2,2 irrigation,63
Rabi 12-13,DUMURIA,EARLY,BG 21,133,12/1/2012,12/15/2012,-14,4.847,6.901,109,0,No weeding,2,2 irrigation,63
Rabi 12-13,SADAR,LATE,BG 27,0,1/6/2013,12/15/2012,22,1.464,1.373513514,88,0,No weeding,1,1 irrigation,62
Rabi 12-13,SADAR,LATE,BG 25,0,1/6/2013,12/15/2012,22,1.508,1.507105263,87,0,No weeding,1,1 irrigation,62
Rabi 12-13,SADAR,LATE,BG 21,0,1/6/2013,12/15/2012,22,1.244,1.628266667,89,0,No weeding,1,1 irrigation,62
Rabi 12-13,SADAR,LATE,BG 27,67,1/6/2013,12/15/2012,22,2.691,3.002739726,90,1,1 weeding,3,3 irrigation,62
Rabi 12-13,SADAR,LATE,BG 25,67,1/6/2013,12/15/2012,22,2.564,3.060810811,89,1,1 weeding,3,3 irrigation,62
Rabi 12-13,SADAR,LATE,BG 21,67,1/6/2013,12/15/2012,22,2.608,3.22739726,90,1,1 weeding,3,3 irrigation,62
Rabi 12-13,SADAR,LATE,BG 27,100,1/6/2013,12/15/2012,22,2.636,0.300878378,90,1,1 weeding,3,3 irrigation,62
Rabi 12-13,SADAR,LATE,BG 25,100,1/6/2013,12/15/2012,22,2.708,2.921917808,89,1,1 weeding,3,3 irrigation,62
Rabi 12-13,SADAR,LATE,BG 21,100,1/6/2013,12/15/2012,22,2.774,3.2172,90,1,1 weeding,3,3 irrigation,62
Rabi 12-13,SADAR,LATE,BG 27,0,12/28/2012,12/15/2012,13,1.409,1.249459459,94,0,No weeding,1,1 irrigation,61
Rabi 12-13,SADAR,LATE,BG 25,0,12/28/2012,12/15/2012,13,1.618,1.67027027,94,0,No weeding,1,1 irrigation,61
Rabi 12-13,SADAR,LATE,BG 21,0,12/28/2012,12/15/2012,13,1.315,1.617945205,95,0,No weeding,1,1 irrigation,61
Rabi 12-13,SADAR,LATE,BG 27,67,12/28/2012,12/15/2012,13,2.702,3.361973684,95,1,1 weeding,3,3 irrigation,61
Rabi 12-13,SADAR,LATE,BG 25,67,12/28/2012,12/15/2012,13,2.608,3.033716216,95,1,1 weeding,3,3 irrigation,61
Rabi 12-13,SADAR,LATE,BG 21,67,12/28/2012,12/15/2012,13,2.68,3.145945946,96,1,1 weeding,3,3 irrigation,61
Rabi 12-13,SADAR,LATE,BG 27,100,12/28/2012,12/15/2012,13,2.625,0.119527027,95,1,1 weeding,3,3 irrigation,61
Rabi 12-13,SADAR,LATE,BG 25,100,12/28/2012,12/15/2012,13,2.763,2.958082192,95,1,1 weeding,3,3 irrigation,61
Rabi 12-13,SADAR,LATE,BG 21,100,12/28/2012,12/15/2012,13,2.801,3.222565789,96,1,1 weeding,3,3 irrigation,61
Rabi 12-13,SADAR,LATE,BG 27,0,12/23/2012,12/15/2012,8,1.568,1.7136,96,0,No weeding,1,1 irrigation,60
Rabi 12-13,SADAR,LATE,BG 25,0,12/23/2012,12/15/2012,8,2.141,2.483466667,94,0,No weeding,1,1 irrigation,60
Rabi 12-13,SADAR,LATE,BG 21,0,12/23/2012,12/15/2012,8,1.712,2.423733333,95,0,No weeding,1,1 irrigation,60
Rabi 12-13,SADAR,LATE,BG 27,67,12/23/2012,12/15/2012,8,3.626,3.921533333,97,1,1 weeding,2,2 irrigation,60
Rabi 12-13,SADAR,LATE,BG 25,67,12/23/2012,12/15/2012,8,3.483,4.187066667,95,1,1 weeding,2,2 irrigation,60
Rabi 12-13,SADAR,LATE,BG 21,67,12/23/2012,12/15/2012,8,3.566,4.213066667,96,1,1 weeding,2,2 irrigation,60
Rabi 12-13,SADAR,LATE,BG 27,100,12/23/2012,12/15/2012,8,3.445,4.249066667,97,1,1 weeding,2,2 irrigation,60
Rabi 12-13,SADAR,LATE,BG 25,100,12/23/2012,12/15/2012,8,3.626,3.956,95,1,1 weeding,2,2 irrigation,60
Rabi 12-13,SADAR,LATE,BG 21,100,12/23/2012,12/15/2012,8,3.731,4.412333333,96,1,1 weeding,2,2 irrigation,60
Rabi 12-13,SADAR,LATE,BG 27,0,12/19/2012,12/15/2012,4,1.711,1.8216,100,0,No weeding,1,1 irrigation,59
Rabi 12-13,SADAR,LATE,BG 25,0,12/19/2012,12/15/2012,4,2.069,2.1948,97,0,No weeding,1,1 irrigation,59
Rabi 12-13,SADAR,LATE,BG 21,0,12/19/2012,12/15/2012,4,2.152,2.391466667,99,0,No weeding,1,1 irrigation,59
Rabi 12-13,SADAR,LATE,BG 27,67,12/19/2012,12/15/2012,4,3.511,4.117333333,101,1,1 weeding,2,2 irrigation,59
Rabi 12-13,SADAR,LATE,BG 25,67,12/19/2012,12/15/2012,4,3.522,4.037866667,98,1,1 weeding,2,2 irrigation,59
Rabi 12-13,SADAR,LATE,BG 21,67,12/19/2012,12/15/2012,4,3.731,3.935133333,100,1,1 weeding,2,2 irrigation,59
Rabi 12-13,SADAR,LATE,BG 27,100,12/19/2012,12/15/2012,4,3.571,3.628,101,1,1 weeding,2,2 irrigation,59
Rabi 12-13,SADAR,LATE,BG 25,100,12/19/2012,12/15/2012,4,3.731,3.6234,98,1,1 weeding,2,2 irrigation,59
Rabi 12-13,SADAR,LATE,BG 21,100,12/19/2012,12/15/2012,4,3.786,3.9072,100,1,1 weeding,2,2 irrigation,59
Rabi 12-13,KALIGANJ,LATE,BG 27,0,12/27/2012,12/15/2012,12,1.431,1.443666667,94,0,No weeding,1,1 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 25,0,12/27/2012,12/15/2012,12,1.563,1.987401316,92,0,No weeding,1,1 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 21,0,12/27/2012,12/15/2012,12,1.458,1.9642,93,0,No weeding,1,1 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 27,67,12/27/2012,12/15/2012,12,2.366,2.516710526,97,1,1 weeding,2,2 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 25,67,12/27/2012,12/15/2012,12,2.443,2.104333333,95,1,1 weeding,2,2 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 21,67,12/27/2012,12/15/2012,12,2.427,2.3184,96,1,1 weeding,2,2 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 27,100,12/27/2012,12/15/2012,12,2.36,2.644210526,97,1,1 weeding,2,2 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 25,100,12/27/2012,12/15/2012,12,2.685,3.924375,95,1,1 weeding,2,2 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 21,100,12/27/2012,12/15/2012,12,2.471,2.809533333,96,1,1 weeding,2,2 irrigation,54
Rabi 12-13,KALIGANJ,LATE,BG 27,0,12/24/2012,12/15/2012,9,0.941,1.2566,94,0,No weeding,1,1 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 25,0,12/24/2012,12/15/2012,9,1.062,1.210266667,94,0,No weeding,1,1 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 21,0,12/24/2012,12/15/2012,9,1.095,1.429155405,94,0,No weeding,1,1 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 27,67,12/24/2012,12/15/2012,9,3.236,3.828,97,1,1 weeding,2,2 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 25,67,12/24/2012,12/15/2012,9,3.252,3.848533333,95,1,1 weeding,2,2 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 21,67,12/24/2012,12/15/2012,9,3.032,3.713684211,96,1,1 weeding,2,2 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 27,100,12/24/2012,12/15/2012,9,3.434,3.716,97,1,1 weeding,2,2 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 25,100,12/24/2012,12/15/2012,9,3.516,3.575333333,95,1,1 weeding,2,2 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 21,100,12/24/2012,12/15/2012,9,3.544,3.4526,96,1,1 weeding,2,2 irrigation,53
Rabi 12-13,KALIGANJ,LATE,BG 27,0,12/18/2012,12/15/2012,3,1.178,2.000533333,101,0,No weeding,1,1 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 25,0,12/18/2012,12/15/2012,3,1.266,1.508947368,99,0,No weeding,1,1 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 21,0,12/18/2012,12/15/2012,3,1.392,1.880394737,100,0,No weeding,1,1 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 27,67,12/18/2012,12/15/2012,3,3.434,3.7576,102,1,1 weeding,2,2 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 25,67,12/18/2012,12/15/2012,3,3.582,3.989189189,99,1,1 weeding,2,2 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 21,67,12/18/2012,12/15/2012,3,3.351,3.525733333,101,1,1 weeding,2,2 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 27,100,12/18/2012,12/15/2012,3,3.461,3.7332,102,1,1 weeding,2,2 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 25,100,12/18/2012,12/15/2012,3,3.428,4.006578947,99,1,1 weeding,2,2 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 21,100,12/18/2012,12/15/2012,3,3.527,3.8304,101,1,1 weeding,2,2 irrigation,52
Rabi 12-13,KALIGANJ,LATE,BG 27,0,12/15/2012,12/15/2012,0,1.849,1.98,98,0,No weeding,1,1 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 25,0,12/15/2012,12/15/2012,0,1.877,1.9404,97,0,No weeding,1,1 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 21,0,12/15/2012,12/15/2012,0,2.091,2.053421053,98,0,No weeding,1,1 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 27,67,12/15/2012,12/15/2012,0,4.337,4.323310811,99,1,1 weeding,2,2 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 25,67,12/15/2012,12/15/2012,0,3.984,4.189934211,98,1,1 weeding,2,2 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 21,67,12/15/2012,12/15/2012,0,4.182,4.0736,99,1,1 weeding,2,2 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 27,100,12/15/2012,12/15/2012,0,4.001,3.900933333,99,1,1 weeding,2,2 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 25,100,12/15/2012,12/15/2012,0,4.253,3.861315789,98,1,1 weeding,2,2 irrigation,51
Rabi 12-13,KALIGANJ,LATE,BG 21,100,12/15/2012,12/15/2012,0,3.434,3.956621622,99,1,1 weeding,2,2 irrigation,51
Rabi 12-13,SADAR,EARLY,BG 27,0,12/14/2012,12/15/2012,-1,1.337,1.352702703,105,0,No weeding,1,1 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 25,0,12/14/2012,12/15/2012,-1,1.398,1.396333333,102,0,No weeding,1,1 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 21,0,12/14/2012,12/15/2012,-1,1.205,1.281891892,104,0,No weeding,1,1 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 27,100,12/14/2012,12/15/2012,-1,3.753,3.249473684,106,1,1 weeding,2,2 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 25,100,12/14/2012,12/15/2012,-1,3.857,3.5186,103,1,1 weeding,2,2 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 21,100,12/14/2012,12/15/2012,-1,3.83,3.585789474,105,1,1 weeding,2,2 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 27,133,12/14/2012,12/15/2012,-1,3.813,3.7996,106,1,1 weeding,2,2 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 25,133,12/14/2012,12/15/2012,-1,3.846,3.676013514,103,1,1 weeding,2,2 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 21,133,12/14/2012,12/15/2012,-1,4.16,3.988108108,105,1,1 weeding,2,2 irrigation,58
Rabi 12-13,SADAR,EARLY,BG 27,0,11/28/2012,12/15/2012,-17,1.673,1.230666667,114,0,No weeding,1,1 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 25,0,11/28/2012,12/15/2012,-17,1.849,1.466756757,109,0,No weeding,1,1 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 21,0,11/28/2012,12/15/2012,-17,1.403,1.657894737,112,0,No weeding,1,1 irrigation,57
Rabi 12-13,SADAR,EARLY,BG 27,100,11/28/2012,12/15/2012,-17,4.341,3.5768,115,1,1 weeding,2,2 irrigation,57
