FIPS,Year,SMOKING,POVERTY,PM25,NO2,SO2,LBC_RATE
47189,2010,22.6,10,9.27,1.66,0.033,66.45
47189,2011,23.1,11.8,10.09,1.05,0.033,67.45
47189,2012,22.4,8.44,12.91,2.53,0.028,64.81
48001,1998,27.3,18.6,12,1.14,0.078,102.41
48001,1999,27.6,17.9,10.94,1.26,0.08,102.46
48001,2000,28.6,20.5,10.83,1.33,0.073,105.28
48001,2001,29.5,21.5,10.11,1.28,0.063,105.27
48001,2002,30.4,22.7,10.15,1.54,0.069,105.64
48001,2003,30.2,20.1,10.47,0.92,0.074,105.55
48001,2004,29.5,21,9.05,0.96,0.067,103.22
48001,2005,28.8,22,9.06,1.06,0.071,103.4
48001,2006,29,19.3,8.2,1.12,0.072,102.49
48001,2007,28.6,18.9,9.45,0.76,0.062,100.97
48001,2008,28.8,21.2,6.07,0.75,0.056,102.45
48001,2009,28.5,24.3,6.74,0.78,0.051,100.14
48001,2010,29,20.9,6.85,0.45,0.056,100.25
48001,2011,28.8,23.3,7,0.62,0.056,102.12
48001,2012,28,20.98,8.93,0.98,0.048,100.61
48003,1998,27,15.2,9.92,0.8,0,71.92
48003,1999,26.9,16.2,8.31,0.78,0,72.61
48003,2000,27.5,14.9,7.86,0.92,0,71.62
48003,2001,27.4,13.6,7.78,0.59,0,71.81
48003,2002,27.2,13.5,8.56,0.45,0,71.75
48003,2003,27.4,15,7.86,0.5,0,71
48003,2004,27,14.8,7.65,0.54,0,68.68
48003,2005,26.6,15.9,7.64,0.51,0,68.66
48003,2006,26.5,14.7,6.55,0.56,0,67.91
48003,2007,26,15.3,7.04,0.5,0,66.95
48003,2008,24.9,13.4,5,0.51,0,65.84
48003,2009,23.6,12.5,5,0.58,0,65.1
48003,2010,23.1,13.5,5.08,0.5,0,64.17
48003,2011,22.9,13.3,5.28,0.57,0,63.44
48003,2012,22,14.21,7.01,0.59,0,63.91
48005,1998,26.6,16.7,11.52,1.2,0.024,75.01
48005,1999,26.5,16.2,10.55,1.17,0.024,74.16
48005,2000,27.4,16.3,10.51,1.29,0.018,74.76
48005,2001,27.9,16.9,10.06,1.32,0.017,74.07
48005,2002,28.1,17,10.32,1.29,0.018,71.9
48005,2003,28.2,17.3,10.16,0.81,0.019,72.14
48005,2004,28.5,17.3,8.84,0.89,0.017,69.31
48005,2005,28.1,19.9,8.87,0.78,0.018,68.91
48005,2006,27.6,15.4,8.32,0.85,0.018,67.75
48005,2007,27,19.3,9.67,0.78,0.017,65.82
48005,2008,26.1,20.1,6.47,0.7,0.016,65.89
48005,2009,26.2,17,7,0.66,0.015,64.67
48005,2010,25.5,19,6.99,0.56,0.016,62.65
48005,2011,25.3,19.1,7.25,0.67,0.015,61.62
48005,2012,24.6,17.89,8.93,0.9,0.011,61.53
48007,1998,26.5,20.6,9.38,0.97,0.006,81.36
48007,1999,27.3,20.1,8.27,0.68,0.006,82.74
48007,2000,27.6,20.6,7.33,0.73,0.005,82.53
48007,2001,27,20.6,7.9,0.64,0.004,81.77
48007,2002,26.7,19.8,6.79,0.72,0.005,81.1
48007,2003,26.4,18.6,7.71,0.82,0.005,80.07
48007,2004,25.6,18.9,6.67,0.54,0.005,77.78
48007,2005,24.8,20.6,6.57,0.46,0.004,77
48007,2006,24.6,21.2,6.77,0.5,0.004,76.91
48007,2007,24,18.2,5.33,0.7,0.005,74.14
48007,2008,22.7,19.3,3.84,0.53,0.005,74.89
48007,2009,23.2,19.2,3.85,0.46,0.005,72.72
48007,2010,23.2,22.3,4.18,0.47,0.005,71.1
48007,2011,22.3,21.3,4.89,0.45,0.004,71.18
48007,2012,21.6,20.06,6.29,0.61,0.004,71.18
48009,1998,24.2,10.2,9.61,0.76,0.001,58.64
48009,1999,24,10.2,9.58,0.87,0.001,58.93
48009,2000,24,10,7.96,0.99,0.001,57.96
48009,2001,24.4,9.7,8.94,0.67,0.001,57.39
48009,2002,24.1,8.7,9.05,0.76,0.001,57.33
48009,2003,23.9,9.2,7.95,0.67,0.001,56.32
48009,2004,24.1,9.7,8.42,0.63,0.001,54.35
48009,2005,24.2,9.7,8.54,0.57,0.001,53.93
48009,2006,23.9,8.9,6.6,0.74,0.001,52.43
48009,2007,23.6,8.1,7.15,0.54,0.001,51.48
48009,2008,23.8,8.5,5.99,0.59,0.001,50.66
48009,2009,23.2,10.7,5.97,0.72,0.001,49.78
48009,2010,22.4,11.1,6.09,0.51,0.001,48.98
48009,2011,22.1,11.8,7.74,0.54,0.001,48.49
48009,2012,21.4,9.73,7.72,0.67,0.001,48.06
48011,1998,21.4,10.6,9.42,0.8,0.016,60.68
48011,1999,21.2,11.5,6.48,0.76,0.015,60.59
48011,2000,21.5,12.2,8.47,0.65,0.013,60.71
48011,2001,21.6,11.1,7.04,0.62,0.013,60.13
48011,2002,21.5,10.8,7.6,0.74,0.013,60.25
48011,2003,20.9,9.9,6.83,0.73,0.014,59.7
48011,2004,20.7,9.7,7.86,0.75,0.013,57.83
48011,2005,20.4,11,7.84,0.47,0.011,57.65
48011,2006,19.9,11.3,6.47,0.59,0.011,57.21
48011,2007,19.3,9.5,6.16,0.4,0.01,55.31
48011,2008,18.5,10,5.21,0.46,0.01,54.84
48011,2009,18.8,10.2,5.02,0.38,0.011,54.1
48011,2010,19.6,8.8,5,0.41,0.011,52.48
48011,2011,19.2,10.6,7.02,0.63,0.008,51.82
48011,2012,18.5,10.55,6.79,0.59,0.008,51.81
48013,1998,24.1,22.2,12.26,1.25,0.031,61.52
48013,1999,24,20.6,9.74,1.23,0.031,61.22
48013,2000,24.4,19.1,9.46,1.17,0.02,60.26
48013,2001,24.3,18.8,10.61,0.89,0.022,60.23
48013,2002,24.2,18.6,9.73,1.37,0.022,59.51
48013,2003,24,18.9,9.68,0.8,0.019,57.73
48013,2004,23.2,18.9,8.04,0.89,0.018,55.2
48013,2005,23.1,22.1,8.05,0.94,0.021,54.61
48013,2006,22.8,19.7,8.03,0.92,0.02,53.79
48013,2007,22.1,18.1,7.23,0.76,0.018,52.25
48013,2008,21.5,18.2,5.03,0.83,0.02,51.47
48013,2009,21.4,18.5,5.03,0.67,0.019,50.3
48013,2010,20.8,20.4,5.11,0.72,0.019,48.47
48013,2011,20.4,21.8,5.15,0.72,0.018,47.45
48013,2012,19.7,19.58,7.94,0.93,0.015,47.25
48015,1998,23.8,11.7,12.47,1.8,0.054,55.61
48015,1999,23.6,11.5,10.13,1.54,0.055,55.51
48015,2000,23.8,10.7,9.29,1.65,0.046,55.78
48015,2001,24.3,10.6,9.99,1.58,0.045,55.55
48015,2002,24,10.1,9.88,1.51,0.05,54.88
48015,2003,23.7,11.3,9.88,1.49,0.05,53.32
48015,2004,23.5,11.2,8.08,1.38,0.046,52.43
48015,2005,23.2,11.9,8.09,1.2,0.046,51.61
48015,2006,23.4,11.5,8.99,1.03,0.045,50.29
48015,2007,22.8,10.9,8,1.33,0.048,48.63
48015,2008,21.4,10.6,5.98,1.08,0.045,48.27
48015,2009,20,11,6.53,1.13,0.039,47.49
48015,2010,20,12.5,6.93,0.86,0.041,46.74
48015,2011,20.4,13,6.37,0.93,0.032,46.07
48015,2012,19.7,11.35,8.49,1.29,0.024,45.38
48017,1998,27.2,23.2,7.91,0.51,0.016,44.64
48017,1999,26.9,20.3,6.69,0.56,0.016,44.78
48017,2000,27.3,19.7,7.03,0.52,0.015,44.15
48017,2001,26.8,19.7,6.96,0.41,0.014,44.27
48017,2002,25.9,18.4,6.89,0.51,0.013,43.7
48017,2003,25.1,17.8,6.25,0.46,0.015,43.23
48017,2004,24.2,17.6,7.03,0.45,0.012,41.65
48017,2005,23.3,18.5,7.03,0.38,0.011,40.84
48017,2006,22.3,18.9,6.17,0.47,0.011,39.97
48017,2007,21,19.8,6.01,0.31,0.01,38.76
48017,2008,22.3,17.4,4.98,0.38,0.011,37.84
48017,2009,20.8,17.9,4.85,0.45,0.012,36.75
48017,2010,22.2,18.8,4.53,0.35,0.013,35.36
48017,2011,21.3,17.9,5.59,0.46,0.011,34.88
48017,2012,20.6,18.89,6.2,0.44,0.01,34
48019,1998,23.4,12.5,10.44,0.78,0.014,64.07
48019,1999,22.8,12.9,9.74,0.81,0.014,63.86
48019,2000,23,13.3,9.2,0.74,0.01,62.76
48019,2001,22.9,13.6,9.59,0.67,0.011,61.57
48019,2002,23.3,13.8,9.13,0.66,0.011,60.61
48019,2003,23.3,12.5,9.1,0.55,0.01,59.05
48019,2004,23.5,12.3,7.99,0.67,0.01,56.06
48019,2005,24,12.3,7.98,0.65,0.011,56.04
48019,2006,23.7,13.2,7.18,0.4,0.011,54.89
48019,2007,22.9,13.4,7.02,0.45,0.01,53.09
48019,2008,21.9,13.2,5.06,0.44,0.011,51.47
48019,2009,23,14.2,5,0.5,0.009,49.69
48019,2010,21.5,16.5,5.09,0.43,0.01,48.12
48019,2011,20.7,12.3,5.78,0.34,0.01,47.66
48019,2012,20,13.33,7.62,0.56,0.006,46.37
48021,1998,25.4,13,11.19,1.84,0.033,74.99
48021,1999,25.2,12.3,10.17,1.64,0.036,74.58
48021,2000,25.4,11.9,9.11,1.86,0.029,75.29
48021,2001,25.5,12.3,10.75,1.59,0.031,75.34
48021,2002,25.5,12.3,10.06,1.85,0.031,74.11
48021,2003,25.4,12.6,9.28,1.53,0.033,74.1
48021,2004,25.6,12.7,8.27,1.35,0.031,70.84
48021,2005,26.3,11.7,8.23,1.28,0.031,70.74
48021,2006,25.1,11.7,8.07,0.94,0.029,69.23
48021,2007,24.2,12.6,7.9,0.95,0.031,68.49
48021,2008,22.9,13,5.7,1.14,0.029,66.29
48021,2009,22.3,14.6,6.01,1.05,0.03,65.66
48021,2010,20.6,15.5,6.01,0.9,0.026,64.22
48021,2011,21,14.6,6.01,0.85,0.018,64.37
48021,2012,20.3,13.01,8.19,1.31,0.015,63.28
48023,1998,26.5,20.5,8.89,0.72,0.001,76.69
48023,1999,26.4,18.1,8.44,0.69,0.001,76.42
48023,2000,26.6,18.3,7.09,0.81,0.001,76.51
48023,2001,26.4,19,8.42,0.54,0.001,76.93
48023,2002,25.9,17.7,8.24,0.79,0.001,76.61
48023,2003,25.4,16.8,7.06,0.54,0.001,75.42
48023,2004,25,17.2,8,0.54,0.001,74.53
48023,2005,24.4,18.8,8.02,0.54,0.001,73.92
48023,2006,23.6,18.1,6.19,0.55,0.001,73.98
48023,2007,23,18.1,7.02,0.42,0.001,71.83
48023,2008,21.2,18,5.45,0.44,0.001,71.3
48023,2009,20.9,18.9,5.26,0.4,0.001,71.1
48023,2010,22.3,19.3,5.4,0.38,0.001,69.84
48023,2011,21.8,19.6,7.46,0.5,0.001,70.09
48023,2012,21.1,18.53,7.11,0.55,0,69.69
48025,1998,23.9,24.1,11.54,1.24,0.012,63.76
48025,1999,23.9,24.6,10,0.9,0.013,63.63
48025,2000,24.5,28.2,8.3,0.95,0.009,63.64
48025,2001,24.5,29.4,9.63,0.88,0.009,62.45
48025,2002,24.4,28.7,8.45,0.95,0.009,61.67
48025,2003,24.7,24.7,8.48,0.71,0.009,59.82
48025,2004,24.3,24.9,7.49,0.81,0.009,57.44
48025,2005,24.1,29.1,7.43,0.6,0.009,56.85
48025,2006,24,27.7,7.43,0.7,0.009,54.99
48025,2007,23.5,22.5,6.38,0.78,0.009,53.22
48025,2008,23.6,28.9,4.59,0.54,0.01,52.02
48025,2009,23.7,28.6,4.65,0.62,0.011,50.51
48025,2010,23.6,27.3,4.56,0.61,0.01,49.43
48025,2011,23.4,29.6,5,0.74,0.008,48.53
48025,2012,22.7,27.06,7.26,0.77,0.008,47.06
48027,1998,23.6,14.5,12.51,1.58,0.028,73.42
48027,1999,23.3,14,11.17,1.6,0.03,73.82
48027,2000,24.7,12.4,9.91,1.56,0.023,74.47
48027,2001,25.4,12.6,11.19,1.72,0.025,73.5
48027,2002,26.4,12.4,10.96,1.71,0.025,74.79
48027,2003,25.9,14.7,9.91,1.8,0.028,71.92
48027,2004,26.3,13.2,8.91,1.06,0.026,71.07
48027,2005,25.9,13.5,8.92,1.15,0.026,69.95
48027,2006,25.1,12.9,7.96,0.89,0.024,69.18
48027,2007,24,13.6,7.93,0.92,0.024,69.63
48027,2008,24.1,13.4,6.05,0.94,0.022,68.55
48027,2009,23.6,15.3,6.21,0.8,0.024,66.57
48027,2010,21.4,13.2,6.25,1.02,0.019,66.23
48027,2011,20.4,15.8,6.51,0.96,0.021,65.79
48027,2012,19.7,13.73,8.72,1.24,0.019,64.31
48029,1998,23.3,17.8,11.51,2.62,0.038,53.88
48029,1999,22.4,16.7,10.19,2.22,0.039,53.63
48029,2000,22.9,15.7,9.32,2.14,0.028,53.18
48029,2001,22.5,15.9,10.59,1.67,0.031,50.77
48029,2002,22.3,16.5,9.93,2.37,0.03,51.6
48029,2003,21.9,17.6,9.99,1.95,0.028,49.52
48029,2004,21.6,17.3,8.23,1.63,0.028,48.01
48029,2005,21.5,17.1,8.23,1.76,0.03,46.44
48029,2006,21.1,16.6,8.3,1.46,0.028,46.01
48029,2007,20.5,16.4,8.17,1.42,0.028,44.26
48029,2008,20.5,17.1,5.59,1.4,0.029,42.53
48029,2009,20.1,17.7,5.74,1.2,0.025,41.67
48029,2010,19.7,17,5.91,1.3,0.028,40.31
48029,2011,18.6,17.9,6,1.11,0.027,40.4
48029,2012,18.1,17.09,8.26,1.7,0.017,39.55
48031,1998,23.2,9.1,10.88,1.04,0.018,54.97
48031,1999,22.9,11.2,9.61,0.85,0.019,54.4
48031,2000,23,9.7,8.6,1,0.014,54.65
48031,2001,23.4,11.1,9.77,0.92,0.016,54.14
48031,2002,23.4,10.2,9.6,1.22,0.016,52.88
48031,2003,23,10.6,9.09,1.08,0.015,51.8
48031,2004,22.9,10.3,7.86,0.76,0.016,49.97
48031,2005,22.8,10.1,7.9,0.7,0.016,49.79
48031,2006,22.3,12.5,7.48,0.57,0.015,48.3
48031,2007,21.8,10.6,7.17,0.5,0.016,46.89
48031,2008,21.6,10.6,5.78,0.59,0.015,46.24
48031,2009,20.4,12.2,5.16,0.54,0.013,44.78
48031,2010,20,12.7,5.58,0.53,0.015,43.84
48031,2011,19.7,11.5,5.89,0.6,0.014,42.93
48031,2012,19.1,11.01,7.76,0.76,0.008,42.49
48033,1998,22,11.5,9.53,0.74,0,62.32
48033,1999,22,10.5,6.99,0.7,0,61.39
48033,2000,22,10,6.53,0.81,0,62.12
48033,2001,22.5,9.1,7.59,0.54,0,60.41
48033,2002,22.7,9.5,7.13,0.63,0,59.19
48033,2003,22.8,6.9,6.84,0.39,0,57.16
48033,2004,22.9,6.3,7.48,0.36,0,55.38
48033,2005,23.3,8.8,7.47,0.46,0,55.51
48033,2006,23.1,9.6,6.16,0.46,0,54.39
48033,2007,23,8,7.14,0.43,0,53.1
48033,2008,22.5,9,4.99,0.4,0,52.96
48033,2009,19.7,11.3,4.98,0.47,0,50.23
48033,2010,17.3,11.9,5.07,0.36,0,49.86
48033,2011,17.6,11.8,6.82,0.44,0,49.16
48033,2012,17,9.53,6.71,0.51,0,49.34
48035,1998,24.2,14.9,11.24,1.2,0.011,75.15
48035,1999,24,13.9,11.16,1.1,0.012,75.52
48035,2000,24.6,14.3,10.72,1.35,0.01,76.15
48035,2001,25.8,15,11.07,1.01,0.01,76.66
48035,2002,26.2,14.7,11.28,1.09,0.01,75.93
48035,2003,26.7,14.3,10.14,1.09,0.011,75.56
48035,2004,26.7,13.8,9.2,0.92,0.01,73.88
48035,2005,27.4,15.4,9.2,1.02,0.01,73.52
48035,2006,26.8,15.2,8.06,1.33,0.01,72.99
48035,2007,26.9,19.6,8.08,0.93,0.009,72.15
48035,2008,25.4,13.9,6.11,0.75,0.009,71.57
48035,2009,25.4,14.5,6.1,0.8,0.009,70.93
48035,2010,23.7,17.5,6.1,0.89,0.008,69.99
48035,2011,23.4,16.8,6.87,0.78,0.008,69.94
48035,2012,22.7,15.35,8.77,0.99,0.007,69.71
48037,1998,27.2,16.7,12.95,1.49,0.111,84.81
48037,1999,27.8,16.7,10.93,1.49,0.107,84.65
48037,2000,28.4,17,11.83,1.05,0.089,85.41
48037,2001,27.9,17.2,11.02,1.54,0.089,84.77
48037,2002,27.9,17.3,11.56,1.36,0.087,83.83
48037,2003,27.5,17.6,11,0.94,0.086,82.81
48037,2004,26.4,17.4,10.23,0.94,0.079,80.94
48037,2005,26.6,18.6,10.23,1.02,0.079,81.49
48037,2006,27.4,17,9,1.03,0.074,78.17
48037,2007,27.3,17.9,9.97,0.81,0.072,76.55
48037,2008,26.6,19.3,7.08,0.65,0.069,76.43
48037,2009,26.9,19.8,7,0.84,0.064,74.41
48037,2010,25.3,18.7,7.98,0.68,0.064,73.59
48037,2011,24.4,19.1,7.91,0.61,0.062,72.48
48037,2012,23.7,18.04,9.75,1.01,0.043,73.62
48039,1998,24.7,10.3,9.89,1.96,0.032,77.76
48039,1999,25.3,10.5,9.39,2.26,0.031,77.74
48039,2000,25.7,10.3,8.85,2.1,0.025,77.03
48039,2001,25.4,10.5,8.72,2.53,0.024,76.48
48039,2002,25.1,10.5,8.07,2.42,0.028,75.09
48039,2003,24.7,11.5,8.72,1.44,0.027,73.5
48039,2004,23.3,10.9,7.77,1.52,0.025,69.38
48039,2005,21.5,11.8,7.68,1.58,0.025,69.13
48039,2006,21.8,12.1,7.92,1.19,0.025,67.61
48039,2007,21,9.8,7.05,1.36,0.026,65.1
48039,2008,20.5,9.6,5.43,1.17,0.025,63.55
48039,2009,19.8,10,5.77,1.13,0.02,60.8
48039,2010,20.4,12.1,5.85,0.96,0.022,58.98
48039,2011,18.7,12.1,6.01,0.74,0.022,59.02
48039,2012,18.1,10.91,7.56,1.56,0.017,57.7
48041,1998,19.4,16.3,12.22,2.06,0.042,58.72
48041,1999,19.7,16.5,10.44,2.03,0.044,58.44
48041,2000,20,17.6,9.32,2.1,0.038,58.28
48041,2001,19.6,18.4,10.41,2.45,0.037,57.89
48041,2002,19.6,18.6,9.94,1.92,0.04,57.18
48041,2003,19.7,19,10.08,1.53,0.042,56.41
48041,2004,18.9,19,8.51,1.53,0.038,54.19
48041,2005,19.6,29.1,8.49,1.68,0.037,53.51
48041,2006,19.3,27,8.54,0.71,0.036,51.59
48041,2007,18.9,26.2,8,0.77,0.036,49.95
48041,2008,18.3,25.2,6,0.87,0.034,49.65
48041,2009,18.8,29.8,6.56,0.87,0.033,49.02
48041,2010,17.3,30.8,6.51,1.04,0.032,47.1
48041,2011,16.9,29,6.62,0.93,0.026,46.12
48041,2012,16.3,23.31,8.57,1.42,0.02,45.05
48043,1998,19.3,20.4,11.96,0.29,0,44.91
48043,1999,19.7,18.8,10.71,0.28,0,44.49
48043,2000,20.2,19.7,11.49,0.25,0,44.21
48043,2001,20.3,19.8,10.58,0.22,0,42.88
48043,2002,20.6,18.7,11.28,0.22,0,42.1
48043,2003,20.5,17.5,10.37,0.2,0,40.96
48043,2004,20.2,16.9,9.63,0.19,0,39.08
48043,2005,21.2,18.2,9.71,0.18,0,38.16
48043,2006,21.3,19.5,8.71,0.2,0,36.91
48043,2007,20.8,17.3,8.76,0.19,0,35.45
48043,2008,19.3,17.1,5.67,0.19,0,34.45
48043,2009,18.4,17.3,5.54,0.17,0,33.82
48043,2010,15.7,14.7,5.75,0.19,0,33.09
48043,2011,15.7,16.6,6.36,0.2,0,32.31
48043,2012,15.1,17.84,8.85,0.21,0,31.7
48045,1998,22.1,21.5,8.74,0.53,0.006,62.08
48045,1999,22.2,18.5,6.34,0.53,0.006,61.93
48045,2000,22.4,19,7.04,0.55,0.005,62.11
48045,2001,22.6,19.4,6.92,0.45,0.005,62.32
48045,2002,22.6,16.5,7.13,0.49,0.005,61.93
48045,2003,22.8,15.6,6.27,0.57,0.005,61.18
48045,2004,22.9,14.6,7.68,0.39,0.005,58.15
48045,2005,23,18.9,7.61,0.37,0.004,58.14
48045,2006,22.7,16.4,6.09,0.49,0.004,56.23
48045,2007,22.7,15.5,6.24,0.39,0.004,55.07
48045,2008,22.9,15.3,5,0.42,0.004,55.34
48045,2009,22.8,15.2,4.98,0.34,0.005,54.37
48045,2010,21.8,16.4,4.99,0.32,0.005,53.44
48045,2011,21.7,16.3,6.79,0.53,0.004,52
48045,2012,21,17.03,6.46,0.45,0.004,51.77
48047,1998,23.2,35.4,13.12,0.67,0.001,53.06
48047,1999,23.6,35.9,9.7,0.59,0.001,53.55
48047,2000,24.1,36,8.67,0.53,0.001,52.9
48047,2001,22.9,32.2,8.89,0.66,0.001,51.1
48047,2002,22.2,31.2,9.26,0.68,0.001,51.03
48047,2003,22,29.7,8.88,0.52,0.001,49.54
48047,2004,21.1,28.8,7.66,0.49,0.001,47.26
48047,2005,20.7,35.6,7.61,0.54,0.001,47.27
48047,2006,20.5,35.1,8.04,0.54,0.001,46.36
48047,2007,19.6,30.2,6.94,0.49,0.001,44.96
48047,2008,19.6,32.8,4.42,0.5,0.001,43.32
48047,2009,18.9,33,4.79,0.52,0.001,42.85
48047,2010,18.2,33,4.89,0.44,0.001,41.79
48047,2011,18.4,35.4,5.11,0.5,0.001,41.97
48047,2012,17.8,33.09,7.57,0.54,0.001,42.2
48049,1998,26,18.6,9.42,0.56,0.003,77.48
48049,1999,26.4,17.9,8.75,0.62,0.003,78.81
48049,2000,26.5,18.3,8.93,0.95,0.002,78.46
48049,2001,26.5,18.6,7.97,0.62,0.002,78.93
48049,2002,26.5,18.3,8.4,0.54,0.002,79.06
48049,2003,26.9,18.1,7.93,0.52,0.002,77.7
48049,2004,26.3,18,7.7,0.47,0.002,75.21
48049,2005,26,20.3,7.76,0.45,0.002,74.97
48049,2006,26,19.5,6,0.49,0.002,74.15
48049,2007,25.8,18.9,6.5,0.42,0.002,72.68
48049,2008,25.5,17.2,5.02,0.39,0.002,71.99
48049,2009,25.4,17.9,5,0.51,0.002,70.68
48049,2010,24.9,18.8,4.99,0.38,0.002,69.46
48049,2011,24.3,20.4,5.95,0.42,0.002,69.4
48049,2012,23.6,18.65,7.07,0.51,0.001,67.7
48051,1998,24.5,16.2,12.44,1.86,0.049,71.1
48051,1999,24.9,15.4,10.52,1.77,0.054,70.75
48051,2000,25,15.2,9.19,1.88,0.045,70.39
48051,2001,25.4,15.2,10.78,1.99,0.047,70.51
48051,2002,25.9,14.6,10.02,1.77,0.048,69.75
48051,2003,26,15.5,10.06,1.69,0.051,68.66
48051,2004,25.5,15.4,8.29,1.27,0.047,66.72
48051,2005,26,19.1,8.23,1.52,0.046,66.77
48051,2006,26.3,18.7,8.57,0.73,0.044,65.31
48051,2007,26.1,15.6,8,0.78,0.047,64.02
48051,2008,25.9,15.5,6,0.96,0.043,63.39
48051,2009,25.7,15.6,6.25,0.9,0.043,62.71
48051,2010,24.3,15.2,6.38,0.87,0.038,61.02
48051,2011,24.3,18.3,6.13,0.95,0.028,61.06
48051,2012,23.5,16.1,8.5,1.32,0.023,60.6
48053,1998,26.1,11.8,10.59,1.04,0.011,71.25
48053,1999,25.7,11.9,9.73,0.89,0.012,71.05
48053,2000,26.5,11.6,8.39,1.07,0.009,70.77
48053,2001,27.3,12.5,9.7,1.07,0.01,71
48053,2002,27.9,12.6,9.43,1.11,0.01,69.07
48053,2003,27.4,11.9,8.95,0.98,0.01,67.39
48053,2004,27.9,11.8,8,0.64,0.01,65.53
48053,2005,28.2,11.4,8.01,0.86,0.01,64.72
48053,2006,27.9,14.1,7.09,0.58,0.01,62.51
48053,2007,26.7,10,7.23,0.6,0.01,61.09
48053,2008,25.3,12.9,5.62,0.61,0.009,60.19
48053,2009,24,13,5.29,0.59,0.009,59.05
48053,2010,22.9,14.6,5.41,0.65,0.009,58.04
48053,2011,22.3,16.6,5.99,0.61,0.008,57.59
48053,2012,21.6,12.8,7.7,0.79,0.006,56.24
48055,1998,25.9,17.9,11.71,1.57,0.024,68.03
48055,1999,25.9,15.4,10.1,1.71,0.027,68.06
48055,2000,25.9,14.9,9.08,1.41,0.021,67.3
48055,2001,25.6,15.1,10.85,1.72,0.022,67.17
48055,2002,25.9,15,10.02,1.97,0.022,66.55
48055,2003,25.3,14.7,9.23,1.61,0.022,64.91
48055,2004,24.9,14.7,8.18,1.2,0.022,62.67
48055,2005,25.7,19,8.14,1.27,0.022,62.29
48055,2006,25,15.4,8.04,1.04,0.021,60.9
48055,2007,24.3,16.7,7.92,1.13,0.022,59.46
48055,2008,23.6,15.1,5.38,1.01,0.022,57.44
48055,2009,23.6,16.8,6,1.21,0.021,56.48
48055,2010,22.1,17.3,5.91,0.82,0.02,55.6
48055,2011,22.4,19.6,5.79,0.84,0.016,54.73
48055,2012,21.6,16.51,8.16,1.3,0.012,54.47
48057,1998,27,18,9.65,1.01,0.01,68.04
48057,1999,27,16.6,8.56,0.82,0.011,68.48
48057,2000,27,16.2,7.75,0.74,0.008,67.45
48057,2001,25.4,16.3,8.03,0.79,0.008,67.93
48057,2002,25.2,15.9,7.04,0.89,0.009,67.21
48057,2003,24.3,16.4,7.67,0.8,0.008,66.68
48057,2004,23.3,16.6,6.47,0.69,0.008,64.28
48057,2005,22.6,17.7,6.4,0.75,0.008,64.06
48057,2006,22.8,18.5,6.91,0.56,0.008,62.49
48057,2007,22,15.7,5.6,0.7,0.008,61.24
48057,2008,21.3,15.7,4.08,0.55,0.009,60.12
48057,2009,21.2,16,4.29,0.7,0.009,58.97
48057,2010,21.3,19.4,4.6,0.58,0.008,57.55
48057,2011,20.7,18.7,4.73,0.54,0.007,57.4
48057,2012,20,16.96,6.45,0.71,0.007,57.36
48059,1998,25.6,16.7,8.64,0.51,0.001,78.45
48059,1999,25.6,15.5,7.85,0.49,0.001,79.7
48059,2000,25.7,15.4,8.28,0.64,0.001,80.25
48059,2001,25.6,15.9,7.79,0.39,0.001,80.43
48059,2002,25.7,15.1,7.2,0.47,0.001,80
48059,2003,26.1,14.3,7.05,0.41,0.001,79.47
48059,2004,25.7,14,7.17,0.43,0.001,78.37
48059,2005,25.3,13.8,7.49,0.35,0.001,77.99
48059,2006,25.1,14.2,6,0.36,0.001,77.39
48059,2007,24.7,13.3,6.86,0.4,0.001,76.6
48059,2008,24.3,14.7,5.01,0.36,0.001,75.91
48059,2009,24.3,14.3,4.98,0.37,0.001,75.94
48059,2010,24.5,15.4,4.98,0.41,0.001,74.37
48059,2011,24.1,15.8,6.38,0.36,0.001,73.67
48059,2012,23.4,14.99,6.73,0.42,0.001,73.53
48061,1998,20.8,33.2,12.52,0.7,0.001,43.87
48061,1999,20.9,31.8,7.22,0.58,0.001,42.32
48061,2000,20.8,30.2,7.45,0.52,0,41.7
48061,2001,19.2,30.4,6.85,0.59,0,41.93
48061,2002,18.7,30.6,7.35,0.64,0,40.86
48061,2003,18.2,29.6,7.32,0.43,0,39.35
48061,2004,17.6,29.4,6.01,0.36,0,37.98
48061,2005,17.4,40,5.91,0.4,0,37.23
48061,2006,17.1,35.6,6.89,0.35,0,36.06
48061,2007,16.4,34.3,5.21,0.48,0,35.75
48061,2008,16.7,33.5,3.84,0.39,0,34.12
48061,2009,16.3,34,4.04,0.34,0,33.02
48061,2010,15.7,35.8,4.28,0.38,0,33.04
48061,2011,15.7,33.7,4.61,0.47,0,31.65
48061,2012,15.2,33.17,6.28,0.47,0,30.53
48063,1998,26.4,19.1,12.8,1.72,0.192,84.45
48063,1999,26.2,19.4,11.14,1.87,0.19,84.68
48063,2000,26.4,18.5,11.26,1.58,0.153,84.8
48063,2001,26.4,17.8,10.89,1.84,0.153,83.49
48063,2002,26.7,17.7,10.99,1.37,0.151,83.78
48063,2003,26.7,18.2,10.82,1.56,0.151,82.54
48063,2004,26.6,17.1,10.03,1.23,0.136,80.39
48063,2005,27.1,19.6,10.06,1.12,0.14,80.5
48063,2006,27.2,23.8,8.97,1.22,0.133,78.71
