ID,A_LabID,SiteID,StateID,Longitude,Latitude,Landcover,Tota_C,Organic_C,BD,Clay,Sand,pH
2230,C-354815,6273,MI,-85.1289,44.77,Forested Upland,0.63,0.40,1441.93,4.24,83.91,55.18
2231,C-359130,6276,TX,-103.6022,29.3294,Shrubland,5.39,0.30,1399.64,19.97,54.02,82.00
2232,C-311140,6280,MO,-91.2549,38.7789,Herbaceous Upland,4.13,4.13,1352.66,33.89,7.23,50.71
2233,C-312882,6284,AR,-91.7893,34.3229,Planted/Cultivated,1.00,1.00,1422.34,37.06,9.23,59.21
2234,C-353284,6286,OR,-120.0351,45.6103,Shrubland,0.55,0.55,1321.41,11.26,46.66,74.14
2235,C-335230,6287,ID,-115.2331,43.7577,Forested Upland,1.45,1.45,1054.31,7.86,61.02,59.68
2236,C-354816,6288,MI,-84.9301,42.9732,Planted/Cultivated,1.61,1.61,1310.26,17.71,49.56,64.26
2237,C-324018,6292,NM,-107.1339,35.5725,Shrubland,1.20,0.60,1328.18,26.19,43.65,82.67
2238,C-310060,6296,KS,-95.0118,39.812,Herbaceous Upland,1.20,1.20,1291.82,24.81,7.19,62.15
2239,C-338785,6297,ND,-97.0655,47.4195,Planted/Cultivated,2.43,2.43,1335.54,29.10,21.71,77.00
2240,C-313417,6299,UT,-109.4028,38.6943,Shrubland,2.38,0.40,1398.83,18.20,48.63,83.40
2241,C-350673,6300,VA,-78.7496,37.1472,Herbaceous Upland,0.46,0.46,1409.68,42.91,26.91,50.82
2242,C-355970,6303,CA,-120.0943,39.4414,Forested Upland,1.90,1.90,1139.32,16.01,62.18,64.00
2243,C-328200,6304,GA,-81.255,31.8527,Forested Upland,2.54,2.54,1423.98,16.23,62.25,49.66
2244,C-300385,6305,NY,-74.4681,43.0339,Forested Upland,5.44,5.44,1217.83,5.00,64.91,52.00
2245,C-348663,6312,IL,-88.5413,41.446,Planted/Cultivated,3.57,3.57,1415.61,25.23,20.86,62.97
2246,C-319673,6315,CO,-102.9093,40.0942,Planted/Cultivated,1.18,1.18,1429.83,16.97,62.49,75.01
2247,C-350406,6316,KY,-84.8151,37.0382,Planted/Cultivated,1.55,1.55,1406.09,26.90,18.60,55.57
2248,C-335451,6318,MT,-110.9086,48.9723,Herbaceous Upland,1.02,1.02,1389.84,31.80,33.66,74.23
2249,C-343409,6319,AZ,-113.7029,34.9656,Shrubland,0.77,0.30,1444.44,16.37,58.68,80.50
2250,C-318607,6331,WY,-106.5113,42.9637,Herbaceous Upland,1.23,0.90,1370.74,26.41,37.14,78.30
2251,C-350675,6332,VA,-77.7974,38.2704,Forested Upland,3.57,3.57,1438.96,30.10,27.16,51.92
2252,C-338725,6334,SD,-103.4371,44.9645,Planted/Cultivated,1.87,1.87,1391.00,45.56,14.09,71.00
2253,C-301015,6344,NE,-97.2231,42.67,Herbaceous Upland,1.35,1.35,1366.98,28.40,29.32,70.44
2254,C-323336,6347,SD,-100.1271,44.0276,Planted/Cultivated,3.63,3.63,1262.87,48.05,9.30,75.96
2255,C-314235,6348,MS,-89.4835,30.8289,Planted/Cultivated,2.17,2.17,1565.18,19.71,49.57,51.00
2256,C-335231,6350,ID,-115.5011,46.2272,Forested Upland,1.74,1.74,1178.30,10.59,61.98,59.94
2257,C-355971,6351,CA,-118.639,36.7833,Forested Upland,0.61,0.61,1286.00,3.22,67.08,58.58
2258,C-328187,6352,GA,-83.8514,33.732,Developed,0.65,0.65,1504.45,29.67,53.52,55.00
2259,C-323836,6356,NM,-108.8157,34.2343,Shrubland,1.52,1.52,1138.20,14.01,62.91,81.00
2260,C-309929,6360,KS,-97.9691,38.6003,Herbaceous Upland,2.13,2.00,1409.65,9.03,64.16,68.52
2261,C-338267,6361,MN,-96.59,46.7793,Planted/Cultivated,3.29,1.30,1412.87,19.62,57.75,77.40
2262,C-319638,6363,CO,-106.3109,38.7136,Forested Upland,4.44,4.44,1180.63,7.12,57.97,57.80
2263,C-350676,6364,VA,-82.3442,36.6685,Herbaceous Upland,5.37,5.37,1317.01,35.99,27.33,52.71
2264,C-353285,6367,OR,-120.0169,42.6869,Shrubland,1.47,1.47,1244.43,31.68,40.40,76.27
2265,C-328697,6368,FL,-81.845,27.5393,Planted/Cultivated,3.24,3.24,1392.43,1.11,93.99,51.99
2266,C-348530,6376,IA,-92.18,41.0466,Planted/Cultivated,2.23,2.23,1401.27,34.10,3.54,56.85
2267,C-319636,6379,CO,-104.6651,38.1083,Herbaceous Upland,2.18,0.90,1393.10,36.02,19.02,80.02
2268,C-350407,6380,KY,-87.3532,37.4438,Planted/Cultivated,1.95,1.95,1398.58,24.83,10.45,56.73
2269,C-335452,6382,MT,-111.5931,46.2797,Shrubland,0.75,0.75,1384.93,20.00,39.60,73.84
2270,C-325790,6383,NM,-103.8283,33.1186,Herbaceous Upland,0.23,0.23,1408.22,18.00,63.42,78.17
2271,C-320954,6388,NJ,-74.6177,40.5547,Forested Upland,18.40,18.40,1416.75,17.90,43.67,49.94
2272,C-351840,6391,AZ,-113.5579,33.7672,Shrubland,1.65,0.40,1454.05,28.28,49.28,80.76
2273,C-357359,6392,TX,-95.0269,33.1385,Planted/Cultivated,1.02,1.02,1474.46,30.66,34.55,60.22
2274,C-353286,6394,OR,-123.9233,44.8708,Forested Upland,3.62,3.62,881.18,29.06,24.29,51.19
2275,C-313266,6395,UT,-109.0755,40.8334,Herbaceous Upland,1.27,1.27,1325.07,19.41,43.19,79.59
2276,C-341247,6396,PA,-75.5742,41.9941,Forested Upland,12.10,12.10,1268.92,15.34,40.18,48.65
2277,C-312424,6408,AR,-93.9153,35.5613,Planted/Cultivated,3.03,3.03,1420.05,24.09,23.28,55.23
2278,C-357361,6412,TX,-95.9748,31.9582,Planted/Cultivated,1.10,1.10,1455.73,20.96,43.25,59.61
2279,C-335232,6414,ID,-116.8747,44.044,Herbaceous Upland,0.53,0.40,1395.57,16.08,34.28,72.95
2280,C-320463,6415,NV,-117.5543,41.6713,Shrubland,11.00,11.00,1170.50,17.46,41.79,61.75
2281,C-349972,6416,OH,-84.8028,41.2441,Planted/Cultivated,2.81,2.81,1479.28,37.21,17.97,67.00
2282,C-351841,6420,AZ,-109.7459,31.7555,Planted/Cultivated,0.62,0.62,1408.23,45.28,27.64,77.21
2283,C-338274,6424,MN,-96.1778,43.6167,Planted/Cultivated,2.38,2.38,1214.75,33.56,9.59,66.86
2284,C-306802,6427,NE,-99.9025,41.5533,Planted/Cultivated,0.59,0.59,1415.09,12.78,70.97,65.38
2285,C-357362,6428,TX,-99.4298,28.8242,Herbaceous Upland,1.14,1.00,1338.93,24.95,57.18,77.10
2286,C-354257,6430,WA,-123.3223,47.9977,Forested Upland,1.09,1.00,1070.72,9.41,53.53,56.31
2287,C-355973,6431,CA,-120.143,34.632,Herbaceous Upland,0.82,0.82,1341.21,18.21,43.63,65.72
2288,C-328914,6432,AL,-85.8959,32.1404,Planted/Cultivated,0.68,0.68,1397.02,42.00,33.31,58.31
2289,C-326400,6440,OK,-97.204,36.5639,Planted/Cultivated,1.07,1.07,1430.85,38.02,8.54,66.25
2290,C-299957,6441,ME,-69.8785,45.0696,Planted/Cultivated,7.28,7.28,1283.90,7.00,54.20,58.05
2291,C-319576,6443,CO,-106.1798,37.4033,Shrubland,2.93,1.10,1317.17,29.44,36.61,81.00
2292,C-328309,6444,SC,-81.5781,34.9603,Planted/Cultivated,1.45,1.30,1462.05,39.89,41.58,53.83
2293,C-354258,6446,WA,-121.239,48.6613,Forested Upland,1.69,1.69,771.06,5.04,65.89,55.89
2294,C-355974,6447,CA,-116.3488,35.0901,Barren,0.06,0.06,1267.26,7.27,77.72,84.00
2295,C-355128,6453,WI,-90.9028,44.9085,Forested Upland,6.43,6.43,1540.85,11.74,31.45,53.84
2296,C-355129,6456,WI,-89.8166,44.1202,Forested Upland,1.70,1.70,1429.43,3.03,89.18,52.00
2297,C-313250,6459,UT,-109.6348,40.3385,Shrubland,2.30,0.80,1398.18,28.00,37.79,83.93
2298,C-353760,6460,TN,-85.6471,36.4145,Forested Upland,9.30,9.30,1370.12,29.53,30.66,54.00
2299,C-340209,6462,ND,-100.9712,47.6462,Planted/Cultivated,1.60,1.60,1376.74,19.15,54.00,73.00
2300,C-326157,6463,NM,-104.3194,33.2534,Shrubland,1.51,0.60,1367.65,29.00,39.05,79.01
2301,C-312483,6472,AR,-90.3951,36.3915,Planted/Cultivated,0.46,0.46,1450.94,24.42,25.61,58.28
2302,C-314126,6476,LA,-92.6533,31.032,Forested Upland,1.90,1.90,1553.09,24.08,43.00,51.85
2303,C-354259,6478,WA,-117.2522,47.5321,Planted/Cultivated,1.13,1.13,1265.81,8.53,40.88,62.95
2304,C-320408,6479,NV,-116.3301,40.021,Shrubland,2.16,2.16,1235.03,14.00,39.87,81.19
2305,C-327705,6484,NM,-108.2081,31.8815,Shrubland,0.73,0.73,1339.74,40.14,39.20,80.06
2306,C-301007,6488,NE,-98.1472,41.4381,Planted/Cultivated,1.88,1.88,1375.45,27.95,16.18,62.22
2307,C-338789,6489,ND,-98.3056,46.6198,Planted/Cultivated,3.36,3.36,1285.40,17.70,52.03,72.18
2308,C-318564,6491,WY,-106.1376,41.3842,Forested Upland,3.96,3.96,1361.70,10.83,60.40,58.84
2309,C-357363,6492,TX,-95.1689,29.4885,Planted/Cultivated,1.60,1.60,1501.93,29.24,30.25,65.74
2310,C-355975,6495,CA,-121.694,38.517,Herbaceous Upland,1.20,1.20,1488.15,20.14,25.18,70.00
2311,C-328310,6496,SC,-80.9552,33.3193,Planted/Cultivated,0.53,0.53,1525.82,12.52,67.13,50.89
2312,C-355130,6504,WI,-90.6809,43.0858,Forested Upland,2.59,2.59,1335.17,26.16,13.19,55.34
2313,C-342350,6507,TX,-101.8564,35.9942,Planted/Cultivated,0.83,0.83,1435.93,35.86,23.74,76.16
2314,C-328065,6508,GA,-84.713,34.7178,Forested Upland,1.32,1.32,1337.68,33.47,26.25,51.41
2315,C-337992,6510,MT,-107.3178,47.3546,Shrubland,2.09,1.80,1404.84,30.91,27.11,78.00
2316,C-320522,6511,NV,-117.4735,38.4241,Shrubland,0.55,0.40,1333.05,22.33,54.41,87.00
2317,C-355131,6517,WI,-88.3689,44.5474,Planted/Cultivated,1.91,1.91,1524.15,20.45,42.88,66.00
2318,C-326418,6520,OK,-99.876,35.229,Planted/Cultivated,0.32,0.32,1507.88,14.93,74.55,72.97
2319,C-299975,6521,ME,-67.9544,47.1344,Planted/Cultivated,5.61,5.61,1316.73,17.01,36.52,56.14
2320,C-318497,6523,WY,-110.4727,42.3112,Shrubland,11.60,11.60,1260.23,24.62,38.89,70.06
2321,C-349973,6524,OH,-81.2417,40.0718,Developed,5.15,5.15,1417.28,31.12,11.93,56.98
2322,C-340188,6526,ND,-100.945,46.6164,Planted/Cultivated,1.64,1.64,1334.67,20.78,51.38,72.00
2323,C-359131,6527,TX,-102.4987,34.0016,Planted/Cultivated,0.28,0.28,1443.01,25.48,57.44,77.74
2324,C-359132,6532,TX,-102.783,30.0927,Herbaceous Upland,5.48,1.90,1260.63,32.55,34.65,78.02
2325,C-312883,6540,AR,-92.6043,33.8657,Forested Upland,1.61,1.61,1555.53,14.12,43.95,50.84
2326,C-354260,6542,WA,-117.7661,46.5257,Herbaceous Upland,0.91,0.91,1228.85,17.00,13.90,68.32
2327,C-335233,6543,ID,-114.3847,44.1564,Shrubland,0.57,0.57,1109.26,28.94,36.10,75.94
2328,C-328910,6544,AL,-87.5904,33.0422,Planted/Cultivated,1.28,1.28,1482.00,23.00,31.30,55.05
2329,C-323845,6548,NM,-106.4099,35.2753,Shrubland,6.81,4.40,1358.84,27.61,39.34,75.01
2330,C-338275,6553,MN,-96.4031,45.3693,Planted/Cultivated,2.99,1.90,1304.52,28.09,24.33,73.86
2331,C-313251,6555,UT,-110.2473,39.4752,Shrubland,2.39,2.20,1283.49,23.50,35.77,75.17
2332,C-364324,6556,VA,-79.4546,37.0674,Forested Upland,6.99,6.99,1353.39,39.64,30.00,54.00
2333,C-355976,6559,CA,-120.8038,40.1117,Forested Upland,1.73,1.73,1317.77,22.94,38.65,61.83
2334,C-328224,6560,GA,-83.158,30.7811,Developed,1.55,1.55,1527.68,5.05,85.26,49.53
2335,C-348633,6568,IL,-88.7989,40.5596,Planted/Cultivated,2.09,2.09,1369.61,33.32,7.55,64.00
2336,C-319649,6571,CO,-102.1674,38.9726,Herbaceous Upland,1.57,1.57,1298.84,29.20,24.52,76.29
2337,C-350408,6572,KY,-84.0689,38.2184,Planted/Cultivated,2.28,2.28,1380.07,34.70,7.29,61.09
2338,C-335453,6574,MT,-111.0727,47.7875,Planted/Cultivated,2.18,1.50,1396.94,41.73,19.00,76.96
2339,C-343384,6575,AZ,-112.8131,35.7672,Shrubland,1.15,1.15,1346.42,26.16,44.44,76.00
2340,C-351585,6583,AZ,-112.0351,33.8049,Shrubland,0.70,0.40,1448.95,28.54,30.54,81.06
2341,C-357364,6584,TX,-99.2945,32.1633,Planted/Cultivated,1.18,1.00,1482.39,31.21,44.73,74.97
2342,C-354261,6586,WA,-122.8125,46.7638,Developed,1.80,1.80,1212.76,28.48,19.60,55.07
2343,C-318453,6587,WY,-108.2077,43.9999,Shrubland,0.79,0.79,1485.23,23.74,33.77,81.36
2344,C-320920,6588,WV,-78.4334,39.3256,Forested Upland,2.03,2.03,1382.77,20.96,31.61,56.52
2345,C-337993,6590,MT,-105.4286,46.7197,Shrubland,1.12,1.12,1393.86,26.39,28.59,75.47
2346,C-357365,6596,TX,-100.3497,30.488,Planted/Cultivated,5.12,3.70,1301.09,47.80,12.34,77.00
2347,C-306811,6600,NE,-99.6848,42.2951,Planted/Cultivated,1.13,1.13,1503.55,4.00,91.18,64.00
2348,C-318537,6603,WY,-105.4344,42.5675,Herbaceous Upland,2.01,2.01,1262.25,25.64,38.81,75.02
2349,C-315086,6604,MS,-89.9193,32.3533,Forested Upland,3.33,3.33,1445.58,42.98,11.13,53.01
2350,C-335234,6606,ID,-116.2082,44.9684,Forested Upland,0.52,0.52,1134.05,8.87,57.47,62.53
2351,C-355977,6607,CA,-119.209,36.674,Herbaceous Upland,0.46,0.46,1515.69,10.00,65.63,62.05
2352,C-351842,6612,AZ,-110.3482,34.302,Forested Upland,1.12,1.12,1358.85,45.06,32.73,69.77
2353,C-300997,6616,NE,-97.293,40.2307,Herbaceous Upland,1.83,1.83,1395.54,17.16,38.37,62.03
2354,C-338276,6617,MN,-95.5756,47.6227,Forested Upland,4.38,4.38,1428.07,18.63,49.64,66.15
2355,C-339106,6619,AZ,-110.6492,35.4736,Barren,0.37,0.20,1576.55,11.00,75.98,84.00
2356,C-320765,6620,WV,-82.0056,38.6562,Planted/Cultivated,0.83,0.83,1406.36,26.31,21.61,52.91
2357,C-320711,6623,NV,-119.0293,41.5824,Shrubland,0.86,0.86,1253.42,33.00,31.12,70.00
2358,C-328633,6624,FL,-81.1126,26.9457,Herbaceous Upland,3.27,3.27,1292.16,8.00,79.71,61.32
2359,C-343328,6632,IA,-92.8482,41.3027,Planted/Cultivated,2.69,2.69,1351.80,27.00,7.91,56.38
2360,C-299967,6633,ME,-69.6361,45.7319,Forested Upland,19.50,19.50,1112.84,11.00,31.05,49.54
2361,C-319600,6635,CO,-103.4168,38.2306,Herbaceous Upland,0.68,0.68,1381.05,32.26,43.99,80.94
2362,C-351241,6636,IN,-87.0578,39.4165,Planted/Cultivated,1.29,1.29,1525.72,20.00,9.14,57.13
2363,C-335454,6638,MT,-112.385,45.9122,Forested Upland,1.93,1.93,1305.91,10.50,71.29,63.97
2364,C-359133,6639,TX,-102.8887,31.0402,Shrubland,4.29,2.40,1350.16,32.76,30.51,80.18
2365,C-320930,6644,DE,-75.4846,39.0333,Planted/Cultivated,1.03,1.03,1561.55,10.76,53.02,53.53
2366,C-343205,6647,CA,-116.7083,33.3798,Shrubland,0.64,0.64,1432.94,8.40,76.86,66.27
2367,C-327835,6648,OK,-96.3342,34.0997,Planted/Cultivated,3.79,3.40,1464.71,31.52,20.02,61.06
2368,C-353287,6650,OR,-123.8202,42.969,Forested Upland,4.24,4.24,1079.10,26.86,28.39,55.00
2369,C-319568,6651,CO,-107.4924,40.3686,Shrubland,2.34,2.20,1304.57,30.93,25.74,73.45
2370,C-341248,6652,PA,-77.2885,41.717,Forested Upland,5.84,5.84,1423.03,22.11,21.25,54.77
2371,C-312461,6664,AR,-91.875,36.4064,Forested Upland,1.65,1.65,1426.49,21.52,32.03,54.39
2372,C-351843,6667,AZ,-111.347,32.2922,Shrubland,0.66,0.66,1341.28,27.68,41.59,80.10
2373,C-314209,6668,MS,-89.9573,33.5981,Planted/Cultivated,2.63,2.63,1446.97,22.47,27.28,52.89
2374,C-353288,6670,OR,-119.6842,44.4857,Forested Upland,0.77,0.77,1190.88,32.87,30.00,76.04
2375,C-320362,6671,NV,-117.0764,41.8916,Shrubland,2.46,2.46,1245.64,12.88,36.00,75.98
2376,C-348825,6672,IL,-87.6914,39.6686,Planted/Cultivated,9.33,9.33,1449.79,25.00,14.05,57.03
2377,C-343341,6680,IA,-95.3527,40.6123,Forested Upland,2.00,2.00,1356.80,35.38,5.56,64.38
2378,C-306798,6683,NE,-100.7396,41.0184,Herbaceous Upland,3.95,3.95,1374.22,16.58,57.12,70.15
2379,C-300490,6684,TX,-98.022,26.568,Herbaceous Upland,0.28,0.28,1549.92,8.16,81.01,72.06
2380,C-355978,6687,CA,-121.639,37.1653,Planted/Cultivated,2.30,2.30,1402.48,25.64,39.60,65.45
2381,C-328913,6688,AL,-88.2555,30.6134,Developed,0.97,0.97,1502.65,16.00,58.48,52.74
2382,C-326371,6696,OK,-97.102,35.95,Planted/Cultivated,1.18,1.18,1441.41,27.57,28.93,62.36
2383,C-300429,6697,VT,-71.7138,44.7595,Forested Upland,5.10,5.10,784.57,4.00,61.59,52.42
2384,C-319548,6699,CO,-107.806,37.5335,Forested Upland,4.89,4.89,1282.70,16.89,43.74,63.97
2385,C-328311,6700,SC,-81.2513,34.4954,Planted/Cultivated,1.14,1.14,1505.39,30.57,58.53,52.33
2386,C-335455,6702,MT,-108.7861,45.1389,Shrubland,0.74,0.74,1363.61,36.93,24.55,80.05
2387,C-320511,6703,NV,-115.1732,35.9468,Shrubland,2.00,0.50,1458.66,10.00,66.30,84.00
2388,C-355132,6709,WI,-90.6472,46.3653,Forested Upland,4.26,4.26,1359.66,14.28,37.60,55.89
2389,C-314133,6712,LA,-92.8248,29.7339,Planted/Cultivated,3.53,2.00,1400.70,34.86,27.79,62.96
2390,C-313257,6715,UT,-111.4296,40.9792,Herbaceous Upland,3.38,3.30,1252.56,28.04,26.79,78.73
2391,C-341249,6716,PA,-78.2228,41.8396,Forested Upland,0.60,0.60,1288.17,20.50,33.18,49.75
2392,C-337545,6718,MT,-105.4633,48.0367,Herbaceous Upland,0.94,0.60,1319.39,32.47,24.37,78.38
2393,C-359134,6719,TX,-102.033,31.827,Planted/Cultivated,0.43,0.43,1449.05,22.98,43.96,77.49
2394,C-354817,6721,MI,-85.4244,44.6911,Forested Upland,0.86,0.86,1524.30,13.30,82.12,54.15
2395,C-312477,6728,AR,-91.1918,35.9489,Forested Upland,2.93,2.93,1418.05,24.36,16.22,59.11
2396,C-357366,6732,TX,-93.9728,30.9329,Planted/Cultivated,0.81,0.81,1553.96,17.83,66.75,54.00
2397,C-335235,6734,ID,-116.6647,46.6325,Forested Upland,3.49,3.49,1285.00,22.99,22.04,65.01
2398,C-320477,6735,NV,-118.1876,40,Shrubland,1.49,0.60,1323.42,14.23,57.29,85.77
2399,C-349974,6736,OH,-83.2989,41.4631,Planted/Cultivated,2.26,2.26,1492.06,33.41,17.36,64.24
2400,C-300980,6744,NE,-98.9617,40.305,Planted/Cultivated,0.69,0.69,1474.94,9.52,80.38,67.17
2401,C-321836,6745,ND,-100.0313,47.4617,Planted/Cultivated,2.14,2.14,1344.27,31.00,34.63,74.00
2402,C-319538,6747,CO,-104.8988,40.7539,Herbaceous Upland,0.99,0.80,1345.00,39.16,27.60,76.46
2403,C-357367,6748,TX,-97.2986,30.4877,Planted/Cultivated,1.22,0.80,1377.67,42.20,16.15,71.52
2404,C-355979,6751,CA,-123.3384,38.9043,Forested Upland,3.43,3.43,1233.48,24.02,36.68,58.72
2405,C-328013,6752,GA,-82.1885,33.1098,Planted/Cultivated,0.84,0.84,1613.84,16.33,69.48,50.34
2406,C-355133,6760,WI,-91.0012,43.7362,Herbaceous Upland,2.56,1.70,1382.80,24.05,9.28,56.72
2407,C-299977,6761,VT,-73.154,42.9623,Forested Upland,22.90,22.90,1173.28,9.13,49.25,49.16
2408,C-309881,6763,KS,-100.1079,37.6498,Planted/Cultivated,1.09,1.09,1410.18,29.93,20.56,72.00
2409,C-350409,6764,KY,-84.8774,36.7483,Planted/Cultivated,4.20,4.20,1391.14,23.11,29.60,56.04
2410,C-337546,6766,MT,-108.8305,47.0422,Planted/Cultivated,3.01,3.01,1403.71,36.01,28.45,74.36
2411,C-338278,6773,MN,-91.6619,47.3269,Forested Upland,17.70,17.70,1438.14,3.90,60.40,56.00
2412,C-357368,6776,TX,-99.7739,33.3123,Planted/Cultivated,0.81,0.81,1481.86,25.25,34.74,76.00
2413,C-318474,6779,WY,-110.7349,44.4336,Forested Upland,3.35,3.35,1100.77,9.18,54.46,57.00
2414,C-350677,6780,VA,-79.1973,38.2761,Forested Upland,4.64,4.64,1262.15,20.64,39.98,51.70
2415,C-340205,6782,ND,-101.0579,46.0463,Planted/Cultivated,1.45,1.45,1311.46,22.61,37.72,74.50
2416,C-342921,6783,TX,-102.5436,35.1026,Planted/Cultivated,0.75,0.75,1418.85,46.00,17.00,76.00
2417,C-311242,6792,MO,-92.6189,39.6738,Herbaceous Upland,1.22,1.22,1399.19,24.38,27.73,56.81
2418,C-338686,6795,SD,-102.8614,44.5763,Herbaceous Upland,1.92,1.92,1361.29,51.95,9.08,74.29
2419,C-312485,6796,AR,-93.627,34.1693,Planted/Cultivated,3.34,3.34,1497.33,26.82,26.00,53.32
2420,C-354263,6798,WA,-117.9805,47.1207,Planted/Cultivated,1.59,0.80,1240.68,11.00,26.55,70.00
2421,C-335236,6799,ID,-114.5724,42.2275,Shrubland,1.08,1.08,1261.90,17.65,36.55,81.00
2422,C-328976,6800,AL,-86.3391,32.8959,Forested Upland,3.25,3.25,1343.84,25.82,47.41,51.00
2423,C-327710,6804,NM,-107.4217,33.2723,Forested Upland,1.16,0.50,1266.78,29.85,56.75,82.00
2424,C-310092,6808,KS,-97.076,38.7107,Planted/Cultivated,1.53,1.53,1376.48,46.00,3.00,66.00
2425,C-338279,6809,MN,-94.2131,46.3842,Forested Upland,4.57,4.57,1458.58,5.85,81.68,54.15
2426,C-319572,6811,CO,-107.6216,37.8284,Shrubland,3.45,3.45,1149.67,19.11,44.42,58.40
2427,C-350678,6812,VA,-78.03,36.6406,Forested Upland,23.10,23.10,1446.46,30.11,34.17,51.23
2428,C-320343,6815,NV,-119.9787,40.0752,Shrubland,0.63,0.63,1347.06,12.00,58.86,75.00
2429,C-328555,6816,FL,-81.8024,30.2442,Planted/Cultivated,0.39,0.39,1351.74,6.80,84.08,49.91
2430,C-348594,6824,IL,-90.4483,40.4299,Planted/Cultivated,2.25,2.25,1424.65,29.37,3.60,58.71
2431,C-319630,6827,CO,-106.1423,40.0492,Shrubland,1.42,1.42,1318.05,28.34,39.98,71.38
2432,C-350410,6828,KY,-82.4936,37.6186,Forested Upland,9.75,9.75,1384.90,17.74,38.73,53.65
2433,C-337547,6830,MT,-112.9085,46.9506,Forested Upland,0.48,0.48,1249.87,17.41,45.06,63.52
2434,C-313314,6831,UT,-112.1191,37.2233,Herbaceous Upland,1.97,1.00,1397.43,11.32,68.85,77.03
2435,C-351586,6839,AZ,-112.3241,32.8121,Shrubland,1.57,0.50,1415.48,16.92,64.03,82.34
2436,C-357426,6840,TX,-97.3185,32.5102,Planted/Cultivated,4.40,1.90,1519.34,41.81,23.30,67.28
2437,C-354264,6842,WA,-121.875,47.1976,Forested Upland,8.68,8.68,964.24,14.00,41.53,50.06
2438,C-318484,6843,WY,-109.2518,42.5894,Shrubland,2.41,2.41,1456.86,12.10,69.15,63.55
2439,C-350679,6844,VA,-77.2781,38.7092,Forested Upland,15.70,15.70,1434.39,24.80,36.74,49.05
2440,C-337994,6846,MT,-106.1193,45.4382,Herbaceous Upland,0.97,0.20,1406.04,29.81,25.51,75.90
2441,C-338280,6856,MN,-94.7543,43.6746,Planted/Cultivated,2.23,2.23,1298.23,30.81,34.13,67.00
2442,C-318610,6859,WY,-104.1953,42.5871,Herbaceous Upland,0.93,0.93,1366.40,8.56,81.60,73.00
2443,C-315079,6860,MS,-90.8147,32.0861,Developed,0.12,0.12,1426.09,23.08,28.60,51.11
2444,C-355980,6863,CA,-119.7555,35.9487,Planted/Cultivated,0.44,0.44,1409.50,34.88,28.36,82.64
2445,C-328983,6864,AL,-85.1717,32.5015,Developed,0.53,0.53,1425.85,27.97,55.71,52.33
2446,C-309915,6872,KS,-99.5269,38.2001,Planted/Cultivated,3.41,3.20,1401.13,19.95,35.22,72.79
2447,C-338281,6873,MN,-94.1751,48.3129,Forested Upland,6.57,6.57,1421.06,19.81,68.91,57.06
2448,C-339107,6875,AZ,-109.7411,35.602,Shrubland,0.71,0.40,1411.22,23.80,42.96,82.15
2449,C-350680,6876,VA,-79.5412,38.0603,Forested Upland,38.60,38.60,1388.08,22.99,36.68,49.43
2450,C-313411,6879,UT,-113.9422,37.6096,Forested Upland,1.62,1.62,1369.93,23.48,50.25,71.18
2451,C-328636,6880,FL,-80.7541,27.9979,Planted/Cultivated,0.84,0.84,1402.25,4.87,66.49,51.00
2452,C-348522,6888,IA,-91.4318,42.0991,Planted/Cultivated,2.41,2.41,1363.42,23.52,20.10,58.59
2453,C-325755,6891,NM,-103.2233,36.0922,Shrubland,3.72,1.60,1396.36,29.96,37.72,78.05
2454,C-353761,6892,TN,-86.8016,35.843,Planted/Cultivated,4.13,4.13,1373.78,24.65,20.67,55.69
2455,C-337548,6894,MT,-111.6495,45.4549,Forested Upland,3.29,3.29,1207.90,20.13,46.89,72.10
2456,C-325697,6895,NM,-104.8157,35.0092,Shrubland,1.26,1.00,1375.30,26.58,44.97,79.00
2457,C-348800,6900,IL,-89.0542,37.6374,Forested Upland,5.10,5.10,1411.03,22.03,6.61,50.41
2458,C-343193,6903,CA,-115.0995,33.0139,Barren,0.48,0.10,1345.34,39.57,38.62,84.25
2459,C-357427,6904,TX,-95.721,32.6874,Planted/Cultivated,0.84,0.84,1477.66,26.74,50.68,59.33
2460,C-353289,6906,OR,-120.516,44.3924,Herbaceous Upland,1.62,1.62,1025.98,22.09,33.06,64.15
2461,C-313242,6907,UT,-112.4757,39.9841,Herbaceous Upland,4.19,4.19,1229.75,28.26,31.23,71.26
2462,C-349975,6908,OH,-83.2184,39.7261,Planted/Cultivated,2.05,2.05,1480.41,33.12,18.06,64.53
2463,C-311241,6920,MO,-93.7245,36.9401,Herbaceous Upland,5.01,5.01,1420.02,20.03,14.93,59.00
2464,C-337053,6924,MS,-89.1046,34.8174,Planted/Cultivated,1.16,1.16,1416.07,19.65,17.82,52.67
2465,C-353291,6926,OR,-117.6692,44.8005,Shrubland,0.75,0.75,1272.24,26.83,30.32,81.92
2466,C-346635,6927,OR,-117.6885,42.6785,Herbaceous Upland,0.89,0.70,1254.41,20.25,35.85,80.53
2467,C-351242,6928,IN,-85.744,40.0825,Planted/Cultivated,3.50,3.40,1527.99,28.81,19.62,64.01
2468,C-301022,6936,NE,-96.7608,40.4754,Planted/Cultivated,1.35,1.35,1383.00,41.53,11.82,62.43
2469,C-323353,6937,SD,-99.6746,45.1678,Herbaceous Upland,1.42,1.42,1247.05,31.93,28.03,72.04
