A_LabID,SiteID,StateID,Latitude,Longitude,Landcover,Developed,Agriculture,As,Cd,Cr,Pb,Se,Zn,Fe,Mn
C-352627,1004,NV,40.0037,-115.2601,Shrubland,No,No,8.3,0.4,28,20.3,0.1,81,2.34,602
C-352629,2028,TX,30.6646,-100.9107,Planted/Cultivated,No,Yes,8.3,0.3,29,14.4,0.3,54,1.99,516
C-352626,328,NV,36.4138,-115.687,Shrubland,No,No,8.3,0.3,30,16,0.1,63,2.14,494
C-323430,11720,IN,39.2326,-85.6902,Planted/Cultivated,No,Yes,8.3,0.1,32,21.4,0.3,60,2.05,440
C-338723,12939,ND,46.064,-102.019,Planted/Cultivated,No,Yes,8.3,0.1,32,11.6,0.3,40,1.68,259
C-323428,11673,IN,38.4209,-86.8956,Planted/Cultivated,No,Yes,8.3,0.1,33,20.8,0.5,56,1.73,1380
C-353745,2668,TX,32.7875,-96.4315,Planted/Cultivated,No,Yes,8.3,0.3,33,19.6,0.3,67,2.22,439
C-338675,12734,MT,48.5828,-109.7794,Herbaceous ,No,Yes,8.3,0.3,34,15.8,0.3,62,2.23,403
C-352628,1644,SD,44.0768,-97.4309,Herbaceous ,No,Yes,8.3,0.4,34,16.2,0.4,61,2.18,2070
C-340792,12926,MT,48.0714,-112.2412,Herbaceous ,No,Yes,8.3,0.4,35,15.3,0.3,76,2.07,429
C-353741,1084,OH,40.2972,-83.7985,Planted/Cultivated,No,Yes,8.3,0.2,35,24.5,0.4,63,2.12,577
C-353739,620,NV,40,-118.1876,Shrubland,No,No,8.3,0.3,36,15.7,0.1,48,2.9,565
C-353743,1340,PA,41.317,-75.8531,Developed,Yes,No,8.3,0.4,37,113,1.3,174,1.96,568
C-340790,12491,MO,37.5256,-93.0514,Planted/Cultivated,No,Yes,8.3,0.05,38,27,0.5,29,1.79,668
C-340788,11467,IL,37.6666,-88.5551,Planted/Cultivated,No,Yes,8.3,0.2,39,24.8,0.4,70,1.88,2190
C-338684,11659,IL,39.7973,-89.7578,Planted/Cultivated,No,Yes,8.3,0.2,39,25.8,0.5,56,1.9,1370
C-338696,12168,KS,39.084,-95.938,Herbaceous ,No,Yes,8.3,0.3,40,37,0.1,88,2.41,552
C-338724,13003,ND,46.261,-99.3238,Herbaceous ,No,Yes,8.3,0.3,40,14.4,0.3,62,1.98,916
C-338703,11902,IN,39.4342,-85.2561,Forested,No,No,8.3,0.2,41,20.5,0.5,52,1.85,672
C-353748,3132,VA,36.6685,-82.3442,Herbaceous ,No,Yes,8.3,0.2,42,18.1,0.4,82,2.83,393
C-353747,2888,UT,41.261,-113.1325,Barren,No,No,8.3,0.5,45,11,0.1,53,1.58,405
C-338674,11211,CO,40.7201,-107.1205,Planted/Cultivated,No,Yes,8.3,1.3,50,25.8,0.9,102,2.9,798
C-338670,12235,KY,37.7134,-85.0197,Planted/Cultivated,No,Yes,8.3,0.3,51,81.5,0.5,267,3.67,585
C-340789,12488,MN,44.1525,-95.8536,Planted/Cultivated,No,Yes,8.3,0.3,51,16.9,0.7,69,2.35,797
C-323425,12057,KS,38.6749,-95.6774,Herbaceous ,No,Yes,8.3,0.4,52,28.9,0.5,69,3.26,1060
C-338666,11464,IA,41.7159,-93.2207,Planted/Cultivated,No,Yes,8.3,0.3,54,25.6,0.5,112,2.45,1180
C-338692,12377,ME,45.8788,-69.3686,Forested,No,No,8.3,0.3,59,21.4,0.3,72,3.12,760
C-338667,11915,KS,37.2237,-95.802,Herbaceous ,No,Yes,8.3,0.2,69,24.9,0.4,94,3.19,421
C-353749,3144,WA,48.2593,-121.7082,Forested,No,No,8.3,0.2,141,8.9,0.1,82,3.94,755
C-338663,11147,CA,41.487,-123.514,Forested,No,No,8.3,0.2,1500,1.8,0.1,77,7.23,1530
C-323338,8904,NV,37.2454,-115.1055,Shrubland,No,No,8.2,0.05,10,5.8,0.1,28,0.45,183
C-338687,9867,TX,27.1712,-99.418,Shrubland,No,No,8.2,0.3,10,14.8,0.1,48,1.64,268
C-340782,9416,SC,34.5338,-79.4609,Planted/Cultivated,No,Yes,8.2,0.05,18,22.2,0.1,45,0.94,148
C-323427,9928,TX,30.7373,-104.7296,Shrubland,No,No,8.2,0.2,19,16.4,0.1,73,2.33,436
C-338710,7806,MT,48.9723,-110.9086,Herbaceous ,No,Yes,8.2,0.2,20,13.1,0.3,51,2.01,397
C-338659,8830,NV,38.6534,-117.3244,Shrubland,No,No,8.2,0.1,21,18.2,0.1,58,2.19,491
C-338681,8638,NV,40.9545,-114.5108,Shrubland,No,No,8.2,0.4,23,14,0.3,61,1.67,433
C-323412,7448,MT,47.4854,-105.7255,Herbaceous ,No,Yes,8.2,0.3,26,17.1,0.4,55,2.01,496
C-338688,10110,TX,30.353,-102.4235,Shrubland,No,No,8.2,0.4,27,17.8,0.3,64,2.47,632
C-323354,7624,MT,48.7195,-113.4757,Shrubland,No,No,8.2,0.3,28,14.9,0.2,84,2.01,669
C-338694,10120,TX,33.6277,-100.8262,Herbaceous ,No,Yes,8.2,0.05,30,15.7,0.4,30,1.56,85
C-323426,10009,TX,30.338,-97.3896,Herbaceous ,No,Yes,8.2,0.2,31,39.8,0.5,78,2.86,236
C-323419,7368,KY,36.9221,-85.5963,Planted/Cultivated,No,Yes,8.2,0.3,32,12.4,0.4,44,2.1,439
C-340779,8395,NM,36.8298,-103.4155,Shrubland,No,No,8.2,0.3,33,17.5,0.3,74,2.93,434
C-338697,8648,NV,40.3155,-116.7894,Shrubland,No,No,8.2,0.8,34,28.7,0.1,88,2.77,814
C-323429,8985,OK,35.0163,-98.7382,Planted/Cultivated,No,Yes,8.2,0.1,34,20.5,0.4,45,2.15,362
C-338668,8843,NV,40.7741,-116.8888,Shrubland,No,No,8.2,0.7,35,20.2,0.2,93,2.74,793
C-323355,7961,ND,46.8112,-99.3372,Herbaceous ,No,Yes,8.2,0.2,36,13.2,0.7,53,1.99,710
C-340785,10440,TX,33.5355,-97.1323,Planted/Cultivated,No,Yes,8.2,0.1,36,19.7,0.3,36,2.4,547
C-340784,9854,TX,34.3881,-101.8519,Planted/Cultivated,No,Yes,8.2,0.3,37,17.9,0.3,81,2.7,483
C-323418,11033,WY,44.9584,-106.2089,Shrubland,No,No,8.2,0.5,37,25.4,0.5,79,2.69,526
C-338705,7819,MT,48.9121,-105.3852,Planted/Cultivated,No,Yes,8.2,0.4,38,14.1,0.5,69,2.15,430
C-338714,9672,SD,44.5058,-99.7831,Herbaceous ,No,Yes,8.2,0.3,41,14.3,0.5,62,1.8,976
C-340787,10878,WV,38.6562,-82.0056,Planted/Cultivated,No,Yes,8.2,0.05,41,21.6,0.4,59,2.08,1090
C-323417,7048,IN,40.2075,-86.8382,Barren,No,No,8.2,0.3,42,68.4,0.5,90,1.95,1260
C-340783,9419,SD,43.1117,-98.2764,Planted/Cultivated,No,Yes,8.2,0.7,42,19.9,0.7,83,2.49,980
C-338719,10443,VA,38.2761,-79.1973,Forested,No,No,8.2,0.05,43,18.6,0.5,34,2.39,119
C-323336,6347,AR,34.6569,-94.0804,Forested,No,No,8.2,0.2,44,22.9,0.9,44,1.55,1080
C-338660,10891,WY,43.1177,-106.3226,Herbaceous ,No,Yes,8.2,0.2,44,22.9,0.3,78,2.4,403
C-338671,7115,KS,38.7107,-97.076,Planted/Cultivated,No,Yes,8.2,0.3,45,23.7,0.3,64,2.26,581
C-338718,7371,ME,45.0879,-68.4407,Forested,No,No,8.2,0.05,46,19.3,0.4,57,2.46,554
C-338682,7563,MT,45.7271,-106.049,Herbaceous ,No,Yes,8.2,0.3,46,16.9,0.5,80,2.31,572
C-323423,8072,NE,40.6511,-96.0376,Planted/Cultivated,No,Yes,8.2,0.3,47,25.9,0.6,63,2.33,564
C-340781,9086,OR,44.8708,-123.9233,Forested,No,No,8.2,0.05,49,18.7,1.1,61,3.43,186
C-323431,9305,PA,41.1842,-77.0475,Forested,No,No,8.2,0.05,49,16,0.4,78,3.05,550
C-323353,6937,IA,41.5629,-95.307,Planted/Cultivated,No,Yes,8.2,0.6,50,19.3,0.3,96,2.54,850
C-338686,6795,IA,42.739,-94.8942,Planted/Cultivated,No,Yes,8.2,0.3,58,19.5,0.5,72,2.75,765
C-338679,7038,IL,41.9003,-87.7032,Planted/Cultivated,No,Yes,8.2,0.8,59,75.9,0.8,141,2.68,364
C-338665,4747,NH,43.439,-71.1526,Forested,No,No,8.1,0.1,10,28,0.1,30,0.96,318
C-338673,4811,NV,38.1813,-117.5868,Shrubland,No,No,8.1,0.2,18,23.3,0.1,59,2.08,623
C-323352,5913,TX,31.2396,-99.377,Planted/Cultivated,No,Yes,8.1,0.3,25,13.9,0.2,37,1.67,519
C-340777,5003,OH,41.7714,-81.1693,Developed,Yes,No,8.1,0.1,27,37,0.3,71,1.79,460
C-340774,3275,IN,39.1737,-85.8434,Planted/Cultivated,No,Yes,8.1,0.3,30,28.6,0.3,99,2.17,698
C-338661,4552,ND,47.9919,-100.6891,Planted/Cultivated,No,Yes,8.1,0.2,30,11.8,0.4,41,1.65,391
C-338680,4542,ND,47.4103,-103.1451,Herbaceous ,No,Yes,8.1,0.2,31,9.9,0.4,62,2.09,418
C-338717,4808,NJ,40.0808,-74.8005,Forested,No,No,8.1,0.3,31,146,1.1,106,1.96,103
C-338711,4990,OH,38.7885,-83.1691,Forested,No,No,8.1,0.1,31,26.6,0.8,39,1.29,228
C-338716,4299,ND,47.0949,-102.43,Planted/Cultivated,No,Yes,8.1,0.3,32,12.5,0.5,65,2.61,485
C-323342,3019,IL,38.1185,-88.4933,Planted/Cultivated,No,Yes,8.1,0.2,34,27.4,0.4,71,1.94,1180
C-338676,2942,IL,41.6734,-89.9209,Planted/Cultivated,No,Yes,8.1,0.5,35,20.2,0.5,66,2.63,781
C-338708,3979,KY,36.9112,-88.3806,Planted/Cultivated,No,Yes,8.1,0.1,36,19,0.4,77,2.12,617
C-323350,4889,NY,42.3177,-76.4767,Forested,No,No,8.1,0.5,37,37.2,0.6,97,2.4,989
C-323351,5832,SD,43.4444,-97.59,Planted/Cultivated,No,Yes,8.1,0.4,37,17.3,0.5,61,2.31,1290
C-338721,3528,KS,37.9519,-95.7368,Planted/Cultivated,No,Yes,8.1,0.4,38,25.9,0.4,107,3.11,1540
C-323424,6024,UT,39.973,-110.2908,Shrubland,No,No,8.1,0.3,38,12.4,0.1,47,1.71,681
C-340773,3272,IN,40.0825,-85.744,Planted/Cultivated,No,Yes,8.1,0.4,39,20.1,0.5,99,2,437
C-338658,5323,OR,43.6723,-118.3382,Herbaceous ,No,Yes,8.1,0.4,39,17.2,0.1,88,4.04,965
C-338707,5576,OR,43.4177,-117.7639,Shrubland,No,No,8.1,0.3,39,20.7,0.1,76,4.08,1870
C-338712,6014,TX,33.0856,-99.0145,Planted/Cultivated,No,Yes,8.1,0.2,39,20.4,0.2,55,2.6,891
C-323347,2841,ID,44.3101,-112.9184,Forested,No,No,8.1,1.1,40,200,0.3,283,2.14,1100
C-323416,3976,KY,36.6517,-83.7297,Forested,No,No,8.1,0.2,41,24.3,0.7,69,3.23,1160
C-323348,3865,KS,37.2682,-95.4715,Herbaceous ,No,Yes,8.1,0.2,43,25.2,0.5,50,2.52,600
C-323340,2699,IA,42.3856,-95.4784,Planted/Cultivated,No,Yes,8.1,0.4,44,16.4,0.3,65,2.31,881
C-323422,2952,IL,40.8614,-90.4378,Planted/Cultivated,No,Yes,8.1,0.2,45,18.2,0.6,65,2.1,831
C-338722,4123,KY,37.9573,-84.6275,Planted/Cultivated,No,Yes,8.1,0.1,45,35.9,0.5,70,3.28,1700
C-340778,5320,OK,35.7661,-95.1912,Forested,No,No,8.1,0.3,46,12.8,0.3,42,1.47,520
C-338725,6334,WY,41.6089,-107.637,Shrubland,No,No,8.1,0.7,46,22.5,0.3,111,2.75,538
C-338690,4185,KY,39.0971,-84.7997,Forested,No,No,8.1,0.3,47,27.3,0.9,90,3.54,1060
C-338702,4734,NE,41.7025,-97.1033,Planted/Cultivated,No,Yes,8.1,0.8,47,20.2,0.3,81,2.48,725
C-340772,2686,AR,36.3915,-90.3951,Planted/Cultivated,No,Yes,8.1,0.1,48,19.3,0.1,76,2.32,767
C-340775,3723,KS,39.2708,-96.1755,Herbaceous ,No,Yes,8.1,0.3,50,26.8,0.5,66,2.81,645
C-340776,4296,MT,47.4101,-112.7327,Forested,No,No,8.1,0.8,50,12.8,0.1,107,3.39,1090
C-338698,5771,PA,40.6618,-78.278,Planted/Cultivated,No,Yes,8.1,0.2,65,30,0.6,118,3.2,689
C-323415,6088,VT,44.5668,-73.0246,Planted/Cultivated,No,Yes,8.1,0.2,81,23.6,0.3,129,4.45,770
C-328418,11564,GA,33.3986,-84.4361,Planted/Cultivated,No,Yes,8,0.05,9,18.2,0.3,17,1.09,813
C-328414,10540,AZ,33.5679,-111.2353,Shrubland,No,No,8,0.05,16,34.1,0.1,69,3.34,624
C-328420,11820,ID,44.0061,-116.1797,Forested,No,No,8,0.1,17,18,0.1,69,3.02,661
C-338704,203,MI,41.9941,-84.9026,Planted/Cultivated,No,Yes,8,0.3,23,18.2,0.3,69,1.65,721
C-328413,9516,AL,33.5706,-85.9403,Planted/Cultivated,No,Yes,8,0.05,24,18.3,0.4,98,1.77,462
C-323346,2137,SD,45.1678,-99.6746,Herbaceous ,No,Yes,8,0.4,30,13.9,0.3,52,1.89,1980
C-338701,1675,NY,43.6094,-75.4808,Forested,No,No,8,0.4,31,43.5,1,86,3.09,686
C-323339,651,MT,48.438,-106.5229,Herbaceous ,No,Yes,8,0.4,32,16.1,0.5,74,2.21,651
C-328417,11372,AZ,31.8496,-109.9778,Shrubland,No,No,8,0.3,33,29.9,0.3,55,2.16,371
C-338683,2238,SD,42.992,-97.5547,Planted/Cultivated,No,Yes,8,0.4,36,17.8,0.5,63,2.17,776
C-328425,12844,IL,39.9975,-88.1178,Planted/Cultivated,No,Yes,8,0.1,37,23.9,0.5,60,2.18,814
C-338691,1928,SD,44.0012,-99.3378,Herbaceous ,No,Yes,8,0.3,37,14.6,0.5,62,1.79,427
C-340768,638,MO,37.6837,-93.7347,Planted/Cultivated,No,Yes,8,0.3,38,24.4,0.4,51,1.84,648
C-338709,894,MT,48.817,-104.4909,Planted/Cultivated,No,Yes,8,0.3,39,14.1,0.5,67,2.11,764
C-338689,1113,MT,46.2066,-108.0814,Shrubland,No,No,8,0.2,39,15,0.2,62,2.15,369
C-323335,2251,TX,30.488,-100.3497,Planted/Cultivated,No,Yes,8,0.5,39,20.8,0.4,67,2.16,622
C-338657,1227,ND,48.9424,-102.7896,Planted/Cultivated,No,Yes,8,0.3,40,13.9,0.6,65,1.86,486
C-340769,1662,ND,47.4202,-102.3159,Planted/Cultivated,No,Yes,8,0.3,40,11.6,0.5,66,3.2,814
C-328419,11616,IA,42.8571,-91.2309,Planted/Cultivated,No,Yes,8,0.2,41,19.8,0.5,74,2.31,870
C-328426,12896,IL,39.5418,-90.034,Planted/Cultivated,No,Yes,8,0.2,41,21.6,0.4,59,2.08,919
C-323341,89,LA,29.281,-90.6444,Developed,Yes,No,8,0.3,41,19,0.4,78,2.62,648
C-323345,793,MT,47.3546,-107.3178,Shrubland,No,No,8,0.3,41,15.6,0.3,72,2.47,556
C-328421,12192,IL,39.612,-88.4521,Planted/Cultivated,No,Yes,8,0.2,42,25,0.4,69,2.19,789
C-338672,27,KS,38.8897,-97.3539,Developed,Yes,No,8,1.1,42,30.5,0.8,111,1.99,409
C-328422,12512,IL,40.2257,-88.9453,Planted/Cultivated,No,Yes,8,0.3,43,53.9,0.4,101,2.16,820
C-323344,712,MT,47.3495,-110.7033,Planted/Cultivated,No,Yes,8,0.5,44,21.5,0.5,102,2.17,512
C-338695,1224,MT,48.7817,-105.5833,Herbaceous ,No,Yes,8,0.2,44,14.1,0.2,49,1.79,415
C-338715,2504,TX,33.8276,-97.2672,Planted/Cultivated,No,Yes,8,0.1,45,25,0.6,41,2.85,409
C-328424,12588,IL,42.2371,-88.9006,Planted/Cultivated,No,Yes,8,0.2,46,25.3,0.3,68,1.93,890
C-323411,24,IN,39.6165,-85.1672,Planted/Cultivated,No,Yes,8,1,46,25.5,0.4,74,1.87,1240
C-340767,459,MN,44.7269,-95.8906,Planted/Cultivated,No,Yes,8,0.3,49,14.9,0.5,67,2.2,694
C-340770,1736,OK,36.3905,-96.7618,Planted/Cultivated,No,Yes,8,0.1,53,18.3,0.2,45,2.61,382
C-338664,456,MN,48.961,-97.1468,Planted/Cultivated,No,Yes,8,0.5,56,16.3,0.4,92,2.72,725
C-323343,200,ME,46.0423,-70.2836,Forested,No,No,8,0.2,62,16,0.1,77,2.72,589
C-328449,10796,AZ,34.9623,-112.1353,Shrubland,No,No,8,0.4,100,17.8,0.3,73,3.63,749
C-328415,10592,AZ,34.1288,-109.7972,Forested,No,No,8,0.2,192,22.1,0.3,89,5.81,1430
C-328460,1632,AR,33.2761,-91.4761,Planted/Cultivated,No,Yes,7.9,0.1,23,16.9,0.4,35,1.19,389
C-328462,2400,AZ,32.8742,-113.2115,Barren,No,No,7.9,0.05,23,15.9,0.1,36,1.97,336
C-328314,7724,SD,42.5467,-96.5868,Planted/Cultivated,No,Yes,7.9,0.3,23,15,0.2,70,1.57,344
C-328465,3116,CA,34.297,-114.158,Barren,No,No,7.9,0.2,27,30.2,0.1,109,3.32,1170
C-328318,8416,TX,30.8347,-97.4662,Planted/Cultivated,No,Yes,7.9,0.3,27,18.4,0.2,52,1.85,636
C-328320,8748,TX,30.5053,-101.4103,Herbaceous ,No,Yes,7.9,0.4,27,18.1,0.4,73,1.78,458
C-328313,7468,PA,41.1058,-76.1081,Forested,No,No,7.9,0.8,28,88.7,1.2,88,1.33,2510
C-328468,3628,IN,38.374,-85.8979,Planted/Cultivated,No,Yes,7.9,0.05,30,18.3,0.4,32,1.58,638
C-328305,4908,ND,48.2064,-99.7359,Planted/Cultivated,No,Yes,7.9,0.2,34,12.5,0.3,46,1.87,451
C-328319,8492,TX,29.7465,-100.8763,Shrubland,No,No,7.9,0.5,34,23.2,0.6,61,2.11,524
C-328461,2348,AZ,35.4564,-111.5563,Shrubland,No,No,7.9,0.2,35,20,0.1,83,4.29,958
C-328308,5676,NV,40.2053,-115.7483,Shrubland,No,No,7.9,0.4,35,19,0.1,84,2.42,687
C-328467,3424,IL,39.8751,-90.0942,Planted/Cultivated,No,Yes,7.9,0.3,37,23.9,0.7,89,2.12,878
C-328303,4652,MO,37.0183,-91.5805,Planted/Cultivated,No,Yes,7.9,0.1,37,26.1,0.4,26,1.46,951
C-328304,4704,ND,46.3726,-100.0588,Herbaceous ,No,Yes,7.9,0.3,37,14,0.5,60,1.95,427
C-328307,5420,NE,41.4494,-98.5008,Herbaceous ,No,Yes,7.9,0.4,37,24.1,0.2,64,2.26,378
C-328317,8096,TX,35.1026,-102.5436,Planted/Cultivated,No,Yes,7.9,0.2,37,17.4,0.3,68,2.77,501
C-328412,8800,UT,41.8758,-113.0609,Shrubland,No,No,7.9,0.5,38,18.7,0.4,61,1.97,462
C-328469,3680,KS,39.1624,-98.6952,Herbaceous ,No,Yes,7.9,0.8,39,18.9,0.5,73,2.15,360
C-328466,3372,IL,40.5596,-88.7989,Planted/Cultivated,No,Yes,7.9,0.2,40,29.3,0.4,73,2.32,764
C-328315,7776,SD,43.4839,-97.932,Planted/Cultivated,No,Yes,7.9,0.3,40,16.6,0.4,84,2.41,848
C-328312,7212,OK,36.9045,-97.0551,Planted/Cultivated,No,Yes,7.9,0.2,41,23.3,0.4,53,2.23,512
C-328302,4396,MO,40.0258,-93.3439,Planted/Cultivated,No,Yes,7.9,0.1,43,21.1,0.5,38,1.83,597
C-328470,4000,KS,39.7756,-96.0361,Herbaceous ,No,Yes,7.9,0.5,45,48.8,0.7,92,2.7,582
C-328309,6444,OH,38.8035,-82.4824,Forested,No,No,7.9,0.2,45,27.8,0.5,71,1.95,1620
C-328311,6700,OH,41.1465,-83.8596,Planted/Cultivated,No,Yes,7.9,0.5,46,26.6,0.7,128,2.86,327
C-328310,6496,OH,41.4631,-83.2989,Planted/Cultivated,No,Yes,7.9,0.6,52,31,0.7,136,3.32,487
C-328471,4256,LA,32.0303,-91.365,Forested,No,No,7.9,0.8,62,28,1,123,3.43,790
C-328463,2604,CA,35.995,-121.139,Herbaceous ,No,Yes,7.9,46.6,66,8.4,0.3,119,1.83,245
C-328459,1580,AL,32.0475,-86.7708,Developed,Yes,No,7.9,0.2,68,19.1,0.4,91,3.48,169
C-328301,4320,MN,48.7967,-96.9522,Planted/Cultivated,No,Yes,7.9,0.4,70,18.4,0.5,103,3.03,682
C-341250,7036,AZ,35.7967,-109.9901,Shrubland,No,No,7.8,0.2,13,19,0.1,80,1.8,344
C-364471,12092,NV,39.4628,-117.052,Shrubland,No,No,7.8,0.3,21,26.3,0.1,76,2.36,638
C-328453,300,UT,39.2703,-113.2499,Barren,No,No,7.8,0.3,26,15.5,0.2,42,1.63,471
C-328457,812,WY,42.3901,-107.6654,Herbaceous ,No,Yes,7.8,0.2,26,31.2,0.1,44,1.57,334
C-341269,11708,NM,35.5725,-107.1339,Shrubland,No,No,7.8,0.1,29,15.7,0.1,71,2.25,227
C-328452,224,TX,32.2107,-100.1795,Planted/Cultivated,No,Yes,7.8,0.3,30,16.2,0.3,50,1.91,466
C-341256,8124,IL,38.1544,-89.0082,Herbaceous ,No,Yes,7.8,0.05,32,18.2,0.4,43,1.73,651
C-364503,9596,MO,39.5135,-91.8024,Planted/Cultivated,No,Yes,7.8,0.05,32,26.5,0.3,29,1.83,491
C-364474,13180,TX,33.3172,-99.5275,Planted/Cultivated,No,Yes,7.8,0.2,32,15.4,0.1,49,2.07,487
C-341268,11196,NM,36.9234,-103.8584,Shrubland,No,No,7.8,0.3,33,24,0.6,70,2.41,311
C-341255,7868,IA,40.6756,-91.3687,Planted/Cultivated,No,Yes,7.8,0.3,36,25.1,0.4,50,1.55,1570
C-341254,7612,IA,42.1068,-92.4524,Planted/Cultivated,No,Yes,7.8,0.2,37,18.7,0.4,56,2.29,695
C-364469,9788,MT,46.0475,-105.5478,Herbaceous ,No,Yes,7.8,0.3,37,19.6,0.4,58,2.8,646
C-341272,12540,OH,40.8122,-82.8454,Developed,Yes,No,7.8,0.3,37,35.8,0.7,80,1.98,760
C-364466,8764,KY,37.2178,-85.6487,Planted/Cultivated,No,Yes,7.8,0.05,38,16.2,0.4,39,1.57,552
C-300036,14697,TX,34.6538,-102.4973,Planted/Cultivated,No,Yes,7.8,0.3,38,18.5,0.3,82,2.91,577
C-328458,1324,WY,41.9566,-110.1762,Shrubland,No,No,7.8,0.3,38,19.7,0.1,56,2.2,1290
C-341262,10172,NC,36.1737,-78.9766,Planted/Cultivated,No,Yes,7.8,0.1,39,20.8,0.5,56,4.32,661
C-341263,10492,ND,48.2138,-98.1167,Planted/Cultivated,No,Yes,7.8,0.4,40,20.4,0.6,67,1.84,843
C-364473,12860,SD,44.0926,-99.5369,Planted/Cultivated,No,Yes,7.8,0.2,40,16.7,0.4,61,2.03,446
C-364514,8316,IL,38.5833,-89.5635,Planted/Cultivated,No,Yes,7.8,0.3,42,39.8,0.7,128,2,788
C-364468,9148,MN,45.268,-96.0035,Planted/Cultivated,No,Yes,7.8,0.3,43,15.8,0.7,73,2.33,793
C-341251,7100,AZ,33.4773,-110.851,Shrubland,No,No,7.8,0.3,44,57.7,0.3,135,4.98,959
C-341264,10748,ND,46.0463,-101.0579,Planted/Cultivated,No,Yes,7.8,0.2,44,12,0.4,59,2.2,644
C-341260,9340,MN,43.8823,-92.6688,Planted/Cultivated,No,Yes,7.8,0.2,45,23.7,0.7,72,2.15,610
C-341271,12220,NY,43.2502,-73.8632,Forested,No,No,7.8,0.2,45,64.2,0.8,101,3.36,444
C-364464,8444,IL,39.7184,-88.4092,Planted/Cultivated,No,Yes,7.8,0.3,46,26.7,0.5,88,2.12,942
C-341270,11964,NV,41.5558,-118.4088,Shrubland,No,No,7.8,0.7,46,18.1,0.1,131,3.7,631
C-341259,8700,IN,40.1106,-87.5147,Planted/Cultivated,No,Yes,7.8,0.4,49,21,0.4,91,2.3,561
C-341267,11132,ND,46.6096,-102.0345,Planted/Cultivated,No,Yes,7.8,0.4,49,15.3,0.6,87,3.08,716
C-364513,7996,ID,42.9117,-113.9675,Shrubland,No,No,7.8,1,50,24.4,0.3,101,2.5,561
C-364467,9084,MN,43.6469,-92.9397,Planted/Cultivated,No,Yes,7.8,0.3,50,22,0.6,72,2.38,1250
C-328455,608,WY,41.1826,-109.6397,Herbaceous ,No,Yes,7.8,0.3,54,19.6,0.3,50,2.17,526
C-364472,12412,OH,41.2379,-84.2151,Planted/Cultivated,No,Yes,7.8,0.6,57,24,0.7,109,3.23,302
C-299947,31081,TX,33.3042,-98.0899,Planted/Cultivated,No,Yes,7.8,0.2,57,21.7,0.3,73,3.22,496
C-341266,10812,ND,46.7528,-96.8324,Planted/Cultivated,No,Yes,7.8,0.5,59,17.6,0.6,102,2.97,981
C-341261,9468,MO,36.518,-93.9802,Herbaceous ,No,Yes,7.8,0.8,61,22.2,0.2,82,1.8,1230
C-364470,10044,MT,45.4549,-111.6495,Forested,No,No,7.8,0.5,84,18.7,0.3,118,4.16,881
C-328454,556,WA,47.7632,-122.2079,Planted/Cultivated,No,Yes,7.8,0.3,93,39.8,0.2,83,2.66,714
C-341249,6716,AZ,35.0001,-112.3534,Shrubland,No,No,7.8,0.5,104,24.4,0.3,85,3.79,822
C-341253,7420,CA,40.648,-122.592,Forested,No,No,7.8,0.2,214,8.1,0.3,68,6.9,1080
C-341239,4796,NV,37.6247,-116.8696,Shrubland,No,No,7.7,0.2,8,23.1,0.1,44,1.62,447
C-364460,4220,NM,36.5464,-105.1312,Forested,No,No,7.7,0.2,17,17.4,0.2,60,2.65,732
C-341245,6012,TX,31.4558,-98.2729,Planted/Cultivated,No,Yes,7.7,0.3,25,12.9,0.3,37,1.4,288
C-364455,2556,MN,45.7732,-92.9155,Planted/Cultivated,No,Yes,7.7,0.05,26,15.8,0.1,59,2.81,886
C-341231,3260,MT,48.6462,-110.331,Herbaceous ,No,Yes,7.7,0.3,26,15.2,0.2,62,2.2,700
C-341240,4988,NV,37.6974,-114.7715,Shrubland,No,No,7.7,0.3,28,20.2,0.1,58,2.2,688
C-364457,3324,MT,45.9287,-107.5929,Planted/Cultivated,No,Yes,7.7,0.4,29,21.7,0.1,134,1.79,383
C-341246,6076,VA,38.1719,-77.6936,Forested,No,No,7.7,0.05,29,16.4,0.4,24,1.48,268
C-341235,4028,NE,42.7879,-98.3934,Herbaceous ,No,Yes,7.7,0.6,31,18.8,0.6,77,2.29,3180
C-341244,5372,SD,44.7351,-102.6966,Planted/Cultivated,No,Yes,7.7,0.3,32,14,0.5,57,1.61,447
C-341222,1268,ID,44.6482,-113.5555,Forested,No,No,7.7,1.5,34,35.7,0.1,138,2.16,2930
C-364463,5948,TX,29.3311,-99.436,Planted/Cultivated,No,Yes,7.7,0.3,34,14.4,0.2,55,2.34,422
C-341217,508,AL,33.5162,-86.2427,Planted/Cultivated,No,Yes,7.7,0.05,35,15.8,0.5,26,1.93,195
C-364511,3452,MT,47.6663,-112.0164,Herbaceous ,No,Yes,7.7,0.4,35,18.6,1.3,92,2.64,263
C-364458,3580,ND,46.7481,-102.5248,Planted/Cultivated,No,Yes,7.7,0.4,35,13.6,0.6,64,2.22,688
C-341223,1276,ID,42.8649,-116.7691,Forested,No,No,7.7,0.4,36,22,0.1,111,3.41,1180
C-341242,5364,SD,43.3403,-97.8808,Planted/Cultivated,No,Yes,7.7,0.4,36,16.6,0.5,55,2.24,762
C-341227,2300,MD,39.4268,-75.9741,Herbaceous ,No,Yes,7.7,0.3,38,21.2,0.2,67,2.53,273
