A_LabID,SiteID,StateID,Latitude,Longitude,LandCover,Al,As,Ba,Cd,Ce,Co,Cr,Cs,Cu,Fe,Hg,Li,Mg,Mn,Mo,Ni,Pb,Rb,Sb,Se,Sn,Zn
C-326195,3924,NM,32.9392,-106.0155,Shrubland,5.61,4.9,414,0.3,68.9,11.8,46,2.5,21.2,2.82,0.01,34,1.26,537,1.17,24.3,14.6,102,0.49,0.1,2.4,87
C-364513,7996,PA,40.8923,-79.7934,Planted/Cultivated,5.75,6,393,0.3,76.9,14.3,41,2.5,17.9,2.82,0.04,38,0.39,755,0.95,23.6,20.7,78.3,0.58,0.4,2.3,87
C-353287,6650,OR,42.969,-123.8202,Forested Upland,8.27,12.9,852,0.05,54.5,13.9,69,9,26.1,3.89,0.05,48,0.8,1020,0.83,39.1,20.5,109,0.88,0.2,2.3,87
C-346649,79,OR,42.9012,-117.655,Herbaceous Upland,7.64,6.5,877,0.3,69.3,19.2,82,2.5,44.6,4.88,0.01,23,0.85,1090,1.61,23.8,17.8,70.4,1.05,0.1,2.2,87
C-354198,4494,WA,46.3346,-120.1951,Planted/Cultivated,7.22,3.6,577,0.1,46.7,16.5,56,2.5,22.9,4.15,0.05,20,1.32,769,0.58,35.8,11.9,53.4,0.53,0.1,2,87
C-320792,9692,WV,38.2632,-81.5799,Herbaceous Upland,5.52,5.2,424,0.1,69,11.7,45,2.5,16.2,2.52,0.03,37,0.45,611,0.67,19.1,26.2,76.8,0.35,0.8,2,87
C-357337,3064,TX,32.4261,-96.9972,Planted/Cultivated,4.71,11,286,0.5,67.2,11,38,2.5,26.6,2.38,0.02,25,0.52,887,0.79,32.8,20.8,63.1,1.04,0.8,1.9,87
C-353243,5114,OR,43.6455,-120.8442,Forested Upland,9.09,3.8,578,0.1,42.7,16.4,29,2.5,23.7,4.47,0.01,26,1.07,951,1.09,21.7,10.1,37.8,0.31,0.1,1.8,87
C-309922,3544,KS,39.7408,-98.4114,Planted/Cultivated,4.9,6.1,577,0.5,67.9,7.2,40,2.5,16.5,1.76,0.03,21,0.47,377,1.66,16.2,20.6,86,0.89,0.5,1.8,87
C-353209,2042,OR,43.2362,-120.1383,Shrubland,8.4,5.2,857,0.1,50.6,16,34,2.5,22.8,4.66,0.01,18,1.19,1070,0.99,17.8,9.3,36.5,0.41,0.1,1.7,87
C-349939,764,OH,39.0328,-82.2806,Planted/Cultivated,5.55,7.6,425,0.1,78.1,17.7,50,5,20.9,2.76,0.04,43,0.44,511,1.41,22.3,28.5,82.9,0.7,0.5,1.7,87
C-335448,5966,MT,48.4395,-115.9522,Forested Upland,5.99,4.2,540,0.1,73,12,26,7,20.5,3.12,0.02,28,0.65,731,0.68,21.6,20.3,83.4,0.55,0.1,1.6,87
C-300420,11105,NY,43.3798,-75.6057,Planted/Cultivated,2.89,4.2,219,0.3,31.5,4,19,2.5,15.1,1.71,0.06,20,0.31,372,0.61,7.8,25.6,46.4,0.36,0.5,1.6,87
C-306805,12632,NE,41.6,-97.5167,Planted/Cultivated,5.62,10.7,704,0.5,70.1,11.2,44,2.5,18.4,2.27,0.02,25,0.6,556,1.21,23.9,21.3,85.8,1.13,0.4,1.6,87
C-359158,9412,TX,30.6437,-101.4731,Herbaceous Upland,5.1,6.8,413,0.3,58.5,7.9,35,6,25.7,2.21,0.01,21,0.76,565,1.35,16.7,16,85.4,0.99,0.3,1.6,87
C-353278,5882,OR,45.2231,-120.1711,Shrubland,7.27,4.5,582,0.2,56.5,21.4,38,2.5,31.2,5.03,0.02,22,1.2,1030,0.63,19.2,12.1,51.8,0.5,0.1,1.5,87
C-353298,7674,OR,44.3639,-121.2664,Forested Upland,8.89,2.6,433,0.2,40,23.4,68,2.5,38.9,5.02,0.01,17,1.51,915,0.86,43.4,11.3,34.5,0.31,0.1,1.5,87
C-338400,13160,MN,43.5104,-93.6193,Planted/Cultivated,4.55,5.7,556,0.4,42,7.5,31,2.5,16.5,1.86,0.04,15,0.35,765,0.75,15.6,40.8,61.6,0.72,0.4,1.5,87
C-353203,1530,OR,42.8484,-123.1624,Forested Upland,6.32,6.7,686,0.05,51.4,16.1,107,6,26.8,4.07,0.05,33,0.49,972,1.16,43.5,13.7,70.5,0.64,0.4,1.5,87
C-320322,2639,NV,39.9704,-118.0884,Shrubland,7.3,13.6,855,0.3,65.2,8.6,31,2.5,23.6,4.17,0.01,29,0.97,669,2,12.6,19.5,89.8,2.59,0.2,1.5,87
C-354280,8590,WA,46.3802,-119.4357,Shrubland,7.65,3.7,596,0.1,46,20,75,2.5,20.9,5.23,0.01,21,1.57,898,0.58,36.8,10.3,50.1,0.65,0.1,1.4,87
C-354221,9502,WA,47.7386,-123.0724,Forested Upland,7.51,5.4,526,0.1,45.6,14.7,69,2.5,35.4,4.36,0.04,37,1.47,667,0.56,37.8,9.9,52,0.49,0.1,1.4,87
C-323096,4441,ND,46.6208,-99.4402,Herbaceous Upland,5.07,8.5,584,0.4,56.1,9.6,48,2.5,21.8,2.23,0.06,26,0.68,1670,1.03,31.6,16.8,75.6,0.91,0.7,1.4,87
C-340126,12478,ND,46.6096,-102.0345,Planted/Cultivated,6.45,7.8,733,0.4,47,11.7,49,6,32.8,3.08,0.03,30,1.5,716,1.4,36.4,15.3,71.5,1.19,0.6,1.4,87
C-335265,12923,ID,42.7313,-111.644,Shrubland,5.29,7.6,603,0.9,61.3,9.6,41,2.5,24.1,2.39,0.02,29,0.63,900,0.89,18.8,17.7,89.2,0.68,0.2,1.4,87
C-355878,223,CA,40.485,-121.6317,Forested Upland,8.9,4.8,514,0.2,37.5,21.3,83,2.5,30.4,4.57,0.05,29,2.05,1110,1.16,56.2,12.7,41.8,0.41,0.1,1.3,87
C-343218,7671,CA,33.9636,-116.8951,Herbaceous Upland,7.57,2,903,0.05,94.1,15.7,57,2.5,20.9,4.56,0.01,11,1.33,718,0.36,29.8,18.3,90.4,0.29,0.1,1.3,87
C-348959,11624,IA,43.134,-91.7236,Planted/Cultivated,5.52,6.6,672,0.3,54.8,12.5,50,2.5,18.8,2.25,0.03,22,0.52,1120,1.06,20.2,21.9,78.9,0.66,0.5,1.3,87
C-353222,3086,OR,44.6824,-121.9573,Forested Upland,9.51,2.1,445,0.05,54.4,25.7,71,2.5,54.2,5.46,0.07,23,1.5,951,0.91,53.3,8.4,22,0.22,0.3,1.3,87
C-335480,2862,MT,46.3186,-108.9235,Herbaceous Upland,6.88,11.7,805,0.2,56.8,11.7,42,5,23,3.07,0.03,33,0.86,377,1.36,21.5,22.3,91.6,0.71,0.5,1.2,87
C-338346,1689,MN,47.0589,-93.6761,Forested Upland,4.17,2.9,649,0.8,46.3,6.9,35,2.5,9.1,1.26,0.08,12,0.31,3420,1.15,12.3,22,75.6,0.4,0.5,1.2,87
C-354230,10526,WA,47.5433,-124.2195,Forested Upland,5.45,4,366,0.2,33.4,5.9,32,2.5,13.8,2.71,0.08,29,0.63,296,0.38,14.4,13.4,35,0.42,0.1,1.1,87
C-354254,12986,WA,46.4945,-122.0168,Forested Upland,8.94,3.7,359,0.1,32.4,17.4,29,2.5,40.1,4.24,0.06,20,1.25,972,0.95,19.1,8.7,31.1,0.31,0.1,1.1,87
C-351568,724,AZ,32.8725,-110.5996,Shrubland,7.39,2.1,297,0.2,29.1,46.1,55,2.5,44.2,8.3,0.01,23,3.58,1270,0.5,64.7,10,27.7,0.24,0.5,1.1,87
C-323343,200,SD,44.7545,-97.9949,Herbaceous Upland,4.84,7.3,726,0.4,53.8,8.5,39,2.5,16.3,1.86,0.04,18,0.52,2530,0.77,22.4,14.7,63.1,0.79,0.6,1,87
C-314078,8332,LA,32.241,-93.4328,Forested Upland,8.32,10.4,536,0.1,87.6,16.4,84,8,25.1,4.54,0.01,76,2.34,948,0.9,34.3,20.5,138,0.7,0.2,2.9,86
C-326203,1940,NM,33.8932,-107.7015,Herbaceous Upland,6.97,5.3,573,0.3,84.5,9.7,34,15,21.6,2.47,0.03,45,0.52,763,0.95,14.6,24.3,163,0.96,0.1,2.8,86
C-320371,4975,NV,37.2218,-116.5074,Shrubland,6.71,3.9,731,0.2,185,4.1,10,2.5,7.9,2.14,0.01,31,0.56,720,1.66,6.9,26.4,133,0.86,0.1,2.6,86
C-354271,7610,WA,46.8989,-123.9962,Forested Upland,6.7,5.9,278,0.1,33.3,10.5,84,2.5,46,4.79,0.18,22,0.59,465,1.46,27.5,45.4,22.9,0.86,1.5,2.6,86
C-300415,673,NY,43.6094,-75.4808,Forested Upland,5.12,8,253,0.4,53.2,9,31,2.5,22.1,3.09,0.12,34,0.53,686,1.23,12.4,43.5,76.7,0.64,1,2.6,86
C-346637,11023,OR,42.411,-117.6117,Shrubland,7.21,5.6,1110,0.3,87.5,12.5,34,2.5,30.7,3.71,0.03,24,0.56,927,1.82,15.9,18.9,53.4,0.86,0.1,2.4,86
C-335187,10363,ID,43.9814,-111.5816,Herbaceous Upland,5.47,4.7,808,0.2,101,8.7,41,2.5,12.8,2.72,0.01,32,0.6,530,2.49,18.5,20.5,99.2,0.36,0.1,2.3,86
C-359128,6271,TX,32.837,-101.6462,Herbaceous Upland,6.84,7.4,506,0.4,70.3,10.7,42,7,31.7,3.14,0.01,37,0.97,467,0.54,23.6,20.5,107,1.07,0.1,2.2,86
C-353291,6926,OR,44.8005,-117.6692,Shrubland,6.46,2.2,931,0.3,47,13.3,57,8,29.9,3.06,0.02,32,0.8,876,0.86,29.6,10.4,51,0.74,0.1,1.9,86
C-310105,11672,KS,38.2596,-96.188,Developed,6.7,9.8,654,0.3,70.1,13.7,70,5,21.5,2.87,0.02,35,0.59,684,1.03,24.1,24.7,91.7,0.98,0.4,1.9,86
C-318575,1979,WY,41.7856,-108.8163,Shrubland,6.67,10.5,481,0.2,66,9,49,6,17,3.1,0.02,29,1,400,1,18.3,22.1,112,0.87,0.4,1.9,86
C-337556,7246,MT,46.7538,-114.6003,Forested Upland,6.52,4.2,700,0.1,52.2,9.7,24,2.5,14.4,2.2,0.03,31,0.46,1210,0.86,15.6,18,81,0.48,0.1,1.8,86
C-312433,9032,AR,35.4685,-90.4141,Herbaceous Upland,6.24,10.1,696,0.4,60.7,8.2,61,6,15.3,3.14,0.04,33,0.68,1180,1.24,33.9,23.3,103,1.06,1,1.8,86
C-318604,6091,WY,44.7217,-106.3174,Herbaceous Upland,5.49,13.8,570,0.4,59.5,9,46,7,28.9,2.81,0.03,27,0.56,336,3.77,18.6,22.4,109,1.24,0.9,1.8,86
C-326407,7272,OK,36.8939,-95.3409,Planted/Cultivated,5.69,18.7,736,0.6,82.2,17,58,6,24.8,4.8,0.01,34,0.46,2450,0.75,33.9,29.6,81.5,1.36,0.7,1.8,86
C-355133,6760,WI,43.7362,-91.0012,Herbaceous Upland,3.44,3.4,565,0.3,52.7,9.5,27,2.5,11.9,1.48,0.04,14,1.03,1330,0.65,11.9,26.4,58.1,0.67,0.3,1.8,86
C-348678,5032,IL,41.7693,-89.235,Planted/Cultivated,4.49,6.6,640,0.2,48.1,9.5,40,2.5,15.2,1.91,0.03,20,0.92,682,0.91,19,19.2,72.7,0.58,0.2,1.8,86
C-348675,10296,IL,42.0255,-87.992,Herbaceous Upland,5.36,9.5,560,0.3,61.9,14.5,52,5,23.2,2.6,0.04,37,0.58,821,1.36,23.3,29.5,91,0.72,0.6,1.7,86
C-351239,5868,IN,38.2296,-86.0714,Planted/Cultivated,3.06,7.4,273,0.3,44.2,6.5,35,2.5,18.3,2.07,0.05,20,0.22,356,1.32,13.4,24.1,47.5,1.54,0.4,1.7,86
C-353262,9978,OR,45.1999,-120.7082,Herbaceous Upland,7.58,3.4,558,0.1,47.7,14.5,42,2.5,23.6,4.49,0.02,20,1.05,778,0.58,19.2,10.6,44.6,0.4,0.1,1.6,86
C-354159,142,WA,47.4609,-119.874,Shrubland,7.4,2,589,0.2,52,23,31,2.5,31.3,5.23,0.02,19,1.36,965,0.67,21,11.3,39.7,0.29,0.1,1.6,86
C-350408,6572,KY,38.2184,-84.0689,Planted/Cultivated,5.3,28.1,489,0.2,107,22.1,55,2.5,21.5,6.59,0.05,33,0.41,4090,1.01,26.7,40.2,96.4,0.61,0.4,1.6,86
C-318524,5067,WY,43.8068,-106.2703,Herbaceous Upland,5.12,7.4,578,0.4,68.8,8.4,46,6,16.2,2.28,0.01,26,0.61,380,1.29,19.9,18.3,98.5,0.78,0.3,1.6,86
C-335453,6574,MT,47.7875,-111.0727,Planted/Cultivated,6.29,12,683,0.4,55.8,11.2,43,6,25.4,2.75,0.04,35,1.23,392,1.01,24.7,18.2,89.3,0.89,0.5,1.5,86
C-350006,11536,OH,40.5599,-84.6905,Planted/Cultivated,5.67,9.9,511,0.2,66.1,12.6,45,2.5,20.6,2.65,0.03,29,0.52,683,4.57,20.5,24.9,90.8,0.73,0.5,1.5,86
C-348665,8616,IL,41.0359,-88.2486,Planted/Cultivated,4.72,6.9,449,0.3,49.7,10.5,48,5,22.2,2.34,0.03,32,0.94,390,2.35,20.5,28.9,96.4,0.68,0.5,1.5,86
C-337635,12078,MT,46.8149,-110.2869,Forested Upland,4.23,12.5,513,0.7,50.6,6.2,43,5,14.8,2.02,0.06,27,0.61,573,0.71,14,30.5,70,1,0.3,1.5,86
C-337592,8110,MT,44.9408,-111.9905,Forested Upland,5.43,9.8,770,0.7,57.4,9.8,43,5,15.1,2.33,0.02,22,0.81,694,1.1,22.6,16.9,78.3,1.07,0.2,1.5,86
C-313259,3483,UT,39.0768,-109.3763,Shrubland,5.09,11.5,643,2.2,44,8.1,38,7,19.9,2.16,0.03,28,1.28,263,8.34,22.6,22.3,99.1,2.92,1.8,1.4,86
C-338065,10430,MT,45.1348,-104.5409,Herbaceous Upland,5.08,9.7,663,0.1,54.6,6.2,44,6,14.2,1.98,0.03,38,0.56,131,0.91,22.8,14.3,82.3,0.7,0.4,1.4,86
C-300477,8353,NY,42.4383,-74.4567,Forested Upland,3.68,6.8,248,0.1,50.4,11.4,36,2.5,14.4,2.25,0.03,29,0.48,357,0.44,21.1,18.3,68,0.58,0.2,1.4,86
C-320359,8863,NV,40.5587,-119.9749,Shrubland,8.95,3,1020,0.2,67.6,19.8,46,2.5,30.2,4.55,0.02,20,0.72,1400,1.04,18.9,14.3,40.7,0.41,0.1,1.3,86
C-326428,12840,OK,36.3686,-96.0637,Planted/Cultivated,4.01,5.4,360,0.3,59.2,6.9,44,2.5,11.6,1.9,0.02,28,0.33,328,0.45,20.6,20.5,71.4,0.48,0.7,1.3,86
C-299968,3881,ME,44.5246,-69.3517,Forested Upland,1.31,2.5,140,1.1,20.6,4.9,26,2.5,23,1.04,0.21,6,0.23,594,1.48,18.9,48,21.6,0.47,0.8,1.2,86
C-335190,10446,ID,44.4219,-114.1133,Shrubland,6.03,4.9,956,0.4,62.2,24.9,319,2.5,29.2,4.04,0.02,31,3.4,1100,0.84,131,17.9,77.6,0.78,0.3,1.2,86
C-348983,11112,IA,42.6176,-93.3415,Planted/Cultivated,5.47,6.8,603,0.2,41,8.1,45,2.5,18.3,2.17,0.04,19,0.5,683,0.59,17.1,18.4,63,0.52,0.5,1,86
C-350706,2268,VA,37.2829,-82.0017,Forested Upland,6.25,7.6,584,0.3,72.3,14.8,45,6,24.3,2.92,0.07,42,0.57,996,0.68,22.2,22.3,101,0.59,0.6,2.8,85
C-335216,8910,ID,44.6658,-115.6569,Forested Upland,7.15,4.8,987,0.3,50.6,3.3,7,2.5,10,1.69,0.02,45,0.22,1010,1.97,4.9,16.2,96.7,0.95,0.1,2.2,85
C-300460,11520,TX,26.1222,-97.1706,Barren,5.8,5.7,468,0.3,53.2,8.4,32,7,24.6,2.49,0.02,36,1.2,377,0.58,16.3,16.8,89.5,0.82,0.3,2.2,85
C-299952,2873,ME,45.4261,-68.4607,Planted/Cultivated,5.5,13.5,417,0.3,45.2,7.9,45,2.5,14.2,2.26,0.16,27,0.44,469,0.68,23.9,30.4,113,0.7,0.3,2.2,85
C-352718,11156,AZ,34.0074,-109.4851,Forested Upland,7.54,4.6,687,0.2,74.5,46.7,330,5,43.6,6.01,0.03,25,1.65,1630,1.69,97.7,19.2,72.4,0.65,0.3,2.2,85
C-350373,428,KY,38.9202,-84.4647,Forested Upland,6.36,6.5,400,0.2,84.3,21.2,54,6,25.8,4.2,0.05,43,0.76,1430,0.46,30.3,21.6,135,0.53,0.5,2.1,85
C-351829,4783,AZ,35.0001,-112.3534,Shrubland,6.36,7.8,564,0.5,82.8,22.5,104,7,34,3.79,0.03,37,1.12,822,0.95,45.9,24.4,77.8,0.85,0.3,2.1,85
C-320424,8187,NV,40.7031,-114.2301,Shrubland,4.99,10.2,588,0.7,61.1,6.8,40,8,25.7,2.13,0.05,39,1.72,662,2.02,16.5,26.2,108,2.62,0.1,2,85
C-319702,3755,CO,39.1527,-104.6836,Herbaceous Upland,6.1,3,918,0.4,117,4.8,11,2.5,11.1,1.38,0.02,17,0.26,297,0.67,6.8,53.6,173,0.58,0.4,2,85
C-320442,3151,NV,41.23,-116.4527,Shrubland,7.23,10.5,957,0.4,84,12.1,29,6,22.9,3.17,0.04,37,0.7,768,1.36,12.3,20.6,99.3,1.42,0.1,1.9,85
C-318527,12155,WY,43.8602,-106.7811,Shrubland,5.76,9.5,645,0.2,65.5,7.8,49,6,16.6,2.46,0.02,30,0.71,292,1.16,20.1,17.7,107,0.68,0.4,1.8,85
C-354189,3514,WA,46.2865,-122.7227,Forested Upland,8.34,3,377,0.05,39.9,18.9,52,2.5,36.1,4.54,0.04,18,1.73,845,0.85,30,7.7,36.8,0.38,0.1,1.7,85
C-320335,11259,NV,41.2435,-114.6057,Shrubland,6.77,8.4,827,0.5,63,8.2,35,8,23.1,2.42,0.03,45,0.81,846,1.17,14.7,20.9,98.4,0.93,0.3,1.7,85
C-351227,3564,IN,39.1872,-86.3802,Forested Upland,4.96,11.5,388,0.3,81.1,17.2,43,2.5,11.3,2.93,0.06,36,0.44,845,0.94,27.6,22.7,76.4,0.57,0.6,1.6,85
C-310097,1432,KS,39.5609,-95.5231,Planted/Cultivated,5.83,10,697,0.3,63.3,13.2,49,2.5,21.3,2.35,0.03,26,0.52,785,1.03,20,28.2,83.6,1.09,0.4,1.6,85
C-350709,2780,VA,37.9799,-79.4946,Herbaceous Upland,3.28,7.6,287,0.2,45.6,9.5,29,2.5,15.4,1.89,0.02,35,0.24,483,1.17,19.7,16.4,60.2,0.81,0.4,1.6,85
C-358579,11055,CA,35.831,-116.551,Barren,6.15,7.6,754,0.1,51.5,7.1,12,2.5,34.9,1.74,0.01,46,1.12,443,1.38,9.7,23.3,107,0.59,0.1,1.5,85
C-306813,3352,NE,42.2369,-96.6283,Planted/Cultivated,5.49,11.3,688,0.9,67.4,13,44,2.5,22.4,2.37,0.05,24,0.69,829,2.06,28.2,22.6,85,1.69,0.8,1.5,85
C-343343,8984,IA,40.942,-95.3097,Planted/Cultivated,5.86,11.5,760,0.5,65.8,13.7,51,6,21.9,3.09,0.03,27,0.6,873,1.16,28.6,21.8,83.2,1.35,0.6,1.5,85
C-340125,5182,ND,47.7735,-103.0404,Herbaceous Upland,6.35,13.1,953,0.3,45.3,8.4,45,5,24.7,2.46,0.05,22,0.68,328,3.56,22.4,15.3,70,1.05,0.6,1.5,85
C-348661,7336,IL,41.5197,-89.0827,Forested Upland,4.44,5.2,541,0.5,49.7,7.2,38,2.5,15.7,1.83,0.06,21,1.11,498,0.71,16.7,22.8,65.9,0.57,0.4,1.5,85
C-301006,8536,NE,42.4692,-97.2061,Planted/Cultivated,5.41,12.3,766,0.8,68.1,15.1,43,5,19.8,2.64,0.03,23,0.54,865,1.75,25.8,23.4,94.9,1.66,0.8,1.4,85
C-354735,9808,MI,41.9555,-84.1876,Planted/Cultivated,5.69,9.4,500,0.5,61.7,11.7,39,2.5,20.3,2.89,0.04,31,0.58,703,5.67,25.5,21.1,97.7,0.53,0.5,1.4,85
C-348805,5876,IL,37.762,-88.7798,Planted/Cultivated,5.2,7.2,547,0.3,68.7,12.4,41,2.5,18.5,2.4,0.03,31,0.46,668,1.04,21.2,18.7,77.5,0.82,0.4,1.4,85
C-326427,9512,OK,36.4432,-98.2461,Planted/Cultivated,4.64,6.3,555,0.2,57.5,6.8,29,2.5,17,1.84,0.02,30,0.62,375,0.46,15,16.3,71.3,0.55,0.2,1.4,85
C-350918,7580,NC,36.3175,-78.5714,Forested Upland,5.2,2.4,272,0.1,22.2,8.6,14,2.5,11.7,1.85,0.06,9,0.4,898,0.89,7.4,26.2,38.5,0.33,0.2,1.4,85
C-353231,4090,OR,43.765,-121.7331,Forested Upland,9.39,2.6,517,0.05,35.7,13.6,29,2.5,22.5,3.85,0.02,23,1.11,947,1.12,26.8,9,28.1,0.22,0.1,1.3,85
C-355975,6495,CA,38.517,-121.694,Herbaceous Upland,6.34,8.9,545,0.1,27.4,25.4,335,2.5,40.2,3.88,1.13,45,2.44,700,0.62,255,11.9,53.3,1.52,0.3,1.3,85
C-338067,10606,MT,47.4966,-106.9301,Shrubland,6.54,7,664,0.3,56.6,9.6,54,7,24.9,2.91,0.03,25,0.93,479,0.82,26.4,17.6,77.9,0.7,0.3,1.3,85
C-300483,1532,NY,42.3907,-77.4642,Planted/Cultivated,3.66,6.2,362,0.3,55.9,7.3,31,2.5,15.3,2.07,0.04,27,0.4,586,0.48,15.2,16,63.3,0.32,0.3,1.3,85
C-354283,8990,WA,47.8453,-121.5052,Forested Upland,7.57,13.9,329,0.2,17.9,10.5,39,2.5,35.2,3.65,0.2,19,0.97,886,0.91,15.6,20.7,25.6,1.6,0.3,1.2,85
C-338375,9160,MN,43.9933,-93.7027,Planted/Cultivated,4.86,4.8,617,0.3,45.1,6.3,53,2.5,19.9,2.17,0.04,21,0.61,413,0.38,19.9,14.9,71.5,0.46,0.7,1.1,85
C-348988,9064,IA,43.299,-92.915,Planted/Cultivated,5.57,6.9,627,0.3,47.1,8.2,51,2.5,18.4,2.26,0.03,21,0.56,618,0.44,17.8,18.5,65.3,0.48,0.6,1.1,85
C-355856,2079,CA,34.9717,-118.0225,Shrubland,8.21,8.7,750,0.2,62.5,7.7,14,2.5,11.3,3.06,0.04,42,1,549,0.68,8.3,20.2,99.7,1.6,0.1,2.5,84
C-320420,8047,NV,37.4101,-117.4675,Shrubland,7.41,45.3,714,0.3,106,14.2,49,7,26.3,3.71,0.03,39,1.06,756,1.23,24.4,23.7,149,1.53,0.1,2.4,84
C-325751,5780,NM,34.0171,-107.0404,Shrubland,6.47,7.2,744,0.4,74,9.6,42,5,23.3,2.93,0.04,33,0.39,616,0.8,18.7,27.5,152,1.88,0.1,2.3,84
C-300442,7785,VT,43.736,-72.3225,Planted/Cultivated,4.72,3.6,295,0.3,31.4,9.5,68,2.5,12.4,2.88,0.09,26,0.76,615,0.52,25,40.7,52.1,0.4,0.8,2.3,84
C-343410,247,AZ,34.65,-113.3945,Shrubland,7.09,5.6,677,0.05,105,14.2,72,10,19.2,4.48,0.35,27,0.9,652,0.72,35.1,34.5,156,0.51,0.1,2.2,84
C-354172,2190,WA,47.0566,-119.0302,Planted/Cultivated,7.12,6,696,0.1,69.8,19.1,32,5,25.1,4.77,0.01,23,1.32,934,0.73,19.7,15.5,77.3,0.79,0.1,2.1,84
C-354203,5262,WA,47.4529,-119.253,Herbaceous Upland,6.88,3.6,634,0.2,59.8,18.3,28,2.5,21.8,4.98,0.01,20,1.41,955,0.7,14.3,13.7,65.1,0.57,0.1,2.1,84
C-349996,10320,OH,41.2919,-81.8018,Developed,6.03,13.5,442,0.2,61.1,12.2,47,6,15.3,3.7,0.06,41,0.45,1190,4.66,15.8,36.3,113,0.71,0.8,2,84
C-355871,2927,CA,36.5001,-117.6065,Shrubland,8.13,11.1,675,0.3,84.5,16.4,58,5,30.4,3.93,0.02,43,1.64,859,1.31,42.4,23.5,102,1.4,0.2,2,84
C-320451,3599,NV,41.7547,-117.1434,Shrubland,7.13,8.5,849,0.6,80.4,17.1,47,7,28.2,3.14,0.05,34,0.93,1250,1.2,21.9,18.8,89.5,1.74,0.1,1.9,84
C-335197,7374,ID,44.8468,-114.4642,Forested Upland,7.05,4.3,1010,0.2,63.8,4.8,13,2.5,12.3,2.45,0.05,40,0.46,765,1.38,4.2,15.9,86.1,0.38,0.1,1.9,84
C-359139,7620,TX,30.8087,-101.4201,Herbaceous Upland,5.71,10.8,497,0.4,66.6,9.8,34,6,38.1,2.59,0.02,24,0.82,630,1.21,18.4,20.3,90.5,1.06,0.3,1.9,84
C-319694,9515,CO,37.5622,-106.0664,Developed,6.78,4.4,894,0.4,74.1,9.3,12,2.5,14.7,2.66,0.02,13,0.45,615,1.22,5.5,25.2,95.7,0.6,0.1,1.8,84
C-320468,1503,NV,41.8026,-119.833,Shrubland,7.23,6,827,0.2,66.5,17.9,28,2.5,36.1,3.59,0.03,16,0.55,907,1.26,19.3,15.5,54,0.49,0.1,1.8,84
C-320496,12959,NV,40.6299,-118.8764,Shrubland,7.62,6,941,0.8,38.9,7.5,20,2.5,22.2,2.15,0.02,30,0.72,633,1.61,12.5,15.6,91.7,1.34,0.3,1.8,84
C-338064,10350,MT,46.2526,-107.3255,Herbaceous Upland,6.23,6.8,601,0.3,65,9.2,40,6,17.8,2.58,0.02,30,1.38,355,0.8,19.7,16.7,94.9,1.09,0.3,1.8,84
C-340767,459,SD,43.8842,-101.1025,Herbaceous Upland,7.04,7.7,705,0.3,56.8,12.9,50,7,23.2,3.2,0.03,32,0.93,458,1.15,26.3,20.7,69.5,1.04,0.8,1.7,84
C-348669,9744,IL,40.7162,-87.6471,Planted/Cultivated,4.48,5.2,471,0.3,44.3,5.7,37,2.5,20.6,1.84,0.04,25,0.39,219,0.88,16.1,24.5,76.2,0.52,0.5,1.7,84
C-325739,11995,NM,35.3957,-108.667,Herbaceous Upland,5.92,6.4,657,0.2,58.4,10.2,37,6,22.8,2.6,0.07,29,0.55,342,0.71,14.9,21.7,93,1.69,0.2,1.7,84
C-300468,161,NY,42.5057,-75.096,Forested Upland,5.08,11.2,319,0.05,65.6,12.9,47,2.5,11.5,3.23,0.04,54,0.54,421,0.32,23.7,16.1,92.9,0.49,0.2,1.7,84
C-320438,10575,NV,40.2053,-115.7483,Shrubland,5.93,7.9,784,0.4,59.9,8.3,35,7,21.2,2.42,0.03,35,1.22,687,1.18,15.6,19,96.8,1.68,0.1,1.6,84
C-319591,12347,CO,37.2561,-104.2432,Shrubland,5.15,4.7,624,0.6,58.5,8.3,32,2.5,21.1,2.25,0.03,20,0.57,438,1.89,16.6,21.8,79.9,0.69,1.4,1.6,84
C-353188,14,OR,43.24,-121.41,Forested Upland,9.42,2.6,610,0.05,38,15.2,22,2.5,30.7,4.26,0.01,21,0.95,764,0.91,19.7,9.9,27.8,0.3,0.1,1.5,84
C-354205,5370,WA,46.0734,-121.599,Forested Upland,9.27,0.9,322,0.05,28.6,13.4,32,2.5,21.2,3.44,0.02,20,1.15,710,0.69,20.3,7.5,26.1,0.11,0.1,1.5,84
C-312879,7244,AR,33.3827,-91.2223,Planted/Cultivated,5.22,10.3,638,0.4,58.5,9.2,44,2.5,17,2.3,0.04,26,0.55,549,0.79,22.2,18.4,95.6,0.63,1,1.4,84
C-348932,8936,IA,41.8147,-92.6902,Planted/Cultivated,6.6,10.1,769,0.3,62.5,13.8,55,2.5,22.5,2.91,0.04,28,0.69,1140,1.34,30.9,20.4,71.9,1.04,0.3,1.4,84
C-354195,4238,WA,47.9558,-119.5036,Shrubland,7.06,2.6,783,0.2,56.2,18.2,30,2.5,23,4.75,0.01,17,1.03,982,1.32,16.7,11.5,53.6,0.41,0.3,1.4,84
