FIPS,LBC_Rate
1089,42.5
1103,48.2
1121,59.7
6083,24.8
6111,26.5
8001,34.4
8005,27.2
8009,41.38
8011,40.9
8013,21.1
8014,21.5
8015,27
8017,30.84
8019,23.69
8025,27.78
8027,22.64
8029,30.6
8031,29.4
8033,27.23
8035,22
8039,24.4
8041,28.9
8043,37.4
8045,24.3
8047,24.76
8049,22.56
8051,21.25
8055,30.7
8057,26.42
8059,27.5
8061,40.43
8063,29.7
8065,26.48
8067,17.2
8069,25.7
8071,34.9
8073,29.06
8075,34.4
8077,36.9
8081,29.6
8083,33.3
8085,36.4
8087,33.7
8089,21.2
8091,21.77
8093,21.3
8095,36.55
8097,12.98
8099,54.3
8101,34.1
8103,34.47
8113,20.29
8115,42.64
8117,12.62
8119,26
8121,29.71
8123,30.5
8125,26.3
9001,29
9007,36.6
9009,38
9011,39.2
13067,35.6
13089,30.1
13121,33.3
13135,31.7
16009,52.8
16013,20.1
16015,31.9
16017,42
16021,27.2
16023,25.98
16025,27.16
16033,28.31
16035,36.9
16037,38.8
16039,42.7
16043,25.9
16047,37.4
16049,33.3
16055,40.7
16057,38.4
16059,34
16079,67.1
16085,26.3
17001,41.2
17007,45.2
17009,62.3
17011,49.1
17013,43.7
17015,44.3
17017,67.2
17019,36.8
17029,50.7
17037,43.5
17039,58.9
17041,47.8
17045,56.8
17053,55
17057,45.4
17061,55.9
17063,51.5
17067,44.7
17071,54.6
17073,50.7
17075,53.1
17083,46.5
17085,43.7
17089,34.7
17093,41.8
17095,55.6
17099,56.7
17103,44.1
17105,55.2
17107,70.4
17109,53.1
17113,39.9
17115,56
17123,54.3
17125,64.5
17129,60.7
17131,57.7
17137,54.8
17139,45.2
17141,46.8
17143,50.7
17147,45.8
17149,51.3
17155,44.7
17161,45.6
17167,49.1
17169,72.5
17171,54.2
17175,40.9
17177,38.3
17179,54.8
17183,63
17187,45.3
17195,44
17201,49.3
17203,40.1
18001,43.2
18003,43.8
18005,47.1
18007,49.9
18009,70.1
18011,50.2
18015,47.7
18017,54.3
18019,63.7
18023,51.7
18031,48.5
18033,50.8
18035,53.6
18039,42.2
18041,57.5
18045,49.3
18049,59.5
18053,59.6
18057,30.5
18059,52.9
18061,62.1
18063,46.2
18065,55.8
18067,52
18069,43.6
18075,62.2
18079,69.3
18081,48.2
18085,47.6
18087,38.5
18093,61.1
18095,60.5
18097,55.5
18099,46.9
18103,48.6
18105,40.6
18107,49.7
18113,52
18117,55.9
18133,65
18135,51
18139,62.6
18141,47.2
18143,75.4
18145,62.5
18151,49.5
18157,43.9
18159,49
18161,34.6
18165,54.1
18169,43.2
18171,42.8
18175,66.6
18177,57.5
18179,45.3
18181,48.6
18183,48.1
19001,58.6
19003,48.1
19005,38.7
19007,53.8
19009,38.87
19011,48.6
19013,44.2
19015,46.4
19017,34.1
19019,48.8
19021,37.3
19023,50
19025,37.7
19027,43.6
19029,40
19031,45.1
19033,41.2
19035,51.6
19037,38.1
19039,58.4
19041,40.1
19043,35.3
19045,44.1
19047,44.1
19049,36
19051,40.27
19053,43.1
19055,29.2
19057,56.6
19059,46
19061,40.5
19063,47.8
19065,45.6
19067,45
19069,35.8
19071,45.1
19073,42.7
19075,31
19077,54.3
19079,42
19081,30
19083,48.4
19085,51.6
19087,47.8
19089,48.3
19091,60.6
19093,38.7
19095,31.7
19097,40.7
19099,39.8
19101,34.9
19103,32.4
19105,38.9
19107,50.5
19109,34.3
19111,57.5
19113,42.4
19115,57.4
19117,43.9
19119,33
19121,37.7
19123,53.5
19125,45.1
19127,48.6
19129,36.5
19131,32.5
19133,57.4
19135,60.2
19137,50.4
19139,38.4
19141,40.7
19143,37.3
19145,53.6
19147,45
19149,43.1
19151,31.8
19153,47.6
19155,49.4
19157,51.3
19159,55.9
19161,46.4
19163,46.3
19165,46.6
19167,18.9
19169,32.8
19171,46.2
19173,36.3
19175,56.1
19177,64.2
19179,57.1
19181,39.4
19183,36.7
19185,35.5
19187,38.6
19189,33.1
19191,27.1
19193,48.8
19195,31.2
19197,38.3
20005,45.2
20009,47.6
20013,54.4
20023,31.97
20027,43
20029,55
20039,51.9
20041,51.2
20045,39.2
20051,31
20053,58.1
20055,35
20057,37.5
20061,61.2
20063,31.46
20065,38.27
20067,44.62
20069,36.79
20071,38.35
20075,45.63
20081,35.91
20083,37.77
20085,34.7
20089,63.8
20091,33.2
20093,47.29
20095,40.28
20097,38.95
20101,45.03
20103,52.5
20105,38.01
20109,38.82
20113,31.2
20115,28.9
20117,37.6
20119,37.65
20123,35
20131,36.4
20135,37.08
20137,38.43
20141,54.8
20143,35.6
20145,33.5
20147,48.4
20149,48.3
20151,44.5
20153,37.33
20157,41
20159,25.9
20161,42.9
20163,36.3
20165,45.23
20167,35.7
20169,52.1
20171,36.48
20179,34.22
20181,50.2
20183,36.88
20187,37.4
20193,39.46
20195,39.9
20199,35.17
20201,36.4
20203,36.86
20209,52.9
21001,48.6
21003,64.5
21009,75.6
21017,67.5
21021,41.7
21029,58.7
21045,74.4
21049,69.9
21057,77.4
21067,47.1
21073,62.4
21087,64.3
21097,78.7
21099,79.1
21111,55
21113,64
21137,83.5
21155,71.7
21167,63.7
21169,66.2
21171,75.5
21179,67
21191,69.2
21199,68.4
21201,72.05
21207,76
21209,47.6
21217,74.1
21227,55.6
21239,54.1
23001,54.9
23003,51.2
23005,41.7
23007,46.2
23009,46.8
23011,49.1
23015,38.8
23017,60.5
23019,53.8
23021,51.5
23025,60.5
23031,47.7
24005,41.8
24009,41.2
24013,39.6
24021,34
24025,45
24027,25.1
24031,22.2
24043,46.9
25009,37.1
25017,35.3
25027,43.6
26023,54.1
26025,50.9
26027,54.6
26059,56.6
26075,58
26077,38.9
26091,48.4
26149,52.1
26161,33.7
27005,41.9
27011,44.2
27013,38.2
27015,33.3
27019,32.5
27023,36.3
27027,43.7
27033,33.2
27037,35.4
27039,46.7
27041,38.9
27043,38.1
27045,34.6
27047,42.3
27049,35.8
27051,32.6
27053,32.7
27055,37.6
27057,42.9
27063,39.4
27065,42.5
27067,39.6
27069,40.07
27073,38.44
27079,30.6
27081,44.5
27083,43.2
27085,35.7
27087,60.4
27089,35.8
27091,40.8
27093,34.2
27099,41.9
27101,33.3
27103,33.5
27105,32.7
27107,48.6
27109,25.7
27111,34.4
27113,35.2
27117,29.5
27119,39.3
27121,26.9
27123,36.6
27125,47.31
27127,32.9
27129,29
27131,34.3
27133,43.6
27135,37.5
27139,37.7
27141,42.4
27143,32.7
27145,33.6
27147,30.3
27149,34.23
27151,38.1
27153,32.3
27155,35.9
27157,41.2
27159,42
27161,31.2
27163,35.5
27165,39
27167,52.6
27169,36.2
27171,40.7
27173,42.4
29003,46.6
29005,32.5
29021,65
29037,53.4
29047,47.3
29049,64
29087,47
29093,57
29095,47.8
29147,44.2
29165,39.1
30001,39.4
30003,43.64
30005,40.78
30007,35.8
30009,21.8
30011,35.27
30013,41.8
30015,51
30017,50.2
30019,44.08
30021,54.9
30023,49.3
30025,46.15
30027,29.9
30029,36.6
30031,23.2
30033,37.67
30035,51.7
30039,33.98
30041,34.4
30043,36.2
30045,33.93
30047,31.2
30049,41.9
30051,30.21
30053,54.3
30055,35.27
30057,26.2
30059,43.2
30061,47.79
30063,37.1
30067,28.5
30071,41.07
30073,43.5
30075,36.08
30077,45.3
30079,43.09
30081,35.7
30083,32.4
30085,59.7
30087,28.3
30089,38.5
30091,45.3
30093,43.8
30095,25.4
30099,35.3
30101,41.87
30105,27.7
30109,41.25
30111,39.4
31001,46.3
31011,36.62
31015,39.76
31021,61.4
31023,38.9
31025,45.6
31027,30
31035,44.27
31037,34.4
31039,30.5
31043,42.5
31051,38.29
31053,52.4
31055,43.4
31059,51.3
31061,42.13
31063,38.87
31065,51.5
31067,45.2
31073,36.64
31077,36.11
31081,42.9
31083,42.02
31085,36.48
31087,45.35
31095,43
31097,40.37
31099,36.62
31107,33.8
31109,37.3
31119,45.9
31125,58.4
31127,56.8
31129,45.36
31131,49.4
31133,37.51
31137,31.3
31139,32.1
31141,39.5
31143,51.8
31145,50.8
31147,40.7
31151,52.7
31153,45.6
31155,34.9
31159,31.8
31167,36.37
31169,31.8
31173,52.98
31177,33.7
31179,26.7
31181,45.85
31185,33.6
32005,30
32011,40.09
32015,54.9
32017,38.11
32019,51.4
32021,47.1
32027,36.05
32033,28.7
32510,45.4
33003,39.6
34019,30.3
34021,34
34025,35.8
34027,30.7
34035,28.8
34037,40.6
34041,41.1
35001,27.5
35007,30.3
35033,20.87
35039,19.3
35047,25.4
35049,18.9
35055,20.8
36001,44
36003,50.6
36007,39.1
36009,47.6
36011,48.7
36013,49.4
36015,46.9
36017,46.6
36021,38.2
36023,46.3
36025,44.9
36027,36
36029,47
36037,54.4
36039,48.3
36051,47.8
36053,48.1
36067,44.2
36069,43.7
36071,41.3
36077,37.8
36079,36.7
36083,48
36095,42.8
36097,55.7
36099,47.1
36101,51.9
36105,50.4
36107,44.4
36109,36.3
36111,42.9
36115,49.3
36121,48.2
36123,44.1
37005,44.3
37021,43.5
37039,48.2
37089,40.6
37121,55.4
37157,53.8
37175,36.3
37189,31
38001,41.43
38003,32
38005,45.4
38007,19.53
38009,43.5
38011,40.33
38013,43.98
38015,31.7
38017,36.7
38019,37.4
38021,36.49
38023,31.83
38025,30.29
38027,45.96
38029,38.96
38031,37.33
38033,30.22
38035,38.1
38037,41.27
38039,40.22
38041,38.61
38043,30.47
38045,31.91
38047,27.91
38049,34.9
38051,31.75
38053,36.56
38055,33.9
38057,51.2
38059,43
38061,44.24
38063,46.99
38065,31.06
38067,42.8
38069,38.08
38071,35.6
38073,48.3
38075,36.38
38077,45.4
38079,43.4
38081,42.49
38083,22.01
38085,56.09
38087,24.84
38089,29
38091,32.98
38093,42.2
38095,40.39
38097,59.4
38099,39
38101,35.2
38103,35
38105,54.2
39001,69.2
39003,54.4
39005,46.8
39011,41
39013,51.1
39017,50.1
39019,49.8
39021,50.9
39023,55.4
39027,57.3
39029,50.2
39031,44.8
39033,57.5
39037,51.4
39041,33.2
39045,46.2
39047,63.1
39049,46.9
39057,40.2
39059,66.2
39061,49
39063,44
39065,56.9
39067,50.5
39075,34
39077,49
39081,56
39083,46.9
39089,53.4
39091,62.9
39097,51
39101,57.7
39107,40.8
39109,48.5
39113,49.5
39117,61
39119,59.9
39127,68.6
39129,64
39131,58.8
39135,52.3
39139,52.3
39141,60.5
39147,47.1
39149,49.1
39151,47.7
39153,44.3
39157,50.2
39159,43.3
39161,41.3
39165,44.1
39169,39.2
39175,49.1
42001,39
42003,43.7
42005,36.3
42007,48
42009,41.9
42011,41.5
42013,44
42015,44.6
42017,38.8
42019,42.8
42023,34.8
42025,49
42027,29.1
42029,34
42031,44.6
42033,45.1
42035,44
42037,37.6
42041,35.7
42043,40.5
42045,43.8
42055,44.3
42057,44.9
42061,39.3
42063,38.4
42067,41.3
42069,47.1
42071,34.1
42075,45.5
42077,37.6
42079,44.5
42081,48.7
42087,49.1
42089,48.6
42091,34.6
42093,45.2
42095,39.5
42097,51
42099,50
42107,51.5
42109,25.5
42113,57.7
42115,35.1
42117,47.1
42119,27.2
42121,46.7
42129,41.4
42131,46.2
42133,42.3
44003,49.3
44009,42.8
45045,39.8
46003,37.62
46005,42.7
46009,36.74
46011,29.9
46013,47.7
46015,42.36
46017,60.66
46021,22.69
46023,47.7
46025,37.79
46027,44.9
46029,45
46031,44.33
46035,46.6
46037,33.4
46039,36.49
46043,36.04
46045,33.22
46049,38
46051,42.6
46057,55.1
46059,31.57
46061,39.02
46065,38.4
46067,28.7
46069,40.69
46073,40.28
46077,46.8
46079,39.5
46083,30.2
46085,45.33
46087,52
46089,28.28
46091,37.67
46097,43.96
46099,45
46101,36.76
46105,38.35
46107,39.8
46109,40.6
46111,37.92
46115,36.9
46117,47.04
46119,37.16
46125,41.8
46127,50.1
46129,39.9
46135,39.6
47001,47.4
47003,50.5
47009,50.6
47011,53.3
47025,81.5
47037,48.2
47055,53.9
47057,71.8
47059,65.4
47063,64.9
47067,73.4
47073,70.5
47081,62.8
47085,59.9
47087,66.7
47089,56.6
47093,47.3
47099,61.7
47101,68.1
47103,47.3
47105,49.2
47107,59.1
47111,64
47113,50.9
47117,58.1
47121,67.5
47123,72.8
47127,40.4
47135,93.8
47145,60.9
47149,49.2
47159,52
47163,52.9
47169,73
47173,79.2
47179,53.1
47181,75.7
47187,27.4
47189,47.5
49007,37
49013,32.9
49019,39.2
49031,26.09
49039,25.3
49041,21.2
49047,20.3
51005,45.1
51007,53.3
51011,49.8
51015,38.2
51017,56.3
51021,45.5
51023,34.1
51025,48
51029,49.4
51031,44.2
51041,41.5
51043,39.2
51045,44.11
51049,35.4
51053,54
51059,22.3
51065,35.8
51069,43.7
51071,50.9
51075,44.2
51089,45.9
51091,37.81
51105,67.6
51109,51.7
51121,35
51135,38.8
51137,46.1
51139,45.4
51141,53.3
51143,47.4
51145,42.4
51155,49.4
51161,34.7
51163,33
51165,34.9
51167,51.3
51169,63.2
51171,45.8
51173,63.8
51177,44.7
51179,42.5
51185,60.1
51187,50.3
51191,47.4
51197,40.8
51520,71.7
51530,38.3
51580,58.6
51590,51.4
51600,30.5
51610,27.5
51620,51.4
51630,54.2
51660,34.1
51678,45.2
51690,76.6
51750,43.2
51770,55.5
51775,54.7
51790,50.2
51820,56.7
51840,45.1
53011,40.1
53019,41.3
53025,41.9
53031,29.3
53047,51.2
53051,62
53059,35.9
53063,42.6
53065,33.2
54003,56.2
54009,55
54023,42.7
54025,51.6
54027,61.2
54029,51
54031,42.3
54037,49.5
54051,57.3
54055,55.8
54057,56.3
54061,36.2
54063,51.6
54065,64.8
54069,51
54071,40.3
54075,41.8
54077,40.2
54089,42.2
54103,61.2
55011,38.2
55023,44
55025,32.1
55027,38.5
55029,36.5
55039,43.1
55043,35.8
55045,37.8
55047,51.2
55049,35.9
55055,35.9
55065,36.2
55067,46.8
55073,34.9
55078,67.84
55091,34.9
55093,29.6
55097,33.1
55103,31
55105,49
55109,41.9
55115,35.7
55123,33.5
55127,39.6
55131,34.8
55133,36.3
55135,39.1
55141,37.6
56001,19.5
56003,37
56005,49.8
56007,49.7
56009,24.3
56011,34.9
56013,30.5
56015,44
56017,34.2
56019,29.1
56021,32.7
56023,24.6
56025,38.5
56027,37.89
56029,22.1
56033,36.5
56035,27.06
56037,38.7
56039,21.51
56041,30.3
56043,34.61
