ID,x,y
100,89.3632293,24.8366704
101,89.38624593,24.84103196
102,89.38894658,24.83203419
103,89.39936451,24.83191867
104,89.3725272,24.82500122
105,89.37741562,24.82745611
106,89.34447706,24.82042375
107,89.37444978,24.8177656
108,89.39033567,24.82088123
109,89.4100428,24.8205433
110,89.41773035,24.82096919
111,89.30436205,24.81155615
112,89.32609039,24.80939512
113,89.3510905,24.80766346
114,89.40545305,24.80493665
115,89.41934823,24.80986202
116,89.30661369,24.79226541
117,89.33029478,24.78646758
118,89.36761904,24.78911
119,89.38585485,24.78220178
120,89.4232555,24.78359693
121,89.34070654,24.77083541
122,89.35027788,24.77094296
123,89.40546362,24.77355053
124,89.42307331,24.77456079
125,89.31754553,24.76076762
126,89.33839728,24.75374518
127,89.35217037,24.75928273
128,89.37238035,24.76443364
129,89.37625521,24.75832913
130,89.4089654,24.76103603
131,89.42731549,24.7554266
132,89.43720662,24.76122323
133,89.31243859,24.73004099
134,89.33309075,24.73682064
135,89.35035756,24.73449525
136,89.38179389,24.73941436
137,89.39609349,24.74212173
138,89.41524419,24.73844432
139,89.43811618,24.73992034
140,89.34550799,24.72439456
141,89.37538845,24.72984946
142,89.38493684,24.730861
143,89.39750501,24.73572905
144,89.27607666,24.71251519
145,89.30029061,24.7173994
146,89.31758011,24.71717761
147,89.35271565,24.71864504
148,89.37868459,24.71430638
149,89.43499067,24.72519683
150,89.45173883,24.72331387
151,89.29117041,24.70454826
152,89.36067917,24.7040292
153,89.38573255,24.70362493
154,89.42224757,24.71520805
155,89.42709841,24.71167828
156,89.44845341,24.70575822
157,89.32740498,24.6975747
158,89.41331084,24.69774732
159,89.43180539,24.6970393
160,89.27336371,24.68975877
161,89.3069742,24.6885389
162,89.34071396,24.69131453
163,89.36087117,24.68979801
164,89.38543647,24.68914386
165,89.32478288,24.68206358
166,89.31686679,24.67872734
167,89.27693495,24.66828255
168,89.29462125,24.66568256
169,89.30423042,24.66931263
170,89.36178801,24.67207105
171,89.37797212,24.66697066
172,89.32841322,24.92604104
173,89.49455551,24.71241209
174,89.502624,24.71713675
175,89.50930447,24.72159621
176,89.51407916,24.71687827
177,89.51712134,24.72563618
178,89.52248278,24.72622782
179,89.52688302,24.72942838
180,89.5313129,24.74187293
181,89.53815436,24.73747175
182,89.55347545,24.74522364
183,89.56282586,24.74284424
184,89.556222,24.73475737
185,89.56362761,24.73276497
186,89.5200438,24.70999771
187,89.52432933,24.71653769
188,89.52476466,24.70985695
189,89.54822308,24.7201174
190,89.5540729,24.71777396
191,89.56086018,24.72187107
192,89.5649715,24.7156674
193,89.49492277,24.69986301
194,89.50598874,24.70199418
195,89.52376648,24.70031536
196,89.53574767,24.70217578
197,89.54795747,24.70614553
198,89.55468421,24.70515434
199,89.55897764,24.70882977
200,89.47623086,24.69073008
201,89.47830615,24.68157588
202,89.51193869,24.68921096
203,89.52017565,24.68649009
204,89.52138023,24.69102159
205,89.53590132,24.69029992
206,89.54114076,24.69059975
207,89.54348957,24.69247277
208,89.5493923,24.69513562
209,89.57437718,24.69331815
210,89.57857217,24.68947747
211,89.58704438,24.69933433
212,89.60119041,24.713046
213,89.60724627,24.70930463
214,89.59994875,24.69741674
215,89.60868956,24.68949318
216,89.62372943,24.68698645
217,89.63137092,24.69070792
218,89.63548879,24.69587855
219,89.49567982,24.67830265
220,89.50774495,24.67975876
221,89.51977193,24.68136553
222,89.52476733,24.68144602
223,89.53218015,24.68386297
224,89.53759502,24.68395112
225,89.53497195,24.6788569
226,89.57468316,24.68354018
227,89.58652656,24.69093898
228,89.59076761,24.68380654
229,89.60208581,24.68023532
230,89.61032232,24.68232049
231,89.62118314,24.67648926
232,89.48725354,24.66649287
233,89.50165977,24.67085376
234,89.49909013,24.66531708
235,89.51222261,24.67070202
236,89.52958812,24.67311784
237,89.53241025,24.670038
238,89.56579197,24.66852252
239,89.57844421,24.67144528
240,89.58388907,24.67698409
241,89.59455895,24.67405363
242,89.60846201,24.6761793
243,89.60847015,24.67082209
244,89.62338032,24.66882838
245,89.62963355,24.67490889
246,89.62974068,24.67106979
247,89.61105617,24.6644009
248,89.60998898,24.65869841
249,89.48431817,24.65722004
250,89.48549316,24.65192968
251,89.49430958,24.65115607
252,89.49658182,24.65621975
253,89.5140618,24.65802338
254,89.52471588,24.66081439
255,89.53252539,24.66207181
256,89.53750538,24.66388973
257,89.53059654,24.65487405
258,89.53530203,24.65612552
259,89.50131892,24.64581848
260,89.49144336,24.63644784
261,89.49758246,24.63963328
262,89.51861631,24.64272643
263,89.53021664,24.63963583
264,89.53854451,24.64346606
265,89.49752947,24.63551763
266,89.5169849,24.63543714
267,89.52168324,24.63164418
268,89.52892104,24.62993402
269,89.53548725,24.6328277
270,89.53926954,24.63812798
271,89.54029233,24.6293723
272,89.49993276,24.62568833
273,89.51125801,24.62821429
274,89.48662515,24.61727673
275,89.51525531,24.61790642
276,89.52587885,24.62106932
277,89.53418424,24.62069998
278,89.48277458,24.60814686
279,89.51315101,24.61105766
280,89.51302167,24.60775254
281,89.52238697,24.60937627
282,89.52835102,24.60886371
283,89.53527526,24.61631361
284,89.54108709,24.61240248
285,89.50432023,24.60239275
286,89.50485437,24.59937567
287,89.50804222,24.60012353
288,89.50948403,24.5960614
289,89.51606582,24.59555842
290,89.53577956,24.60621144
291,89.53497949,24.59846832
292,89.53897581,24.59874708
293,89.54028829,24.59117195
294,89.50247633,24.58390082
295,89.51062176,24.58148127
296,89.51309243,24.58513939
297,89.51744745,24.58261275
298,89.5319073,24.5843513
299,89.52137606,24.57283888
300,89.50776294,24.56918371
301,89.52097229,24.56815488
302,89.52393127,24.5696198
303,89.53781867,24.5762063
304,89.53618687,24.57318524
305,89.54138069,24.57205852
306,89.53897888,24.56599929
307,89.54340964,24.56899006
308,89.54890854,24.5677127
309,89.5327099,24.56500517
310,89.56009742,24.56057318
311,89.57149893,24.56318688
312,89.52317755,24.55553158
313,89.53539553,24.55369213
314,89.51639778,24.5527199
315,89.53250541,24.54980322
316,89.5524865,24.55606026
317,89.5689372,24.55456443
318,89.58458643,24.56031955
319,89.53541921,24.54508705
320,89.54669113,24.54708854
321,89.56877765,24.54807055
322,89.5888885,24.55316233
323,89.56624593,24.54482056
324,89.58418323,24.54955934
325,89.58288045,24.5349981
326,89.5766791,24.54483854
327,89.53108014,24.54026351
328,89.54150554,24.54187206
329,89.53535893,24.53738786
330,89.58768478,24.5394822
331,89.59122279,24.54725414
332,89.56959529,24.53107976
333,89.57626064,24.53414699
334,89.53994351,24.52666046
335,89.54724225,24.52569029
336,89.57584931,24.52878976
337,89.0831045,24.92307736
338,89.09844048,24.93464357
339,89.08258782,24.90220917
340,89.09634664,24.89720393
341,89.1145133,24.89571203
342,89.08239889,24.88364676
343,89.13085767,24.88917173
344,89.13068854,24.90368521
345,89.15333179,24.90443648
346,89.1678675,24.91043563
347,89.16642003,24.89342364
348,89.09179627,24.86812701
349,89.10450211,24.86866963
350,89.11951011,24.88059245
351,89.15345582,24.88286269
352,89.17734231,24.88245068
353,89.19803389,24.87548543
354,89.07247181,24.85418227
355,89.09335427,24.84471293
356,89.11020843,24.85102121
357,89.14741782,24.85865845
358,89.15222141,24.87108397
359,89.17599445,24.86057927
360,89.19028659,24.86145957
361,89.0890933,24.81998818
362,89.11948372,24.83632535
363,89.13386676,24.84381016
364,89.15893465,24.85125384
365,89.07947036,24.80057637
366,89.09980239,24.80536109
367,89.12503014,24.81595541
368,89.15012089,24.82354975
369,89.16043099,24.83477609
370,89.1657784,24.82221405
371,89.17979318,24.85317596
372,89.09234502,24.78982289
373,89.11867889,24.79772438
374,89.15157916,24.8064312
375,89.10549402,24.78152395
376,89.12093791,24.78106743
377,89.14166067,24.76674054
378,89.15666811,24.78473384
379,89.38186493,24.9580016
380,89.40790389,24.93869553
381,89.38647147,24.95711704
382,89.39644898,24.93637744
383,89.4148287,24.94012072
384,89.43300584,24.9082325
385,89.45849697,24.8753684
386,89.42018551,24.90866443
387,89.44894832,24.87711652
388,89.4471296,24.91535685
389,89.44133591,24.88849785
390,89.40594609,24.91493406
391,89.4176072,24.91435519
392,89.39573893,24.94473456
393,89.3903383,24.9554562
394,89.40749181,24.94137316
395,89.4964089,24.87336884
396,89.45861411,24.84616215
397,89.49722036,24.84113409
398,89.49820346,24.84878378
399,89.48270645,24.84658171
400,89.48257699,24.84444186
401,89.43377446,24.84460778
402,89.49355119,24.84939562
403,89.43326685,24.80877031
404,89.44663752,24.79529346
405,89.50263383,24.85598938
406,89.45422339,24.8227724
407,89.44799542,24.79140296
408,89.43883303,24.82185767
409,89.46573214,24.82030162
410,89.45513906,24.81761933
411,89.44016204,24.80073598
412,89.45147175,24.80627526
413,89.44663684,24.8025788
414,89.46254745,24.78600874
415,89.45876479,24.7846372
416,89.46689352,24.79758554
417,89.48589254,24.78482813
418,89.48412359,24.78034998
419,89.49238265,24.78606448
420,89.47764705,24.79705428
421,89.48780643,24.78887146
422,89.39523141,24.90785956
423,89.3981363,24.91673762
424,89.49136794,24.79003701
425,89.25732066,24.89991313
426,89.27330619,24.89762006
427,89.27430633,24.88624202
428,89.2566814,24.88517454
429,89.23817957,24.88233907
430,89.21686397,24.87490902
431,89.20171794,24.87094858
432,89.23540468,24.86978211
433,89.26748157,24.87533634
434,89.27688602,24.86587565
435,89.28835735,24.85579339
436,89.25555533,24.85664143
437,89.21975613,24.85690947
438,89.18569625,24.85219805
439,89.20112562,24.84356744
440,89.21876595,24.84315305
441,89.25587714,24.84059842
442,89.26823202,24.84261144
443,89.2914412,24.8266999
444,89.27053732,24.82037223
445,89.25144787,24.82157607
446,89.23251078,24.82463559
447,89.21208701,24.82227294
448,89.19803843,24.82664878
449,89.18641534,24.8285169
450,89.19567557,24.81177085
451,89.20563626,24.80791916
452,89.23536459,24.80888267
453,89.25106786,24.80740394
454,89.26659587,24.80442998
455,89.28802637,24.80659436
456,89.27211135,24.78880505
457,89.25251809,24.79478247
458,89.24764527,24.78870588
459,89.21425605,24.78905421
460,89.18757107,24.78430331
461,89.16733156,24.76868593
462,89.18105159,24.77082873
463,89.19439887,24.76276439
464,89.21473009,24.77621143
465,89.2311651,24.77926226
466,89.26702627,24.76885768
467,89.2801661,24.77728834
468,89.29985855,24.77070254
469,89.29876176,24.75536318
470,89.28303552,24.75766199
471,89.25028697,24.75759079
472,89.22878771,24.75664698
473,89.21149961,24.74188233
474,89.24453947,24.72590672
475,89.28654509,24.74332615
476,89.29942646,24.7425929
477,89.26315617,24.72378168
478,89.24864374,24.71340561
479,89.24477807,24.70248302
480,89.26144161,24.7083965
481,89.25937669,24.68820717
482,89.15664003,24.75853138
483,89.1733431,24.74941074
484,89.18406634,24.74672629
485,89.16656384,24.74114268
486,89.19363125,24.73399293
487,89.19118418,24.7226852
488,89.16934132,24.7260115
489,89.14816276,24.72091965
490,89.13240613,24.72205892
491,89.13560274,24.71058951
492,89.14426726,24.70280516
493,89.17630579,24.71099126
494,89.1901791,24.70503247
495,89.20151233,24.7037155
496,89.23487147,24.69897499
497,89.21686546,24.69498572
498,89.20096467,24.68809774
499,89.18343831,24.69317514
500,89.16607986,24.69668488
501,89.14911134,24.68993413
502,89.15486269,24.68005931
503,89.12769019,24.66906054
504,89.14030436,24.6712433
505,89.13186296,24.65788683
506,89.15163112,24.65747641
507,89.17052851,24.67147641
508,89.18822977,24.67197173
509,89.21955121,24.68224993
510,89.24066136,24.68483195
511,89.25983594,24.67037719
512,89.23803213,24.66388162
513,89.20706012,24.66862804
514,89.19585036,24.65434638
515,89.17676034,24.66161689
516,89.16772409,24.64802388
517,89.13548888,24.62243496
518,89.13317173,24.60800714
519,89.14681733,24.5903689
520,89.16041405,24.60647399
521,89.16114421,24.62799631
522,89.17430014,24.62720014
523,89.19598272,24.62523363
524,89.21102164,24.63288059
525,89.20915962,24.64507672
526,89.23196242,24.65252975
527,89.24398304,24.64054801
528,89.24406754,24.63407131
529,89.25942716,24.63756832
530,89.27060075,24.63073203
531,89.28052843,24.65365874
532,89.28707243,24.64963134
533,89.29780202,24.66046292
534,89.30912906,24.64386009
535,89.30359313,24.63330736
536,89.32246261,24.61938086
537,89.30589796,24.61620987
538,89.28616717,24.62485157
539,89.26623954,24.61785457
540,89.25258834,24.61357576
541,89.2335904,24.61478151
542,89.2133348,24.60807056
543,89.19843289,24.6032443
544,89.19346976,24.58404076
545,89.22217088,24.55967143
546,89.2242668,24.5746771
547,89.22778173,24.58472618
548,89.23113598,24.6002507
549,89.24270651,24.58956007
550,89.2595757,24.59848497
551,89.28197487,24.59983888
552,89.28969283,24.60138428
553,89.30475533,24.60157045
554,89.32242593,24.60370974
555,89.29944114,24.58500066
556,89.31838576,24.5831827
557,89.53445807,24.95281843
558,89.55691756,24.96121933
559,89.58910119,24.96710354
560,89.5483773,24.94520041
561,89.57770891,24.94757522
562,89.53844113,24.93175796
563,89.57579555,24.93798586
564,89.5922001,24.94036538
565,89.54516882,24.92063211
566,89.54412437,24.91664034
567,89.56001111,24.91050434
568,89.52920053,24.90187393
569,89.5413879,24.90093847
570,89.56366537,24.89859441
571,89.59743542,24.90346985
572,89.61452661,24.90333579
573,89.53372425,24.88962268
574,89.53116961,24.88682086
575,89.55060242,24.88390062
576,89.56305695,24.88050876
577,89.5835494,24.88236794
578,89.59804042,24.87695846
579,89.61255335,24.88190106
580,89.52996601,24.87184193
581,89.5401859,24.86906972
582,89.55086339,24.86618312
583,89.59553999,24.86546572
584,89.53480255,24.85834152
585,89.51373868,24.85015625
586,89.52604776,24.85259647
587,89.56171014,24.8475739
588,89.51676759,24.83792587
589,89.51679864,24.83225016
590,89.52466914,24.8336144
591,89.5521556,24.8309923
592,89.57770443,24.83346408
593,89.58408858,24.82604191
594,89.63430141,24.83250732
595,89.55215685,24.8177261
596,89.57231503,24.80590329
597,89.58336535,24.81229124
598,89.5995873,24.81023278
599,89.5432592,24.79035576
600,89.52293526,24.78064672
601,89.55578286,24.78185081
602,89.57118101,24.7809404
603,89.58720413,24.78456907
604,89.53083781,24.76567233
605,89.55480019,24.76955718
606,89.56877949,24.77196893
607,89.58621411,24.76932888
608,89.60267254,24.76665062
609,89.54000629,24.75155626
610,89.5978013,24.74381582
611,89.61116214,24.75384853
612,89.62047412,24.75477423
613,89.60103563,24.73689309
614,89.61061421,24.74122309
615,89.66284138,24.73818719
616,89.61928566,24.7410178
617,89.42955719,24.67944941
618,89.45499217,24.67621495
619,89.40676259,24.66580191
620,89.37293963,24.65547202
621,89.38399024,24.65898968
622,89.38838331,24.65725451
623,89.45057757,24.66345953
624,89.32840894,24.64532056
625,89.35303529,24.64430215
626,89.39199906,24.64933055
627,89.41797526,24.64881955
628,89.43980262,24.64831967
629,89.45158552,24.65009616
630,89.46278937,24.64596422
631,89.34405188,24.63651262
632,89.36732044,24.63839871
633,89.33344369,24.63230461
634,89.33330691,24.62698172
635,89.35778812,24.62859136
636,89.36564318,24.63197527
637,89.38617468,24.62426624
638,89.40487483,24.62697776
639,89.41560533,24.62807522
640,89.45241145,24.62601264
641,89.35651547,24.61790546
642,89.38182052,24.61764997
643,89.3888223,24.61155524
644,89.40634857,24.60750581
645,89.45653105,24.61272008
646,89.47377414,24.61955668
647,89.37125895,24.60411405
648,89.37586585,24.59943806
649,89.46593511,24.60773742
650,89.33815348,24.58752112
651,89.43437779,24.5914936
652,89.46181003,24.59799534
653,89.48053365,24.59439227
654,89.35613788,24.57786849
655,89.41740966,24.58049371
656,89.46804968,24.58622676
657,89.37106364,24.57222829
658,89.40070826,24.57153258
659,89.42697373,24.57696049
660,89.45413191,24.57816412
661,89.46544202,24.57952099
662,89.3871334,24.56655575
663,89.38258837,24.56191338
664,89.39820002,24.56170672
665,89.43009337,24.57309874
666,89.43827711,24.56871102
667,89.34380764,24.5567782
668,89.36704573,24.55819512
669,89.4142469,24.5561467
670,89.4505566,24.56150293
671,89.46838719,24.56546548
672,89.36280634,24.54754142
673,89.37201935,24.54656948
674,89.38618174,24.54858073
675,89.38670094,24.54222613
676,89.42612214,24.54925898
677,89.46096756,24.55439005
678,89.48857631,24.54912464
679,89.42066278,24.53549652
680,89.45885683,24.53473092
681,89.47294341,24.5318751
682,89.42142631,24.5262545
683,89.43780094,24.52261693
684,89.46124595,24.51332328
685,89.48691568,24.52805044
686,89.29822988,25.06036583
687,89.31467978,25.06706125
688,89.3042475,25.05775158
689,89.32947622,25.05764484
690,89.3199438,25.04909047
691,89.32043991,25.04497867
692,89.26960888,25.04380371
693,89.31907575,25.03439953
694,89.32823555,25.03140027
695,89.26647512,25.03568659
696,89.35917687,25.02834932
697,89.39222208,25.03655079
698,89.419411,25.0346877
699,89.39435834,25.02778945
700,89.41800043,25.03100677
701,89.43394057,25.02479448
702,89.26283866,25.02049957
703,89.26377043,25.00627984
704,89.3109938,25.01071957
705,89.35628033,25.01177394
706,89.37138901,25.00732571
707,89.38237818,25.0151097
708,89.2475793,25.00520294
709,89.24517056,24.99180494
710,89.28045059,24.9974319
711,89.2878559,24.99846807
712,89.30346783,24.99512603
713,89.30799904,24.9841602
714,89.31773003,24.9897394
715,89.32345754,24.99030246
716,89.34038134,24.98582195
717,89.3601266,24.98540391
718,89.37339592,24.99530693
719,89.40875282,24.99460976
720,89.42961096,25.00057127
721,89.3637657,24.97241261
722,89.38373885,24.98154375
723,89.41001215,24.98452288
724,89.25109787,24.9761476
725,89.26194304,24.97430231
726,89.26466781,24.9520059
727,89.28138454,24.9599448
728,89.29467728,24.96411299
729,89.31929674,24.95498341
730,89.32638172,24.95615496
731,89.35598788,24.95860415
732,89.18737218,24.95452117
733,89.20164269,24.9419865
734,89.21430215,24.94909738
735,89.21800218,24.93681746
736,89.22951021,24.94201346
737,89.24172073,24.93808184
738,89.24397898,24.92973437
739,89.25268042,24.93501979
740,89.27384311,24.94650827
741,89.3260252,24.93557666
742,89.33206526,24.93765212
743,89.35040771,24.93211706
744,89.21538835,24.9144844
745,89.23700225,24.91272577
746,89.25589266,24.91947477
747,89.19375374,24.89303288
748,89.20298892,24.89957325
749,89.21338344,24.9051239
750,89.22444239,24.90074591
751,89.44945305,25.02462977
752,89.47324882,25.01571565
753,89.44862302,25.01127385
754,89.44990554,24.9978666
755,89.46965813,25.00060683
756,89.48100634,25.00203999
757,89.48902942,25.00297704
758,89.54347576,25.00117141
759,89.56664493,25.00517826
760,89.57077058,25.00865534
761,89.43575908,24.98883317
762,89.45888272,24.99045607
763,89.47577592,24.98710269
764,89.49576482,24.99108641
765,89.50069868,24.99664236
766,89.51586101,24.98939442
767,89.53138872,24.98952533
768,89.55692244,24.99042179
769,89.56550216,24.99233344
770,89.57251045,24.99805166
771,89.57656864,24.98901394
772,89.55770886,24.98106341
773,89.5514705,24.97911952
774,89.52257395,24.97307918
775,89.55629851,24.97494512
776,89.49553077,24.96577835
777,89.57079733,24.96770477
778,89.46456763,24.95747406
779,89.48207841,24.95594207
780,89.49162708,24.95388118
781,89.50870305,24.95338093
782,89.5677633,24.95336267
783,89.44034637,24.94935147
784,89.4623645,24.94733732
785,89.50576007,24.94401654
786,89.47539151,24.93871034
787,89.49477837,24.93782503
788,89.51148078,24.9357132
789,89.45946207,24.91224533
790,89.47142787,24.91559143
791,89.49461239,24.91871908
792,89.51139077,24.91983417
793,89.50506214,24.90461644
794,89.51399455,24.88674704
795,89.45292738,24.97961148
796,89.58703268,24.98504596
797,89.54054317,24.96241574
798,89.11216964,24.92052592
799,89.14221199,25.23404107
800,89.15672544,25.23324309
801,89.17094896,25.23366377
802,89.16548917,25.22469776
803,89.18400645,25.22517217
804,89.19796317,25.22421014
805,89.0088207,25.26110489
806,89.025286,25.26618494
807,89.01081326,25.23939578
808,89.03159484,25.24836678
809,89.0433627,25.24768873
810,89.05657113,25.25617473
811,89.06962126,25.24481857
812,89.0994796,25.24147952
813,89.12209159,25.25009975
814,89.02799584,25.24040981
815,89.05286652,25.23584978
816,89.08736152,25.2356808
817,89.12470854,25.23892969
818,89.05208152,25.22998328
819,89.10544537,25.22232823
820,89.12997973,25.22593467
821,89.18858657,25.18061925
822,89.1904029,25.1677384
823,89.18547707,25.15771778
824,89.1926532,25.16280856
825,89.20415356,25.16821435
826,89.20021112,25.16293311
827,89.21157472,25.16292064
828,89.21862227,25.15663136
829,89.19327981,25.14967396
830,89.20004549,25.13994605
831,89.21050104,25.14509429
832,89.23785949,25.1246745
833,89.2327643,25.1313797
834,89.22506102,25.13608216
835,89.2131564,25.13117792
836,89.21373716,25.11896258
837,89.23585457,25.11529492
838,89.22684822,25.10847992
839,89.24522816,25.1097458
840,89.29784372,25.11190498
841,89.30282384,25.1122067
842,89.30769719,25.11261521
843,89.31414931,25.11211985
844,89.31694133,25.10485759
845,89.30017813,25.10467701
846,89.24510708,25.09966643
847,89.23092163,25.09975306
848,89.23883901,25.08914222
849,89.24644287,25.08747213
850,89.25733334,25.09049583
851,89.26405255,25.08840229
852,89.25483272,25.08086065
853,89.24528508,25.07197825
854,89.26360372,25.0762727
855,89.26480927,25.07040635
856,89.27034631,25.06880477
857,89.27965663,25.08736791
858,89.28475797,25.09636058
859,89.29887539,25.08962367
860,89.30959806,25.09284189
861,89.31463161,25.09265919
862,89.32000028,25.09744278
863,89.33442112,25.10822891
864,89.33018127,25.1025643
865,89.32309698,25.09419512
866,89.33991354,25.09456833
867,89.33862423,25.09902336
868,89.34442091,25.0940156
869,89.35651761,25.08387425
870,89.35290321,25.07759177
871,89.34401043,25.07949824
872,89.33297523,25.07462267
873,89.34485051,25.06720664
874,89.35334602,25.07250731
875,89.40345971,25.07845012
876,89.43673529,25.0698476
877,89.43550765,25.06721944
878,89.42900183,25.07094552
879,89.41684517,25.06981935
880,89.4004636,25.06640425
881,89.35872472,25.05167197
882,89.37218556,25.05238821
883,89.35874873,25.03955577
884,89.36859436,25.04256795
885,89.38247458,25.04432171
886,89.39007796,25.04768273
887,89.40176896,25.05356533
888,89.41031773,25.06018004
889,89.42345804,25.06324206
890,89.43162623,25.06177991
891,89.44016767,25.06528212
892,89.45049394,25.06661413
893,89.45390436,25.05231067
894,89.45302558,25.07068994
895,89.48267893,25.05783798
896,89.47553328,25.0530142
897,89.4378275,25.05270611
898,89.41696246,25.03913502
899,89.44048217,25.04615712
900,89.44688089,25.04587536
901,89.45053544,25.0308205
902,89.45823728,25.04156034
903,89.46819086,25.0320253
904,89.47794492,25.03556004
905,89.48464081,25.03828018
906,89.49269446,25.03845817
907,89.49163491,25.03262217
908,89.48998059,25.02576389
909,89.49519029,25.01786674
910,89.50015466,25.02359433
911,89.5087352,25.01683602
912,89.48801767,25.05644426
913,89.49086296,25.05032821
914,89.4939143,25.04287335
915,89.49913818,25.04627232
916,89.50559122,25.03612863
917,89.52006678,25.03284754
918,89.52419249,25.03577536
919,89.54174136,25.03454661
920,89.56085325,25.03804394
921,89.58319168,25.03607178
922,89.63652488,25.03064437
923,89.62371269,25.02570572
924,89.57700837,25.01664684
925,89.53554964,25.02333392
926,89.53592277,25.02941017
927,89.52716757,25.02815647
928,89.52464288,25.03138129
929,89.53203402,25.02086005
930,89.53839462,25.0205268
931,89.53967684,25.01034265
932,88.83949771,24.65849178
933,88.85135703,24.65864907
934,88.86572579,24.65573604
935,88.88691144,24.6667267
936,88.89947305,24.65998968
937,88.94450066,24.65722967
938,88.96388782,24.65320515
939,88.97197156,24.65796413
940,88.84423426,24.65362698
941,88.85930493,24.64780368
942,88.88906366,24.65015939
943,88.90112139,24.64905989
944,88.91276727,24.64814725
945,88.96320212,24.6457195
946,88.96947086,24.64906705
947,88.9778524,24.64996024
948,88.81383597,24.63971575
949,88.81718439,24.63588072
950,88.83151452,24.6383573
951,88.83546471,24.64251521
952,88.8402393,24.63869173
953,88.84004808,24.64477745
954,88.84769759,24.64427455
955,88.84487664,24.63467751
956,88.8578647,24.63485778
957,88.86988392,24.63794448
958,88.87682455,24.63312372
959,88.90163354,24.63632202
960,88.93678558,24.62438592
961,88.9539228,24.62142351
962,88.95595756,24.63805027
963,88.96724477,24.63953872
964,88.97179119,24.62905161
965,88.99174986,24.63016502
966,89.00498169,24.63350356
967,89.07823562,24.62741203
968,89.08211015,24.62496735
969,88.81151793,24.63492098
970,88.81726161,24.62541997
971,88.82855642,24.62731464
972,88.84599837,24.62777369
973,88.87183752,24.62479479
974,88.85910124,24.62356179
975,88.90442598,24.62433575
976,88.90884987,24.61914863
977,88.92380635,24.61113972
978,88.94053138,24.61202783
979,88.95450373,24.60714468
980,88.965234,24.61089116
981,88.96515688,24.6200703
982,88.98410982,24.61074576
983,88.98473409,24.62276852
984,88.98969931,24.61937607
985,88.99645726,24.61062274
986,89.00579914,24.61823493
987,89.01065824,24.60774975
988,89.02241032,24.61299343
989,89.02831448,24.60027506
990,89.03684106,24.59966924
991,89.03872346,24.61453758
992,89.05366559,24.59666295
993,89.06852941,24.60110396
994,89.07124347,24.61194826
995,89.07916136,24.59581051
996,89.0800827,24.61171627
997,89.08811436,24.6024443
998,88.8708623,24.61412417
999,88.88460559,24.61217229
