ID,x,y,xm,ym,DIVISION_NAME,DISTRICT_NAME,Land_type,pH,SOM,DEM,NDFI,NDVI
1,88.25598954,24.46837843,323244.6799,2707198.588,RAJSHAHI,CHAPAI,Medium Lowland,7.5,1.9,14,0.131788194,0.013138195
2,89.09706356,23.98702785,408149.5982,2653084.583,RAJSHAHI,PABNA,Medium Lowland,8.1,0.6,13.65925694,-0.160908386,0.41726625
3,89.02431406,24.14663538,400871.4946,2670806.562,RAJSHAHI,NATORE,Highland,8.1,1.4,16.36268234,-0.037456129,0.332249075
4,88.96806812,24.14419181,395154.5792,2670576.953,RAJSHAHI,NATORE,Medium Highland 2,8.1,2,7.431497097,0.075035818,-0.004695313
5,89.28763851,23.97196851,427528.0026,2651306.118,RAJSHAHI,PABNA,Medium Lowland,7.6,2.7,12.64418507,-0.123363867,0.372566879
6,88.85722137,24.1636,383909.0164,2672813.481,RAJSHAHI,RAJSHAHI,Medium Highland 2,6.9,2,16.17922401,-0.203881294,0.392535567
7,89.16614668,23.97225279,415167.6885,2651405.36,RAJSHAHI,PABNA,Medium Highland 2,7.6,1.6,16.72710037,-0.221077412,0.411644787
8,88.37400277,24.39027027,335105.9569,2698402.372,RAJSHAHI,RAJSHAHI,Lowland,6.9,0.7,14.32430935,0.232447296,-0.012957364
9,88.99035195,24.15608079,397428.2916,2671876.889,RAJSHAHI,NATORE,Medium Highland 2,8.3,1.7,7.057690144,0.041584462,0.028991781
10,89.38207372,23.9438912,437122.0116,2648152.146,RAJSHAHI,PABNA,Medium Highland 2,7.2,2.7,14.01597214,-0.198969036,0.423008591
11,89.66907817,23.86178048,466305.607,2638963.215,RAJSHAHI,PABNA,Medium Lowland,7.7,0.4,9.84478569,-0.124986447,0.351407379
12,88.2462462,24.51512589,322322.7095,2712388.61,RAJSHAHI,CHAPAI,Medium Highland 2,7.2,0.5,23.96853828,-0.163143873,0.426019639
13,88.8420911,24.15372743,382362.8016,2671732.913,RAJSHAHI,RAJSHAHI,Highland,7.5,0.9,18.58457375,-0.259061933,0.472517192
14,88.75601434,24.18651621,373649.2684,2675438.762,RAJSHAHI,RAJSHAHI,Medium Lowland,7.3,1.8,11,0.070518665,0.047975
15,89.17144959,24.02904236,415744.1943,2657690.019,RAJSHAHI,PABNA,Highland,7.4,2.6,19.56197548,-0.200654835,0.528458893
16,88.14655059,24.52487733,312234.5332,2713600.678,RAJSHAHI,CHAPAI,Medium Highland 1,6.4,0.7,16,-0.011909677,0.100333959
17,89.3057867,23.92314884,429347.7835,2645891.662,RAJSHAHI,PABNA,Medium Lowland,7.6,1.6,2,0.037198622,0.002944203
18,89.08950443,23.99973459,407389.7011,2654496.462,RAJSHAHI,PABNA,Medium Lowland,8.4,1.5,13.5892992,-0.212334201,0.392261952
19,89.00210434,24.15820626,398623.9941,2672103.676,RAJSHAHI,NATORE,Medium Highland 2,8,2.1,7,0.200087994,0.051204052
20,89.11061457,24.00306801,409539.3496,2654851.828,RAJSHAHI,PABNA,Highland,8,2.5,13.76891708,-0.237818703,0.406120837
21,88.1974136,24.51030856,317367.3236,2711918.798,RAJSHAHI,CHAPAI,Medium Highland 2,6.9,2,24,-0.232260644,0.343469322
22,88.8333267,24.1695542,381486.913,2673492.83,RAJSHAHI,RAJSHAHI,Medium Highland 2,6.8,2.4,17.71453857,-0.255527109,0.450404286
23,88.9874606,24.16566591,397142.2122,2672940.35,RAJSHAHI,NATORE,Lowland,8,1.5,7.764005184,0.197580546,0.007690441
24,88.216257,24.5314508,319307.1557,2714235.646,RAJSHAHI,CHAPAI,Medium Highland 2,6.5,0.8,23.97061729,-0.223128393,0.39387238
25,88.30981138,24.45714361,328685.3781,2705886.559,RAJSHAHI,RAJSHAHI,Medium Highland 2,6.3,0.8,17.26780891,-0.095722727,0.242225751
26,88.1668609,24.51692792,314280.8592,2712692.718,RAJSHAHI,CHAPAI,Medium Highland 1,7.5,1.4,23.44960594,0.100128949,0.060621429
27,89.64944743,23.86021889,464306.3647,2638795.135,RAJSHAHI,PABNA,Lowland,6.3,1.8,11.38499355,-0.141074196,0.388105512
28,88.88528195,24.13801773,386737.2874,2669957.76,RAJSHAHI,NATORE,Medium Highland 2,8.2,2.3,16.08392143,-0.174809679,0.335806727
29,89.01995852,24.15485678,400435.3196,2671719.983,RAJSHAHI,NATORE,Medium Highland 1,7.8,3.6,18.08416367,0.07427226,0.318459511
30,88.80292953,24.14259621,378373.2826,2670533.793,RAJSHAHI,RAJSHAHI,Highland,7.3,1.4,17.76881981,0.034948699,0.019422298
31,89.27651362,23.94663119,426381.7873,2648506.55,RAJSHAHI,PABNA,Medium Highland 2,7.2,2.3,15.42608452,0.015865562,0.047378946
32,88.78805608,24.16011225,376878.7246,2672486.388,RAJSHAHI,RAJSHAHI,Medium Highland 2,7.1,2.5,13.8571043,0.027836667,0.00120625
33,88.21855103,24.46395674,319443.1812,2706757.235,RAJSHAHI,CHAPAI,Medium Highland 2,5.9,1.7,22.90134048,-0.14727354,0.383704305
34,88.20590437,24.48364526,318189.4136,2708954.443,RAJSHAHI,CHAPAI,Highland,7.3,2,23.48280334,-0.219496116,0.456992626
35,89.1217713,24.01379658,410681.5856,2656032.604,RAJSHAHI,PABNA,Highland,8.1,2.9,17.54538536,-0.237836763,0.447863817
36,89.63742005,23.8625275,463082.3675,2639053.812,RAJSHAHI,PABNA,Medium Lowland,6,3.1,10.41783714,-0.14204517,0.421776712
37,88.89223819,24.12939794,387436.6005,2668997.686,RAJSHAHI,NATORE,Medium Highland 2,7,2.8,16.22410965,-0.184178069,0.334358275
38,88.77043633,24.18550652,375113.2677,2675313.998,RAJSHAHI,RAJSHAHI,Highland,7.2,1.3,11.97287941,0.01020974,0.331217796
39,88.15160443,24.55380545,312789.5792,2716797.881,RAJSHAHI,CHAPAI,Medium Highland 2,8.2,0.7,18.43841171,-0.047438312,0.16139172
40,88.1233947,24.62778575,310043.4784,2725030.677,RAJSHAHI,CHAPAI,Highland,8.3,0.3,18,0.08743611,-0.017555714
41,89.09978357,24.01638098,408447.077,2656332.883,RAJSHAHI,PABNA,Highland,8.4,2.4,16.45590401,-0.174476117,0.477912247
42,88.67044521,24.34079638,365120.0086,2692603.375,RAJSHAHI,RAJSHAHI,Highland,7.8,0.5,11.35283089,0.260040969,-0.039406251
43,89.29934763,23.94720892,428705.6545,2648558.794,RAJSHAHI,PABNA,Lowland,7.2,2.8,15.02331638,0.014911764,0.135491863
44,89.1672075,23.96443166,415270.5029,2650538.756,RAJSHAHI,PABNA,Medium Highland 2,7.6,0.6,13.94150257,-0.192228377,0.371301234
45,89.38108422,23.92268555,437011.032,2645804.755,RAJSHAHI,PABNA,Highland,7.2,2,12.98254204,-0.198811606,0.356042951
46,88.75316858,24.19797606,373371.5145,2676710.335,RAJSHAHI,RAJSHAHI,Medium Highland 2,7.2,2,11,0.220967114,0.033865985
47,89.24014872,23.9602454,422689.4577,2650033.356,RAJSHAHI,PABNA,Medium Lowland,7.6,2.2,13.72655773,-0.131078705,0.307122856
48,88.3364288,24.45022646,331374.5696,2705087.769,RAJSHAHI,RAJSHAHI,Medium Lowland,5.8,0.9,22.4896183,-0.162062347,0.460493267
49,89.19214287,24.00387151,417832.6076,2654890.825,RAJSHAHI,PABNA,Medium Lowland,7.4,2.5,15.06019115,-0.164369032,0.382006735
50,89.37478929,23.95491204,436386.1592,2649375.612,RAJSHAHI,PABNA,Medium Highland 2,7.4,2.6,15.91742325,-0.244564533,0.465363175
51,88.22290886,24.51492388,319957.5584,2712396.481,RAJSHAHI,CHAPAI,Medium Highland 2,6.1,2,23.06061554,-0.184274197,0.43297115
52,88.81191157,24.16561429,379307.6087,2673074.862,RAJSHAHI,RAJSHAHI,Medium Lowland,7.1,2,17.94955826,-0.213863239,0.375576675
53,89.02073803,24.13738162,400500.9874,2669784.459,RAJSHAHI,NATORE,Medium Lowland,7.9,2.1,5.571958542,0.147050679,0.04362566
54,88.14901228,24.54390139,312512.2503,2715704.431,RAJSHAHI,CHAPAI,Medium Highland 2,7.9,1.7,16,0.003184416,0.092552565
55,89.34240713,23.95055932,433089.0034,2648908.663,RAJSHAHI,PABNA,Medium Highland 2,7.4,2.7,17.57165527,-0.157905161,0.368090183
56,88.28882687,24.49912614,326615.5643,2710562.423,RAJSHAHI,CHAPAI,Medium Highland 2,7.5,0.8,25.69027138,-0.153940007,0.444809824
57,88.29310637,24.48810311,327034.1858,2709336.217,RAJSHAHI,CHAPAI,Medium Highland 2,6.4,1.3,21.70367813,0.201723129,0.016114924
58,88.27663382,24.47830291,325351.0965,2708271.527,RAJSHAHI,CHAPAI,Medium Highland 2,6.6,1.3,14.42995453,0.053695142,0.056135572
59,89.68128978,23.84666158,467545.234,2637286.505,RAJSHAHI,PABNA,Medium Highland 2,7.7,0.7,11.20313168,-0.189914837,0.363848448
60,88.0825739,24.66506953,305968.1063,2729217.426,RAJSHAHI,CHAPAI,Highland,8.6,0.4,23.76809311,-0.179111615,0.418614119
61,89.3707536,23.96814352,435982.0596,2650842.398,RAJSHAHI,PABNA,Medium Highland 2,7.2,2.9,11.66599655,-0.110385157,0.44538036
62,88.19259195,24.52865122,316905.3068,2713956.78,RAJSHAHI,CHAPAI,Medium Highland 2,7.3,1,21.87890053,-0.155717418,0.401393265
63,88.29088918,24.46424062,326776.7934,2706696.142,RAJSHAHI,CHAPAI,Highland,7.4,0.5,14,-0.14575389,0.217090741
64,88.98204697,24.15187489,396581.1306,2671417.289,RAJSHAHI,NATORE,Highland,8.2,1.4,7.074365139,0.040421382,0.029793836
65,88.24062764,24.490239,321718.2467,2709639.49,RAJSHAHI,CHAPAI,Medium Highland 2,6.9,1.5,20.14213943,-0.240516767,0.381145686
66,89.65731753,23.86617744,465109.3094,2639452.864,RAJSHAHI,PABNA,Medium Lowland,6.4,2.1,8.839683533,-0.122023374,0.402734339
67,88.23769305,24.47185189,321394.8502,2707606.806,RAJSHAHI,CHAPAI,Medium Highland 2,6.5,3.9,21.48139191,0.055578712,0.190159738
68,88.99308492,24.12711711,397682.9038,2668667.816,RAJSHAHI,NATORE,Medium Highland 2,8.2,2.1,19.32508087,-0.178369671,0.300537437
69,89.61913297,23.84613795,461215.4938,2637244.155,RAJSHAHI,PABNA,Highland,7,1.7,12.55525208,-0.165909678,0.378776699
70,89.13542963,24.02371863,412077.4972,2657122.601,RAJSHAHI,PABNA,Medium Highland 2,7.3,2.4,14.7059536,-0.178787097,0.447671771
71,89.32141403,23.91859961,430935.8567,2645380.253,RAJSHAHI,PABNA,Medium Highland 2,7.5,1.8,12.04059601,0.167747363,-0.028471094
72,89.28553979,23.9871893,427323.0231,2652992.435,RAJSHAHI,PABNA,Highland,7.4,2.6,18.14655876,-0.225647092,0.537706137
73,89.14498419,24.04099432,413060.8229,2659029.475,RAJSHAHI,PABNA,Medium Highland 2,7.7,2.4,16.97190666,-0.164798707,0.523404956
74,89.14585325,23.96175809,413095.9913,2650255.727,RAJSHAHI,PABNA,Highland,7.7,1.8,12.57255268,-0.197759345,0.349895
75,88.38676233,24.38712252,336396.0905,2698038.651,RAJSHAHI,RAJSHAHI,Lowland,5.9,0.9,14,0.100801378,0.014265306
76,88.87077391,24.1627638,385285.1457,2672709.712,RAJSHAHI,NATORE,Highland,7.2,2.5,20.65473938,-0.182747737,0.375666857
77,88.2682356,24.4934756,324520.8933,2709962.608,RAJSHAHI,CHAPAI,Medium Highland 2,6.7,1,23.09547424,-0.159412906,0.44991532
78,89.5123683,23.84380477,450342.3713,2637019.152,RAJSHAHI,PABNA,Medium Highland 2,7.9,0.2,12.69573879,0.28268078,-0.011858015
79,88.90525639,24.13388456,388763.4133,2669484.091,RAJSHAHI,NATORE,Medium Highland 2,7.2,1.6,15.95986652,-0.190984413,0.320587724
80,89.28696329,23.93344407,427437.7553,2647041.077,RAJSHAHI,PABNA,Medium Lowland,7.4,2,2.319271326,0.088,0.031751387
81,89.17965072,24.00139697,416560.3734,2654624.185,RAJSHAHI,PABNA,Medium Highland 2,7.8,2.5,16.55805206,-0.186699346,0.470018983
82,88.39753125,24.38518757,337485.9177,2697811.699,RAJSHAHI,RAJSHAHI,Medium Highland 1,6.1,0.9,14.31457615,-0.037249032,0.117573008
83,88.2698399,24.46307186,324641.3438,2706593.227,RAJSHAHI,CHAPAI,Medium Lowland,7.4,0.8,14.51009274,-0.068153545,0.109563805
84,88.98323603,24.15942539,396708.0135,2672252.462,RAJSHAHI,NATORE,Medium Highland 2,8.1,2.1,8.444049835,0.151182517,-0.004107746
85,89.68994037,24.80063353,468661.5745,2742908.046,RAJSHAHI,BOGRA,Lowland,6.5,1.4,11.08043385,0.001549032,0.096370198
86,89.61255335,24.88190106,460865.388,2751926.597,RAJSHAHI,BOGRA,Medium Lowland,7.5,0.8,19.68522644,0.251563758,-0.023087218
87,89.5922001,24.94036538,458828.9646,2758406.3,RAJSHAHI,BOGRA,Lowland,7.7,2.1,11,0.092016667,0.032293752
88,88.71399864,24.78127838,369994.0593,2741340.981,RAJSHAHI,NAOGAON,Highland,5.5,1,19.05731964,-0.191605806,0.52317971
89,88.74349981,24.93072761,373129.3308,2757863.81,RAJSHAHI,NAOGAON,Highland,5.4,2.1,20.60163498,-0.178258702,0.424386531
90,88.75580486,24.72762938,374166.7923,2735360.658,RAJSHAHI,NAOGAON,Medium Highland 2,6.5,0.9,14.27127552,-0.17171742,0.510463178
91,88.89654043,25.11680781,388751.2875,2778336.566,RAJSHAHI,NAOGAON,Highland,5,1.2,22.71066093,-0.235153541,0.501782835
92,89.73727686,24.65774532,473415.6553,2727076.671,RAJSHAHI,SIRAJGANJ,Lowland,8.3,0.4,17.92238998,-0.159842581,0.481323928
93,89.79240644,24.04221976,478892.2991,2658916.445,RAJSHAHI,SIRAJGANJ,Medium Lowland,8.3,1.1,13.02195644,-0.078114189,0.443207383
94,88.90677743,25.09374717,389762.7668,2775774.359,RAJSHAHI,NAOGAON,Highland,6.5,0.9,21.87419701,-0.253272265,0.503875434
95,88.66686696,24.77484003,365221.8629,2740673.627,RAJSHAHI,NAOGAON,Medium Highland 2,5.9,1.4,18.06462669,-0.071237013,0.414875299
96,89.58910119,24.96710354,458525.0565,2761367.952,RAJSHAHI,BOGRA,Medium Highland 2,6.9,2.3,17.28152466,-0.126493543,0.232676685
97,88.7127775,24.79094186,369880.6781,2742412.312,RAJSHAHI,NAOGAON,Highland,5.3,1.3,22.68439865,-0.238192901,0.554027617
98,89.58703268,24.98504596,458322.3113,2763355.352,RAJSHAHI,DINAJPUR,Medium Highland 2,6.2,0.8,17.29815292,-0.147793546,0.380903691
99,88.76367691,25.12722982,375365.5459,2779606.893,RAJSHAHI,NAOGAON,Highland,5.1,1.3,20.46442413,-0.228742585,0.343344778
100,88.81446011,24.81942543,380187.6839,2745473.589,RAJSHAHI,NAOGAON,Medium Lowland,5,2.2,17.91540909,-0.198426455,0.49856934
101,88.74245423,24.85573034,372947.0015,2749559.264,RAJSHAHI,NAOGAON,Medium Highland 1,4.9,1.2,18.56737328,-0.178724512,0.490590811
102,88.70240993,24.7409697,368780.04,2736888.127,RAJSHAHI,NAOGAON,Medium Highland 2,5.8,1.5,17.1916256,-0.170065165,0.47978282
103,88.91900531,25.06699061,390972.1837,2772801.347,RAJSHAHI,NAOGAON,Medium Highland 1,6,1.6,21.69772339,-0.196737409,0.49690187
104,88.76629175,25.13882939,375640.9256,2780889.099,RAJSHAHI,NAOGAON,Highland,4.7,1.1,22.70373344,-0.157522589,0.476300001
105,88.89981338,25.10434856,389070.0415,2776954.092,RAJSHAHI,NAOGAON,Highland,5.8,1.4,22.23752594,-0.197832897,0.509319007
106,88.75594929,25.14786283,374607.5208,2781899.108,RAJSHAHI,NAOGAON,Highland,6.1,1.4,22.13716698,-0.247419357,0.459858298
107,88.73989262,24.84554019,372677.7365,2748433.159,RAJSHAHI,NAOGAON,Highland,5.7,1.3,17.1100502,-0.232576787,0.509018421
108,88.73231208,25.00877162,372080.3093,2766517.34,RAJSHAHI,NAOGAON,Highland,5.6,2.2,20.64724159,-0.255991608,0.511509836
109,89.76113643,24.53895042,475807.1337,2713918.902,RAJSHAHI,SIRAJGANJ,Medium Highland 2,7.9,1.3,8.618534088,-0.046605807,0.104276076
110,88.70192788,24.75811501,368749.299,2738787.32,RAJSHAHI,NAOGAON,Highland,7,1.4,18.09895706,-0.234270975,0.518926382
111,88.725407,24.95864134,371331.2867,2760972.144,RAJSHAHI,NAOGAON,Highland,5.5,1.2,19.26136971,-0.215620145,0.390192628
112,89.71155459,24.71496375,470826.1858,2733417.396,RAJSHAHI,SIRAJGANJ,Lowland,8,1.1,18.97353745,-0.081901975,0.167664334
113,88.69916089,24.82560154,368540.6561,2746263.715,RAJSHAHI,NAOGAON,Highland,5.7,1.4,19.47800636,-0.166581288,0.501030684
114,88.7172688,24.88258886,370430.1899,2752557.419,RAJSHAHI,NAOGAON,Highland,5,1.2,18.33542824,-0.164623871,0.489080369
115,88.71117866,24.76094022,369687.7157,2739091.348,RAJSHAHI,NAOGAON,Highland,5.9,1.6,19.79224396,-0.172688395,0.436107367
116,88.72891543,24.87330379,371597.1542,2751518.114,RAJSHAHI,NAOGAON,Highland,4.9,1.4,19.2226181,-0.265862584,0.471835583
117,88.75405296,24.86984231,374133.2622,2751111.31,RAJSHAHI,NAOGAON,Highland,5.5,1.3,17.653965,-0.166316122,0.497572988
118,89.76777274,24.12114329,476402.0361,2667658.436,RAJSHAHI,SIRAJGANJ,Medium Lowland,7.4,1.6,8.307748795,-0.052194808,0.132371172
119,88.69107899,24.80060378,367697.2831,2743503.159,RAJSHAHI,NAOGAON,Highland,5.2,1.3,20.56832504,-0.209492892,0.529922068
120,88.75952621,24.81542764,374631.4103,2745080.211,RAJSHAHI,NAOGAON,Medium Highland 2,5.3,1.3,18.08532906,-0.180625156,0.524200618
121,89.6962443,24.02379292,469110.2669,2656894.085,RAJSHAHI,SIRAJGANJ,Medium Lowland,8.1,1,7.480126381,0.024206495,0.018447945
122,88.75568968,25.06833791,374500.1781,2773092.202,RAJSHAHI,NAOGAON,Highland,5.9,1,22.87117195,-0.256618053,0.435985267
123,88.73172797,24.80836521,371814.4165,2744323.914,RAJSHAHI,NAOGAON,Highland,5.4,1.1,20.94108582,-0.259494185,0.575569928
124,88.69256017,24.78293788,367828.2911,2741545.326,RAJSHAHI,NAOGAON,Highland,6.3,1.2,18.03699875,-0.198953554,0.507964432
125,88.90406163,25.10173225,389496.0677,2776660.87,RAJSHAHI,NAOGAON,Highland,6,1.3,22.5911808,-0.229265168,0.49472025
126,88.63643327,24.81440746,362188.4202,2745085.914,RAJSHAHI,NAOGAON,Medium Lowland,6.9,1.1,17.86540794,-0.152729034,0.462183446
127,88.92431916,25.08715355,391525.9426,2775029.963,RAJSHAHI,NAOGAON,Highland,6,0.9,21.63657379,-0.210325971,0.506469309
128,88.77231701,24.72116728,375830.523,2734629.965,RAJSHAHI,NAOGAON,Highland,5.3,1.8,16.70751762,-0.139720649,0.532669902
129,88.75741512,25.1312115,374738.2894,2780053.654,RAJSHAHI,NAOGAON,Highland,5.3,1,21.33021164,-0.156590968,0.393339247
130,88.76874922,25.12021947,375869.8546,2778825.842,RAJSHAHI,NAOGAON,Highland,5.2,1.6,21.44463158,-0.247460008,0.376345396
131,88.77475063,24.79628283,376151.1971,2742946.173,RAJSHAHI,NAOGAON,Medium Highland 2,5.1,1.4,18.12833786,-0.249967083,0.547392607
132,88.75071243,24.95385821,373881.2322,2760418.689,RAJSHAHI,NAOGAON,Highland,5.7,1.6,18.26142693,-0.16256839,0.507405519
133,88.79951578,24.77834407,378637.2589,2740937.383,RAJSHAHI,NAOGAON,Medium Lowland,4.9,2.9,19.57700348,-0.247744501,0.551672995
134,88.89905058,25.10590856,388994.5322,2777127.479,RAJSHAHI,NAOGAON,Highland,5.4,1,23.73719215,-0.22628516,0.502860725
135,88.75385967,24.89840393,374142.6856,2754274.513,RAJSHAHI,NAOGAON,Highland,6,1.3,20.09174919,-0.321592271,0.534438014
136,88.91482549,25.07190123,390554.9444,2773348.538,RAJSHAHI,NAOGAON,Highland,5.8,1.1,19.34004021,-0.245074198,0.511930645
137,88.71684296,24.86891068,370372.8981,2751043.037,RAJSHAHI,NAOGAON,Highland,5.2,1,19.4395752,-0.234576121,0.513934374
138,88.89974366,25.11603946,389073.563,2778248.839,RAJSHAHI,NAOGAON,Highland,5.4,1.6,22.19282722,-0.222290963,0.511783421
139,88.70714232,24.86486867,369388.5639,2750604.672,RAJSHAHI,NAOGAON,Highland,5.9,1.7,19.54624176,-0.211926445,0.48966381
140,88.91806586,25.08187595,390890.6181,2774450.543,RAJSHAHI,NAOGAON,Highland,5.7,1.3,22.79314041,-0.234705806,0.500663161
141,89.72653966,24.64671538,472326.7464,2725857.51,RAJSHAHI,SIRAJGANJ,Medium Lowland,7.9,1.6,19.88905334,-0.18691355,0.430444181
142,88.70621762,24.71876685,369141.9079,2734425.671,RAJSHAHI,NAOGAON,Medium Highland 2,6.2,1.1,17.59445572,-0.138526455,0.474771142
143,88.77021341,24.87277485,375768.9023,2751421.232,RAJSHAHI,NAOGAON,Medium Highland 2,6.2,1.1,19.21469879,-0.220091596,0.501371801
144,88.72362392,24.85880515,371047.514,2749917.469,RAJSHAHI,NAOGAON,Highland,4.8,0.9,18.97162819,-0.224479347,0.4828583
145,88.68426556,24.74882962,366953.333,2737776.083,RAJSHAHI,NAOGAON,Highland,5.3,1.5,18.54333878,-0.227118701,0.485470563
146,88.73507495,24.82025661,372164.9386,2745637.67,RAJSHAHI,NAOGAON,Highland,5.6,2.5,19.80370903,-0.222227097,0.511335611
147,88.76162533,24.87881035,374907.3384,2752097.486,RAJSHAHI,NAOGAON,Highland,5.7,1.3,16.94065666,-0.170055479,0.500149727
148,89.78378754,24.05114263,478017.4628,2659905.662,RAJSHAHI,SIRAJGANJ,Medium Lowland,7,1.5,12.65270042,-0.085787095,0.254313052
149,88.9049733,25.13962958,389622.0544,2780857.004,RAJSHAHI,NAOGAON,Highland,5.4,1.7,25.45385551,-0.208145171,0.458060741
150,88.76405367,25.09397082,375369.808,2775923.217,RAJSHAHI,NAOGAON,Highland,5.6,1.9,19.56394958,-0.193585798,0.290236205
151,88.72909482,24.99622797,371742.6022,2765131.219,RAJSHAHI,NAOGAON,Highland,5,0.9,20.31185532,-0.158614203,0.290780991
152,89.66284138,24.73818719,465905.5515,2736000.076,RAJSHAHI,BOGRA,Medium Lowland,7.7,0.8,9.199775696,0.22120522,-0.032646339
153,88.90358682,25.12296467,389467.2868,2779012.608,RAJSHAHI,NAOGAON,Highland,5.4,1.3,23.81772423,-0.247141287,0.514740467
154,89.77132467,24.0618541,476752.2754,2661093.591,RAJSHAHI,SIRAJGANJ,Medium Lowland,7.6,1.3,4.246421814,-0.119353592,0.1093475
155,88.72957988,24.94626418,371739.7551,2759597.48,RAJSHAHI,NAOGAON,Highland,5.3,3,20.69655418,-0.231316775,0.520876706
156,88.66283,24.80210066,364843.2287,2743696.596,RAJSHAHI,NAOGAON,Medium Highland 1,5.9,4,18.28412819,-0.24114646,0.546047211
157,88.78434977,24.82597041,377150.8537,2746225.166,RAJSHAHI,NAOGAON,Medium Highland 2,5.7,1.6,18.11644936,-0.242404521,0.503077924
158,89.77187564,24.04200644,476804.7228,2658896.061,RAJSHAHI,SIRAJGANJ,Lowland,8.3,1.4,12.56610775,-0.048546754,0.098070323
159,88.73701846,24.75082662,372290.3084,2737946.968,RAJSHAHI,NAOGAON,Medium Highland 2,5.3,0.9,17.82494545,-0.204243869,0.526057005
160,88.79007886,24.80933088,377713.5355,2744377.325,RAJSHAHI,NAOGAON,Medium Highland 2,5.4,1.7,18.92609215,-0.225194842,0.546827614
161,88.70492333,24.77787913,369072.9389,2740973.199,RAJSHAHI,NAOGAON,Medium Highland 1,6,0.9,20.33611679,-0.196370974,0.534079731
162,88.76200055,24.8622486,374928.5748,2750263.035,RAJSHAHI,NAOGAON,Medium Highland 2,5.5,1.2,17.30865097,-0.136074841,0.488522708
163,88.91392517,25.07601682,390467.7975,2773805.038,RAJSHAHI,NAOGAON,Medium Highland 1,5.1,1.3,21.34207344,-0.224411622,0.488182217
164,88.70054527,24.69870311,368547.0524,2732209.184,RAJSHAHI,NAOGAON,Medium Highland 2,6.7,0.8,18.05603218,-0.199458703,0.433850288
165,88.76102954,24.80568598,374773.5693,2744000.014,RAJSHAHI,NAOGAON,Medium Highland 1,4.9,1.8,20.20330429,-0.259581923,0.489708602
166,88.75739905,25.1400512,374745.689,2781032.642,RAJSHAHI,NAOGAON,Highland,4.8,1,19.4055481,-0.234934211,0.445784032
167,89.79333764,24.11550587,478998.9225,2667030.217,RAJSHAHI,SIRAJGANJ,Medium Highland 2,8.2,1,13.28744602,-0.124726452,0.440122068
168,88.79071343,24.87532629,377842.4926,2751685.241,RAJSHAHI,NAOGAON,Highland,6.2,1.5,17.75261497,-0.131312251,0.501898766
169,89.75331365,24.02950361,474914.9377,2657514.995,RAJSHAHI,SIRAJGANJ,Medium Lowland,8.2,0.9,9.218133926,-0.040253595,0.081877358
170,88.65309622,24.82681861,363886.264,2746443.675,RAJSHAHI,NAOGAON,Medium Lowland,5.4,0.9,20.65569115,-0.17805548,0.507957041
171,88.71505424,24.7470545,370065.1746,2737549.912,RAJSHAHI,NAOGAON,Medium Highland 2,6.4,1.1,17.24994278,-0.161863863,0.497719616
172,89.75839926,24.04370274,475434.7859,2659086.156,RAJSHAHI,SIRAJGANJ,Medium Lowland,8.2,1.3,8.782112122,-0.159897432,0.215652153
173,88.71837531,24.8753856,370534.4633,2751758.643,RAJSHAHI,NAOGAON,Highland,6.1,1.1,18.62446976,-0.171710327,0.497430086
174,88.76170331,25.10892662,375147.9671,2777581.694,RAJSHAHI,NAOGAON,Highland,5.3,2.1,21.89661598,-0.240052253,0.479901224
175,88.7542373,24.93872324,374221.7402,2758739.301,RAJSHAHI,NAOGAON,Highland,5.5,2.1,19.10233879,-0.197425812,0.518594503
176,88.73487286,25.02782055,372358.4422,2768624.523,RAJSHAHI,NAOGAON,Highland,5.3,0.9,21.6168251,-0.220512256,0.497995079
177,88.66794481,24.74738466,365301.2327,2737632.031,RAJSHAHI,NAOGAON,Medium Highland 2,5.7,0.9,18.72807884,-0.262212247,0.527662575
178,88.70980143,24.80959938,369599.3274,2744481.358,RAJSHAHI,NAOGAON,Highland,6,2.4,18.68572235,-0.220289037,0.516076088
179,88.71394284,24.72441072,369929.2204,2735043.33,RAJSHAHI,NAOGAON,Medium Lowland,5.9,0.6,16.2982254,-0.155183226,0.46754849
180,89.79458992,24.09936195,479123.5625,2665242.64,RAJSHAHI,SIRAJGANJ,Medium Lowland,8.2,0.8,11.20944691,-0.084695481,0.489701211
181,88.72660536,24.86479196,371354.9579,2750577.656,RAJSHAHI,NAOGAON,Highland,5.6,2.5,18.82173729,-0.262554199,0.486304283
182,88.75731611,25.04702358,374642.548,2770730.211,RAJSHAHI,NAOGAON,Highland,4.9,1.3,21.48215485,-0.218457416,0.508940458
183,88.72859445,24.88062535,371572.296,2752329.239,RAJSHAHI,NAOGAON,Highland,5.7,2,20.42829895,-0.152383223,0.48967728
184,88.76936913,25.09685867,375908.7748,2776238.142,RAJSHAHI,NAOGAON,Highland,5,1.2,23.63243294,-0.262178719,0.50414294
185,88.91250355,25.10920136,390353.9982,2777481.14,RAJSHAHI,NAOGAON,Highland,5.1,1.8,23.14426994,-0.247520655,0.500421464
186,88.77680387,24.77772823,376340.3663,2740889.542,RAJSHAHI,NAOGAON,Medium Lowland,5.2,0.9,17.25930023,-0.129243225,0.519043565
187,88.78432308,24.86743397,377189.1003,2750816.97,RAJSHAHI,NAOGAON,Medium Highland 2,5.8,1.9,19.20862579,-0.205239996,0.537099361
