ID,x,y,xm,ym,DIVISION_NAME,DISTRICT_NAME,Land_type,pH,SOM,DEM,NDFI,NDVI
1242,88.17629977,24.88864326,315785.1924,2753851.585,RAJSHAHI,CHAPAI,Medium Lowland,6.3,2.2,20.77103615,0.077611618,0.5090276
1243,88.82679756,24.42899511,381065.712,2702227.232,RAJSHAHI,RAJSHAHI,Medium Highland 2,7.9,2.9,15.14375496,-0.108608447,0.476320267
1244,88.69275842,24.44891654,367496.738,2704554.994,RAJSHAHI,RAJSHAHI,Highland,7.6,2.9,16.67523956,-0.065094836,0.487592041
1245,89.6243019,23.94875623,461772.0418,2648604.035,RAJSHAHI,PABNA,Lowland,7.4,0.6,9.654241562,-0.175647393,0.422949076
1246,89.14286658,24.26176973,412995.1259,2683476.012,RAJSHAHI,NATORE,Lowland,7.5,5,10.25485802,-0.160063222,0.498901844
1247,89.58545058,23.88156628,457796.9865,2641176.189,RAJSHAHI,PABNA,Lowland,7.6,1.8,10.19824314,-0.196592912,0.450005531
1248,89.47317285,24.19775136,446497.5393,2676221.472,RAJSHAHI,JOYPURHAT,Medium Lowland,5.1,1.2,11.66015625,-0.051392861,0.445771426
1249,88.19772213,24.89625634,317960.7338,2754665.997,RAJSHAHI,CHAPAI,Medium Lowland,5.8,1.6,20.81546021,0.050998699,0.515101194
1250,89.63608562,23.94213363,462969.1774,2647867.675,RAJSHAHI,PABNA,Lowland,6.5,1.5,11.57138824,-0.235498711,0.464676708
1251,89.20787377,24.44762876,419711.427,2704016.429,RAJSHAHI,NATORE,Medium Lowland,5.3,2.5,11.08946991,0.152746931,0.355149001
1252,89.64414428,23.97071479,463797.1896,2651029.94,RAJSHAHI,PABNA,Medium Highland 2,7.6,2,7.876445293,-0.163245797,0.455168128
1253,88.60641637,24.46458297,358761.3916,2706375.328,RAJSHAHI,RAJSHAHI,Medium Highland 2,6.7,2.1,18.20599556,-0.170812249,0.51303494
1254,89.52819574,24.1483433,452067.087,2670731.103,RAJSHAHI,SIRAJGANJ,Very Lowland,6.4,1.6,9.114103317,-0.037223741,0.499348968
1255,89.2451584,24.13684781,423304.1684,2669584.229,RAJSHAHI,PABNA,Medium Highland 2,7,0.2,15.09378624,-0.174027741,0.526231885
1256,88.72610403,24.50888766,370938.2477,2711164.616,RAJSHAHI,RAJSHAHI,Medium Lowland,6.4,0.6,13.70394325,-0.204759747,0.458026558
1257,88.33937723,24.82255524,332171.8497,2746320.99,RAJSHAHI,CHAPAI,Highland,5.3,2.5,24.35584259,-0.150035486,0.473350942
1258,89.0800519,24.20089431,406574.2329,2676776.108,RAJSHAHI,NATORE,Medium Highland 2,7.8,2.4,15.80732346,-0.225875482,0.531515956
1259,88.62869399,24.54472142,361107.6143,2715227.469,RAJSHAHI,RAJSHAHI,Highland,6.1,1.2,17.91095924,-0.132808387,0.442528218
1260,88.79529507,24.64702828,378082.6783,2726399.18,RAJSHAHI,RAJSHAHI,Medium Lowland,6,1.9,15.82454491,-0.076462582,0.449525148
1261,89.65741742,24.02204864,465161.3572,2656710.033,RAJSHAHI,PABNA,Very Lowland,7.2,1,2,0.268978894,-0.019487903
1262,89.13742586,24.45927793,412578.6428,2705349.005,RAJSHAHI,NATORE,Medium Highland 2,5,2.2,15.85736275,-0.055787746,0.485404283
1263,89.30321277,24.21194638,429244.4101,2677868.729,RAJSHAHI,PABNA,Medium Highland 2,7.4,1.5,15.939785,-0.209825799,0.550506711
1264,88.64686279,24.60361007,363012.1266,2721730.772,RAJSHAHI,NAOGAON,Medium Lowland,6.5,1.2,14.70682335,0.02998095,0.328085303
1265,89.0171382,24.38782283,400330.6932,2697518.022,RAJSHAHI,NATORE,Medium Lowland,7.5,0.7,15.71082783,-0.19009161,0.490597546
1266,88.9229442,24.19857647,390615.9429,2676633.458,RAJSHAHI,NATORE,Highland,8.1,1.8,16.04577255,-0.206327096,0.46375522
1267,88.78661115,24.44998217,377011.7533,2704586.369,RAJSHAHI,RAJSHAHI,Highland,7.3,1.2,16.72348404,-0.169978067,0.483298153
1268,89.22432457,24.36274261,421326.3405,2694607.837,RAJSHAHI,NATORE,Medium Lowland,6.9,2.9,12.97533226,-0.175152898,0.501580358
1269,89.3947931,24.21053269,438543.5487,2677668.867,RAJSHAHI,PABNA,Medium Lowland,5.7,3.1,10.37157726,-0.196146443,0.514761984
1270,89.25133417,24.07333638,423894.1532,2662548.764,RAJSHAHI,PABNA,Medium Highland 2,7.8,1.7,14.93153191,-0.22346428,0.538080871
1271,89.32503177,24.30184741,431508.2778,2687811.941,RAJSHAHI,PABNA,Medium Lowland,6.5,1.5,11.57540417,-0.175794154,0.497260749
1272,88.90635875,24.25588319,388981.1251,2682992.152,RAJSHAHI,NATORE,Highland,7.6,1.4,17.79895592,-0.24995549,0.517864406
1273,89.64167144,23.90831272,463528.0814,2644121.762,RAJSHAHI,PABNA,Lowland,7.4,1.4,12.0074091,-0.043713551,0.444453359
1274,88.20815314,24.66582844,318679.8755,2729129.722,RAJSHAHI,CHAPAI,Medium Lowland,8.2,1.5,21.8336544,-0.147059992,0.429681003
1275,89.15828772,24.42548667,414670.3355,2701594.336,RAJSHAHI,NATORE,Medium Highland 2,5.6,1.9,15.45049286,-0.138204515,0.519149065
1276,88.72616256,24.45245686,370886.5963,2704915.471,RAJSHAHI,RAJSHAHI,Highland,8.2,2.6,16.4496212,-0.180152252,0.508477926
1277,89.32100469,24.22206139,431056.6008,2678979.789,RAJSHAHI,PABNA,Highland,6.3,1.9,13.98530674,-0.228552908,0.525290191
1278,88.73512193,24.64021704,371985.5187,2725699.64,RAJSHAHI,RAJSHAHI,Medium Highland 2,5.5,1,15.7600565,-0.084173545,0.415794373
1279,89.04575699,24.42926558,403264.6125,2702086.719,RAJSHAHI,CHAPAI,Medium Lowland,7,1.5,11.23661709,-0.104812905,0.436924547
1280,89.27120433,24.29016192,426039.2316,2686545.614,RAJSHAHI,NATORE,Medium Lowland,7.2,3.4,11.04661846,-0.054160669,0.482678622
1281,89.63783099,23.87228831,463126.9735,2640134.358,RAJSHAHI,PABNA,Medium Highland 2,7.8,1,11.29569817,-0.182134196,0.466111034
1282,88.61431678,24.55673541,359664.6081,2716572.496,RAJSHAHI,RAJSHAHI,Medium Lowland,7.4,2.9,15.56006336,-0.089765586,0.304247409
1283,88.33013832,24.68822191,331056.3346,2731454.205,RAJSHAHI,CHAPAI,Medium Lowland,4.4,1.2,21.95004463,-0.120300651,0.45520243
1284,88.910449,24.56283614,389663.515,2716978.765,RAJSHAHI,RAJSHAHI,Lowland,5.3,0.4,12.92562389,-0.033964053,0.327643663
1285,88.88460559,24.61217229,387090.4516,2722463.005,RAJSHAHI,NAOGAON,Medium Highland 1,7.6,1.5,16.74494553,-0.187524512,0.489160746
1286,89.38199379,24.14849398,437213.4459,2670805.58,RAJSHAHI,PABNA,Lowland,6.7,2.8,9.320914268,-0.159368381,0.491371155
1287,89.58082069,24.05143751,457381.5298,2659984.944,RAJSHAHI,PABNA,Lowland,7.9,2.1,8.213404655,0.037900649,0.416995078
1288,88.30079201,24.76418945,328191.1411,2739904.574,RAJSHAHI,CHAPAI,Medium Lowland,5.1,1.6,18.62766838,0.09917742,0.285766453
1289,89.13674183,24.18539356,412321.1083,2675023.055,RAJSHAHI,NATORE,Medium Highland 2,6.8,3.4,17.25903511,-0.175025165,0.544144213
1290,88.80333066,24.42772315,378685.2935,2702106.732,RAJSHAHI,RAJSHAHI,Medium Highland 2,8,3,15.10421276,-0.182904512,0.48396197
1291,88.6494558,24.68766631,363366.1838,2731036.878,RAJSHAHI,NAOGAON,Medium Lowland,5.9,0.3,11,0.366854727,0.060781371
1292,88.91188841,24.58480097,389828.5044,2719409.898,RAJSHAHI,RAJSHAHI,Medium Highland 2,6.8,1.6,18.68240929,-0.205222577,0.508777916
1293,89.08007209,24.31309207,406658.2373,2689199.434,RAJSHAHI,NATORE,Highland,8.3,2.4,13.31510067,-0.202807099,0.522986531
1294,89.13557917,24.2224189,412228.374,2679123.426,RAJSHAHI,NATORE,Medium Highland 2,6.7,5.01,12.25423527,-0.210312262,0.492962599
1295,89.06922926,24.45512841,405663.4813,2704934.32,RAJSHAHI,NATORE,Medium Highland 2,5.5,2.2,12.24719143,-0.079663225,0.487623304
1296,88.68927826,24.64300562,367348.2432,2726051.944,RAJSHAHI,NAOGAON,Medium Highland 2,6.2,1.1,17.96006393,-0.076792262,0.422320276
1297,88.89513393,24.23914135,387826.8824,2681147.29,RAJSHAHI,NATORE,Highland,8.1,2.1,16.97922134,-0.19338581,0.511237383
1298,89.00579806,24.29810375,399109.5804,2687591.624,RAJSHAHI,NATORE,Medium Highland 2,8.1,1.4,14.1233263,-0.091203228,0.473935604
1299,89.14709104,24.18620871,413372.8534,2675106.862,RAJSHAHI,NATORE,Medium Lowland,8,4.9,15.19215965,-0.171391606,0.547702432
1300,89.33354724,24.17429395,432304.9595,2673684.757,RAJSHAHI,PABNA,Medium Lowland,6,2.2,13.96300793,-0.102819361,0.46797055
1301,88.30560228,24.78749339,328709.6026,2742479.61,RAJSHAHI,CHAPAI,Medium Highland 2,6.1,0.7,20.69576263,-0.097416773,0.428645998
1302,89.54394955,23.84943141,453560.4779,2637631.394,RAJSHAHI,PABNA,Lowland,6.7,0.1,8.809046745,-0.124845803,0.40621534
1303,88.25530546,24.61263565,323377.4668,2723176.764,RAJSHAHI,CHAPAI,Lowland,7.3,1.6,18.65887642,-0.129281282,0.384077281
1304,89.42124681,23.995639,441131.7332,2653864.628,RAJSHAHI,PABNA,Lowland,6.7,3.2,10.60290813,-0.092692904,0.425098151
1305,88.74651703,24.46225737,372959.7326,2705981.921,RAJSHAHI,RAJSHAHI,Highland,7.1,2.4,18.25515938,-0.231598064,0.539528847
1306,88.24036102,24.82616949,322168.1061,2746846.756,RAJSHAHI,CHAPAI,Highland,4.7,0.8,26.0831604,-0.195220783,0.557158291
1307,89.55572982,23.88015075,454770.7465,2641028.651,RAJSHAHI,PABNA,Lowland,6.8,3.1,8.799283981,-0.116121292,0.353525758
1308,89.63839442,23.88227608,463187.1626,2641239.994,RAJSHAHI,PABNA,Medium Lowland,6.6,2.5,11.87192154,-0.150150314,0.502052784
1309,89.25120626,24.38488485,424066.1717,2697044.586,RAJSHAHI,NATORE,Medium Highland 2,7.1,3.1,14.06084919,-0.142446443,0.505619645
1310,88.33975733,24.83611899,332228.5554,2747822.794,RAJSHAHI,CHAPAI,Highland,5.9,1.7,28.2450676,-0.161959991,0.484411031
1311,89.34440411,24.04601798,433341.3922,2659476.784,RAJSHAHI,PABNA,Highland,7.5,0.1,14.65409374,-0.182172254,0.505267262
1312,89.45021868,23.93048165,444050.5736,2646638.81,RAJSHAHI,PABNA,Medium Lowland,7.2,1.6,8.732931137,-0.068387099,0.371085882
1313,89.33069346,24.10721162,431979.5911,2666258.718,RAJSHAHI,PABNA,Medium Lowland,7.2,0.4,12.59491539,-0.176762342,0.50221473
1314,89.17329557,24.35674066,416146.4863,2693973.119,RAJSHAHI,NATORE,Medium Lowland,8.2,2.2,12.72011185,-0.111985154,0.466506153
1315,88.68815832,24.4628861,367045.0797,2706106.392,RAJSHAHI,RAJSHAHI,Highland,7.4,4.4,19.58470345,-0.208988383,0.492611021
1316,88.67170498,24.57722263,365499.1845,2718784.063,RAJSHAHI,RAJSHAHI,Medium Lowland,7,0.9,14.79999828,-0.136015475,0.487117201
1317,89.65759828,24.04532732,465186.0227,2659287.305,RAJSHAHI,SIRAJGANJ,Medium Lowland,6.2,2.1,8.556516647,-0.025920779,0.050819609
1318,89.55651084,24.09301909,454924.4208,2664596.324,RAJSHAHI,SIRAJGANJ,Lowland,5.9,1.8,12.39870262,-0.134875491,0.483894497
1319,88.81151793,24.63492098,379713.0064,2725044.129,RAJSHAHI,NAOGAON,Medium Lowland,5.1,0.7,13.65893936,-0.08092387,0.392759621
1320,88.62538091,24.49524955,360717.4472,2709752.171,RAJSHAHI,RAJSHAHI,Medium Lowland,7.2,2,16.62252235,-0.074643873,0.479606748
1321,89.13725022,24.213505,412391.9607,2678135.381,RAJSHAHI,NATORE,Medium Lowland,7.1,1.9,13.70526409,-0.181993544,0.510435581
1322,89.58906796,23.85603368,458157.0525,2638348.3,RAJSHAHI,RAJSHAHI,Medium Lowland,6.5,2.4,12.32601357,-0.139864281,0.381972998
1323,88.78051082,24.60663357,376546.6695,2721939.092,RAJSHAHI,RAJSHAHI,Lowland,6,2.3,12.04014492,-0.043987501,0.357712001
1324,88.75160354,24.38330921,373396.5307,2697234.739,RAJSHAHI,RAJSHAHI,Medium Highland 2,7.1,2.8,15.05001736,-0.124389611,0.507462621
1325,89.57267975,23.84127108,456483.3821,2636718.813,RAJSHAHI,PABNA,Medium Lowland,7.2,0.2,10.55629253,-0.148039356,0.455955803
1326,88.31355109,24.59697464,329253.7855,2721368.673,RAJSHAHI,CHAPAI,Highland,6.7,1.3,26.02752686,-0.186912253,0.428866893
1327,88.27232286,24.8390643,325416.9563,2748233.677,RAJSHAHI,CHAPAI,Highland,7.8,1.7,25.28919411,-0.16258128,0.569154024
1328,89.23194848,24.39170143,422117.3762,2697810.034,RAJSHAHI,NATORE,Medium Lowland,7.6,2.4,10.47763157,0.162817657,0.341620862
1329,88.19062316,24.88106909,317221.1824,2752993.333,RAJSHAHI,CHAPAI,Lowland,6,2,23.47442627,0.111540258,0.53674233
1330,89.09251628,24.17330643,407820.3056,2673713.139,RAJSHAHI,NATORE,Medium Highland 2,7.9,2.7,16.20253754,-0.236960649,0.534751534
1331,89.19342983,24.35620631,418188.4731,2693901.946,RAJSHAHI,NATORE,Medium Lowland,8.2,2.4,14.8360157,-0.036798708,0.467126995
1332,89.31829033,24.13185294,430732.3098,2668993.097,RAJSHAHI,PABNA,Lowland,6.2,0.6,11.59204769,-0.118950002,0.456284672
1333,88.70841823,24.42225571,369056.6744,2701587.701,RAJSHAHI,RAJSHAHI,Highland,8.2,1.7,15.15809155,-0.161589667,0.48973009
1334,89.50597053,24.16229046,449814.5308,2672283.104,RAJSHAHI,PABNA,Very Lowland,7,1.5,9.944304466,-0.064123772,0.46888715
1335,89.49722193,24.0897761,448897.0003,2664257.58,RAJSHAHI,PABNA,Lowland,7.4,3.3,11.44577122,-0.174090967,0.487895072
1336,88.78699366,24.43700783,377037.9397,2703149.293,RAJSHAHI,RAJSHAHI,Highland,8.2,3,16.45327377,-0.122398704,0.474623919
1337,89.10963832,24.16983674,409557.165,2673317.781,RAJSHAHI,NATORE,Medium Highland 2,8.2,3.2,14.06789684,-0.264830947,0.525541127
1338,88.73105566,24.48729142,371417.9979,2708768.449,RAJSHAHI,RAJSHAHI,Medium Lowland,4.7,0.5,14.39367008,0.035312988,0.32705307
1339,88.89252777,24.54919669,387836.3888,2715482.859,RAJSHAHI,RAJSHAHI,Highland,7,1.5,17.0447464,-0.220011622,0.497669935
1340,89.07937396,24.44067678,406681.0948,2703327.215,RAJSHAHI,NATORE,Highland,7.5,1.8,15.40720463,-0.142529875,0.532495081
1341,89.08731014,24.47429862,407510.1431,2707044.831,RAJSHAHI,NATORE,Medium Highland 2,6.4,2.2,13.88437748,-0.086336128,0.433444202
1342,88.82934701,24.6553747,381536.9653,2727293.654,RAJSHAHI,NAOGAON,Lowland,5.8,1.4,13.85185814,0.056648701,0.362151891
1343,89.23016566,24.20712706,421823.5822,2677374.054,RAJSHAHI,PABNA,Medium Lowland,5.8,2.5,11.25647259,-0.161029682,0.498831302
1344,89.31271248,24.32705902,430271.9388,2690609.583,RAJSHAHI,SIRAJGANJ,Highland,6.2,2.6,15.33417797,-0.195561945,0.532483459
1345,89.25281133,24.42963443,424255.6477,2701998.654,RAJSHAHI,NATORE,Lowland,6.6,1.9,10.42782593,-0.096978709,0.457730621
1346,89.02697801,24.37139537,401315.8327,2695691.975,RAJSHAHI,NATORE,Highland,4,0.1,16.36764717,-0.175322577,0.525063157
1347,89.2908977,24.10892496,427936.0446,2666468.293,RAJSHAHI,PABNA,Medium Highland 2,6.5,0.3,16.39703178,-0.249245808,0.550025761
1348,89.23379438,24.22375961,422202.1943,2679213.646,RAJSHAHI,PABNA,Highland,6.9,2,18.09669876,-0.252535462,0.579804957
1349,88.79052089,24.47948807,377436.649,2707850.295,RAJSHAHI,RAJSHAHI,Highland,7.5,1.9,19.41391754,-0.202368379,0.529041111
1350,89.47652978,23.93802456,446731.3142,2647463.759,RAJSHAHI,PABNA,Lowland,8.1,2.3,9.28514576,-0.126291618,0.416337401
1351,89.16475505,24.34307525,415271.0763,2692465.173,RAJSHAHI,NATORE,Medium Lowland,7.1,2.4,12.70643425,-0.189092264,0.51967299
1352,89.41680586,24.18467534,440766.9682,2674796.418,RAJSHAHI,PABNA,Lowland,6.9,2,10.93667316,-0.124145165,0.49245277
1353,89.54469855,23.83232818,453630.6673,2635737.581,RAJSHAHI,RAJSHAHI,Lowland,7.7,0.1,12.06692028,-0.058170777,0.338974237
1354,89.12584482,24.41859743,411376.4165,2700851.867,RAJSHAHI,NATORE,Highland,7.8,1.2,16.44878387,-0.158516124,0.547536194
1355,88.66565176,24.6357509,364949.0369,2725271.556,RAJSHAHI,NAOGAON,Highland,7.7,1.1,15.99771404,-0.125347093,0.492438048
1356,88.21835432,24.87079157,320008.2131,2751818.024,RAJSHAHI,CHAPAI,Medium Lowland,7.7,1.3,21.30814552,-0.033733334,0.497917175
1357,89.26052202,24.1800021,424890.4906,2674354.05,RAJSHAHI,PABNA,Lowland,7.5,0.1,9.627745628,-0.164877415,0.491007388
1358,88.54710295,24.48041929,352767.6147,2708190.972,RAJSHAHI,RAJSHAHI,Medium Highland 2,5.9,1.8,17.32709694,-0.181729034,0.515034378
1359,89.11965763,24.35779498,410706.3968,2694123.29,RAJSHAHI,NATORE,Medium Highland 2,8.1,1.9,16.89157867,-0.125778705,0.524769306
1360,89.08367096,24.15664488,406909.692,2671874.132,RAJSHAHI,NATORE,Highland,8,3.5,15.12618351,-0.102016129,0.501596332
1361,89.07366118,24.44572267,406105.726,2703889.808,RAJSHAHI,NATORE,Medium Highland 2,7.7,2.5,17.36281204,-0.142007098,0.52112639
1362,88.21982574,24.79181429,320042.7217,2743068.484,RAJSHAHI,CHAPAI,Highland,6.7,1.9,25.1878891,-0.194319993,0.506536841
1363,88.1951187,24.84236742,317618.6168,2748700.618,RAJSHAHI,CHAPAI,Highland,6.7,1.6,24.82651711,-0.155826449,0.46439141
1364,88.21758071,24.90779234,319983.7176,2755917.318,RAJSHAHI,CHAPAI,Medium Highland 2,7.1,2.6,23.55331802,-0.116058707,0.470184028
1365,88.86988392,24.63794448,385623.5334,2725329.11,RAJSHAHI,NAOGAON,Lowland,6,0.9,12.83690357,-0.123450965,0.413979381
1366,89.23072188,24.21271315,421883.4741,2677992.255,RAJSHAHI,NATORE,Highland,8.3,2.8,9.641334534,-0.189325154,0.469458312
1367,89.06952528,24.47048866,405704.9247,2706634.963,RAJSHAHI,NATORE,Medium Lowland,6.1,1.2,14.93889809,-0.045334194,0.458774209
1368,88.71684697,24.57484404,370068.2413,2718477.318,RAJSHAHI,RAJSHAHI,Highland,5.6,1.5,15.59171963,-0.194434196,0.474890172
1369,88.92323199,24.22068991,390664.0456,2679081.855,RAJSHAHI,NATORE,Medium Lowland,7.3,2.1,16.10468292,-0.193177417,0.477652788
1370,88.67288247,24.54432619,365583.3489,2715139.907,RAJSHAHI,RAJSHAHI,Highland,6.5,1.9,18.37932014,-0.216863871,0.480228215
1371,89.254892,24.19717365,424328.754,2676258.369,RAJSHAHI,PABNA,Highland,6,2.9,13.0199728,-0.166540653,0.487745404
1372,89.03997199,24.47321742,402711.8849,2706957.592,RAJSHAHI,NATORE,Medium Highland 2,6.2,1.4,15.84632492,-0.125801936,0.460214108
1373,88.20903103,24.82623199,319001.2723,2746894.892,RAJSHAHI,CHAPAI,Lowland,5.5,2.3,21.18350792,0.018981935,0.47501412
1374,89.10268072,24.2762133,408926.0658,2685100.97,RAJSHAHI,NATORE,Medium Highland 2,8,4.5,17.24959946,-0.180834845,0.574674189
1375,89.40961025,24.22494047,440054.9529,2679257.673,RAJSHAHI,PABNA,Medium Lowland,5.3,2.4,13.05605316,-0.185817525,0.551811039
1376,89.30512053,24.36466939,429522.5018,2694777.794,RAJSHAHI,SIRAJGANJ,Medium Highland 2,5.2,3,12.80659389,-0.155198053,0.484911025
1377,88.6131699,24.58854097,359583.9028,2720095.928,RAJSHAHI,RAJSHAHI,Highland,5.7,1.5,19.21745491,-0.158823878,0.496407956
1378,89.23946581,24.41858716,422896.0132,2700782.791,RAJSHAHI,NATORE,Medium Lowland,5.6,1.8,11.81064606,-0.05897484,0.470220268
1379,89.31660106,24.25535611,430627.5062,2682668.449,RAJSHAHI,PABNA,Medium Lowland,6,1.4,12.83450317,-0.114821933,0.44421348
1380,88.30483646,24.73795107,328564.1498,2736993.424,RAJSHAHI,CHAPAI,Highland,5.9,1.7,21.20645142,-0.144988388,0.501204908
1381,89.26402648,24.13823386,425222.1412,2669727.496,RAJSHAHI,PABNA,Medium Lowland,7.5,0.1,12.33550549,-0.18022193,0.502628863
1382,88.72771319,24.59310017,371187.3514,2720488.801,RAJSHAHI,RAJSHAHI,Medium Lowland,7,2,17.60008812,-0.115119994,0.392225474
1383,89.29102697,24.36050307,428090.6729,2694323.704,RAJSHAHI,SIRAJGANJ,Medium Highland 2,6.9,3.1,14.54685688,-0.177532271,0.507713497
1384,89.4262717,24.17148051,441722.411,2673331.507,RAJSHAHI,PABNA,Medium Highland 2,5.6,1.8,11.93260288,-0.103591613,0.424196333
1385,89.07879078,24.47925466,406650.4181,2707599.339,RAJSHAHI,NATORE,Medium Highland 2,6,2.2,16.19569969,-0.109553553,0.508630097
1386,88.96705141,24.50309502,395346.4139,2710319.277,RAJSHAHI,NATORE,Medium Highland 2,6.1,2.6,17.3067112,-0.153076768,0.519776702
1387,89.47527805,23.94835358,446608.1854,2648607.822,RAJSHAHI,PABNA,Medium Lowland,7.2,2.3,10.51250553,-0.15817742,0.41511777
1388,88.88573524,24.18525598,386824.991,2675188.098,RAJSHAHI,NATORE,Highland,8.1,2.1,14.90162468,0.05985548,0.423327595
1389,89.4483803,24.18132504,443972.4811,2674412.462,RAJSHAHI,PABNA,Lowland,8,2,14.82427025,-0.026850333,0.42833823
1390,89.57452527,24.0068555,456726.533,2655050.908,RAJSHAHI,PABNA,Very Lowland,7.6,2.5,7.80563879,-0.08419355,0.413245022
1391,88.45921488,24.38781457,343745.804,2698031.754,RAJSHAHI,RAJSHAHI,Highland,5.7,1,24.58317375,-0.184523225,0.425007373
1392,89.0818036,24.14413955,406710.8958,2670490.715,RAJSHAHI,NATORE,Medium Lowland,8.3,2,14.91529846,-0.176110968,0.495174855
1393,88.90890701,24.57832594,389520.9324,2718695.271,RAJSHAHI,RAJSHAHI,Medium Lowland,5.6,1.7,18.92140198,-0.195665807,0.479186416
1394,89.3561534,24.1642641,434596.1399,2672563.489,RAJSHAHI,PABNA,Lowland,7.4,1.4,12.18456745,-0.135643229,0.506447196
1395,89.38026896,24.16161123,437044.6351,2672258.703,RAJSHAHI,PABNA,Lowland,7.2,1.4,10.28363609,-0.029076129,0.461772412
1396,89.29469679,24.26270075,428408.0218,2683492.743,RAJSHAHI,PABNA,Medium Lowland,6.2,2.1,11.51500511,-0.077487096,0.427477002
1397,88.33906099,24.77746997,332079.1486,2741327.916,RAJSHAHI,CHAPAI,Medium Lowland,6.1,1,22.06316948,0.075927272,0.360599995
1398,88.81718439,24.63588072,380287.4806,2725145.461,RAJSHAHI,NAOGAON,Medium Highland 2,6,1.4,17.87519646,-0.217226446,0.515891433
1399,89.48643973,24.23426863,447859.7605,2680259.651,RAJSHAHI,SIRAJGANJ,Lowland,4,2.2,11.06310558,0.044779871,0.430658638
1400,88.8578647,24.63485778,384404.1496,2724997.354,RAJSHAHI,NAOGAON,Medium Highland 2,5.6,2.2,16.34013939,-0.18088001,0.50304848
1401,89.41435739,24.18824153,440519.9333,2675192.308,RAJSHAHI,SIRAJGANJ,Lowland,6.6,2.5,12.1320076,-0.020351948,0.443093032
1402,88.21633153,24.89024064,319832.0409,2753974.912,RAJSHAHI,CHAPAI,Medium Lowland,4.8,0.6,21.48467636,-0.06177143,0.452495068
1403,88.93731777,24.22656693,392099.391,2679721.659,RAJSHAHI,NATORE,Medium Highland 1,8.2,1.4,16.87411499,-0.23298645,0.510863841
1404,88.70543329,24.62199952,368961.4881,2723710.189,RAJSHAHI,RAJSHAHI,Medium Lowland,6,1.5,14.64121151,-0.091175482,0.298650324
1405,89.2878348,24.15908659,427652.988,2672023.845,RAJSHAHI,PABNA,Medium Lowland,7.1,1.3,10.25581074,-0.0726071,0.472500622
1406,88.68764468,24.65943184,367200.2792,2727872.603,RAJSHAHI,NAOGAON,Lowland,6.3,2,11.27750206,0.316011041,0.190640002
1407,89.54871051,23.99284928,454096.0053,2653508.365,RAJSHAHI,PABNA,Lowland,7.4,1.5,7.82361269,-0.191138312,0.434414744
1408,89.44335979,24.20505724,443473.0038,2677042.116,RAJSHAHI,PABNA,Medium Lowland,6.4,1.8,10.47017956,-0.016284516,0.45170185
1409,88.89613727,24.4427491,388107.812,2703692.484,RAJSHAHI,NATORE,Medium Highland 2,7,1.5,17.58817673,-0.237605155,0.536692619
1410,89.43327636,24.21653369,442454.1605,2678316.911,RAJSHAHI,PABNA,Medium Lowland,6.5,1.6,14.39571285,-0.092870779,0.4641141
1411,89.24612637,24.39120667,423554.8128,2697747.365,RAJSHAHI,NATORE,Medium Lowland,7.9,4,11.99044037,-0.108083874,0.478825152
1412,89.21990848,24.36585284,420880.3503,2694954.729,RAJSHAHI,NATORE,Medium Lowland,7.1,1.5,12.46962547,-0.153781936,0.488417774
1413,89.30808952,24.09307407,429674.6009,2664704.543,RAJSHAHI,PABNA,Medium Lowland,7.5,0.1,14.72179222,-0.183278069,0.483954579
1414,88.70864206,24.47682896,369135.7547,2707630.88,RAJSHAHI,RAJSHAHI,Highland,7.7,1.7,18.10809135,-0.217004523,0.532496929
1415,89.45261805,24.20977435,444415.2485,2677560.682,RAJSHAHI,SIRAJGANJ,Medium Lowland,4.9,1.1,12.85246468,-0.109022729,0.492117763
1416,88.28720374,24.82321119,326898.9238,2746458.838,RAJSHAHI,CHAPAI,Highland,6.5,0.9,28.80651665,-0.136670321,0.572309196
1417,88.25967805,24.66896386,323899.243,2729409.888,RAJSHAHI,CHAPAI,Highland,7.1,1.8,27.61724281,-0.264866441,0.554848492
1418,89.0251938,24.44989941,401195.9933,2704386.037,RAJSHAHI,NATORE,Highland,6.1,1.4,16.74794769,-0.184427753,0.474333733
1419,89.13542119,24.19881217,412196.1558,2676509.661,RAJSHAHI,NATORE,Medium Highland 2,6.5,5.1,17.13693428,-0.155907094,0.534903049
1420,89.37953965,24.21320151,436995.8915,2677971.157,RAJSHAHI,PABNA,Medium Lowland,6.5,2.4,13.56841278,-0.11868839,0.45682025
1421,88.80508309,24.19499534,378641.6646,2676334.21,RAJSHAHI,RAJSHAHI,Medium Highland 2,7.1,0.8,19.09719849,-0.215622589,0.5899086
1422,89.56727102,24.0212539,455993.6204,2656647.293,RAJSHAHI,PABNA,Lowland,7.7,2.9,9.216275215,-0.170839354,0.424693257
1423,89.31015521,24.10527426,429891.2045,2666054.324,RAJSHAHI,PABNA,Medium Lowland,7,0.5,13.83679676,-0.176342577,0.460800648
1424,88.90446507,24.19733922,388738.0066,2676511.045,RAJSHAHI,NATORE,Medium Highland 2,8.1,2.8,16.73929214,-0.173136786,0.512738645
1425,88.91538415,24.22144073,389867.7515,2679171.161,RAJSHAHI,NATORE,Medium Highland 2,7.9,1.6,17.26437759,-0.178526446,0.494219005
