ID,YEAR,YID,Longitude,Latitude,x,y,Grain_As,Grain_iAs,Straw_As,TF,logTF,WAs,WP,WP_WAs,WFe,WFe_WAs,WEc,WpH,WMg,WNa,WCa,WK,WS,SAs,SPAs,SAoAs,SAoFe,AoFe_AoAs,LogAoFe_AoAs,SpH,SEc,SOC,SAND,SILT,CLAY,SP,ELEV,Year_Irrig,DIS_STW,Variety,Land_type,Soil_As_Class,WFe_WAs,WP_WAs,PER_SPAs,PER_AoAs,LTID
114,YEAR_01,A121,89.2308,22.7417,2664150,553965.2,0.403,0.284,13.8,0.029,-1.535,0.176,1.032,5.9,3.88,22,0.84,6.87,38.6,21.8,106.2,5.1,0.961,15.7,5.97,9.2,2740,297.8,2.5,7.94,1.466,1.34,11.7,46.5,41.7,15.96,4,3,6,IET,HL,High,22.05,0.17,38.03,58.6,1
262,YEAR_02,B104,89.2421,22.805,2665343.524,560974.8966,0.348,0.248,7.5,0.046,-1.333,0.081,0.91,11.2,1.78,22,0.54,7.27,16.3,66,77.6,2.7,0.613,10.3,1.664,5.93,2970,500.8,2.7,7.93,0.438,1.28,15,52.1,32.9,11.89,4,9,10,Ratna,HL,Low,21.98,0.09,16.16,57.57,1
212,YEAR_02,B053,89.2418,22.6832,2665240.071,547479.6623,0.513,0.356,8.8,0.058,-1.234,0.382,1.05,2.7,8.34,21.8,2.41,7.05,55.8,260,172,11.8,1.427,23.9,6.473,12.55,1860,148.2,2.2,8.34,1.91,1.13,11.6,51.3,37.1,13.51,5,7,15,IET,MHL,High,21.83,0.36,27.08,52.51,2
41,YEAR_01,A042,89.2445,22.7175,2665540.071,551279.6623,0.273,0.199,10.4,0.026,-1.581,0.108,1.288,11.9,2.35,21.8,0.56,7.12,26.6,15,62.4,3.8,0.523,13.1,3.133,6.717,2380,354.3,2.5,8.43,1.416,1.48,13,41.7,45.3,17.63,3,8,5,Purbachi,MHL,Low,21.76,0.08,23.92,51.27,2
119,YEAR_01,A126,89.221,22.7639,2663155.483,556429.6211,0.329,0.236,21.8,0.015,-1.821,0.278,1.134,4.1,6.03,21.7,1.77,7.13,39.1,274.8,106.5,9.5,0.895,15.2,5.09,10.2,2770,271.6,2.4,8.12,1.413,1.27,12.2,46.4,41.4,15.36,4,11,3,BR28,HL,High,21.69,0.25,33.49,67.11,1
243,YEAR_02,B085,89.1794,22.7009,2658840.071,549479.6623,0.363,0.258,8.4,0.043,-1.364,0.246,1.38,5.6,5.27,21.4,1.848,7.03,43.8,208.6,135.8,8.7,1.124,29.1,9.251,20.44,1820,89,1.9,8.23,1.538,1.48,10.9,58.8,30.3,52.3,4,10,20,BR28,MHL,High,21.42,0.18,31.79,70.24,2
196,YEAR_02,B037,89.1504,22.8154,2655940.071,562179.6623,0.449,0.314,5.2,0.086,-1.064,0.458,1.3,2.8,9.78,21.4,0.817,7.22,23.8,70,117.8,4.3,0.955,17.3,3.469,11.29,3290,291.4,2.5,8.35,1.555,0.9,12.1,51.7,36.2,5.57,6,8,10,Ratna,HL,High,21.35,0.35,20.05,65.26,1
118,YEAR_01,A125,89.2298,22.7667,2664058.754,556737.4408,0.239,0.177,16.3,0.015,-1.834,0.199,1.706,8.6,4.19,21.1,1.73,6.97,44.1,258.2,96.8,9.9,0.836,11.1,2.11,6.49,2760,425.3,2.6,8.08,1.191,1.31,12,46.8,41.2,14.58,4,1,5,BR28,HL,Low,21.06,0.12,19.01,58.47,1
205,YEAR_02,B046,89.2497,22.714,2666068.5,550891,0.682,0.467,10.4,0.066,-1.183,0.361,1.51,4.2,7.6,21.1,0.976,7.08,34.7,37,95.6,7.7,0.803,51.8,14.804,26.11,2150,82.3,1.9,8.43,1.172,1.66,11.2,40.5,48.3,14.45,4,19,10,Minikate,MHL,High,21.05,0.24,28.58,50.41,2
77,YEAR_01,A084,89.1392,22.7675,2654753.7,556884.3,0.319,0.229,15,0.021,-1.672,0.247,1.44,5.8,5.13,20.8,0.9,7.01,26.4,66.2,97.9,5.4,0.866,18.6,7.1,10.4,2580,248.1,2.4,8.07,0.89,1.3,12.4,46.4,41.2,15.12,4,8,5,BR28,MHL,High,20.77,0.17,38.17,55.91,2
27,YEAR_01,A028,89.2371,22.6642,2664738.1,545381.3,0.389,0.275,15,0.026,-1.586,0.166,1.691,10.2,3.41,20.5,1.26,7.04,37.4,155.5,90.9,8.1,0.806,19.9,5.067,11.6,2550,219.8,2.3,8.39,2.37,1.37,12.9,43.7,43.4,17.16,1,7,5,BR28,MHL,High,20.54,0.1,25.46,58.29,2
228,YEAR_02,B069,89.2278,22.7378,2663830.1,553540,0.482,0.336,8.5,0.057,-1.246,0.249,1.36,5.5,5.1,20.5,1.332,7.11,42.5,126.4,106.2,9.3,0.894,21.23,4.973,11.56,1000,86.5,1.9,8.4,1.776,1.13,10.4,33.4,56.2,14.91,6,8,10,IET,HL,High,20.48,0.18,23.42,54.45,1
207,YEAR_02,B048,89.275,22.6482,2668626.2,543582,0.174,0.134,7.5,0.023,-1.635,0.175,1.55,8.9,3.58,20.5,1.35,7.15,51.7,100,98.9,7.7,0.808,18,4.365,8.05,3290,408.7,2.6,8.46,1.097,1.07,10.4,39.2,50.4,11.13,2,3,10,IET,MHL,High,20.46,0.11,24.25,44.72,2
206,YEAR_02,B047,89.2658,22.6545,2667691.12,544291.2087,0.273,0.199,10.2,0.027,-1.572,0.332,2.08,6.3,6.73,20.3,2.8,7.03,75,360.2,140.1,14.3,1.266,15.2,1.26,3.04,2920,960.5,3,8.51,1.783,0.55,12.4,63.4,24.2,2.43,3,6,10,BR28,MHL,High,20.27,0.16,8.29,20,2
249,YEAR_02,B091,89.216,22.6945,2662592.3,548743,0.335,0.24,7.2,0.047,-1.332,0.232,2.02,8.7,4.7,20.3,2.09,7.16,50.6,280,122.8,11.8,1.076,18.3,4.324,11.61,3020,260.1,2.4,8.36,2.15,1.71,8.3,38,53.7,8.65,5,9,15,IET,MHL,High,20.26,0.11,23.63,63.44,2
223,YEAR_02,B064,89.2244,22.7658,2663500.394,556641.5978,0.193,0.146,7.8,0.025,-1.607,0.242,1.27,5.2,4.89,20.2,2.23,7.3,48.5,269.4,94.1,10.3,0.82,14.9,3.626,12.46,2000,160.5,2.2,8.35,1.361,1.33,10.7,38.9,50.4,17.94,6,10,20,Ratna,HL,High,20.21,0.19,24.34,83.62,1
115,YEAR_01,A122,89.2318,22.7328,2664240.071,552979.6623,0.301,0.217,16.4,0.018,-1.736,0.216,1.167,5.4,4.35,20.1,1.63,6.97,56.4,173,142,9.6,3.465,27.7,6.4,14.739,2750,186.6,2.3,8.01,2.04,1.24,11.2,47.6,41.3,14.19,4,7,4,IET,HL,High,20.14,0.19,23.1,53.21,1
66,YEAR_01,A067,89.1964,22.7831,2660640.071,558579.6623,0.376,0.266,15.7,0.024,-1.621,0.157,1.098,7,3.15,20.1,1.72,7.15,34.8,134.7,107,6.8,0.747,10,2.98,6.19,2500,403.9,2.6,8.61,1.049,1.02,10.2,51.4,38.4,16.45,7,4,15,Ratna,HL,Low,20.06,0.14,29.8,61.9,1
139,YEAR_01,A146,89.2198,22.7375,2663013,553509.2,0.292,0.211,9.9,0.029,-1.53,0.184,1.043,5.7,3.61,19.6,0.92,7.01,29.1,64.3,107.9,6.1,0.914,16.6,3.5,5.9,2200,372.9,2.6,8.13,2.397,1.16,12.4,45,42.5,18.13,7,4,5,BR28,HL,High,19.62,0.18,21.08,35.54,1
79,YEAR_01,A086,89.1593,22.7563,2656810.4,555630.2,0.321,0.23,11.6,0.028,-1.558,0.174,1.232,7.1,3.3,19,1.23,7.05,43.5,124.4,104.1,7.3,0.898,16.9,3.4,8.805,2590,294.2,2.5,8.63,1.366,1.06,10.9,52,37.1,16.24,6,8,9,IET,HL,High,18.97,0.14,20.12,52.1,1
201,YEAR_02,B042,89.1993,22.7949,2660940.071,559879.6623,0.289,0.209,9.9,0.029,-1.535,0.183,1.27,6.9,3.47,19,1.083,7.19,30.4,146,89.7,6.3,0.787,17.2,4.351,9.99,1930,193.2,2.3,8.67,0.825,0.96,13.3,50.5,36.2,23.77,4,15,10,Purbachi,HL,High,18.96,0.14,25.3,58.08,1
245,YEAR_02,B087,89.1606,22.6873,2656889.7,547986,0.845,0.574,5.9,0.143,-0.844,0.249,0.74,3,4.71,18.9,1.584,7.22,40.3,106,129.7,8.6,1.114,13.6,3.658,7.96,1440,180.9,2.3,8.19,1.804,1.98,12.5,44.2,43.3,14.81,4,6,5,IET,MHL,Low,18.92,0.34,26.9,58.53,2
209,YEAR_02,B050,89.2439,22.6606,2665440.071,544979.6623,0.288,0.209,7.7,0.037,-1.427,0.245,1.04,4.2,4.63,18.9,3.15,7.16,76,416,138.7,14.3,1.134,16.8,3.726,10.45,4010,383.7,2.6,8.33,2.458,1.03,8.6,51.8,39.6,13.73,5,3,15,IET,MHL,High,18.9,0.24,22.18,62.2,2
68,YEAR_01,A069,89.193,22.7923,2660297,559596.1,0.503,0.35,12.1,0.042,-1.381,0.159,1.494,9.4,2.95,18.6,1.14,7.02,28.9,147.9,74.3,7.1,0.65,11,2.83,9.66,2500,258.8,2.4,8.31,0.907,1.26,11.1,48.5,40.4,17.18,6,5,20,IET,HL,Low,18.55,0.11,25.73,87.82,1
21,YEAR_01,A021,89.2516,22.6787,2666240.071,546979.6623,0.36,0.256,10.6,0.034,-1.469,0.287,2.136,7.4,5.05,17.6,2.06,7.02,56.2,252.7,120.9,11.8,1.052,20.24,5.067,11.6,2250,194,2.3,8.04,1.902,1.61,13.5,41.7,44.8,15.06,3,7,5,IET,MHL,High,17.6,0.13,25.03,57.31,2
200,YEAR_02,B041,89.1856,22.7921,2659540.071,559579.6623,0.168,0.13,11.9,0.014,-1.85,0.191,1.3,6.8,3.34,17.5,1.342,7.18,35.1,80,87.8,8.1,0.757,11.7,2.521,4.62,3600,779.2,2.9,8.7,1.054,0.9,15.8,61.7,22.5,9.03,4,1,15,Ratna,HL,Low,17.49,0.15,21.55,39.49,1
62,YEAR_01,A063,89.2042,22.7805,2661440.071,558279.6623,0.225,0.167,3.5,0.064,-1.192,0.2,1.15,5.8,3.41,17.1,1.12,7.12,29.2,142.2,77.8,6.9,0.698,15.7,4.32,8.146,2490,305.7,2.5,8.71,1.086,1.16,12.1,50.5,37.3,16.8,3,4,7,Purbachi,HL,High,17.05,0.17,27.52,51.89,1
203,YEAR_02,B044,89.2549,22.7153,2666600.383,551030.4751,0.363,0.258,8.7,0.042,-1.38,0.154,1.33,8.6,2.6,16.9,0.741,7.07,31.1,30,82.6,4.7,0.667,20.9,4.845,11.98,1540,128.5,2.1,8.45,1.03,1.19,9.9,35.9,54.2,9.14,4,10,12,Purbachi,MHL,High,16.88,0.12,23.18,57.32,2
33,YEAR_01,A034,89.1447,22.7707,2655324.141,557235.7605,0.295,0.213,15.2,0.019,-1.712,0.23,1.279,5.6,3.83,16.7,1.03,7.11,39.6,83.7,92,9.8,0.828,30.5,6.8,17.1,2370,138.6,2.1,8.16,0.95,1.32,13.3,44.3,42.3,15.46,3,8,5,BR28,MHL,High,16.65,0.18,22.3,56.07,2
23,YEAR_01,A023,89.271,22.6572,2668227.3,544582.9,0.316,0.227,18.8,0.017,-1.774,0.2,1.766,8.8,3.25,16.3,1.06,7.01,48.3,51.6,90.2,8.3,0.718,11.9,2.808,5,2950,590,2.8,8.13,1.529,1.54,12.7,44.6,42.8,15.21,3,4,12,BR28,MHL,Low,16.25,0.11,23.6,42.02,2
246,YEAR_02,B088,89.2083,22.7099,2661816.4,550459,0.817,0.556,11.1,0.074,-1.133,0.343,1.41,4.1,5.06,14.8,2.49,7.11,60.3,385,130.9,10.4,1.118,21,6.971,15.8,1470,93,2,8.36,2.379,1.67,16.6,45.1,38.3,32.63,4,1,15,IET,MHL,High,14.75,0.24,33.2,75.24,2
64,YEAR_01,A065,89.2149,22.7814,2662540.071,558379.6623,0.248,0.182,3.1,0.08,-1.097,0.181,1.225,6.8,2.62,14.5,1.06,7.09,30.4,118.9,78,6.7,0.692,17.2,3.34,10.5,2500,238.1,2.4,8.24,1.041,1.38,10.8,49.4,39.8,17.6,4,14,13,BR28,HL,High,14.48,0.15,19.42,61.05,1
89,YEAR_01,A096,89.113,22.7941,2652076.7,559853.7,0.335,0.24,25.8,0.013,-1.887,0.216,1.403,6.5,3.12,14.4,0.86,7.09,32.3,67.3,87.9,6.7,0.772,26.5,7.37,17.83,2620,146.9,2.2,8.23,0.616,1.52,12.9,43.3,43.8,15.83,3,9,4,BR28,HL,High,14.44,0.15,27.81,67.28,1
198,YEAR_02,B039,89.1809,22.7785,2659040.071,558079.6623,0.289,0.209,10.6,0.027,-1.564,0.227,0.95,4.2,3.21,14.1,2.07,7.23,47.3,220,95.3,9.7,0.812,5.9,1.772,3.13,1450,463.3,2.7,8.62,1.362,0.78,21.3,62.5,16.2,6.22,7,4,10,IET,HL,Low,14.14,0.24,30.03,53.05,1
225,YEAR_02,B066,89.2122,22.774,2662260.191,557555.0015,0.167,0.129,5,0.033,-1.476,0.194,1.17,6,2.73,14.1,1.471,7.2,39,130,92,7.8,0.819,15.3,3.277,7.4,2740,370.3,2.6,8.3,1.236,1.74,10.8,24.2,65,13.73,3,9,15,IET,HL,High,14.07,0.17,21.42,48.37,1
199,YEAR_02,B040,89.1857,22.7876,2659540.071,559079.6623,0.344,0.245,8.7,0.04,-1.403,0.207,1.19,5.7,2.84,13.7,1.54,7.23,34.5,159.5,86.5,8.9,0.783,9.3,1.827,4.38,2270,518.3,2.7,8.65,1.109,0.88,27.8,47.5,24.7,3.08,4,2,20,BR28,HL,Low,13.72,0.17,19.65,47.1,1
224,YEAR_02,B065,89.2077,22.7578,2661786.039,555766.9203,0.256,0.188,8.2,0.031,-1.506,0.24,1.19,5,3.22,13.4,2.233,7.25,52.6,348,112.1,10.6,0.91,13.6,4.139,8.3,2110,254.2,2.4,8.31,1.612,1.21,8.3,43,48.7,21.61,8,12,10,BR28,HL,Low,13.42,0.2,30.43,61.03,1
40,YEAR_01,A041,89.2397,22.7246,2665049.4,552068.1,0.445,0.312,19.2,0.023,-1.635,0.22,1.616,7.3,2.92,13.3,0.92,7.01,39.5,54.9,84.7,6.1,0.698,19.8,3.34,9.1,2380,261.5,2.4,8.41,1.831,1.15,9.9,43.8,46.3,18.86,8,8,7,IET,HL,High,13.27,0.14,16.87,45.96,1
227,YEAR_02,B068,89.2175,22.7549,2662790,555433,0.313,0.225,10.6,0.03,-1.53,0.231,0.91,3.9,3.05,13.2,2.4,7.2,50.9,357,123.6,11.3,1.045,12.5,2.899,8.61,3060,355.4,2.6,8.13,1.588,1.05,10.3,37.2,52.5,22.8,5,5,35,BR29,HL,Low,13.2,0.25,23.19,68.88,1
65,YEAR_01,A066,89.2142,22.7779,2662461.9,557989.5747,0.472,0.33,12.3,0.038,-1.416,0.167,0.937,5.6,2.19,13.1,1.07,7.31,31.9,118.8,77.9,6.6,0.657,16.6,3.34,6.7,2500,373.1,2.6,8.36,1.138,1.4,10.6,47.4,42.1,16.36,4,3,5,IET,HL,High,13.11,0.18,20.12,40.36,1
24,YEAR_01,A024,89.265,22.6632,2667608,545251.1,0.386,0.273,18.6,0.021,-1.683,0.23,1.758,7.6,3.01,13.1,1.32,7.09,45.5,116.2,85.6,10,0.716,14.7,3.566,7.596,2310,304.1,2.5,8.02,1.853,1.5,13.5,41.6,44.9,15.01,3,3,5,IET,MHL,Low,13.09,0.13,24.26,51.67,2
204,YEAR_02,B045,89.2553,22.7113,2666640.071,550579.6623,0.289,0.209,7.8,0.037,-1.431,0.233,1.06,4.5,2.89,12.4,0.776,7.18,32.1,18,87,5.3,0.699,26.9,7.177,13.44,2610,194.2,2.3,8.52,1.096,1.4,8.7,48,43.3,8.82,4,5,10,Minikate,MHL,High,12.4,0.22,26.68,49.96,2
120,YEAR_01,A127,89.2212,22.7684,2663171.85,556933.5499,0.213,0.159,8.7,0.024,-1.611,0.209,1.148,5.5,2.52,12.1,1.32,7.02,38.3,250.3,92.8,9.3,0.804,13.2,3.16,5.41,2780,513.9,2.7,8.07,1.358,1.3,12.4,46.4,41.2,15.12,4,4,5,BR28,HL,Low,12.06,0.18,23.94,40.98,1
261,YEAR_02,B103,89.2012,22.7886,2661140.071,559179.6623,0.273,0.199,7.7,0.035,-1.45,0.193,0.45,2.3,2.19,11.3,1.157,7.25,36.1,163,96.2,7,0.806,20.1,5.754,13.89,1550,111.6,2,8.46,0.893,1.92,12.7,26.4,60.9,19.67,6,3,15,BR28,HL,High,11.35,0.43,28.63,69.1,1
