ID,YEAR,YID,Longitude,Latitude,x,y,Grain_As,Grain_iAs,Straw_As,TF,logTF,WAs,WP,WP_WAs,WFe,WFe_WAs,WEc,WpH,WMg,WNa,WCa,WK,WS,SAs,SPAs,SAoAs,SAoFe,AoFe_AoAs,LogAoFe_AoAs,SpH,SEc,SOC,SAND,SILT,CLAY,SP,ELEV,Year_Irrig,DIS_STW,Variety,Land_type,Soil_As_Class,WFe_WAs,WP_WAs,PER_SPAs,PER_AoAs,LTID
123,YEAR_01,A130,89.2392,22.7915,2665040.071,559479.6623,0.158,0.123,2.3,0.069,-1.163,0.044,1.165,26.5,3.25,73.9,0.5,6.9,15.7,16.6,68.4,2.6,0.924,14.4,3.485,7.432,2800,376.7,2.6,7.86,0.517,1.26,11.9,47.8,40.3,13.45,4,11,4,Purbachi,HL,Low,73.86,0.04,24.2,51.61,1
193,YEAR_02,B034,89.1156,22.8246,2652371.582,563230.8338,0.371,0.263,5.6,0.066,-1.179,0.121,1.4,11.6,8.92,73.7,0.843,6.97,27.5,48.5,110.4,4.5,0.936,18.1,3.588,10.17,2590,254.7,2.4,8.3,0.753,1.23,12.5,36.3,51.2,6.22,9,4,25,Minikate,HL,High,73.72,0.09,19.82,56.19,1
44,YEAR_01,A045,89.2318,22.7121,2664229.1,550685.1,0.326,0.234,12.3,0.027,-1.577,0.085,1.102,13,6.23,73.3,2.05,6.97,63.6,241.2,137,14,1.131,26.8,4.67,15.4,1980,128.6,2.1,8.26,2.228,1.3,13.4,44.3,42.3,16.03,3,15,5,BR28,MHL,High,73.29,0.08,17.43,57.46,2
176,YEAR_02,B017,89.243,22.8105,2665440.071,561579.6623,0.234,0.173,6.7,0.035,-1.457,0.032,0.31,9.7,2.34,73.1,0.59,7.16,16.4,8.2,81.6,2.8,1.855,4.8,0.779,2.42,1980,818.2,2.9,8.14,0.467,0.55,27.9,49.2,22.9,4.38,6,5,15,Ratna,HL,Low,73.13,0.1,16.23,50.42,1
129,YEAR_01,A136,89.2618,22.7576,2667340.071,555713.038,0.164,0.127,2.2,0.075,-1.128,0.035,0.737,21.1,2.54,72.6,0.49,6.79,15.3,11.7,73.4,2,0.572,14.1,2.8,9.8,2800,285.7,2.5,7.57,0.864,1.42,11.1,49.8,39.2,17.17,8,9,5,BR28,HL,Low,72.57,0.05,19.86,69.5,1
43,YEAR_01,A044,89.2281,22.7249,2663860.062,552102.6252,0.479,0.334,9.3,0.052,-1.288,0.066,0.978,14.8,4.77,72.3,1.27,7.13,47.1,109.5,104.6,10.7,0.924,15.1,2.88,6.2,2410,388.7,2.6,8.44,2.417,1.35,10.9,46.3,42.8,16,4,10,5,IET,HL,High,72.27,0.07,19.07,41.06,1
195,YEAR_02,B036,89.1299,22.805,2653824.4,561047,0.275,0.2,5.7,0.048,-1.317,0.074,1.06,14.3,5.28,71.4,0.543,7.05,19.2,26,80.1,3.4,0.697,12,1.756,6.05,1460,241.3,2.4,8.32,0.849,0.92,14.6,46.7,38.7,6.54,7,3,10,IET,HL,Low,71.35,0.07,14.63,50.42,1
97,YEAR_01,A104,89.175,22.67,2658360.4,546061.3,0.369,0.262,9.5,0.039,-1.411,0.097,1.094,11.3,6.91,71.2,0.98,6.93,34,35.8,134,4.5,1.138,22.4,4,10.5,2680,255.2,2.4,7.82,1.778,1.33,13.4,46.9,39.7,13.35,3,12,4,IET,MHL,High,71.24,0.09,17.86,46.88,2
81,YEAR_01,A088,89.1501,22.7431,2655858.247,554168.9292,0.202,0.152,7.8,0.026,-1.587,0.079,1.186,15,5.61,71,2.2,7.01,63.9,277,163.4,9.5,6.032,23.5,4.85,10.4,2590,249,2.4,8.13,1.442,1.54,12.7,44.6,42.8,15.21,3,8,5,Purbachi,MHL,High,71.01,0.07,20.64,44.26,2
101,YEAR_01,A108,89.1752,22.6631,2658380.1,545290.6,0.34,0.243,11.3,0.03,-1.522,0.107,0.747,7,7.57,70.7,1.42,6.99,46.3,93.2,170,6.3,1.351,26.1,5.6,16.25,2700,166.2,2.2,6.96,1.867,1.71,16.8,43.4,39.8,13.26,2,11,5,BR28,MHL,High,70.75,0.14,21.46,62.26,2
4,YEAR_01,A004,89.1296,22.7568,2653752.9,555702.3,0.367,0.261,18.7,0.02,-1.707,0.122,1.545,12.7,8.58,70.3,0.83,6.85,28.4,22.8,103.8,4,1.012,23.8,6.031,12.596,2500,198.5,2.3,8.07,1.067,1.61,12.7,43.6,43.7,16.28,3,8,8,IET,MHL,High,70.33,0.08,25.34,52.92,2
186,YEAR_02,B027,89.1256,22.7534,2653341.2,555337,0.399,0.282,7.5,0.053,-1.274,0.103,1.12,10.9,7.24,70.3,1.124,6.98,42.9,66,137,6.1,5.306,25.8,5.664,11,2030,184.5,2.3,8.31,1.175,1.68,12.1,19.2,68.7,27.67,4,8,10,BR28,MHL,High,70.29,0.09,21.95,42.64,2
251,YEAR_02,B093,89.2162,22.7381,2662640.071,553579.6623,0.294,0.213,9.9,0.03,-1.527,0.065,1.08,16.6,4.52,69.5,4.16,7.21,97.5,576.9,219.1,12.4,33.633,15,3.845,10.2,4470,438.2,2.6,8.03,2.514,1.03,8.3,46.7,45,11.46,4,4,6,IET,HL,High,69.54,0.06,25.63,68,1
54,YEAR_01,A055,89.1319,22.76,2654000.4,556055.4,0.362,0.257,10.6,0.034,-1.467,0.077,1.281,16.6,5.34,69.4,1.33,6.94,43.3,89.1,139.1,5.8,9.932,27.9,7.142,12.3,2430,197.6,2.3,8.25,0.995,1.38,12.9,44.1,43,16.13,2,10,5,BR28,MHL,High,69.35,0.06,25.6,44.09,2
96,YEAR_01,A103,89.1722,22.6779,2658083.7,546930.7,0.377,0.267,17.6,0.021,-1.669,0.095,0.798,8.4,6.53,68.7,2.21,6.89,53.9,289.6,179.5,8.7,1.401,47.6,12.49,25.672,2670,104,2,7.76,1.769,1.74,16.7,43.6,39.8,13.37,2,14,5,IET,MHL,High,68.74,0.12,26.24,53.93,2
239,YEAR_02,B081,89.1664,22.7245,2657517.3,552106,0.219,0.163,9.4,0.023,-1.633,0.092,0.87,9.5,6.27,68.2,3.25,7.18,75.7,431.9,244.1,9.3,2.002,18.19,2.756,6.06,1810,298.7,2.5,7.86,1.732,1.22,9.5,53,37.5,3.25,3,7,10,IET,MHL,High,68.15,0.11,15.15,33.32,2
5,YEAR_01,A005,89.1312,22.7366,2653909.2,553466.9,0.424,0.298,20.3,0.021,-1.68,0.072,0.966,13.4,4.78,66.4,1.42,6.95,43.4,93,130.5,5.3,2.511,26,6.627,13.805,2060,149.2,2.2,7.81,1.354,1.26,12.1,50.9,37.1,14.2,5,10,5,Minikate,MHL,High,66.39,0.07,25.49,53.1,2
106,YEAR_01,A113,89.1568,22.7206,2656530.5,551673.1,0.258,0.189,11.9,0.022,-1.664,0.096,1.445,15.1,6.13,63.9,1.89,6.78,50.1,252.2,156.2,8.7,1.839,22.9,6.65,13.5,2710,200.7,2.3,8.26,1.654,1.58,12.7,45.1,42.2,17.26,2,18,4,IET,MHL,High,63.85,0.07,29.04,58.95,2
138,YEAR_01,A145,89.1986,22.7489,2660840.071,554779.6623,0.276,0.201,6.4,0.043,-1.365,0.053,1.065,20.1,3.35,63.2,1.66,6.85,39.9,149,159.6,5.1,10.461,8.5,1.65,4.19,2840,677.8,2.8,7.86,1.923,1.19,10,50.2,39.8,16.23,7,4,25,BR28,HL,Low,63.21,0.05,19.41,49.29,1
187,YEAR_02,B028,89.1253,22.7502,2653315.8,554978,0.211,0.158,11.5,0.018,-1.736,0.062,1.07,17.3,3.88,62.6,2.83,6.97,66.8,405,182.1,7.9,11.296,19.8,3.773,9.09,2670,293.7,2.5,8.36,1.284,1.31,9.5,28,62.5,14.56,5,8,10,BR28,MHL,High,62.58,0.06,19.06,45.91,2
35,YEAR_01,A036,89.1366,22.7363,2654463.3,553429.5,0.336,0.24,12.1,0.028,-1.556,0.092,0.919,10,5.74,62.4,1.11,7.02,40.3,60,113.7,6.1,0.97,35.2,8.72,18.8,2100,111.7,2,7.87,1.375,1.51,12.7,45.5,41.8,14.07,2,12,5,BR28,MHL,High,62.39,0.1,24.77,53.41,2
242,YEAR_02,B084,89.1823,22.709,2659140.071,550379.6623,0.285,0.207,6.6,0.043,-1.365,0.157,1.14,7.3,9.79,62.4,2.29,6.96,64.1,279,206.1,9.8,1.852,25.7,4.555,11.42,2910,254.8,2.4,8.26,1.501,0.93,10.8,43.4,45.8,24.53,5,10,10,BR28,MHL,High,62.36,0.14,17.72,44.44,2
162,YEAR_02,B003,89.144,22.7818,2655256.06,558463.9102,0.342,0.244,8.5,0.04,-1.395,0.094,0.79,8.4,5.79,61.6,0.979,6.98,28.6,70.2,106,4.9,0.971,23.5,5.341,11.92,2870,240.8,2.4,8.45,0.949,1.07,7.8,42.2,50,11.2,8,8,20,BR28,MHL,High,61.6,0.12,22.73,50.72,2
82,YEAR_01,A089,89.1411,22.7548,2654940.071,555479.6623,0.163,0.127,2.7,0.06,-1.219,0.053,0.79,14.9,3.22,60.8,2.32,7.01,62.1,248,238.5,8.7,14.171,17.8,3.6,15.7,2600,165.6,2.2,8.05,1.196,1.32,12.1,46.5,41.5,15.3,4,6,4,Purbachi,MHL,High,60.75,0.07,20.22,88.2,2
125,YEAR_01,A132,89.2599,22.8064,2667171.825,561114.9996,0.226,0.168,7.9,0.029,-1.544,0.064,1.229,19.2,3.77,58.9,0.53,6.91,19.1,19.3,72.2,3.1,0.696,12.36,1.65,10.31,2800,271.6,2.4,7.29,0.549,1.39,11.8,52.2,36,14.27,5,10,5,Ratna,HL,Low,58.91,0.05,13.35,83.41,1
157,YEAR_01,A164,89.1283,22.728,2653598.2,552521.3,0.591,0.408,14.3,0.041,-1.384,0.109,0.876,8,6.36,58.3,0.86,6.89,29.7,34.6,120.6,4.3,0.99,12.6,4.22,4.37,3180,727.7,2.9,8.02,1.459,1.58,12.9,42.6,44.4,16.54,2,4,7,IET,MHL,Low,58.35,0.12,33.49,34.68,2
1,YEAR_01,A001,89.1134,22.7544,2652096.5,555447.2,0.432,0.303,19.9,0.022,-1.663,0.059,0.761,12.9,3.44,58.3,1.03,7.03,33.9,69.4,99.1,5.3,2.936,29.1,9.89,13.28,2500,188.3,2.3,7.74,1.128,1.66,16.3,44.8,38.9,13.79,3,14,5,BR28,MHL,High,58.31,0.08,33.99,45.64,2
188,YEAR_02,B029,89.1295,22.7422,2653733.9,554092.4,0.235,0.174,10.3,0.023,-1.642,0.13,1.22,9.4,7.52,57.8,0.851,7,32.6,65,122,4.2,1.157,19.7,5.172,10.92,3190,292.1,2.5,7.95,1.274,1.87,10,35,55,9.03,2,9,15,IET,MHL,High,57.85,0.11,26.25,55.43,2
15,YEAR_01,A015,89.2881,22.7448,2670040.071,554279.6623,0.181,0.138,6,0.03,-1.52,0.053,0.784,14.8,3.06,57.7,0.75,7.1,22.9,38.9,78.3,3.9,0.682,10.4,2.401,5.234,3200,611.4,2.8,8.2,1.416,1.25,12,47.2,40.8,16.07,5,5,10,Ratna,HL,Low,57.74,0.07,23.09,50.33,1
117,YEAR_01,A124,89.2355,22.7635,2664640.071,556379.6623,0.283,0.205,12.4,0.023,-1.642,0.126,1.171,9.3,7.1,56.3,1.1,6.9,24.6,90.1,114.5,4.8,2.917,21.2,3.78,14.4,2760,191.7,2.3,7.93,1.049,1.32,12.2,46.5,41.3,15.65,4,11,5,BR28,HL,High,56.35,0.11,17.83,67.92,1
55,YEAR_01,A056,89.1372,22.756,2654539.8,555611.8,0.282,0.205,8,0.035,-1.453,0.098,1.536,15.7,5.51,56.2,1.48,6.65,45,148.5,122.9,7.5,1.622,27.2,6.952,14.464,2440,168.7,2.2,8.05,1.112,1.32,12.1,46.5,41.5,15.3,4,18,5,Ratna,MHL,High,56.22,0.06,25.56,53.18,2
160,YEAR_02,B001,89.1498,22.7711,2655840.071,557279.6623,0.353,0.251,9.9,0.036,-1.448,0.118,1.36,11.5,6.63,56.2,1.095,7.02,38.5,88.7,107.4,7.3,0.914,17.4,4.065,9.44,4010,424.8,2.6,8.3,1.057,1.35,8.7,16.3,75,10.44,3,6,10,BR28,MHL,High,56.19,0.09,23.36,54.25,2
73,YEAR_01,A080,89.1039,22.7724,2651126.8,557448.1,0.27,0.197,8,0.034,-1.472,0.044,1.288,29.3,2.46,55.9,1.14,6.74,34.1,43.3,138.3,4.2,2.222,13.1,3.133,6.717,2570,382.6,2.6,7.82,0.777,1.33,13.4,46.9,39.7,13.35,3,8,6,Ratna,MHL,Low,55.91,0.03,23.92,51.27,2
86,YEAR_01,A093,89.1497,22.7764,2655840.852,557863.1258,0.388,0.274,10.7,0.036,-1.441,0.124,1.36,11,6.88,55.5,0.79,6.99,30.1,36.6,101.3,4.5,0.904,25.4,7.37,15.1,2610,172.8,2.2,7.81,1.104,1.27,12.2,49.5,38.3,13.92,6,10,7,BR28,MHL,High,55.48,0.09,29.02,59.45,2
257,YEAR_02,B099,89.3082,22.7324,2672094.196,552895.036,0.266,0.194,12.1,0.022,-1.658,0.12,0.65,5.4,6.64,55.3,1.08,6.93,43.5,74,69.2,8.6,0.585,9.7,2.637,4.73,1440,304.4,2.5,8.41,0.888,0.85,9.1,43.8,47.1,17.08,7,3,10,BR28,HL,Low,55.33,0.18,27.19,48.76,1
194,YEAR_02,B035,89.1188,22.8203,2652699.4,562745,0.485,0.338,9,0.054,-1.269,0.145,1.03,7.1,8.02,55.3,1.051,6.97,34.5,40,145.8,5.1,1.195,22,6.672,17.4,1340,77,1.9,8.34,0.79,1.42,12.5,28.8,58.7,9.9,5,6,20,Purbachi,HL,High,55.31,0.14,30.33,79.09,1
153,YEAR_01,A160,89.139,22.7855,2654746.3,558878.3,0.228,0.169,6.2,0.037,-1.434,0.105,0.905,8.6,5.79,55.1,0.93,6.92,28.9,52.6,107,4.1,0.919,20.1,5.029,11.9,3220,270.6,2.4,8.19,0.859,1.42,10.7,49.2,40.1,18.65,4,6,8,Ratna,MHL,High,55.14,0.12,25.02,59.2,2
190,YEAR_02,B031,89.1108,22.7967,2651851.4,560133.5,0.292,0.211,11.2,0.026,-1.584,0.142,1.3,9.2,7.69,54.2,0.933,6.93,31,62.9,130.3,5,1.08,18.7,4.069,13.33,1830,137.3,2.1,8.39,0.62,1.09,7.5,51.3,41.2,19.87,5,2,20,BR28,HL,High,54.15,0.11,21.76,71.28,1
91,YEAR_01,A098,89.1164,22.8134,2652440.071,561979.6623,0.344,0.245,16.1,0.021,-1.67,0.118,1.2,10.2,6.23,52.8,0.83,6.8,30.2,26,110,4.6,0.877,16.5,3.09,9.7,2630,271.1,2.4,7.71,0.725,1.54,11.7,48.3,40,15.27,4,14,4,Minikate,HL,High,52.8,0.1,18.73,58.79,1
11,YEAR_01,A011,89.1289,22.7633,2653689.2,556421.1,0.471,0.329,26.2,0.018,-1.745,0.096,1.016,10.6,5.01,52.2,0.9,6.96,36.3,29.1,107.1,4.4,1.302,30.19,7.762,19.7,2180,110.7,2,7.96,0.894,1.71,12.1,41.3,46.7,17.06,2,20,5,IET,MHL,High,52.19,0.09,25.71,65.25,2
98,YEAR_01,A105,89.1829,22.6694,2659177.446,545990.4028,0.421,0.296,15.1,0.028,-1.555,0.118,0.714,6.1,6,50.8,1.22,7.04,43.2,64.5,149.2,5.7,1.18,17.5,3.6,12.72,2680,210.7,2.3,7.53,1.758,1.57,12.3,47.6,40.1,15.1,4,9,4,IET,MHL,High,50.85,0.17,20.57,72.69,2
99,YEAR_01,A106,89.1947,22.6647,2660382.119,545456.4256,0.32,0.23,18.2,0.018,-1.755,0.132,1.228,9.3,6.7,50.8,0.9,7,28.6,66.5,100.5,5,0.9,12.9,3.078,7.5,2680,357.3,2.6,7.14,1.862,1.76,16.5,43,40.5,13.81,3,3,4,BR28,MHL,Low,50.76,0.11,23.86,58.14,2
84,YEAR_01,A091,89.1425,22.749,2655075.4,554829.1,0.302,0.218,18.8,0.016,-1.794,0.099,0.538,5.4,5.01,50.6,0.81,6.81,42.6,110.8,156.2,6.1,1.503,19.3,5.25,7.73,2610,337.6,2.5,7.81,1.308,1.45,16.2,47.6,36.2,13.23,2,6,4,BR28,MHL,High,50.61,0.18,27.2,40.05,2
155,YEAR_01,A162,89.1134,22.8178,2652140.071,562479.6623,0.268,0.196,6.7,0.04,-1.398,0.125,1.095,8.8,6.3,50.4,0.68,6.87,28.3,11.6,92.2,5,0.749,8,2.8,3.4,3360,988.2,3,8.16,0.703,1.32,11.9,47.3,40.8,15.37,4,7,15,Ratna,HL,Low,50.4,0.11,35,42.5,1
161,YEAR_02,B002,89.1478,22.773,2655644.5,557491,0.265,0.194,6.6,0.04,-1.396,0.114,0.8,7,5.74,50.4,1.076,7.04,35.2,85.6,129.9,6.4,1.079,17.5,3.841,10.34,4940,477.8,2.7,8.15,1.032,1.78,8.3,26.7,65,10.77,3,8,15,IET,MHL,High,50.35,0.14,21.95,59.09,2
214,YEAR_02,B055,89.2288,22.6964,2663909.2,548954,0.313,0.225,7,0.045,-1.35,0.098,0.99,10.1,4.93,50.3,2.94,7.18,69.8,433,132.4,15.5,1.136,15.12,5.273,4.28,1690,394.9,2.6,8.61,2.225,1.09,9.1,50.5,40.4,6.17,5,3,10,IET,MHL,High,50.31,0.1,34.87,28.31,2
220,YEAR_02,B061,89.2359,22.7949,2664705.411,559857.039,0.229,0.17,11.3,0.02,-1.693,0.117,1.59,13.6,5.88,50.3,0.787,7.05,29.1,39.6,99.3,4.2,0.781,19.5,4.122,13.59,2890,212.7,2.3,7.85,0.51,1.23,8.6,27.2,64.2,23.34,5,4,15,Ratna,HL,High,50.26,0.07,21.14,69.69,1
75,YEAR_01,A082,89.129,22.7683,2653708.804,556984.913,0.217,0.162,7.2,0.03,-1.521,0.085,0.962,11.3,4.24,49.9,0.79,6.94,32.9,24.1,101.1,4.5,0.952,26.4,7.28,12.3,2570,208.9,2.3,8.06,0.787,1.46,11.6,47,41.4,16.62,4,14,5,Ratna,MHL,High,49.88,0.09,27.58,46.59,2
208,YEAR_02,B049,89.279,22.6473,2669040.071,543479.6623,0.281,0.204,9.2,0.031,-1.515,0.094,1.31,13.9,4.65,49.5,0.722,7.02,25.7,29.3,107.5,4.3,0.846,5.7,1.03,3.1,3050,983.9,3,7.92,0.925,1.46,8.5,34.8,56.7,37.17,8,6,30,Purbachi,MHL,Low,49.47,0.07,18.07,54.39,2
88,YEAR_01,A095,89.1449,22.7774,2655339.5,557973.3,0.318,0.228,25.6,0.012,-1.906,0.106,0.763,7.2,5.23,49.3,0.88,6.88,22.7,61.4,105.5,4.1,0.919,23,3.87,8.5,2610,307.1,2.5,8.06,0.969,1.46,11.6,47,41.4,16.62,4,10,5,IET,MHL,High,49.34,0.14,16.83,36.96,2
192,YEAR_02,B033,89.1088,22.8219,2651670.4,562928,0.449,0.314,8.5,0.053,-1.277,0.094,0.78,8.3,4.63,49.3,0.803,6.9,26,42.2,107.8,5.3,0.97,12.8,3.587,9.13,2910,318.7,2.5,8.3,0.67,0.88,12.5,25.4,62.1,11.09,5,6,20,BR29,HL,Low,49.26,0.12,28.02,71.33,1
185,YEAR_02,B026,89.1168,22.7529,2652440.071,555279.6623,0.437,0.307,6,0.073,-1.138,0.105,1.04,9.9,5.17,49.2,1.016,7.04,39.9,39,124,6.2,1.109,24.2,4.084,8.99,1210,134.6,2.1,8.42,1.148,0.92,7.8,28.8,63.4,6.43,4,6,5,BR28,MHL,High,49.24,0.1,16.88,37.15,2
76,YEAR_01,A083,89.1401,22.7722,2654852.4,557406.5,0.246,0.181,21.7,0.011,-1.946,0.101,1.063,10.5,4.94,48.9,0.83,7.02,32.9,27.6,102.6,3.9,1.147,51.6,14.47,27.869,2570,92.2,2,8.15,0.863,1.59,13.5,41.8,44.8,16.01,3,15,9,BR28,MHL,High,48.91,0.1,28.04,54.01,2
14,YEAR_01,A014,89.2953,22.721,2670761.825,551635.6001,0.661,0.454,34.5,0.019,-1.718,0.164,1.071,6.5,7.87,48,0.7,6.9,23.5,16.6,91,3.7,0.805,25.4,7.55,11.7,2190,187.2,2.3,8.1,1.033,1.16,10.8,48,41.1,16.1,6,10,5,BR29,HL,High,47.99,0.15,29.72,46.06,1
151,YEAR_01,A158,89.1632,22.7967,2657241.673,560098.4603,0.13,0.105,2.4,0.054,-1.266,0.117,1.204,10.3,5.61,47.9,0.51,7,32.5,32.3,115.6,4.2,0.993,11.4,1.85,7,3100,442.9,2.6,8.27,1.394,1.13,9.1,48.6,42.4,17.27,5,2,4,Ratna,HL,Low,47.95,0.1,16.23,61.4,1
164,YEAR_02,B005,89.1388,22.7912,2654731.75,559509.0625,0.314,0.226,10.7,0.029,-1.532,0.123,0.72,5.9,5.85,47.6,1.044,6.99,27.8,80.5,118.1,5.6,1.204,18.7,4.579,12.68,4000,315.5,2.5,8.31,0.924,1.7,10.3,29.7,60,11.53,8,7,15,BR28,HL,High,47.56,0.17,24.49,67.81,1
240,YEAR_02,B082,89.1679,22.7198,2657666.4,551581,0.362,0.257,10.8,0.034,-1.475,0.145,0.9,6.2,6.87,47.4,2.04,7.08,50.5,276,163,8.5,1.339,14.6,4.521,11.49,3880,337.7,2.5,7.77,1.62,2.64,17,43,40,8.43,3,7,10,IET,MHL,Low,47.38,0.16,30.97,78.7,2
36,YEAR_01,A037,89.1414,22.7323,2654951.4,552982.7,0.451,0.316,22.5,0.02,-1.698,0.127,1.253,9.9,5.98,47.1,0.82,6.95,31.1,24.5,103.1,4,0.927,21.3,6.47,12.2,2380,195.1,2.3,7.96,1.461,1.71,12.1,41.3,46.7,17.06,2,15,9,IET,MHL,High,47.09,0.1,30.38,57.28,2
103,YEAR_01,A110,89.1691,22.69,2657772.1,548280.7,0.312,0.224,15.9,0.02,-1.707,0.144,0.765,5.3,6.7,46.5,1.38,7.02,40.6,128.5,137.5,8,1.117,18.5,4.595,7.6,2700,355.3,2.6,8.34,1.693,1.45,13.2,42.2,44.6,17.95,2,9,5,IET,MHL,High,46.53,0.19,24.84,41.08,2
59,YEAR_01,A060,89.1863,22.7726,2659595.3,557418.2,0.829,0.564,23,0.036,-1.443,0.174,1.543,8.9,8.03,46.1,1.56,6.85,39.8,219.6,92.4,8.8,0.845,19.3,5.09,8.5,2670,314.1,2.5,8.19,1.381,1.3,10.9,48.5,40.6,17.51,5,6,3,IET,HL,High,46.15,0.11,26.37,44.04,1
137,YEAR_01,A144,89.192,22.7472,2660160.3,554596,0.414,0.291,16.3,0.025,-1.595,0.109,1.09,10,4.89,44.9,0.94,6.92,39.4,38.9,112.9,5.7,1.21,27.4,5.6,16.7,2400,143.7,2.2,7.66,1.865,1.42,11.1,49.8,39.2,17.17,8,16,4,IET,HL,High,44.86,0.1,20.44,60.95,1
175,YEAR_02,B016,89.1389,22.7484,2654710.6,554767,0.227,0.169,7.4,0.031,-1.513,0.119,0.43,3.6,5.32,44.7,1.418,7.13,43.2,111,168.8,5.2,1.416,24.2,7.953,16.15,3840,237.8,2.4,8.07,1.268,1.68,5.8,37.5,56.7,18.13,2,8,5,BR28,MHL,High,44.71,0.28,32.86,66.74,2
180,YEAR_02,B021,89.1252,22.7601,2653308.4,556074,0.568,0.393,7.3,0.078,-1.109,0.099,0.97,9.8,4.41,44.5,1.076,7.22,42.8,85.6,121,6.2,3.766,26.3,4.652,11.56,2010,173.9,2.2,8.34,0.951,1.68,6.6,25.5,67.9,9.14,2,5,6,BR29,MHL,High,44.55,0.1,17.69,43.95,2
132,YEAR_01,A139,89.2796,22.7691,2669181,556971.0625,0.31,0.223,14.3,0.022,-1.664,0.12,1.017,8.5,5.34,44.5,0.76,6.86,40.7,15.2,99.9,4.9,0.751,22.1,6.92,12.7,2820,222,2.3,7.73,1.094,1.38,12.3,52.1,35.6,14.27,5,15,3,Ratna,HL,High,44.5,0.12,31.31,57.47,1
197,YEAR_02,B038,89.1477,22.7767,2655635.376,557897.1353,0.293,0.212,6.2,0.047,-1.326,0.206,1.5,7.3,9.07,44,2.06,6.92,42.1,242.4,116.6,10.3,1.126,13.6,2.566,5.65,2510,444.2,2.6,8.42,1.068,1.11,14.6,46.7,38.7,7.08,3,9,5,BR28,MHL,Low,44.03,0.14,18.87,41.54,2
179,YEAR_02,B020,89.1258,22.7626,2653368.9,556356.1,0.382,0.27,10.7,0.036,-1.447,0.118,1.03,8.7,5.15,43.6,1.041,7,38.7,47,124.8,4.7,1.322,31.6,8.626,14.36,1370,95.4,2,8.23,0.889,1.83,8.8,22.5,68.7,13.48,2,8,10,IET,MHL,High,43.64,0.11,27.3,45.44,2
105,YEAR_01,A112,89.1559,22.735,2656441.186,553276.0256,0.278,0.202,10.5,0.026,-1.577,0.112,1.067,9.5,4.87,43.5,1.65,6.94,43.2,197.9,147.1,7.1,3.25,17.6,4.352,10.9,2700,247.7,2.4,8.33,1.575,1.46,12.8,42.4,44.8,17.89,2,13,5,BR28,MHL,High,43.48,0.1,24.73,61.93,2
170,YEAR_02,B011,89.1471,22.7501,2655548.338,554955.5862,0.423,0.297,9.7,0.044,-1.36,0.125,0.72,5.8,5.27,42.2,1.422,7.05,32.2,211,149,5.6,2.01,26.4,7.709,16.08,3600,223.9,2.4,8.12,1.347,2.6,13,34.2,52.8,10.88,3,14,15,BR29,MHL,High,42.16,0.17,29.2,60.91,2
234,YEAR_02,B076,89.2844,22.7204,2669640.071,551579.6623,0.373,0.265,7.9,0.047,-1.326,0.055,0.84,15.3,2.31,42,0.669,7.26,25.5,20.8,89.5,4.4,0.724,13.7,3.587,9.66,3510,363.4,2.6,8.24,1.464,0.85,4.9,45.1,50,15.56,3,3,10,Purbachi,MHL,Low,42,0.07,26.18,70.51,2
17,YEAR_01,A017,89.3031,22.7341,2671570.195,553084.4121,0.466,0.326,13.9,0.034,-1.475,0.086,1.331,15.5,3.59,41.7,0.7,7.05,38.7,18.7,62.6,7.2,0.522,11.7,2.753,5.948,2650,445.5,2.6,8.12,0.949,1.27,12.2,46.4,41.4,15.36,4,4,12,IET,HL,Low,41.74,0.06,23.53,50.84,1
177,YEAR_02,B018,89.2469,22.8069,2665840.071,561179.6623,0.309,0.222,6.2,0.05,-1.302,0.112,1.25,11.2,4.63,41.3,0.748,6.97,24.2,58,98.2,5,0.797,5.5,1.511,4.24,2020,476.4,2.7,8.32,0.447,0.78,12.8,45.5,41.7,27.13,7,1,10,Purbachi,HL,Low,41.34,0.09,27.47,77.09,1
221,YEAR_02,B062,89.2307,22.8034,2664173.502,560797.6717,0.321,0.23,7.2,0.045,-1.351,0.153,1.56,10.2,6.3,41.2,0.897,7.02,37.1,87,99.7,5,0.808,18.14,6.569,13.62,2080,152.7,2.2,8.07,0.517,1.09,10.7,21.4,67.9,26.26,4,11,10,BR28,HL,High,41.18,0.1,36.21,75.08,1
189,YEAR_02,B030,89.115,22.7917,2652279.2,559582,0.458,0.32,8.3,0.055,-1.258,0.171,1.64,9.6,7.01,41,0.874,6.96,31.2,53.5,114.3,4.7,0.939,19.4,4.845,10.93,1170,107,2,8.29,0.614,0.92,25,42.5,32.5,12.39,6,7,20,Minikate,HL,High,40.99,0.1,24.97,56.34,1
22,YEAR_01,A022,89.2565,22.6658,2666738.6,545544.5,0.328,0.235,9.9,0.033,-1.48,0.113,1.429,12.6,4.62,40.9,2.19,7.05,54.7,328.9,140,12.1,1.093,16.4,3.34,8.53,2290,268.5,2.4,8.39,2.135,1.44,12.4,46,41.6,17.78,4,3,5,IET,MHL,High,40.88,0.08,20.37,52.01,2
